"","LP.01.01","LP.01.02","LP.01.03","LP.01.04","LP.01.10","LP.01.12","LP.01.14","LP.01.16","LP.01.18","LP.01.19","LP.01.20","LP.01.22","LP.01.24","LP.01.25","LP.01.28","LP.01.31","LP.01.35","LP.01.40","LP.01.42","LP.01.46","LP.01.58","LP.01.61","LP.01.66","LP.01.67","LP.01.68","Test.FFPE.01","Test.FFPE.03","Test.FFPE.04","Test.FFPE.05","Test.FFPE.06","Test.FFPE.08","R3388_YZ_1","R3388_YZ_2","R3388_YZ_3","R3388_YZ_4","R3388_YZ_5","R3388_YZ_6","R3388_YZ_7","R3388_YZ_9","R3388_YZ_10","R3388_YZ_12","R3388_YZ_13","R3388_YZ_15","R3388_YZ_16","R3388_YZ_17","R3388_YZ_19","R3388_YZ_20","R3388_YZ_21","R3388_YZ_24","R3388_YZ_25","R3388_YZ_26","R3388_YZ_27","R3388_YZ_28","R3388_YZ_29","R3388_YZ_31","R3388_YZ_32","R3388_YZ_33","R3388_YZ_34","R3388_YZ_35","R3388_YZ_36","R3388_YZ_37","R3388_YZ_38","R3388_YZ_39","R3388_YZ_40","R3388_YZ_41","R3388_YZ_42","R3388_YZ_43","R3388_YZ_44","R3388_YZ_47","R3388_YZ_48","R3388_YZ_49","R3388_YZ_50","R3388_YZ_51","R3388_YZ_52","R3388_YZ_54","R3388_YZ_55","R3388_YZ_57","R3388_YZ_58","R3388_YZ_60","R3388_YZ_61","R3388_YZ_62","R4163_YZ_1","R4163_YZ_2","R4163_YZ_3","R4163_YZ_5","R4163_YZ_7","R4163_YZ_8","R4163_YZ_9","R4163_YZ_16","R4163_YZ_18","R4163_YZ_19","R4163_YZ_20","R4163_YZ_21","R4163_YZ_23","R4163_YZ_25","R4163_YZ_26","R4163_YZ_28"
"ADNP",2.03919969671952,1.9682546844738,1.98256704226631,1.58306898421707,1.46107197292932,2.40312111386574,1.79992641922089,1.97508731918819,1.55373756803437,1.8270983764607,1.64464297539612,0.897716755569011,2.43299283433655,2.0476412879372,2.69986578345629,1.74006820772356,1.95201395256749,0.589578497138289,0.747623546541195,1.21000504920086,1.6464377713749,0.685601426255173,2.09562797475227,2.57372226855026,2.00809845784941,1.35455897365527,3.12388652440937,1.88870703916908,1.68408018808225,1.02258988758464,1.31232112721033,1.41444065108555,2.30272792580488,1.42772025527898,1.82667906809118,1.35364016100062,0.882111757556592,1.11738107705952,0.922618478103582,1.75719669842743,3.06907618878362,0.851573760946273,0.810717689883376,1.81051837360258,2.49149768327349,2.08759544283105,0.944201373546093,2.11191496504377,2.27204796024429,1.32078094123371,0.552153691733964,1.86713296442438,1.91738018467668,1.85316908672668,1.10011180692968,1.34218374201381,2.10104511535393,1.9126748278538,1.39059042477609,1.86374992917352,1.5137015021706,1.40484681674723,1.08876849161614,2.26836696456329,1.42640817220725,1.02039831679422,1.36249014762258,0.60195835502603,1.64622149523491,1.74923108607186,1.7066120979304,2.43389078655915,1.75597385825833,2.14325048665168,1.67473383468467,2.56448448708864,1.64450230793253,0.886641467776088,1.90265249040859,2.0042019385494,2.14804565677857,1.87257741613394,1.34756618936946,1.20362149998675,1.42025562652979,1.35908044984523,2.38765678466144,0.754296389480817,1.0894446439154,1.72662306249124,1.02201674305555,1.02831979036849,1.811546728264,1.44575401455576,1.95941018298883,1.64505378174551,1.26083153231315
"AHR",3.83145262180869,4.04006750776095,4.34759145616241,4.32751185407885,4.17229752239718,4.85654166035172,4.56682517534219,4.92169625213962,3.80453991446163,4.23251303689659,4.24424967263585,2.5418392271075,4.68260270957315,4.17611174810114,4.75277347808871,3.65651738021388,5.01900985661482,2.79735390285265,4.42469731009325,3.90028074302362,4.16007835853797,2.7721849769361,4.09673913085584,4.5938622571453,4.6632881158925,4.1955109379094,4.21807633863599,4.51781216931116,3.7686775954406,3.35514493570681,3.60620187755416,5.35103209552121,4.25789905619143,4.86639749678258,2.63706480455789,3.64860286493516,3.40757060544755,4.98483135090249,4.15528231791427,4.72708093674469,3.6806847371103,3.56268451046918,3.80607417790738,4.16916662218641,5.27139011970171,3.9521997881405,3.20621762381651,4.13977991432259,4.07224450303385,5.03486558391543,4.74921696426218,3.97108363887291,3.61868545420544,3.54710672674091,4.78617363683553,4.86068613081,4.4258538783145,3.6014613182886,5.40934141240568,4.53982272475608,4.60955094876506,3.93901988138034,3.91535156413409,2.34658295274852,4.1109717300374,3.49490656760445,4.07239242138265,3.55428223653617,4.3338108921496,4.85210831106972,4.24541519853089,4.12469235468462,3.05034415467196,4.42999661515255,4.47664955664024,3.3124628974009,4.13704100234465,3.46916029825808,4.38477968968894,4.99857679383683,4.35600220245513,3.51319392332134,3.54392009949021,3.03852638883917,2.70609995206832,3.81554801759761,3.90307614864513,3.59902568775844,3.81538839187285,4.30546877262194,4.32780715662799,4.28735424281117,5.93250293509743,3.65047480873108,4.71280422964727,4.15345894185475,3.57717049284787
"AR",4.66524404150535,4.6693831159116,4.40345399977879,4.62370611275479,3.82780073766231,3.72109687709453,3.6756458352327,3.5449712200612,3.9660806270786,4.52045498326441,4.20917737407964,4.52863438590925,4.37223463078425,4.09715347950063,4.83468745145769,4.25496801510063,3.55835299084549,3.68235441374013,4.15491375001074,5.11394241816928,4.1592877062219,4.03104207805731,3.97717903995298,4.38394250623736,4.01417271302209,4.62377012673235,4.06025459411789,3.8984337361303,3.76812887322932,4.60051855668389,4.68753499340809,3.72806877398609,3.88433743409551,4.01216544435679,4.65798612297841,4.0963155106012,4.06606639304856,4.33743644493517,4.1506120882574,3.83102072915492,4.36249867760113,4.40737537926129,3.89738885104227,4.55595300103827,3.75143193658172,3.91125790636918,5.03211611289114,4.5356581962918,4.73754788223072,3.48064332130896,3.25267562574639,4.0683320662404,4.34013974438097,3.84157772956191,3.64715314193417,4.0255345941255,4.3506819976591,4.61136440442008,3.06013846535065,4.01372791835243,4.28626545464108,4.15103037301883,4.16419907400859,3.93090471870475,3.94198272477384,3.50408971960224,4.29715777086775,3.76799070746837,4.76007294857125,4.76949261265978,4.3575180134963,4.12116641761127,4.51360815041141,4.18292957415356,4.13480018545447,4.04903894827526,5.22766155859916,4.89872581003554,3.83531476565128,3.38668825214197,4.08092077487116,4.26608273189098,3.86126769269505,4.06064786623377,4.26312007566438,4.86181726876238,2.73862907171063,4.34762195621026,4.25712000480484,4.78819317546191,4.14379478795461,5.17851595550204,3.43771638123824,4.72637270625132,4.20734426157188,4.90239525762123,4.7016380627703
"ARID2",6.54980445656139,6.27095923455668,6.38336672589179,6.48603182246895,6.38573622797117,6.12516401368184,6.67169066446799,6.59514311577766,6.03957457976322,6.59444895313773,6.60887460381072,6.3802959562585,5.9701206634641,6.22080314075813,5.7650227434502,6.64377654899984,6.54233636618555,6.10862004696076,6.98444030622086,6.22204624931158,5.78646700920773,6.40380599323977,6.42750454633106,6.13037137147413,6.37935993350165,6.85341681569025,5.5016613416091,6.6376097698929,6.20371467894512,6.00550472826815,6.66666077717618,6.57266450647049,6.02263667406252,6.58561200781193,6.23328246734711,6.30247886159986,6.5921926902473,6.19940119171352,6.30141883183486,6.78581767500074,4.1947144384367,6.32181955920238,6.74409765236624,6.76762143132906,6.98246412937292,5.76092681109993,5.52565670185779,6.24732366394896,6.03954713914803,7.07192922886134,6.58709587340048,6.56858616114371,5.45354610138273,6.43182628595772,6.64382811481911,6.56804528679017,7.01864346695382,6.80662746065373,6.65006578652632,5.77668004985498,6.25681084953336,6.44173159922782,6.86303667295533,5.68976794340091,6.92942495387549,7.06294271107118,6.99650023321866,6.00266759140007,7.00175509940379,6.19101112827858,6.14621696978383,6.26472831745974,5.6838295439129,5.65934927336229,6.37855446829011,4.91483540049921,5.61099129757896,6.65918736195712,6.83293235044442,6.32018635374311,6.27785445576463,6.02486230665825,6.80308226379162,5.82616133693043,6.21919294649386,5.86780374454268,6.50713396347047,6.44062121937811,5.89919167801674,6.78624590723969,6.59003609123743,5.8449118087945,6.34467691840861,6.47811119190809,5.94982956239738,6.30694624113866,6.41788226865255
"ARID3A",3.80239953258505,3.53473319499377,3.49997256352311,3.19787658787363,3.05756215458589,3.68075877031569,3.79330633958054,3.5626589797385,3.49156934879054,3.53769610337413,3.28639365696299,2.32410808787687,3.83192862989343,3.85475123030835,3.64589024505551,3.2224352640416,3.74835859095993,3.86625502904424,2.65383359119699,3.51336574272837,3.74678455231741,2.38963002291066,4.29729374723569,3.87367239930353,3.76460213300928,3.56091059644352,3.99360421888823,3.3942591066026,4.19540464629191,2.40681996269557,2.95124624446673,2.76234412123709,4.26435628936918,2.95930427067608,3.49230391743096,3.30981686822672,2.88599315230962,3.05105251353515,3.14028727464382,3.04718604454805,4.11030814507468,2.88111916764293,1.99183884991576,2.96251834338586,4.15668541626899,4.17597323535933,3.04464224860503,3.62921711304509,4.02218254449023,2.790864907626,3.62696608829357,3.34758224608291,4.37603912133568,3.12133032800398,3.16593100889542,2.58423602774331,3.23349968970854,3.10391439655886,3.66415738723021,3.25833276679355,3.914364971586,3.5841931264309,3.14646071967239,4.3494620214972,3.34593905910579,2.49732974590651,2.84381993413706,3.54925766132514,3.3160676333258,2.92541461383009,4.02536747817519,4.44645888684847,3.713547534438,4.12387802549364,3.42735381224607,4.39158974241706,3.63691760919536,2.99462829271698,3.74661145404272,3.69955573102561,3.5196651702086,2.74467044158061,4.02611693954514,3.82248211758836,3.19763987419678,3.5140195008614,4.91160984609916,2.600132086357,2.79847373430334,3.4951387552906,3.29329103297386,3.27595490804426,3.26509195550696,3.285980290637,4.04398276581694,2.17102587024183,3.82639268866912
"ARNT",6.56639019482636,6.44069480022309,6.36177082519221,5.80387396763599,6.72136662662639,6.86739183230548,6.49743567424124,6.29346234664613,5.41329106603897,6.03994592943074,6.59144234924253,5.25212867365963,6.22142025235303,6.12878204440288,6.52341306684944,5.85110746494754,6.73535606882858,6.34225884004337,6.18103019047962,5.58814416922402,6.24073051556195,5.81341571684821,6.06671468091592,7.04114254034748,6.49246694119142,6.38012109891221,5.73115364000145,6.19023042620343,5.68027089530468,5.85010009869077,6.69485197466074,7.64118455758424,6.37309442907137,6.68769545452903,5.02698975222195,5.96576946212104,6.30825566513804,6.80529255388481,5.61760244314317,7.34523598955194,4.50954833454055,5.64706831899934,6.95663680146102,6.61627590572606,7.3150571678299,5.39791177553809,5.17216046256218,6.51512467688415,6.59512692287482,7.04045753547783,7.1603372130177,6.22641651810259,5.35182665456293,5.52369318749602,6.9284279610348,7.15260756949939,6.60155518607767,6.38188752665359,6.46682767666605,6.34440383050794,6.72234915808227,5.89976578944664,5.98528890478742,4.48324112484786,6.27679559601508,5.70114913164455,5.93165467047393,5.9022043579423,6.7014280458656,6.53978937452317,5.67099009124307,5.9194032126655,4.7211964548265,5.94368870503197,6.18920005439599,5.21952618904466,5.79848862822293,6.22017788602732,6.90848083433957,6.9345357940549,6.5254376702678,5.72989691301714,6.00864084274783,4.77547468525638,5.37908393283039,6.37004901487444,5.0123054506066,6.25155840876179,5.77417555667654,6.57403684380606,6.98110431016542,6.27198890292036,7.205969432456,6.48350737970106,6.80884454997705,7.41540699419319,5.26307931396164
"ARNTL",1.62241255370562,1.69503983613878,1.34004801350527,1.02146324447158,1.02986331000964,1.38944170220683,0.523009548966044,0.731762597189311,0.61764688982097,1.44561916122689,1.28164697253283,0.555620290510642,1.63729625504075,1.29948090533295,1.59839782128787,0.744421977389026,0.65962852627633,0.00903645022696882,0.248373067583921,1.47830378444128,0.362440728537363,1.30475543928215,-0.0506892194258712,1.8317294341119,1.10809382119115,0.779737527901042,1.38018617085386,0.791684458920478,0.703625635003176,1.06174310284698,0.661790341962128,1.3242868469145,1.00764111491504,0.810436454607344,0.110934512929043,0.232668555343847,1.56924064983008,1.00025650832741,0.429935098051363,1.24473062099328,1.8297536758465,0.444525409933717,1.42340802800834,1.15201258524634,0.769029067627295,0.246041525973909,0.399649104291875,0.698138698411697,1.77094558733495,1.26311980377447,0.522429884242469,0.826866290361659,1.06906980095204,1.20332076392891,0.555054178712997,0.341235198496789,1.32138396340098,0.895711468577351,0.512408987657491,1.04876063317938,0.301111058033665,0.702011495411168,0.932324179218708,1.20672356856753,1.33356056619963,1.04631527742828,0.829997836047731,0.239293985887587,1.61847225113331,0.507205109610059,0.934436115683251,0.734417611827934,0.615437381030867,1.07592184787007,1.66019459654323,0.345135034641352,0.906243577117613,0.357864081241237,1.26360266478171,0.958337389556614,1.51172134325778,2.06395226527878,0.84922321622735,0.372008916898369,0.386530961124902,0.684832488086257,1.21456377773607,1.27027357636541,0.978068416344472,0.5405444944744,0.421279422870142,0.607358423419933,1.17172772309882,1.08618057242782,0.835696287008967,0.880272321702257,0.829884430114722
"ASCL1",2.31713523541249,2.08282674610084,1.82195055177973,1.57500889330173,1.97324315906645,2.17153846067701,2.03428282649238,1.66754106004755,1.47632387864952,1.6793915689639,4.36327936548082,2.18416619008603,1.78479372348566,1.95562181885274,2.40471313428617,2.20122785321461,1.58800222929853,1.15321925451179,0.800497928870221,2.34497393803088,1.5003070236133,1.61821853691734,2.00698684299761,2.13509581587369,1.77623484956567,1.90982098151056,1.8919254432894,1.28621662838215,1.07828259878494,1.85866297958339,3.26914509148511,2.00034172161042,1.82268624717995,1.23253846362889,2.0321642245686,2.56309775002828,2.93475954797164,0.871463299110306,0.857276627214183,2.29587009642584,2.54195751079047,1.79148235107817,1.46117141356408,1.60401772076905,2.58401261511932,2.16231106150357,1.71811040196393,2.13348278569554,2.40479415949309,1.03591010232653,0.730580111371105,1.19248213972269,1.78388882460852,1.95218165328446,2.03145613490469,1.83909477394802,3.28793993342701,2.04236788797184,1.58324969100609,2.48277075502302,1.46529966103352,1.33654693848937,1.16564480429959,1.06114547158376,1.38079191388806,2.04334765013117,1.87612470994515,1.44046141939712,2.14956383705525,2.1895915195326,2.03143150020058,2.33939776205194,2.12040549111399,1.87320340126925,1.72925892125649,2.26075036630008,1.89511365578814,1.90191778074233,1.98715676865963,1.80767972824295,2.17274875250628,2.52356316296519,1.69257547191583,1.46579473051289,1.74660587675041,1.79860410154405,2.55045263696417,1.64327269881273,2.89766761156252,1.84205147306425,1.48393451019391,2.38950238252711,1.59886517026118,1.52937600207884,1.68562369535058,1.76398785298876,2.04888750539885
"ATF1",-0.460139713575088,0.123221963030059,-0.291922798937416,0.219769739659688,-0.368419975875655,-0.214624626984493,0.23747005700696,0.511694739796567,0.312192347689345,-0.00274651342807328,1.02174908359624,-0.820120116742348,0.749825280116937,0.162011749958037,0.106591150470219,-0.0908551882992956,0.0325650217330533,0.533362293414584,0.83030075103555,0.28561127595157,0.269715647729781,0.348733081040842,0.131624787866933,0.00288496617345384,-0.0111696718798284,0.390761419861062,-0.337802016946804,-1.31654860222644,0.30806344481074,-0.509626475171108,0.513126260315147,-0.354927599499576,-0.105153218166909,-0.0832498919194595,-0.180049055777155,0.04148143133053,0.321669278929429,0.224296032108392,0.076761613162142,-0.0291549769771754,-0.248943164990029,0.0229667802225561,-1.10840688632665,0.109010999322463,0.16405459634582,1.07252005429223,-0.454933602272916,0.115878883249915,1.57539935516236e-05,0.455423505903513,0.227671377149845,0.348402929321848,-0.0198061638384674,0.606383832379553,0.319143243831613,0.215004257468224,-0.508190150305649,-0.249951740226521,0.220400876417977,0.0337854673221037,0.45123793491116,0.668013895526713,0.108541093284966,-0.0122040701493784,-0.208550166728169,0.115394397352736,0.201770706535739,-0.0366742522429418,-0.220153017376079,1.21197439902563,0.548304211058543,0.0587132702135588,0.48267833941632,0.422796637255017,0.404043100130502,0.00445618518697756,0.243951341014698,0.420995602023295,-0.224545333262339,0.165037165959286,-0.397423498721997,-0.242937644715725,0.748910856460512,0.704413531201479,0.195180593593274,0.62151933241596,-0.258194469903064,-0.00927441882901386,-0.0376296780129168,0.22416168283274,-0.0299777869064144,-0.0247099042178853,0.115251798125938,0.0446419605373059,0.726808831185727,-0.861024065366518,0.332162912201392
"ATF2",0.887660966179008,1.51626445428511,1.7088697127171,1.89831472898314,0.858287416915748,1.66107942068781,1.19511857176187,1.35892124576291,1.36020495417393,1.6344036458989,1.06822345488119,0.54088174555209,1.70799156237862,1.46008749623509,1.287862875908,0.875720352784718,1.1756571387399,1.19903897636562,1.83165128162494,2.01174684520217,1.85633175490734,1.79699880011923,0.145787534573961,2.46549026207045,0.96121972591214,1.93325193633725,2.34482875109085,0.894657725778095,1.95046307417544,0.131045456218127,1.06613700570984,2.07295552798295,1.06266525281387,1.9579112642359,1.07395322575572,0.663006705537304,0.941226389351124,2.00065005118623,0.79493556978894,1.04593459587359,2.60062664644284,1.46805245086325,0.851662278387241,2.06330530662294,0.679764938365845,1.15412055925706,0.481716800364222,1.57706520718573,1.69646884801022,2.35143707102862,1.93039520121657,1.45278715361139,0.772662730505432,1.53067293049444,0.52440537556737,1.18555272434956,1.41885601467387,0.839678905256065,2.41918474210193,2.46544040477935,1.2216808865756,0.953682103685883,1.28658280014204,-0.419476291744612,1.26843721889092,1.30599883028857,1.26411417027497,0.225504375316854,0.773641289486907,2.18327050607431,1.19564969900086,1.7647522332751,0.872001920116744,2.56452182847019,2.08658173552104,0.405031512964586,2.35538742407728,1.29230303964225,1.51710184077053,0.873726564555966,1.96064810221432,0.729749566080189,1.51790191652342,1.14408704743973,0.647715791850113,1.62569481256179,1.41842727035084,-0.134763888821559,0.469434254427809,1.68779693736338,2.03609129866394,1.77915987496613,1.67208407400727,0.833782066200426,2.15478023184914,1.29427158699004,1.01497950218274
