"","LP.01.01","LP.01.02","LP.01.03","LP.01.04","LP.01.10","LP.01.12","LP.01.14","LP.01.16","LP.01.18","LP.01.19","LP.01.20","LP.01.22","LP.01.24","LP.01.25","LP.01.28","LP.01.31","LP.01.35","LP.01.40","LP.01.42","LP.01.46","LP.01.58","LP.01.61","LP.01.66","LP.01.67","LP.01.68","Test.FFPE.01","Test.FFPE.03","Test.FFPE.04","Test.FFPE.05","Test.FFPE.06","Test.FFPE.08"
"BACH2",4.19334353703604,3.57375341300599,3.73419226928916,3.55217930480577,3.6630187498733,3.94164747171838,4.10515673215152,3.96709551515798,3.81300341520094,3.76465117491675,3.12835448416926,3.62448296542318,4.73417953355693,3.87735161762335,3.98933271021777,3.77812970817545,4.22605027078546,2.95594354437929,3.76454505286395,3.3549200158642,3.89297705047916,3.369293223314,4.44453265803411,4.63446156723783,4.22246544363659,4.22054076780395,4.33378183278508,4.09009985630173,3.90856764393003,3.29331668692553,3.12252567516695
"BATF",3.5243706714795,3.55763401212767,4.37365939087119,2.60448637960689,4.23267057000246,4.13729264972993,4.78738075268066,4.70411827184909,3.7824639375154,3.89412010155797,3.00830556556392,2.00234990952469,5.00676954324457,4.48830603561471,4.02681354876211,2.77036617678453,5.39683625746392,3.24639353340021,3.84925034633936,3.84076913208771,4.31080120994572,2.03196508479929,5.06006191439476,4.75824664768578,5.1231863087884,3.3737862300486,4.94320120925352,3.66631266895367,4.54434383889612,2.81877392764358,2.55113108696201
"BCL11A",2.12193655447997,1.46777622259288,2.31645078922147,1.79556656707083,2.2852728660413,2.64280148517925,3.14033294351401,3.1700451891825,2.15415667000704,1.97304939577388,2.53143395343536,1.80165497637642,3.02686426875078,2.37230522784147,2.45143824248838,2.02271736179028,3.16694589134106,1.76722548428456,2.60290588418274,2.28370459736983,2.29858540052884,1.46230497927875,3.78532269203326,2.51307997804109,3.10065599646446,2.44370149206676,2.9021158974707,2.25838484906311,2.72156277530191,1.43161470395712,2.87412974082712
"BCL6",-5.34575048703448,-5.10313663570007,-5.40564962984984,-4.85860048568956,-4.8005106676142,-5.45310687906057,-5.53107440874492,-5.59024030811327,-5.0383068994777,-5.26116612882496,-4.84872953768417,-4.3362248505968,-6.14998713282441,-5.56625241662315,-5.68113743819036,-4.68227783433085,-5.75787312138256,-4.73606457358897,-5.04257446218752,-5.10029028694154,-5.43285492242482,-4.8552284435665,-5.94926299743721,-5.98882054704491,-5.43973307997388,-5.30249295118399,-5.91620530281556,-5.03097545572676,-5.96981789034035,-4.47622606483998,-4.4428380966083
"BHLHE22",-2.96975001965115,-2.63925721452139,-2.5875651770048,-2.04542462849777,-3.11604443828556,-3.53124100422429,-3.08608896755935,-3.22787256003782,-2.40467084089581,-2.28875919690448,-2.98976575665864,-1.49406205739233,-2.79223813659239,-3.22563325862292,-3.27474036958762,-2.28599366514231,-3.38883352935208,-2.06901529043371,-2.59391142176972,-2.06975384564506,-3.07184033375026,-2.21814900032237,-3.53604203803694,-2.96198500398493,-2.92195217674652,-2.31551949498435,-3.30623287247402,-2.92711870597744,-3.36199606310191,-2.46339042213017,-2.74561827160022
"BHLHE40",-4.87813321710848,-4.33113805690973,-4.39277649284411,-5.00368099598975,-4.65422273516816,-4.27815497267173,-4.5437271963426,-4.13924789913994,-4.85706413788718,-4.58161441516948,-4.5227980828624,-3.33909881286607,-5.26713806457852,-4.57760255843121,-4.92703785918992,-4.11773507822441,-4.24862490677832,-4.36441041868687,-4.38438926703569,-4.10394268431707,-4.60290273067472,-4.26742473396827,-4.42753296510675,-5.48875488090042,-3.69559783599969,-5.37290152037624,-5.21452916080823,-3.6248406768415,-4.82052507664137,-4.53810242208008,-4.06010564420721
"BPTF",-1.58507445096643,-2.30349352121352,-2.46459508068639,-1.63334176962563,-1.20680226004919,-2.51841869388787,-1.55460016146429,-1.16254926265888,-2.27225137274044,-2.29807901309268,-1.95982312240044,-2.68084390219576,-2.77702835112174,-2.04738531706686,-2.70302712975594,-2.65654570202225,-2.20286740531236,-0.904387497880816,-0.946821087111526,-2.15741496872167,-1.49443263162621,-0.498624432544064,-2.18018035649059,-2.20211180298534,-2.34959633617813,-2.0933454383012,-1.85898418265853,-2.1652819944062,-1.54176019521932,-1.2581816479111,-1.4667434470225
"BRF2",2.0689777276631,2.12814013331332,2.33079398557587,2.00985846839439,2.48419957778114,2.20291601107662,1.9184133477429,1.75434417508194,2.06872558767855,2.6044882950895,2.08823696792691,2.28234731695216,2.41578865829131,2.16696196551685,2.36980616932295,2.26031061426772,2.39284266947643,2.6141591467248,3.02479187585547,2.39363290119875,2.10348869095337,2.20554122787462,2.05651615917533,1.9565426510454,2.16249268813203,2.33861956788105,2.097508588207,2.44595713209973,2.29066184864161,2.44991525114882,2.51423049807426
"CBX2",-5.11625023006552,-4.65566046096704,-4.41782967416208,-4.965768978698,-6.27365486759641,-4.34377620641467,-5.33343355914604,-5.40042016870265,-6.1457453365712,-4.58741099184602,-3.1845463244822,-4.93469934084442,-5.26633616332621,-5.3971836206079,-4.98096346306828,-4.49789914793202,-5.38907459250869,-6.92459065159394,-5.44655109056883,-4.3785696505413,-5.24507469576593,-4.93432684363058,-5.38619570580943,-3.33640334369163,-4.02466546793834,-5.59720286911992,-5.24371552055536,-4.86541441835159,-6.08746190581708,-5.84066717570136,-5.1087761819122
"CDX1",0.131949390438557,0.574176085748265,0.889144596542354,1.24903970955934,0.493362376279847,0.995866142861063,0.73506905267438,1.17236085171545,0.322966305965066,0.921483715000886,0.253635666978705,-0.885140703962593,1.45793413900124,1.09588331491468,0.986865594254684,0.0456149435853736,0.685461098840322,0.657161745390959,0.735425634780908,0.418253246519257,1.25095674218126,0.566200534477538,0.384317919506118,1.14004156834548,0.315242810727855,0.907195455043157,-0.325738295213679,0.598814065219945,0.348007369826903,1.07853235070736,0.377462477382934
"CDX2",-3.3656799723071,-4.14013846963715,-3.56964940570386,-3.32470267550327,-3.71863893836897,-1.55915425488253,-4.21639643626696,-2.81044435733759,-3.90192780441128,-4.04049804016757,-3.57930816509995,-4.11506941596158,-0.944884719007768,-3.76082878909221,-1.08871246660408,-4.57321980785102,-4.16160225377649,-4.04725623240209,-3.46862802761915,-2.64592290089898,-3.9340527739291,-1.50451901183029,-3.52826075137872,-2.90034937881558,-3.00210279663175,-4.17114209513987,-4.10978666032975,-3.96493121705357,-4.00929527701149,-0.404854722115117,-3.96684007342562
"CEBPA",-1.23959893633908,0.541958396596702,0.107419238421304,0.371154674227672,-0.211522443334997,0.686278767629221,0.120765573748238,1.30657764790845,0.643111894868828,0.299708499100406,-0.372180459257665,-1.14462717300138,1.65893920005108,0.508553011712063,0.402029204106303,0.0388833341179465,0.272370012897076,0.922388311082558,0.228808266254434,-0.0255802144825804,0.21521386515931,-0.615288743655954,0.387950862111649,0.612558308050503,-0.127827398390097,1.35102668882396,1.25844400294984,-0.639263655589182,0.536953836128688,0.00928454699167708,-0.573045139410832
"CEBPB",-2.12697552034404,-1.34014766726073,-1.44780710245055,-2.00243828757147,-1.91032143968074,-1.60567610774919,-1.52820405788072,-1.38190987691253,-1.45870451693387,-1.11687182982338,-1.90554722575225,-2.49358023885972,-0.600994787896953,-1.49382122600311,-1.68084607235442,-1.97773204378661,-1.41398413026627,-1.27283791823418,-0.957848103044077,-1.36207420421607,-0.641965336873496,-2.2320806765038,-1.1087300881747,-0.478027927123952,-1.52698297815044,-0.429335399356776,-0.248952649615156,-1.87520537901799,-1.23867068009581,-2.60730530713401,-1.82020218660028
"CEBPD",0.759892763954484,1.57680639876646,1.57544990872962,1.40406178524202,1.2971068031403,1.34170413846005,1.62267425560912,1.57569323280797,1.32832528247735,1.85800931713369,1.17715833429318,0.459454138018668,2.1534346088542,1.74267392959658,1.23607172393238,1.06071104103585,1.5189377053454,1.61259665091205,1.65911620103358,1.93930071077317,2.00199675955377,0.51119039357926,1.09869529091824,2.36475787878964,1.59493036653381,2.21979732735596,2.28704252686636,1.17826374494706,1.78171744139407,0.0462716953323872,0.306519842238978
"CEBPE",0.0256963343521391,0.0326141703503545,0.19815308024764,-0.711590283404009,-0.145632718562591,0.172990749023675,0.137508467402105,0.674609815740426,0.0817391260952027,-0.281479523246541,0.517409696297143,-0.217183037820984,0.533956716542321,0.224224858272041,0.426255541025885,0.0665219963688118,0.17480408998318,-0.562261493912318,0.378531377872717,-0.523649096061025,0.330243306405067,-0.211604309762794,0.387132999228387,-0.10025710993703,0.308596872704091,0.0656581163475492,0.125811534536718,-0.249180472294628,-0.193045597573263,-0.047944797775823,-0.186840373179962
"CEBPG",4.82861303638742,4.79513557538829,5.08262180315326,4.46244799289978,4.29838177317685,5.42043915007472,4.49963780822856,4.75609903319745,4.24713845579267,5.03914514597566,3.90300564295115,4.452094352532,5.08061522092751,4.56964887541897,4.97878166896566,4.48125118255962,4.92254994163781,4.01942821397691,4.80371200779411,4.60062686116581,5.12450282665636,4.19787496477976,4.53335915954,5.51615513001817,5.34192660268651,4.63726396475686,4.4746111077642,4.39744925068454,4.41826737752652,4.70902933129011,4.29164421661242
"CEBPZ",5.64294753659116,5.02160930163081,4.91777120699584,5.85946131425575,5.55658744685632,4.35471840536545,5.25363699436222,4.57049419958294,5.61509027815645,4.88258271278451,4.84304467299372,6.3464432513529,4.5057808334981,4.89181801521275,4.58092079158298,5.3383065971574,4.69783191353125,6.23394753883487,4.85052573681053,4.91876992734009,5.08454244086241,5.96492318126577,5.09888887341814,3.73991281708999,4.47001655211567,5.4136612256614,5.73046906890997,5.68648739819992,5.03614465942082,4.92036099889327,6.09857439354086
"CLOCK",3.55483023861207,3.37825380027437,3.20704355035519,2.69794557535571,3.12564727532273,4.23946054089377,2.91515554744289,2.55123423504514,2.49289807330146,3.14876936866271,3.69473700521937,1.57407446790322,3.52299860902297,3.08558341900948,3.33820970705227,2.35325253606388,3.0994843303694,2.57251844002341,2.02619170232841,2.68679230315685,3.15320363263628,2.31159270069086,2.75771950272106,4.06229614254433,3.5837155790486,2.46368223093663,3.7005844005083,2.74554106685526,2.59392783617151,2.68092665396739,2.8645974819875
"CREB1",-1.94090037395805,-1.23218499931128,-1.1286606518008,-0.0967286590444846,-2.25943646331837,-0.892804361728226,-1.23434675799858,-0.605304002955546,-1.20037513616735,-0.678254716823723,-0.457208884304705,-1.70704002948337,-0.856352799831396,-0.689316239262506,-0.687900608886594,-0.637317167683876,-1.40062688236941,-1.5597462736628,-0.100243112343977,-0.702658877463495,-1.67742273509788,-1.11852695092085,-1.8179517962421,-0.393251331747188,-1.5489997822514,-0.221219420160961,-0.491196073815636,-1.75550719611621,-1.18324329344141,-1.93682608112475,-1.60941200885638
"CREB3",3.30071963726808,3.32557916795841,3.23193179865034,3.60281782320797,3.26600783436301,3.15903239519698,3.37965557232854,3.78967433241267,3.69145665972092,3.39564927867599,3.15667286292055,3.18261528084117,3.41571236164659,3.4912292196475,3.31734159439243,3.37828704016268,3.25311935422632,3.37887153060649,3.16792363291549,3.11058362826119,3.25035562694326,2.95185352284618,3.18711432366558,3.32760867109338,2.93855908588929,3.41702986875595,3.76491602583251,3.25112264470532,3.39815094113038,3.21689592022852,3.17886054417111
"CREB3L1",4.28221891982582,3.88118422148649,3.5186034814223,3.74806879588604,3.9408345760048,3.38282310969061,4.62141549864675,4.09671704101684,4.17196066100582,3.32763377333752,3.79536837221664,4.12916722074391,3.81368829144653,4.1278099699412,3.96462199376495,3.76434471068383,3.89938145032443,4.12195388809019,3.47201946974896,3.68906677317343,4.66470744511537,3.57097428614958,4.11187132937371,3.59138757312403,3.39350130085681,4.14098517770671,4.24889103237131,4.26077795074389,4.36442153499587,4.29733841128448,3.40406394211929
"CREB5",-0.875243311481845,-0.770295075790149,-0.663741665174346,-0.412812086382999,-0.987126287868159,-0.747500349414627,-1.49776580851795,-0.882095903421936,-0.521751446654304,-0.909725899030655,-1.1051861483827,-1.03108782376951,-0.55674387398005,-0.899144785681543,-0.595877063094655,-0.795715459062901,-0.951530485911309,0.223611646965765,-0.962011142907448,-0.802018839258464,-0.473932045860929,-0.858314403577109,-0.883163877891997,-0.460086388945449,-0.652227660147316,-0.51641544703334,-0.710868774445861,-0.959283831875377,-1.09292873699621,-0.589411463230388,-1.72367431443758
"CREM",4.85799948717052,4.96134215409897,5.01039973442849,4.79165749851597,4.83661844502878,5.17850315239908,5.36550285787501,5.15263340080663,4.91396517854907,5.19316483530645,5.59438061710465,4.52818931518927,5.20289646776281,5.30915158599928,4.94820510043154,4.68294616993793,5.22108649236463,4.94077573684805,5.36639451697362,5.06133665244291,5.39955838166665,4.34697330312684,5.22659863036879,5.79926314260883,4.8989748088305,5.31966698855766,5.56267393725617,4.74394870480168,5.21518533651969,4.26236905587594,4.62480191408043
"CTCF",0.793900350796625,0.538374196928986,0.647750007000601,1.08849571813346,1.06688437726455,0.963608779416707,0.744172484380068,0.774096793340668,1.10184963927683,0.869677570522681,1.06905794399838,1.20278930281059,0.619823879309841,0.910674516653011,0.778174733773067,0.910611264016617,0.683629987427227,1.62800150235932,0.627434954890237,0.510713104496682,1.45288872544684,0.839103941595865,1.28993875470298,0.518402146970307,0.559888231609938,1.13098149398194,1.09439664363585,1.16323887646671,1.18803436807468,0.828646173137046,0.765705535955666
"CTCFL",1.02907095462254,0.390919741580557,0.223433092289368,1.23346931964243,0.322915117232812,0.820120178803306,0.698744183329179,0.0575052994935096,0.747431117298035,-0.0777296983527839,1.899637616658,0.3353061029021,0.499695146654476,0.47349539469863,0.684936099730985,0.56510420866947,0.0196158158863788,0.186201913994611,-0.67396306141839,0.130148218112851,0.521060095698466,0.161206402330169,0.578222440489579,0.498380854271739,-0.0042091923590442,0.646901699478766,0.775238867291298,1.25637708531337,0.471892450022601,0.524931613520867,0.55360574314857
"CUX1",3.78201974830329,3.4997359585925,3.34410335912713,3.6026894791257,3.51323546939933,3.49380008258396,3.76048747257059,3.76223074441313,3.89957401239384,3.45043813604183,3.38227997420632,3.6610715320639,4.32545368859832,3.69340672738752,4.2220990979226,3.93510833170694,3.31487296311927,3.28407248953545,2.78331375943239,3.42844482226035,3.60736451902201,2.80293817837161,3.62760382813994,3.78621914816397,3.30639884382704,3.19558089218741,4.32244822946574,3.90127364822342,3.76945355668392,3.95776659356168,2.84386566307401
"CXXC4",10.5497546539907,10.2132701937063,10.204567640658,10.6403462426912,10.4816036408405,10.2447763099316,10.3209960742461,9.47737438220214,9.74391013063246,10.6718853676723,10.2969937758309,9.65048372550486,9.22637019931134,10.2510130119572,9.68806858085858,9.99468892181032,9.85526861024394,10.7334008025334,10.1578951651485,9.9053459819086,10.3137011881363,9.79011441320034,9.36161121978607,9.85657594389395,9.5012952123114,10.0265093057493,9.87937722985674,10.0299600724137,10.132799344793,9.54457116464098,10.6626023244793
"DDIT3",1.96554263093518,1.58078157356141,1.61038837132228,2.28185340592788,1.64875711928835,1.43207834382413,1.8666779320277,1.92038680871473,2.27899656153192,1.75395719822325,1.40288032359401,1.47723962935244,2.05277529632559,1.95614646026853,1.81652392920679,1.65031233849822,1.78757607638494,2.57277686299923,2.5937771278956,1.88685861925556,2.31528348544833,1.98972126210369,1.41371122873284,2.12347718446786,1.28614045941821,2.61384222045756,1.74222385567617,1.48536893431417,2.30518752962605,1.70597284790001,2.00633317115376
"DEAF1",4.67384754912339,4.13462495362359,3.92117844841251,4.68806209768854,4.4292387564766,3.73673789466252,4.02300703472193,3.84098403091287,4.33144867823165,4.02310330407653,4.1871140414661,5.2771959088343,3.61533419452795,3.81115321032333,3.7232115579591,4.65999061562101,3.89107262857046,4.28610092048142,3.95481039545961,4.26747934383574,4.33218523699709,4.60248265956145,3.98326712859793,3.8777338902729,3.78571910817672,4.40334733061707,4.21210232263625,4.55301956921907,4.32592723259486,4.07500908792607,4.19648127572748
"DNMT1",0.196539117838851,0.00285658747750503,0.00776187375947431,1.0849587269542,0.431805799288906,0.0542377148629849,0.105225143242173,0.463838771514671,-0.0825699275221699,-0.35645784024714,1.1201471380667,1.22982551876258,0.502589079653322,0.340799949806541,0.454492641983904,0.768015209398299,0.428700208594403,-0.184828134631579,0.781387389031069,0.632797839966898,0.0177933780389361,0.66920953380885,0.560892538807424,-0.101503590807825,-0.30656327517071,0.562526285856986,0.533746596224236,1.12971650635836,-0.0278044089665257,0.160633724825046,0.243657019962196
"DR1",-0.163940486966248,0.0682739481957967,0.330766476580543,0.627521907920862,-0.0704876793690092,0.52020169519683,0.459499427756151,0.408074047413155,-0.0417413650262677,0.604038622470916,-0.0588391072143894,-0.23378046366982,0.972333599691822,0.383998863039957,0.50063727640983,-0.0804065187723063,0.14765132043224,0.0673167992187853,1.23228437330883,0.645172657111957,1.03770207838328,-0.034232519787121,-0.0386400885867753,0.529226216725375,0.160987047066316,0.941896047216757,0.0696348440386317,0.426583172940628,-0.163192098405732,0.470475124724096,-0.156701776776035
"DUX4",1.80611904463788,1.74392983640226,2.31169088376414,1.23182555287343,1.75545451661124,1.52356309099134,1.82990878535151,1.81988713581358,0.98395362774367,2.06550832342477,1.9165895049689,1.65809117507944,1.62932190414333,1.71987918791433,1.71907030068978,1.48009787088065,2.04926954869693,0.968762189477509,1.80456526075408,1.50259652995943,1.88765041906684,1.71384244606174,1.75603331163744,2.22712387068704,2.35181060922082,1.91822541049028,1.37559974621264,1.52216817983828,1.21063165244465,1.05313644658172,2.08178336236654
"E2F1",0.905699503266866,0.686118987299433,1.11207148106023,2.37096299777428,0.985336853033605,0.980703787235769,2.21560487358402,2.53646558760464,2.11585683811344,1.38301232583948,1.12462543636618,0.787986124050024,1.13412812752725,1.82974201933698,0.391198905741904,1.09006796913732,1.87546414903237,3.23892372710021,3.753682123327,1.18774526774695,2.19437348377823,3.93925218623612,1.68951595838338,0.888963701951624,0.879749725770455,2.05118900972023,0.453288441031933,0.605220561584572,1.14570095074328,1.42911571789585,2.42808459725268
"E2F2",-1.715082483185,-1.40775378839939,-1.47834510269789,-0.331979621717688,-1.2399366487599,-1.9605937924626,-0.365840177817892,-0.711339930119745,-0.746761413141981,-1.42014166236766,-1.82183863116651,-1.61313636146296,-1.42005661882426,-1.04539979531793,-1.66500685832582,-1.70026592106054,-1.19281701967012,0.303294997167328,0.162333062389073,-1.51796519941565,-0.685709020424652,0.729239885234878,-1.13720440889383,-2.46549946984402,-2.02509738528205,-0.678643406431076,-1.66921895934023,-1.23104690222863,-1.09302603630663,-0.900945859040571,-0.409884884453095
"E2F3",-0.763090254718813,-0.669702819927419,-0.806764930589773,-0.0135134282450926,-0.677396884120874,-0.976921720918754,0.21153341803306,-0.0320181688138892,0.0274064345688929,-0.198248278715427,-0.875523385057852,-0.788655951286141,-0.60871889265466,-0.33128011586609,-0.60778862871075,-0.709446731612637,-0.560721018256848,0.984953846994563,0.438023893753415,-0.698018621618022,0.130971340348743,1.15716774152513,-0.192116161611637,-1.0524359573813,-1.17872266226008,-0.00594091249503939,-0.869955315775623,-0.779843166146992,0.0525628040376044,-0.579147230867494,0.405654070638735
"E2F4",4.11441093887323,4.28250611308415,4.17290986540904,6.34270747881136,4.68912585253864,3.19360000935558,6.04004082983136,6.09387356398943,6.22492972886337,4.63120947141983,4.00828261413513,4.47873956535242,4.06386224572251,5.27314560170508,3.01819158155303,4.17157301040539,4.82688602534595,8.01774697999779,7.70717903504859,4.21582804114526,5.66066149959914,8.28939979997013,4.59731852455171,2.58237125903014,3.35393059738582,6.13183883406605,3.70820119837544,4.33438969528292,5.02065556647126,4.76019932864067,6.32880133252047
