"","LP.01.01","LP.01.02","LP.01.03","LP.01.04","LP.01.10","LP.01.12","LP.01.14","LP.01.16","LP.01.18","LP.01.19","LP.01.20","LP.01.22","LP.01.24","LP.01.25","LP.01.28","LP.01.31","LP.01.35","LP.01.40","LP.01.42","LP.01.46","LP.01.58","LP.01.61","LP.01.66","LP.01.67","LP.01.68","Test.FFPE.01","Test.FFPE.03","Test.FFPE.04","Test.FFPE.05","Test.FFPE.06","Test.FFPE.08"
"FOXP3",-0.403005347306328,-0.553501793801398,-0.0321200467127461,-0.437101470091268,-0.0376802406248427,-0.530145271460038,-0.0345874947106983,-0.176422021528264,-0.0378573851099766,-0.0606390544206133,-0.157961977811216,0.101696719299857,0.052819087963169,-0.116425839814231,-0.0634987384426904,-0.341217581086982,-0.154782771862914,0.0454018498090707,0.058312735080319,-0.0529238983707606,-0.162323817057277,-0.755160807341832,0.192869881766346,0.140863577829991,-0.259105946819239,-0.129961156891086,0.336875562768251,-0.58609576391209,0.156213393369032,-0.53406756588277,-0.662989736455701
"GABPA",6.47029762643765,5.99396686834832,6.29307660047982,6.08891732661238,6.53345467542941,6.25570178900771,6.48003358751367,5.97071291564687,6.03224029316494,6.0607042039883,6.07755758001434,6.42090617672779,6.15741886526938,6.01541611588943,6.2602562027101,6.44739024887573,6.09942137602677,5.70093678442745,6.21561300760774,5.8873672138365,6.09922922072749,6.61275244316078,6.16116115450017,5.8046785153642,6.14563629420123,6.16078779092815,5.57216863161585,6.48340029424739,6.17058702355065,6.23156349350297,6.29463794850632
"GATA1",-2.06828254685016,-2.11325634652555,-1.96131572148606,-2.02901490382957,-1.86749925987455,-2.29805661475043,-1.91594205501364,-1.76366796065896,-2.28137269722456,-2.6993023949941,-2.97790006684561,-1.91038460775993,-1.91822962406094,-1.746430338197,-2.33428874143148,-2.08703604505558,-1.97374774231923,-1.70076958012317,-2.43502461357676,-2.51778289303671,-2.12917725373831,-1.91880655757299,-2.26933629872972,-2.12796784438664,-1.49700297660075,-1.77298163682019,-1.65161059308699,-1.67563345093607,-1.68715957885841,-2.47938998790457,-2.47366156831224
"GATA2",-0.340220794814865,-0.0353828213971571,0.072173866046728,-0.723234386318707,-0.341783163648872,0.3486545591179,-0.351605060398977,-0.38741920590537,-0.515744649921132,-0.404931962255965,-0.567718406915833,-0.169721869781399,-0.22888593217302,-0.0367714346675966,0.336677305399325,-0.0732188406401836,-0.213758675546077,-0.782144671367028,-1.10384245393017,-0.185212260196913,-0.428119421768823,-0.469955633774603,0.00619066711450256,0.436695617022936,0.109355651805842,-0.0441483028674613,0.351066588649685,-0.0343963541294298,-0.294629098774439,-0.536772448601906,-0.916896889894462
"GATA3",1.48681521936881,1.99169715075995,2.000079566467,0.797617166530993,1.78085102573693,2.80158029031541,1.80794641671476,1.89879920372059,0.978498253301875,2.75088864364809,1.65994247389692,0.387648771197934,2.15330394827611,1.64633944414051,2.73434492839035,1.56383386881791,1.86938083010699,0.867700271109836,1.51066217525326,1.47107293035483,1.86907776826449,1.18101407422452,1.79875064885058,3.0318828585481,2.67273683667419,1.52993521305965,1.29357632258976,0.703502030618567,1.88656495606155,1.71475445041403,1.28920649231993
"GATA4",-1.14016043349378,-1.9733588047133,-1.70404705801794,-1.53101636984406,-2.34818962096456,-1.32820460574972,-0.954102932106122,-1.54068192748517,-1.50300814029005,-1.24029769446581,-1.53468920217233,-2.06142468493862,-1.59838629265585,-1.61817730035854,-1.42953616472179,-1.28551255175338,-1.29535671436094,-1.03633425979898,-1.75456469642796,-1.51859464381717,-0.700736053724418,-1.67751136525568,-1.38488647687028,-1.35422063629792,-1.55777022188969,-1.23877364974208,-1.35871080037935,-1.31820061131477,-1.18438799086084,-1.34173296155067,-1.5808303117771
"GATA6",5.04328214821427,5.08909659106512,5.34873015709814,4.02272828072328,4.60734063808372,5.54678475265004,4.37621950297245,3.97843529504608,3.94631352327773,5.14079806267864,4.76008695264949,3.86402438199021,5.45329099172317,4.71974784770571,5.81630193329318,4.60499784574732,4.45381732662773,3.82455306467207,3.89852911683725,4.3649524579017,5.52589107838963,4.40661813203415,4.33292706667831,5.83074795324719,5.27906299152503,4.50445358975816,4.88266330715419,4.48949561729489,4.647002443682,4.96859750325835,4.20477978838256
"GFI1B",5.35884002921938,5.40347092016788,5.56145365501766,5.38266575485452,5.14001783630444,5.3076391512808,5.31647149537634,4.82514471033096,4.83786148757871,4.90423857692421,5.42527779006052,5.32354841792213,4.94784748343311,5.46703991754011,5.24883235988067,5.42779143749315,5.03427297317165,5.1367288272718,5.1443376722026,5.61227902215865,5.21806183393773,4.81766445331826,5.35672535507283,5.57344068358486,5.47098849867136,5.2124375448273,5.47546223916699,5.46491131889337,4.81308326964687,4.91100126930774,4.90189510901372
"GLI1",-1.68679384588987,-1.89698279549809,-2.34785582064004,-1.91304032218493,-2.23524841356848,-1.90995023494726,-2.25720020905068,-1.22222854838385,-2.12538491683161,-1.74061937444286,-1.34678230151177,-2.97507508870414,-1.379228741383,-1.80888347646697,-1.46836131293189,-2.58522307594815,-1.72210676082138,-1.34886952738639,-2.24404018147755,-2.13924481936309,-2.06637084129101,-1.59292301668971,-1.22502305280975,-1.81839527915535,-2.03048207142003,-1.61257588277931,-1.64709241265085,-2.36415466961878,-1.47647215885123,-2.22064010907735,-1.7533623029352
"GLI2",-0.994893964312711,-1.19276975253911,-1.29283905237979,-1.01595010356603,-1.27494871750899,-1.21555188954395,-1.28445107041596,-1.17220111479094,-1.54433332615561,-0.975024893206384,-0.574898543950396,-0.967458413505332,-1.55122690843215,-1.0494767365059,-1.28025667883735,-1.03357585238245,-1.33803946653836,-0.370554159895898,-1.14478815293522,-1.13636932949071,-1.09273330063542,-0.536696453096947,-1.44851208923365,-1.28688130064645,-1.25103098591132,-1.24815527284305,-1.41559584144332,-1.00560284690286,-1.53608645854515,-0.827627060866982,-0.710463182609799
"GLI3",-0.0168641867314867,0.167393416816435,0.433635608463869,0.426619926382384,-0.135046759102934,0.00589254284880107,-0.474772490676964,-0.0600111667754869,-0.210539604927155,0.347163558872163,0.0019157065787688,-0.246240013079248,0.0521394597894115,0.369367626829643,0.356570356145092,0.145591343093451,-0.357114529361469,0.33674851226123,-0.478432114821982,0.384095372780226,-0.114541410831039,0.370510100040727,-0.404656116023626,0.739958526040401,0.470871540570827,-0.17388094855245,0.236868073921162,0.151678293385198,-0.322244641331594,0.30636247494069,-0.371124039227921
"GLYR1",20.6456670704653,20.0772017949207,20.2895921821756,23.5776115209375,21.7538887214717,19.0800416081423,22.5946401539963,21.7749329211015,22.2796038932959,21.1829367456845,21.003954058777,21.9220527356892,19.934482672373,20.6664004564625,18.8937857452447,20.7867161917256,20.9280170502572,22.213918988634,23.4390633203387,21.4234166986202,20.3688310489331,22.3221310807844,21.4248998458521,18.7588542586067,19.425598543387,23.1042560900805,18.7811335725526,21.3017864188642,21.4276348920361,20.3077020355907,23.5274587157436
"GRHL2",5.76634240900623,5.35496785274716,5.54026715620509,4.79961835515252,5.35261877194151,4.50155317763205,4.52170653804686,4.74643004273068,5.45593315526151,5.31350905020885,4.07335028806256,5.45134696469328,4.7457642633992,5.15776480422836,5.53749734434257,5.10958309940878,4.08795023281385,2.7283171585238,3.97485218231119,5.9597707262757,6.16623295715279,4.94526380663196,4.58003715130063,5.1625240775182,4.61451351773119,4.84100591686824,5.59358271969533,4.7560022570615,4.13931667407097,5.9074263762284,3.3956555752783
"GTF2B",12.0844356498323,12.3498728119538,12.4111301144749,10.054556205604,12.4934549950247,12.9118805394962,12.0851703490277,11.5281617114461,10.0127307181883,12.7050496848024,12.0724387477475,10.7283075537624,12.1354488855778,11.8332563113925,12.2224934033086,11.4639616536064,12.4794002132914,10.9717515065067,12.1990158639582,11.1112615303944,11.8301537879583,11.672961513017,11.9935465672064,13.303404192876,13.1687668660641,11.4972140872972,9.9225855748769,11.9009077187532,10.9810117125044,10.9372524819051,12.2864537013949
"GTF2I",1.02109724268342,0.946442176556409,1.18934599199499,1.55728354828251,0.998185496016692,0.892085690680294,0.919877031224094,1.15249357813376,1.39609418483187,1.16042026807913,1.20890578918784,1.5842110513422,1.11166711893981,1.33863667929479,1.1416394528795,1.66435198751608,0.960604196424235,1.15840356869355,1.43958705286324,1.17864251572506,1.21180029853326,1.20782423713101,0.952703459654199,1.43899348241154,0.858305128906795,1.36370198075188,1.27960286374932,0.838257584853102,1.18117411491364,1.16128249593037,1.24150324496088
"HBP1",-4.66082660549506,-4.51426890942021,-4.84727600156485,-4.64604534960477,-4.53416735696842,-4.7487752867728,-4.6307713549044,-4.6150124979704,-4.6409660327339,-4.72018375111279,-4.31366539588479,-4.73230510086662,-4.55133941604815,-4.80701394425287,-4.62460690646568,-4.96286044215284,-4.80198743679181,-4.3782624124807,-4.76277948493665,-4.43022506871908,-4.49794157279667,-4.85962490240102,-4.68873690887066,-4.63106887213539,-4.83155438613812,-4.86977126143928,-4.06011281417623,-4.70525199982989,-4.67200967308874,-4.35536926779191,-4.61031592913132
"HES1",6.92773862768157,6.79759270242674,6.54155374421785,8.46730111376508,6.85546211387582,5.88272710627533,7.53059789268025,7.11891164113854,7.29690662161617,6.174791157837,6.78952777468754,7.16758091055986,6.83497959026797,6.97703793105948,6.95941275429475,6.77154631974316,6.38501068805559,7.37104866022002,6.15918473381701,6.41012556187696,6.79934223537263,6.35526475675423,7.00729357457371,6.1685481094639,5.48747476095726,6.98627384649984,7.58860949114227,6.75171315345733,7.16795107600946,6.50312014210963,5.82480870252051
"HHEX",-1.21142045818166,-1.49088564817466,-1.28951945961398,-0.631588092085523,-1.20050593316297,-1.72561686725154,-1.388618144818,-1.50737663955967,-0.848532870603808,-1.27526449174744,-1.1814826307175,-0.950359431664587,-0.882924264072973,-1.37317186967809,-0.884856553968927,-1.31213283118076,-1.55412433280776,-1.12680138023574,-0.882493754297603,-1.43930665529349,-1.33537744984518,-0.565535859326582,-1.80778896101237,-1.53381427472479,-1.75401655724531,-1.09441392532366,-2.03377152098142,-2.39276969220926,-1.21529685485135,-0.266879134870255,-0.984038191740162
"HIC1",0.861329784866888,0.968966944941147,1.44034653049165,0.287553372990525,0.796770894215457,0.896876759813916,0.612115625482223,1.12496453179349,0.197265691387102,1.09257195259104,1.54275062247748,0.726488352311018,0.885020224824707,1.11561487395073,1.37559628613117,0.854119688933023,1.43596568256559,0.330429011778637,1.0739316340441,0.645107856562076,1.02776556220974,0.97407302911665,1.05354537635717,0.84763049274456,2.06156837428561,0.226975477094001,1.2189266335217,0.707083273546265,0.731030944464974,0.738796999345372,1.23026540700692
"HIF1A",3.85346844613421,4.12370134254685,3.39272794624918,5.25252998142866,3.72375029635382,3.79484038967371,4.4858545083112,5.50457071354743,5.35194560949252,4.09238669867557,3.55140163219409,2.98891443562951,5.06926317748444,4.09218028674787,4.62944572467948,4.06693074070432,4.20549082809503,6.56371422730869,4.81035045186762,3.92253819988276,5.28906711877269,3.50217155046376,4.04420089042876,4.7391355135992,2.91817203283786,6.08663226603695,4.37966833202739,3.16027639934382,5.29913842521833,3.62945482320303,4.16674698564165
"HINFP",2.42654396126634,2.07249572273977,2.25481497713205,1.92124328811529,2.26495863966976,2.27286807616952,2.20622889568309,2.18907437325105,2.27382849431136,1.96467898217983,2.00091159421294,2.09990500282566,2.29899854606591,2.26104973354719,2.37232888156518,2.42457972828332,2.41997134910177,1.80265494428628,1.86728096576371,2.07111118016319,2.18737635675392,2.04736956755532,2.50256515857621,1.93212388767755,2.10511278751681,2.04512720372794,2.36327036762943,2.39355203019572,2.3776817089494,2.44414178948113,1.91233808478899
"HMBOX1",-4.97166735753303,-4.99079439889446,-5.18596582548653,-4.75331403924754,-5.37469063419859,-5.14366491546289,-5.5788430896158,-5.36509949224781,-4.82062874571741,-4.85120099030302,-4.98125155908404,-4.88028066867214,-5.06847335449252,-4.97352479466224,-4.83206925968704,-5.13394547211139,-5.45120698509822,-4.74279239886819,-5.01328806153084,-4.70494247778802,-4.78896369454607,-4.92633767931458,-5.50424633088182,-5.02226090774437,-5.39532209631717,-5.45821970738857,-4.86517910296191,-5.38841050381561,-5.11650903418091,-4.84940762814446,-4.97689209274803
"HMGA1",-1.37748694960108,-1.16278578864298,-0.737968846019718,0.22473647391749,-0.724090552442556,-0.619920473712599,-1.00437777838093,-0.383712087792495,-0.857863516251798,-0.791975918131916,-0.449193783268749,-1.20549435500761,-0.459153689517162,-0.856710063874335,-1.10277979760407,-1.20980746595635,-0.491155285394302,0.419330062605273,0.691024039664502,-0.850774718375344,-0.614210552438726,-1.16201823635163,-0.735990837254133,-0.533491930341511,-0.92200205927858,0.368993044453939,-0.0424836093825854,-0.985422047679899,-0.326519564564931,-1.582361310386,-1.32357036246304
"HMGN3",10.6618949285234,10.0156848959532,9.5548283010985,11.7749516169447,10.1058195092605,9.23917895144972,9.89682478164508,8.58583080203023,10.0465902808337,8.99338049648151,10.4524884782829,10.4463679450248,9.70441497644667,9.66127467617132,9.79105065416586,10.4252148089509,8.54191824478224,10.3025163829266,7.71040884529706,9.70157151752125,9.81897229953977,9.42958832154996,9.87802113100063,9.16933194131561,8.48837426112923,10.5128196714285,10.7765770145146,10.2644249355077,9.9508483168611,10.316381510237,9.90538242929946
"HNF1A",-4.8635361512109,-4.88486428073193,-5.73656345502813,-4.70513559644198,-5.45043183484499,-5.15333257103841,-5.77790563352054,-3.40938233605675,-6.4941375497031,-5.9731190513906,-4.63487179489116,-5.79201226556702,-3.69471440077951,-5.70704656413494,-3.96567983364739,-6.22476582277618,-5.34307249821479,-6.14747931708311,-4.48419680276404,-5.72282014792714,-6.2840697784967,-4.56136858266699,-5.22325389913837,-5.67523017048843,-6.11358273982948,-5.31852243478209,-6.30677783206318,-5.67589373017496,-5.69752620846328,-2.26595707913972,-6.02942496400952
"HNF1B",0.805559888821063,1.23530487482619,1.13189122384964,1.02128209902634,0.575492719306851,0.812394099094127,-0.293275821350183,1.11958668376392,-0.464382953590526,0.776236884417056,0.881289371575322,1.17193763582213,2.16687740272776,1.09190291703729,2.20322845332322,1.57643286881526,-0.282695926591613,-0.568194515894905,0.631264055722756,0.761110974695772,0.259806791890962,2.18329537616793,0.0177414405859935,0.868068547005135,0.805373624829381,1.55269246306956,-0.542988139785213,1.42377784039379,-0.887972836488821,3.01200575119218,0.643978114385388
"HNF4A",-3.8775966497207,-3.31622097173404,-3.64791655988671,-3.27216636870538,-4.63114190621862,-3.92801838156068,-4.874236557854,-3.62852170731257,-4.74870368719708,-4.12493064703516,-4.03127298068272,-3.3347505122372,-2.77810721331966,-3.90107817780053,-2.95373218821768,-4.04566758385019,-4.33331623393933,-5.19496667004924,-4.44331854761169,-4.3598935046454,-4.91263485251732,-4.25855046656182,-4.37866348858725,-4.09001372104482,-4.35871598061298,-3.68996524340977,-3.78694075707948,-4.10882246564491,-5.32988352879635,-2.16702028434252,-4.68571652366064
"HNF4G",3.00124544384856,3.55007426434699,3.77205613441184,2.99995253399963,2.25203875862771,3.69131798255531,2.16907281687326,2.9663315411978,2.36021882130719,3.09783693495816,2.76090732911209,2.87148554979292,3.85419879378915,3.385793904408,4.21297573665759,3.34946904735881,2.57714891900095,0.404926315630708,2.26179950810402,3.76695431867354,2.14252157897117,3.61032533611946,3.23111753970373,3.29365069715171,3.57810088064833,3.17858131987573,3.61389604183586,2.17145073621344,1.92857754426694,4.43262102359979,1.63392350802988
"HOXA1",-0.314749064295731,0.546445321062924,0.49549864214139,0.657317136261799,0.198534489400397,0.383710240934015,0.666989541533738,0.407522701756152,0.38401523751129,0.417359065894132,0.861592091223697,-0.306949475875745,0.514054437572402,0.672168766830712,0.590008244060397,-0.0154980205178474,0.29772469643527,-0.0707171869777272,0.815092043493633,0.584340512572711,0.563127817656427,0.0981710342386647,0.0780296765355855,0.728044847633395,0.472061339300782,0.593471642253627,0.675432299896557,0.40808312163681,0.307634194806715,-0.0988541216258981,0.230226302067701
"HOXA10",-0.0687944849276173,0.35583306173946,0.413514092181886,0.157792840380357,0.367324847036338,0.226783372794514,0.404996160652665,0.497159998840848,0.819554027228957,0.460108210788381,0.305060803400096,0.265617390337049,0.823961717569598,0.329193792651189,0.50241667582061,0.0491802347858433,0.64085616882061,0.636476420588355,0.194155740681862,0.529691593276635,0.0581294740887603,-0.444761120791722,-0.104943444237834,0.331416049374683,0.133335327956369,-0.125298206542279,0.795157770133927,0.224732025223109,0.432733800284662,0.0734298246781315,0.236396601110623
"HOXA9",2.33908587477023,2.33286724130911,2.52065263612978,1.85600352836284,2.21384456087695,2.81969235431206,2.52212444162475,2.14341571400788,2.41832589141276,2.40387494942232,2.42744886987504,1.50309858361426,2.32049332738123,2.21117821187707,2.28370798698541,1.94135707251377,2.65835827915094,2.45605049271684,2.20581412923232,2.0147191297509,2.37361913979006,2.01076545354002,1.81647843551908,2.4842825887293,2.85514400559783,1.83388587563167,1.7680566056765,2.07732607763094,2.19802729655492,1.9945507444553,2.53107403172391
"HOXB13",2.92099485808861,3.66950293287115,3.10571097461856,1.99907621985335,3.26445397339487,3.72252714185605,2.01243770589404,2.22529289416615,1.88124163060287,2.88968333512384,3.48343610528913,2.54737388337729,2.36250663059391,3.27350625663076,3.05466839096773,2.36827928060525,2.61636075865973,2.16757997864925,2.20228109246305,2.26168722795404,2.76172022763873,2.28273678885459,2.64386138332903,3.80681746934132,3.41283727801902,2.19255298218827,2.5015164009563,2.53816018517698,2.01514805647987,2.14299118126431,3.72673682624383
"HOXB7",0.456650860496584,0.21891389621683,-0.0501125481952561,-0.813751437045315,-0.142231774429558,-0.574534783300236,-0.602578295496912,-0.740506093254909,-0.796624976742866,0.0415076407524449,-0.696749963808308,-0.381386803549177,-0.962839236025815,-0.824272499381251,-0.678757237200957,0.168299836557174,-0.72990127871066,-0.646762075350857,-0.514411186237273,-0.295455850726893,-0.275126517344273,-0.713573916469591,-0.586325753650833,-0.150870835958206,-0.311957181212278,-0.21343890505699,-0.368603386852982,0.0795101489396848,-0.585042900057119,-0.559596323304094,-0.675760696207758
"HOXC11",0.854092010789449,1.0843405746288,1.20699651780397,1.06511728550323,1.11851840455432,0.949651886473619,1.42335740884581,1.22385304619748,1.18206302678762,1.09825665489973,1.30752471188523,1.03652484108496,0.698617661637204,1.2767772227089,-0.0556627670010418,0.977044387721545,1.16609324604083,0.929266438420436,1.08829128208699,1.70564925139811,0.135224219349304,0.459601197743011,1.33533916789194,1.376926122503,1.58844975206379,1.39469877058425,1.65759632166668,0.992007055571817,0.687308157081163,0.405865212522271,1.49564361306931
"HSF1",1.88602029863919,1.57035040903402,1.24466429034426,1.32313838573467,1.20475792444197,1.31528728019418,1.47657244463751,1.104762853997,1.76632615581111,1.43295965240204,0.771382249775766,1.76994817208846,0.976223937029586,1.01263921974304,1.13545738858565,1.59803805358833,1.05020367838193,1.68056965067263,1.42665161979169,1.34202459765141,1.41470565172867,1.53644142428707,1.25956094606473,1.13908150733561,1.0461365186991,1.80520407856639,1.74407800044723,1.6697453495625,1.25654572956097,1.12118416520783,1.45682318244809
"IKZF1",2.88250826384877,2.76872393475809,3.15997782421084,2.2670238113944,3.18979683009944,3.35675647354047,3.92530597786506,4.18141119459862,3.06324441253806,3.04031525725006,2.31472807144168,1.32653683502893,4.12160850040767,3.34908230707355,3.42613697069437,2.01357526054627,4.61142700270143,3.33829007971034,3.0066811616213,2.66719028523408,3.40626497889951,1.9647177234577,4.49142801160896,3.40523525760463,3.74788511523121,2.49337129808771,4.12333323314892,3.16242208956822,3.9657991779047,2.40774756907745,2.09715515752433
"IRF1",-1.17930116089039,-1.97151756825591,-1.35198002694028,-2.17980565506911,-0.565276942739097,-0.746496059621759,-0.624900234980024,-0.52309724744765,-0.321235599967059,-1.30695327468392,-1.88967599585337,-2.30501145422287,-0.892031151238109,-1.13185615681213,-1.46267497718153,-1.87658536346913,0.0129728753987383,0.238726711040954,-1.52591421575599,-1.50471178363239,-0.208144415303648,-1.55540900257967,-0.645066812177893,-1.63797992557372,-0.806460107135509,-2.10257320784548,-0.670586274149535,-1.53571178754906,-0.410858573781431,-1.22478416278972,-1.58436870597063
"IRF2",5.95876595592032,5.11880315816935,5.59831621435455,4.82248083767732,5.88601662844658,5.57197188140825,5.70362173627801,5.92136594635202,6.08091539736905,5.47828363758944,4.92858009810254,4.73864886744791,5.34992178636897,5.70572363275395,5.03522395648367,4.70250483943939,6.17452749915327,6.1381240538789,5.12538098993959,5.55757408271129,6.03432577686449,5.26127799075375,5.95010170664631,5.24882344362422,5.492960500078,4.58520894683165,5.48766605114725,5.19858031614756,6.11064977445697,5.21668919889643,5.13061747549528
"IRF3",-0.294391599434288,-1.15571014619832,-1.49694207868107,-0.674769019836724,-0.555601121610828,-1.6752858906986,-0.562847747485794,-1.23361671320666,-0.437999272027785,-1.3762691936312,-1.19764729256882,-0.258709072078704,-1.29205320941958,-0.969527865421043,-1.33122636237709,-1.06574484625786,-0.99051783558204,0.103663100296299,-1.82845693877697,-0.960090082786701,-1.08002432590144,-1.12698275556849,-0.238416999725463,-1.73874456109619,-1.6241570396946,-0.851187314579987,-0.0508920645383742,-0.243847905264496,-0.332435716468613,-1.3646779638673,-0.869479960451548
"IRF4",5.17510502288776,4.49165251758432,5.51865503990299,3.67022272903166,5.4973152500817,5.62012201044903,6.33221975816609,6.01513765561749,4.75718358162691,5.46799044724019,5.62433538193802,2.91951976193265,6.26067546542095,6.26778158613256,5.74386874746945,4.16705846808826,6.82059151854624,4.53368879969621,5.5226463129968,5.06155170677423,6.15283912578022,4.05940468683478,7.28132083081592,6.29763734015436,6.4378782228528,4.37814590642651,5.79252357900597,5.28030307991801,6.08061417759078,4.70733210942499,4.62913858884218
"IRF7",-3.57741671719127,-3.89225939205692,-3.82337925287553,-3.9609057656321,-3.35600644290681,-3.48628513706075,-3.19511520499123,-3.21664157171181,-3.19559804921685,-3.58382876968833,-3.78126148485962,-3.56306860403839,-3.26120819821566,-3.57231582916017,-3.34578788226928,-3.97953026848886,-2.80161296301521,-2.14524035931875,-3.82777240557517,-3.55268894790661,-4.2288049101022,-3.50910660266748,-2.985721403757,-3.84755747649276,-3.41199279692744,-3.76306493421609,-3.05684899924705,-3.49412254836579,-3.18559494406796,-3.67084405813391,-4.13360942111226
"IRF8",1.35762725933413,1.46661313994448,1.90902614786182,1.14248337783929,1.94532405297333,2.34510771871076,2.11384062946709,2.05502326849425,1.62877961660681,1.63632001306294,1.20859312614421,0.391041615244347,1.96826551199977,2.03807934565472,1.55418108482425,1.27239130861371,2.38654482900327,1.29636780111889,1.75693839377986,1.4564676070713,1.80382314655533,0.93446526491381,2.17381110482305,1.83192001378494,2.26106936544566,1.20766149128518,2.10431437339818,1.69838096117412,1.93463491289341,0.72041690462849,1.40461334968692
"IRF9",2.69333784687545,1.55931276105883,1.74578987147525,2.64206744535108,3.40380091264855,2.33789991033576,2.32746393071837,2.46020071405942,3.297476033479,1.99118391080754,2.35071108426913,1.95773833113895,2.55154300821997,2.47440266817378,1.75101141953867,2.44644835215642,2.09481299228271,3.96877558335088,1.76302897734503,2.51852219145873,2.51610507592409,1.40894707269286,2.81020747375049,1.89129564963558,1.82453683140575,1.97521826904802,2.11375380358348,2.15554902423519,3.44131279061304,4.04642709148868,1.69263409011789
"JUN",-1.23883815762091,-0.770836801014488,-0.880429136217401,-1.14641222246323,-0.176658094042114,-0.148934919539559,-0.318918823405257,-0.144564518195783,0.516499154989659,0.352702188511932,-1.11523115640309,-3.00426803957618,1.00889448970322,0.0470174385476698,0.45223423248163,-1.65283317938889,0.329448443675279,0.939839882836796,0.27264032901113,-1.70890387782373,1.2619807664989,-1.87897274196028,-1.45071286625398,0.767817693398792,-1.51255585212112,-0.247230459893245,0.628666950976086,-1.39747421897474,0.657631810233016,-1.52117455096841,-1.99946016847129
"JUNB",5.90901880788442,5.82621690517501,5.9537734535345,5.25636172652323,5.70765162598301,5.9702998075158,5.74584843234595,5.52837938897393,5.69976877983755,6.58931581833044,5.12460982500313,4.62471665892782,6.14637743069093,5.76243899137781,6.3296952272623,5.10439245922598,5.99901734992843,6.20046555965199,4.9506936616586,5.472128687146,6.67103770179722,5.3274992728806,5.54456077561182,6.56237562349594,5.60409258957028,5.66742072644595,6.44625143174222,5.17458290227732,5.74567533986587,5.19231780542576,4.87299247072253
"JUND",-1.38809313958343,-1.53195427197018,-1.51955469394168,-2.18083965602561,-1.18027393833573,-1.64865328750726,-1.68634810723992,-1.76966227753267,-1.06004835767508,-0.859933684015714,-2.05444480824191,-1.86974787754414,-1.19677940089185,-1.2856379725162,-1.54703142230253,-1.46456981178193,-1.28437395176525,-0.528604905336138,-1.49462911064849,-1.09361579114786,-0.742084344986203,-1.72470000660051,-1.57848838369506,-0.769818066027945,-1.96309596732719,-1.00925545883633,-0.960648634270447,-1.22820702339773,-1.24169378056624,-2.14904485556956,-2.47764768337191
"KDM5B",4.32331331355159,3.52071406577896,3.80828784853214,3.87048358662715,3.80224005376654,3.90761128414739,3.96077740615748,3.62222916911233,3.83046114602168,3.95467638397287,4.35661059645755,3.64135639331693,4.07521976346664,3.69982578423477,4.32094530387777,3.82969510036022,3.81855934966002,3.78499854891026,3.52872030888379,3.65182040737536,3.78252091258186,3.98927241682454,3.80963499757356,3.63959298239586,3.47848053429177,4.10946289394921,4.00837993394357,3.79812480651158,4.07928071701239,4.13330495650544,3.69709268300101
"KLF1",3.7620823559384,3.28170991077151,3.50967081480425,3.65219118490627,3.47266719313159,3.51931425174562,3.58923152099227,2.76375380682531,3.82037796443961,2.80584776305574,3.35203431616839,3.29599632988814,3.80959112078389,3.73553254393214,3.5744511272334,3.27734975375582,2.82906190978175,3.46597350247396,2.1589883299175,3.22464025769724,3.43396232373306,3.1007401421424,3.29885166883733,3.31250027673717,3.03110315625576,3.52271219638934,4.48724857878621,3.92184830773005,3.63054584149568,3.16903462113584,2.77119007984368
"KLF13",-3.68600211125021,-3.54997122404741,-3.30322518107953,-3.45392653158037,-3.00456057963569,-3.44371960375555,-3.43670053727412,-2.99118569568287,-3.23603428451681,-2.7787534053867,-2.86927099279291,-3.4045546439097,-3.53409541581172,-3.55937058249909,-3.75455771205077,-3.58158425583778,-3.02033381496265,-3.65501565250095,-1.74968627856491,-2.92384338651931,-3.65726054462289,-2.39398830790809,-3.40947294611805,-3.29266973367999,-3.30294538459953,-3.34281498946585,-3.92433490816391,-3.92697779801209,-3.70654609787925,-3.08136510387098,-2.64181399478768
"KLF2",-1.47485327584166,-1.40807320112451,-1.11724146206511,-1.27330338941592,-0.793306220162445,-1.34886977935169,-0.736498093549262,-0.861110208254561,-0.93702281565379,-1.11776283812904,-1.66076126577101,-1.14606060378028,-1.03248880326348,-0.982311787190899,-1.24597350961552,-0.481242657157981,-0.765911709821151,-1.82043734206478,-1.20739311425177,-1.59263380783005,-0.926413527251197,-2.07737663998311,-0.451894428091394,-1.02664079081553,-1.13756201842739,-0.881471833261449,-0.497131112145735,-1.058354229854,-0.889952311081735,-1.57632929362727,-1.05251489489304
"KLF3",2.62118316050859,2.81204134940465,3.36761054102178,1.98694675599918,2.96332346597324,3.2989818157428,2.86109649097292,2.50422440880807,2.40255202498772,3.09222285820963,2.63997626251067,2.95935069062826,2.98987026836513,2.45500694837308,3.17660285019812,2.94484638877908,2.50835676787106,2.68670217607923,2.91149572525417,2.73242467068643,2.95173023842663,4.05983991645003,2.56807544935946,2.91214962969699,3.28531793052513,2.3761015824839,2.15853014197162,2.74589103647942,2.01916279006237,3.32584194406301,3.13516590723361
