"","R3388_YZ_1","R3388_YZ_2","R3388_YZ_3","R3388_YZ_4","R3388_YZ_5","R3388_YZ_6","R3388_YZ_7","R3388_YZ_9","R3388_YZ_10","R3388_YZ_11","R3388_YZ_12","R3388_YZ_13","R3388_YZ_14","R3388_YZ_15","R3388_YZ_16","R3388_YZ_17","R3388_YZ_19","R3388_YZ_20","R3388_YZ_21","R3388_YZ_23","R3388_YZ_24","R3388_YZ_25","R3388_YZ_26","R3388_YZ_27","R3388_YZ_28","R3388_YZ_29","R3388_YZ_30","R3388_YZ_31","R3388_YZ_32","R3388_YZ_33","R3388_YZ_34","R3388_YZ_35","R3388_YZ_36","R3388_YZ_37","R3388_YZ_38","R3388_YZ_39","R3388_YZ_40","R3388_YZ_41","R3388_YZ_42","R3388_YZ_43","R3388_YZ_44","R3388_YZ_47","R3388_YZ_48","R3388_YZ_49","R3388_YZ_50","R3388_YZ_51","R3388_YZ_52","R3388_YZ_54","R3388_YZ_55","R3388_YZ_57","R3388_YZ_58","R3388_YZ_60","R3388_YZ_61","R3388_YZ_62","R4163_YZ_1","R4163_YZ_2","R4163_YZ_3","R4163_YZ_5","R4163_YZ_7","R4163_YZ_8","R4163_YZ_9","R4163_YZ_16","R4163_YZ_17","R4163_YZ_18","R4163_YZ_19","R4163_YZ_20","R4163_YZ_21","R4163_YZ_22","R4163_YZ_23","R4163_YZ_25","R4163_YZ_26","R4163_YZ_28","IP.108b","IP.115b","IP.124b","IP.127","IP.138b","IP.140b","IP.148","IP.197","IP.214","IP.28","IP.31b","IP.36","IP.38b","IP.52","IP.57","IP.58b","IP.67b","IP.73","IP.82b","IP.89b"
"CREB3",2.79730047369334,2.91813966878167,3.14197830222022,3.27703669601341,2.94719323499628,2.80553371605859,3.56293273603614,3.2550315894245,3.00064094578644,2.88612347667544,3.47579430328946,3.15557363773639,3.29927530461111,3.36805966499868,2.70363191870442,2.65772051969477,3.17706222327126,3.26627392048122,3.14081460884718,3.18106826664897,3.14640660018195,3.21866571596349,2.96915562056858,3.11103927888545,3.24818927395706,3.02888549034396,3.26354129202789,2.87367555291646,2.94337097775299,2.78765274143184,3.12511990909907,2.87025069071833,3.28634678184006,3.08866233981749,3.19206985462013,3.30660729067054,3.06921148941753,2.82951714166287,2.97810574279509,2.93554049744307,3.25457824209191,2.65048708251287,3.19778655391075,3.32698368887751,3.0728016581686,2.94273426375909,3.13772380138011,3.17936531526774,3.22842840294563,3.23940746437732,2.97838592551537,2.88614579684736,3.22250248572616,2.79168238907671,3.25470319597317,3.043061250616,3.21268497832549,3.09891867908623,3.37460650556698,2.98746991915232,2.99195590448287,3.2349738388741,3.46861995018129,2.89695698051552,2.85801300375376,3.16680748361632,2.85257065096472,2.98671886697647,2.92281168525267,3.11463434589131,2.80215481959892,3.29038312999623,2.83358064813868,2.84251312846012,2.79250835529703,2.3015159163136,2.62470583637898,2.54784172407932,2.83068813621545,3.69059404308842,2.7946637327334,2.9171468092557,2.84496285283023,2.78224764134336,3.74667536919505,3.51355931045191,2.83051041096947,3.24905662700204,2.83232772179153,3.25837759809786,2.39722024291043,2.59888768366434
"CREB3L1",3.58516487030056,3.99248064680091,3.66135505927179,4.59574258614316,4.34020676019688,4.37067163872589,3.85305769726776,4.41882070992012,3.92818218562436,4.45176288243101,5.17407909599573,3.88319112986258,4.16750174051711,4.00991259979921,4.06471367065486,4.6661556959706,4.79185411503072,4.82623758849345,4.509174965927,4.43683406814699,4.60062610184078,3.30811609799978,3.80684988810688,3.97876017844753,4.8549906879668,4.30788852084377,4.33592496897767,4.57626353877487,3.75516320820372,4.45861566983149,4.20992160179266,4.02582147030494,4.57371051958627,4.31181365326715,4.07171967119441,4.30506067958871,4.92426624284123,3.90030184340844,4.40072959060725,3.88921544891568,4.4855403247736,4.22086224478522,4.64196905341721,4.24184281087936,4.10650416420419,4.34270799640635,4.61883284227617,4.50209467607445,4.65157314680373,4.5699005159736,4.54961882999667,3.81128839956791,4.72651944091586,3.66193947661545,4.14080709766331,4.31500123106462,4.25149767604606,4.11651430529022,4.65985602444188,3.5293012234945,4.43696358820694,4.64492829281082,3.84147144156008,4.69216708064666,4.64135357418857,4.56230677742539,4.00504118307101,4.23948372114092,4.56093368337845,4.16204355201333,4.06835024476769,4.66216595657786,4.36210801754081,4.24814600640763,3.9272304210283,3.32437287090592,3.9069715955433,4.09846178091181,4.08847901535165,4.16532315994771,2.85504016377608,3.91344236148549,3.40089456265035,4.03294059328006,2.99346632881774,4.51222580781681,4.09127862817664,4.06467457976887,4.20571534926281,4.82261961863571,4.04683808034575,4.6568811257467
"CREB5",-0.0748453342717495,-0.775172241999244,-0.516180718626281,-0.853920744330472,-1.25401923797379,-0.962031064785373,-0.263015507946777,-1.07420837485489,-0.4792714293472,-0.925286664769145,-0.661077021059975,-1.34444170354368,-1.353247992988,-1.09678789486106,-0.881672464924139,-0.473435962670912,-0.960535834475186,-1.01152080294289,-0.868301265581003,-0.450140607889784,-0.728125655840463,-0.332099650621488,-0.420328212229301,-0.974052177200263,-1.40727384059332,-0.940995156532077,-0.999203550393264,-1.26698900268368,-0.233717298351747,-0.546999908740187,-1.02828237958892,-1.00256193480581,-0.964064553325758,-0.422669862553826,-0.772359918252092,-0.931380534709454,-0.820560231424674,-0.485426873425912,-1.16453773200393,-0.78202023463355,-1.70747616051368,-1.14334152980812,-0.886925578060635,-1.24189228040449,-0.774563124341981,-0.767470426419215,-0.486953646797317,-0.986964799845775,-1.31102336176186,-0.692120834614812,-1.18932135323483,-0.78059859225606,-0.860663266465452,-0.331983107443527,-1.24694130152018,-0.633277359986201,-1.10981584536236,-1.11116592242369,-0.776750669221605,-0.605233472727756,-1.40491531512389,-0.879115865694952,-0.243896775726347,-0.957191062377979,-1.07701888822904,-0.829236541090392,-0.368605521977158,-0.717746615152138,-1.60091295125377,-0.729905297315118,-0.695355574815185,-0.852478303256576,-1.09692570268114,-0.0788697313705314,-0.879568327802417,-0.728142595042909,-0.567472318223615,-0.756840876728859,-0.927244496894546,-0.91998717870269,-1.07962784834401,-0.126339398260312,-0.432438749273429,-0.425326809923951,-0.69129427793516,-0.559652800075976,-0.961793651146923,-0.523927973624636,-0.642850241401,-1.23431449904318,-1.99316260448001,-0.684399660044242
"CREM",5.8295590304773,5.73636103071594,5.52561803774444,5.34240095041193,5.35106547491007,5.27906467276108,5.88158372445032,5.39212081523385,5.94482133270863,5.28269221919831,6.36487423836236,5.43169338106991,5.55930233293688,5.68949417842983,5.26250003544851,5.66120893262529,5.95630852396569,5.4982833099768,5.80111901274296,5.95048113160592,5.69777841343771,6.36929704732805,5.46571110857122,5.59214579062197,5.80112337726418,4.86957162178183,5.20529332388848,5.26808906986883,5.71509958680609,5.74171137736077,5.54534086429576,5.6836560070635,6.26654417781834,5.94676408822161,5.37645058465108,5.71116878775431,5.63019037233169,5.58082342086364,5.30695012346865,5.86800325165914,5.38951996793417,5.6079138567439,6.29266213272842,5.76696725410543,5.84275983013886,5.26367458623957,5.97427737783593,6.36861864042643,5.71706675407971,6.19807159011011,5.53138023228704,6.17166948443903,5.87898786151808,5.56102381593588,6.21361729440888,6.33488207023861,5.18919372530914,5.29851661073856,5.68518868207294,6.1251918242917,5.36849597989423,5.33588647769056,6.73975351796306,6.0805346729764,6.02143850871572,5.32932179873387,5.70214423283972,5.91162092392641,5.3257549292301,5.76080161610695,4.71589557897838,5.71032525751857,5.79301911373026,4.98300740004439,5.2072491936621,4.71669488800719,6.10246574923224,5.42721556936445,5.38848818801189,5.03090472584695,4.60334474073104,5.7433923372908,6.12850711771907,4.6623722143254,5.22557650433126,5.99253990730942,5.53476026619989,6.23613026902375,4.75515260143586,5.1559176760686,5.61695123935065,5.36038928768872
"CTCF",0.293431661844552,0.910434008412177,0.5180749549469,1.12450410799856,0.670683959898499,0.198854114088584,0.624999695367173,0.666789869954189,0.484559080583053,0.41468864618982,1.34617045752358,0.518894635531391,0.674937041919595,0.634203258925227,0.105872286224988,0.704725035358359,1.29756553729741,0.689342286971904,0.359938412490972,0.693301353041401,0.250395611871816,0.510541053486871,0.33342887028154,0.582181835078931,1.09880232847878,0.670158277103242,0.435233268637812,1.45486305288904,0.569651522704067,0.59087670417665,0.30712272390258,0.791520079628239,0.827127325304009,1.16916200975946,0.571477289627266,0.43086957854754,0.672436716594451,0.371387288806449,0.645838166573512,0.615849098452208,0.333434455764963,1.05741711528955,0.616906199838152,0.78534731100906,0.757467591594797,0.963399044801057,0.970682273123972,0.438144210937896,1.18339627995826,0.999061220692525,0.50003645439131,0.395486746719406,1.37279057850808,0.606228063191568,0.333977419931107,0.488917589762268,0.644179964211679,0.64353326648321,0.823048804109126,0.188415890221189,0.242669218496019,1.11939243058348,0.469774898788855,0.682279037722348,0.834621270742844,0.982018711027448,1.19245034755772,0.971998471042103,0.774391122697245,1.07815060340951,0.928009156679426,0.569020255088264,0.569496144014598,1.1202466483812,0.561715117937592,-1.03832862649362,0.960204753041867,0.764796339966131,0.408209676041746,-0.370458524959264,-0.0231585901261967,0.727119080205963,0.693621765058099,1.50401175117352,0.85049909539977,0.409008107576822,0.772963259792434,1.21296165600321,0.859893738768688,0.537173371300908,0.870376592306502,1.03598448564387
"CTCFL",1.42816253999362,2.1421024473765,1.15205004044068,2.05757471464449,1.9134397472394,2.37178260959944,0.976846992058029,0.963498105787352,1.87883241796447,1.84022264630523,3.21620425517336,1.19936833849729,2.06109095909503,1.69567182304044,0.678963511950776,2.75160015503842,2.19254533814635,2.44391529979499,1.70927222154931,2.22529431847617,1.78281477861655,0.973221842892636,0.985990829148714,0.92285436011081,2.19052122223162,1.91687590450825,1.14546585940774,3.0231078602623,2.12794648166884,3.03223052779604,1.74300899707963,2.48238758735302,2.14605258273886,1.56626970891758,1.19688615964097,1.23016950698896,2.46527351464545,0.849270789519575,1.5616855294584,1.72768338002652,1.82468976296403,1.87297592249415,1.48347480518498,1.88903437688349,2.25613027290152,2.12776501561644,2.34014651856397,1.72241950817828,3.17800018616069,1.89633934249751,1.88776550444373,1.9124029369999,2.95180302320499,2.2674307511536,1.77984333685875,1.33755194765188,1.65871725069285,1.81235660085091,1.60230763028097,3.06882874604228,1.26623285313074,1.95109141908788,1.62085654767718,1.56170896194998,1.92586015461905,2.14117696961655,2.33220615421688,2.28671466903888,1.71991333634476,2.08409841496482,2.50832050323167,1.44119944813957,2.46813455685239,1.64125603357164,1.87617155116086,-0.343355289575302,3.01856692418842,3.38349817150302,1.00493625216243,0.0317204477352072,0.142953302275353,1.10512798569272,1.25324798729216,1.64152054325017,0.789318271534674,1.45871158142562,1.53406627443577,3.50734100646686,1.0885602691692,1.76852135136848,3.31659896647301,4.33568203910951
"CUX1",4.39585464289317,4.27541324612825,3.54777205599973,4.56238745897577,4.62877330429179,4.17623069356435,4.05239783541097,3.86509583592726,4.68063402738054,4.50929649289942,5.11975610028319,4.17082777658318,4.5070927830156,4.10445563350435,4.23594995902225,4.57938676628964,4.51459472529435,4.54368758369704,4.66913650941831,4.67594988143208,4.86736667734648,3.79800771909562,3.95464682176743,4.36211127652477,4.73030117458618,4.33994801276458,4.12554784327132,4.73429410616802,4.31116711054527,4.85139972679917,4.34777652662221,4.25040887626936,4.60804483084923,4.49936027056227,4.52902757170784,4.38240104441943,4.15142435424316,4.1437263323347,4.3425366245812,4.72671756427769,5.41637689051466,3.86346888186511,3.86058783814599,4.84686504634957,4.83057244204558,4.22075116451868,4.66867611538366,4.48928333433595,4.41970437215085,4.61411714844821,4.91615783794821,4.42400179998368,4.33699622296352,4.04360562674486,4.8922686167657,4.51313998266308,4.26936257172037,4.26991601498418,4.49043872906085,4.45293309690049,4.341559920361,4.36337548825049,4.30019668769409,4.6347490948031,4.13800702402065,4.4000596206178,4.30075679890098,4.53413081271223,4.45672845979891,4.48018172023696,4.22180213264581,4.37951035455208,3.6373055587987,3.70338327079816,4.03202178142159,3.18945510727894,4.51263871769762,4.6229677925548,3.3053071534084,3.38719242118145,2.96096627279384,3.58369416416455,3.45922397050101,5.27019703771535,3.62124233579684,4.14865464724689,4.4861089784953,4.59652062601481,4.63197290039639,4.28203828537802,4.72021552151693,5.06264301430951
"CXXC4",11.357154882735,10.5952020003345,11.2243609096482,10.9013177178655,10.3228049017556,10.4310842454694,10.8384034289818,10.7657407639386,11.3426903120692,10.4159304824583,11.3266480104447,10.1172256786867,10.7428647086883,11.0806031531461,10.1386193822893,11.4858784846045,10.7827720069025,11.4691398769254,11.3041515791377,11.2635911770705,10.6516486324551,10.9079069773096,10.4142618688629,10.6773251671478,11.1279864227026,10.6867854979458,11.1412463614697,11.7435490573036,11.6389921706109,11.8346224184601,10.7686828767966,11.4693164058501,11.5499664441571,10.8814656950219,10.2101002125977,10.9088273030565,10.6094764235659,10.8845957998242,10.4395897588452,10.5774320414206,10.9852554568421,12.2007587634007,11.2278167111098,10.5815221574134,11.3009571317155,11.1732129879543,11.1766788911008,11.4495733152204,11.3896889825337,11.3868949543194,11.2739186973592,11.0832773229177,11.5417769890187,11.5194241559771,10.7155369123005,11.0629306496683,10.3260351953582,10.4901148797439,11.4165295093316,11.1804846840835,9.60597472461841,9.99108971858412,11.2655824789869,11.1060587509879,11.9370832914851,11.3613406806838,11.840203175916,11.8108972237032,10.8357488933238,11.3742729646785,11.9808855413953,10.8672466974027,11.2494176014246,10.541878609947,10.4087533120327,9.79250446488858,9.73609522432323,9.95255116382513,10.5714933599299,9.60575247942814,9.3854428215922,10.3833142354797,10.83457337418,10.8278648702159,10.2787578471843,9.39792428061481,10.7533109117161,9.97107903560616,10.1042847434769,10.868730570803,9.99258131920569,10.5433618428933
"DDIT3",2.67075236838889,1.71578964461827,1.94784302217352,1.75373461613005,1.67296495469487,1.8575175226057,2.50057532298984,2.30418277804651,1.93570157090818,1.85543366723311,2.50628114505082,2.02167770722433,1.83916109546741,2.16611568272968,2.22972617219482,2.55554677038573,2.47054822386528,2.37739516186253,2.16922916812494,2.62882151632894,2.35458173561862,2.99599003430339,2.63544189270697,2.2750188676589,1.88002057177433,2.22494890012289,2.8029258442526,1.99813578252763,2.4121171863802,2.49251167062399,1.80968401626408,2.19601146567816,2.37854328136157,2.36639379205412,1.98156535207166,2.04555393375854,2.69557627362607,2.32603151986244,2.31527356357801,2.32730436778064,1.89207857271257,1.93609058412679,2.65946798814027,1.82872895645155,2.06415263570582,1.92615126126135,2.24441606248243,2.93030865337539,2.30845689529685,2.11762845659343,2.09407103118441,2.31166340571033,2.29467203138598,1.8268905148948,2.36350888115255,2.26259799895218,2.00943140813562,2.06609663185302,2.54922607867501,1.49368377413969,1.9515506835581,2.35823556162916,2.31248416910657,2.27167180710001,2.09317673722138,2.34560718722076,2.55393751155372,2.27174507078887,1.970917181466,2.33910401941863,1.8816441829031,2.58274531998619,2.5459936804126,2.31678528571599,1.86336010259946,1.76311824916233,1.3353483615706,1.87241696957707,2.12202476054976,2.50069000613835,2.04326287082415,3.54514072348269,2.52180531328097,2.81935743266846,2.00297771981207,1.96022658610572,2.28125379163898,1.31030952722729,1.86988021501123,1.98729734381302,1.38441086889924,1.64756237234018
"DEAF1",4.01735118277929,4.68805617303526,4.57079428066268,5.42028661768063,4.85566392378356,4.95454761072759,4.23652210948583,4.97105582237315,4.13442508638061,5.06126412059429,4.73991175469905,4.75555554759511,5.41845548159093,5.11849784166784,4.02347362832285,4.39912996306301,5.27553848605726,5.10602610968792,4.77122728772439,5.32502589861308,4.08863356151397,4.29687765120243,3.84868454112977,4.34843057183631,4.80366606442718,4.31561069364832,4.20396236867777,4.82277703099344,4.61479345466772,4.90009913272594,4.62634517530964,4.80849160988402,4.40064604807779,4.36315062346396,3.93008877960147,4.85883746699046,5.75655652482267,4.44654626025868,4.90746521545722,4.46838014206376,5.20180578875332,4.72072861456158,4.4782062696103,4.34564520898514,4.52595087173059,5.11179154034172,4.6411419643533,4.32473932911838,5.18290399483774,4.64584317534538,4.75587431467781,4.37413975056435,4.47376284483805,4.45787062427892,4.86086774501368,4.7896889360483,5.39091934797887,4.99235630723218,4.29456642029254,5.5143317129388,4.49612581440605,4.31430015890836,4.84591410390256,4.40977975527806,4.3000926969029,4.4843876627795,4.58144530084468,4.28790848209127,4.57389905516711,4.36467031487602,4.26759138556052,4.80389714378884,3.98466772624363,4.72337950169836,3.9025366624423,3.61277348740675,3.82498646136743,4.52617124336087,3.54066411778431,5.10403371156354,4.30897358943154,4.69881913109827,3.36222761161681,5.56693248399173,5.14281651788673,4.41236851963532,4.42716406457201,4.96202781289202,5.07225503902831,4.40055153399916,4.51500702894455,4.30502763708161
"DNMT1",0.800163329173533,-0.164034225419633,0.376844861671646,0.342295503094177,0.903462697034425,0.222373250974747,-0.14687672590276,0.755426033765528,0.365997878642752,0.71590411990292,0.531524149464342,0.665679707880714,0.353478456182735,1.1390067225979,0.29480450424685,0.107689092821471,1.14334240128486,0.493818588866611,0.50812120444327,0.959940921666283,0.464530819501038,-0.253050370690386,0.118701175770699,0.129989420352571,0.119705404672995,0.733945943454817,0.398137335584972,0.17945301826149,0.62605465158516,0.0119288933676619,0.229330889634737,0.00950373346491858,0.573732477012101,0.313162536707716,0.302887590668696,-0.29351022297058,0.569142506028629,0.113547820942089,0.582051870689211,0.707524883988627,0.60017274882637,0.429331504760278,1.08187371406976,-0.411719986752653,0.0326911110894487,0.942658048045877,0.327030958676144,0.495026549274145,0.467754916345267,0.274678903530972,1.06643057538452,0.158274128211759,0.530866882591352,0.0335252878171993,0.690122699156271,0.196863248244068,0.858278732028143,-0.188444007418644,0.139912025459701,0.2269278819973,0.216784714116252,0.736806372218623,0.496715552918058,0.397156487579296,0.379459335159883,1.05854971579703,0.91216968550206,0.469031575352223,0.150667676699499,0.0648769353181559,0.771945183129204,0.30683598971013,-0.293519935578508,0.441327839585566,0.130785922450136,0.303135809850625,0.439843109144614,0.149833612783716,0.121851995208981,0.106823054560988,-0.0501364617676367,-0.245481336235715,0.61894779819843,0.959908231213963,-0.0905250504964533,0.896440646431415,1.34802503456145,0.218801507398647,-0.205428428828125,1.32473021494996,-0.183431808841107,0.484851974744247
"DR1",0.504990031698622,0.125799162836251,0.889609244394608,-0.188635787647683,0.0866093059081991,0.85648606476628,0.620607196132533,0.377650936740008,0.589751127383559,-0.251127474380032,0.20303404612671,0.240683054901142,-0.0866736052304579,-0.667319791557216,0.712107024303027,0.129954714912962,0.481403514895059,-0.172886295334241,0.418410690743925,0.549660423606408,0.772830759513271,0.831767877939519,0.299465590059957,0.697564249739338,-0.2896415513321,0.56144312423907,0.36136663510434,0.08421190646808,0.450627064182804,0.301953642358963,0.100037902781447,0.348709689728673,1.14590192239448,0.999799932497917,0.683557222572738,0.330030701933726,-0.622958211966698,0.45021796044887,0.14063055822093,0.356204748071476,-0.189457336620373,0.0947189609305011,1.36407117080164,0.371968422362085,0.271533250705987,0.251669566805181,0.350916133257341,0.785233930949681,0.44078481524063,0.932185950663068,0.711208549935399,0.831266353006194,-0.186145745274633,0.22841522481673,0.286011579476073,0.406644486194327,0.338277159964009,0.401147442206364,0.422007339163158,-0.23566593359978,0.0765346912638135,0.450287527132123,0.710139258703093,0.553549151130353,0.621848919725339,0.583000817251046,0.683107754205551,0.402281076340009,-0.0834007670100278,0.496598375949303,0.252384517948796,0.478196662952066,0.653995475119087,-0.186037888803506,0.470315550327411,0.0876697113922982,0.369523266279796,0.0275807153087747,0.612693877599526,0.488253291052828,0.456744155217753,0.934253113529069,0.494455835442726,0.267350901069832,0.271717042938301,0.850113374456196,0.925369580156163,0.0455316732213476,0.50851019636251,-0.287009264028125,0.338825442263133,-0.0606207814743174
"DUX4",2.46912258618687,1.37640557362659,1.57633661302854,0.451309236742629,1.33082846031912,1.73287872157844,1.71733566053997,1.02612035572923,2.06603514075254,1.47628060783499,0.0208213986867319,1.33706474430305,0.94349312199487,2.30561506491037,1.46622759775847,1.41502088720326,1.36531436225937,0.174229997467919,1.77685181856888,1.07347983249313,1.00126685556449,2.19397906975915,1.91856259107622,1.83325070180865,0.392968009109218,0.782018942004684,1.11878478025918,1.6182078015664,1.88303724138025,1.57704758362502,1.26450790711648,1.75753139913755,1.31974125349091,1.52886309982327,1.16728734054504,1.84194333059265,0.307738374567212,2.36015707131486,1.6509133433741,1.61972641139949,0.829086403189051,1.47458422878517,1.55712203565907,1.41358034158833,1.05133747839383,0.462434678696158,0.85182906639772,1.37488798692469,0.259135803684061,1.12410976688577,0.816170439486986,2.35420989836449,1.21415187690376,1.37725648948607,1.17453051547672,1.42020949731205,0.689886991307221,0.957545693566658,0.984729255569038,0.94484907362529,1.64431022447925,1.07069148443243,1.56580689464962,1.41070906972991,1.49494297724254,1.40677025892802,1.87805670117844,1.7903766477375,1.70541882733885,1.5381848094533,1.94719556549286,1.23576731942523,1.31157063326696,1.42702764085105,1.70484576712694,1.95214325407804,0.869853509790306,0.884233924992506,1.83510844860732,0.761928100823846,3.19205241064602,1.31653644130282,2.36522030450874,0.271836577859942,1.17436819986962,1.4809630028267,0.764249394609462,0.116923073136754,0.740806450724884,1.31253700018342,0.332396502403271,0.610796917833849
"E2F1",0.393366309278968,0.635289449134819,1.37075086495107,-0.0226039486088962,1.27717668971945,0.789612403120523,1.31189269568117,2.36234888934192,0.577959874877543,0.847412409285926,0.668469916331989,1.55161361624248,0.976670456278447,0.252687131877118,0.802575346628491,1.06053573253022,2.54600313201742,2.08786046334834,0.911273665485178,0.41079341543759,0.93686019826999,2.02266135832435,1.42261081218542,1.29957728670169,1.70434792781271,0.690855278398939,2.42827408411285,1.37796178451443,1.00332705601927,0.900002923508188,0.837629416354153,1.72205574917336,0.573976066207117,1.66043604532218,1.6000809427441,1.06271262479752,2.40743094899637,1.22783723023821,1.4947978407401,1.1538297267801,1.7484889959007,0.848007074610667,2.58336166849098,1.46825734032195,1.04450538204724,2.29924262152259,1.17100598759245,1.02013555589225,3.05783388605539,0.910136607927869,1.08256529206395,0.693806750069739,1.08582859603323,0.820373684596341,0.315574790443523,1.5760075523889,1.814564103912,0.942812342084012,0.984155283616312,1.4899316399102,1.18495706423552,0.601712049483909,1.50721412795982,1.06144409038739,1.48847982126587,1.08660284602056,1.37816996279338,1.07921376816074,2.07361426030013,1.83640844367295,0.666079201233965,1.74739504481445,0.60866855034924,1.56847526612456,0.668970753121554,1.23552352766642,-0.218623313270646,0.194488741216144,0.857287995277999,2.83498067977242,1.8777321477498,2.54519505502401,0.829311775778788,0.806967334573922,3.44588973652358,1.28837421888508,1.908315622819,0.762911661368643,1.20564795133218,0.79516298830523,0.409139835310924,-0.238116596309216
"E2F2",-2.14172206934718,-1.41452917740702,-1.43539271601268,-1.82283730069351,-1.17975493767315,-0.821559525774752,-1.63752951812957,0.0856964680958288,-1.61171584566625,-1.379758462808,-1.20274479968759,-1.10363212522637,-0.698842643063169,-1.90497991989961,-1.72331378804629,-1.27085465060611,-0.0444419227250912,1.00105535512952,-1.52824810884419,-1.67287269838593,-1.7273806814849,-1.04259612156183,-1.55120304486129,-1.27545505233985,-0.0145974037471088,-0.726301255643267,-0.149270705270645,-0.626542588485465,-1.31694775684381,-0.989653755212825,-1.54911522988701,-0.930998368201391,-0.628548477543096,-1.0196771930276,-1.03182104459692,-1.33567845740718,1.31564181096324,-1.60186794679329,-1.15574201252621,-1.21867151779565,-0.166084618266593,-1.27785943583647,-0.318568673541551,-0.765347031868271,-1.2920662339013,0.834192539570754,-1.33119743435134,-1.47213619181375,0.862860821253554,-1.38247126508833,-0.886096511034678,-1.80506763892069,-1.23833285272123,-2.00179788931484,-1.2880767286791,-1.01895650613564,-0.197453806603013,-0.935944467809655,-1.21975303545796,-0.345063351141523,-1.20554188254175,-1.5769015826949,-1.31994812558101,-1.35008913325948,-1.09528058184284,-1.43293456789626,-1.01346435209545,-1.3127495804752,-0.512047680885782,-0.914542030023476,-1.58448044588427,-0.238752386200124,-1.88442181900702,-0.372088395931198,-1.80177526836788,-1.17783808890812,-1.73285779601516,-1.27146885947301,-1.35667346921849,0.22917935134986,-1.28745438488829,-0.841308787886823,-1.85022980892879,-1.73062665294697,0.99139817425981,-0.815994183084871,-0.680365049761997,-0.774700717757141,0.257078666166362,-1.27476165986406,-1.52295287339553,-2.13232450908945
"E2F3",-0.55694235979074,-0.530680611732879,-0.445168321662787,-0.587944455090884,-0.103004718826862,-0.22918231841142,-0.345744839850215,0.641857180487933,-0.731730326705928,-0.273874972350018,0.143059985034955,-0.0592180993485482,0.0926370051894203,-0.816577932828546,-0.484198955339959,-0.0726362505720227,0.974765781771676,1.39365715523129,-0.525269573717161,-0.388797677791687,-0.210749006660229,0.0879705465906797,-0.404276484207098,-0.251033315457073,0.774360101977157,-0.13510443593045,0.572556296273624,0.308580070344415,-0.0785496221950607,0.0417125460579578,-0.578668318467602,0.0100579520006694,0.426293391453972,-0.259059501150682,0.0360710839895325,-0.216623559088421,1.42167443194569,-0.577393617137688,-0.29995899209499,-0.0457785857016761,0.435574659223667,-0.170361625008865,0.499606083749056,0.146256939409615,-0.106271466674492,1.18653358602373,-0.155989399427404,0.107017551216711,1.50867350322606,-0.219581428432721,-0.132023112481568,-0.527602262944428,-0.0386706990592527,-0.753021349717056,-0.0163462447188637,0.0761630122003562,0.315515177144982,-0.342068662080013,-0.273592499845948,0.483225371602847,-0.39464255737005,-0.443905442445943,-0.134700698185304,-0.236974724220885,0.0982757614505742,-0.234908132499131,0.080260440295313,-0.167654288451891,0.210497405335744,0.0432415167090507,-0.299401401178023,0.586320844609314,-0.55236743230115,0.369586607559879,-0.98722432542225,-1.14390065569783,-0.121418682332834,-0.435931416930034,-0.614592853674918,0.332274547403197,-0.113707047472754,0.163068853016396,-0.444686794046092,-0.530155750165156,0.799051659262873,-0.0395144748993427,0.0490225964427033,0.763868712633253,1.47169496105299,-0.647254274650562,-0.0713938542221311,-0.325132235245445
"E2F4",3.02994758330338,2.93384301325875,4.04880270632172,3.05482822363124,4.07304714269355,4.0424714397892,3.87369296733005,6.51699553484004,2.94346337229244,3.57799504168685,3.33426329118726,4.89038251475645,4.45140790244408,3.5315703442556,3.12459098104723,3.39440840299652,5.17499649850953,6.79148057509642,3.48968613457083,3.49105018165953,3.18727729946179,4.50403979939944,4.04405020377427,4.23068962270169,5.51845867267388,3.46362262787393,6.23484233042886,3.9979691428331,3.76443767957824,3.19652591460565,3.50870698162497,4.07944403661233,3.80929494030418,4.28522754530383,4.04850561177886,4.36798093789077,7.35276435852249,3.92534686124695,4.13181732574629,3.84599894648755,5.54171989613357,3.8921253365903,5.97024626487582,4.31778922200714,3.73919817929827,6.92436127246806,3.57711111968328,3.98689589747947,6.26063996052502,4.23782148617263,5.04253098967361,2.68760482260277,3.33375586848304,2.7120808329656,3.61618166587485,4.60156010414888,6.00492742305288,4.43773368641263,4.22653515000487,4.09046248034586,4.36328834402711,3.47712316938037,3.98764042129848,3.59762521345025,4.20015227563444,3.99705441010992,3.76715977243068,3.85381285329913,4.79411863635939,4.33465104274945,2.88385001340846,5.50928573603136,2.05831565292869,5.78259938234556,2.36168740286782,3.72471876167306,1.55051362588147,2.16271418027491,3.9408005227923,7.0734870644798,4.5458250196858,5.09298809677146,2.14322867642772,4.44184906127164,7.94955301939725,4.12583845183157,5.43236607488844,3.45415007064315,5.52103203953537,3.93233264585622,2.087062584703,1.02040882155958
