"","R3388_YZ_1","R3388_YZ_2","R3388_YZ_3","R3388_YZ_4","R3388_YZ_5","R3388_YZ_6","R3388_YZ_7","R3388_YZ_9","R3388_YZ_10","R3388_YZ_11","R3388_YZ_12","R3388_YZ_13","R3388_YZ_14","R3388_YZ_15","R3388_YZ_16","R3388_YZ_17","R3388_YZ_19","R3388_YZ_20","R3388_YZ_21","R3388_YZ_23","R3388_YZ_24","R3388_YZ_25","R3388_YZ_26","R3388_YZ_27","R3388_YZ_28","R3388_YZ_29","R3388_YZ_30","R3388_YZ_31","R3388_YZ_32","R3388_YZ_33","R3388_YZ_34","R3388_YZ_35","R3388_YZ_36","R3388_YZ_37","R3388_YZ_38","R3388_YZ_39","R3388_YZ_40","R3388_YZ_41","R3388_YZ_42","R3388_YZ_43","R3388_YZ_44","R3388_YZ_47","R3388_YZ_48","R3388_YZ_49","R3388_YZ_50","R3388_YZ_51","R3388_YZ_52","R3388_YZ_54","R3388_YZ_55","R3388_YZ_57","R3388_YZ_58","R3388_YZ_60","R3388_YZ_61","R3388_YZ_62","R4163_YZ_1","R4163_YZ_2","R4163_YZ_3","R4163_YZ_5","R4163_YZ_7","R4163_YZ_8","R4163_YZ_9","R4163_YZ_16","R4163_YZ_17","R4163_YZ_18","R4163_YZ_19","R4163_YZ_20","R4163_YZ_21","R4163_YZ_22","R4163_YZ_23","R4163_YZ_25","R4163_YZ_26","R4163_YZ_28"
"ATF3",-7.8414474777112,-6.87474703397435,-7.50599482814304,-7.13609197614451,-6.95559979792172,-7.64218691535207,-7.56254071561475,-6.67622636770903,-7.147159031978,-6.52996181692523,-7.16409901101065,-6.74925981503644,-7.22253758586758,-6.96210072896127,-7.06695285555394,-7.35277346560104,-6.70793183609144,-6.09355708645789,-6.92975529506254,-7.40033939803009,-7.76199739082306,-8.00517126272715,-6.37973315289872,-7.46391772087501,-7.16717692188306,-6.86753179364755,-6.25885076155055,-7.38254622646809,-6.8889710660801,-7.6154986910765,-6.9678787924842,-7.49839578903724,-7.43762656936942,-6.60652575031458,-6.98327866022488,-7.10883856862856,-6.47082594057461,-6.6640375247718,-7.08849301747021,-6.87149975657448,-6.92821586089987,-7.53639637723385,-7.65105770880173,-7.25286412298394,-7.14189186880556,-7.07672119039909,-7.16880748729665,-7.67765225932647,-6.3800215148872,-7.34504178072891,-6.36140737626312,-7.25922963513145,-7.39935103925325,-6.8421761330635,-7.13045558436911,-7.37481074345898,-6.2581630780679,-6.06537754339877,-7.60829047572892,-7.07515201394201,-6.22319756143949,-7.02510758731449,-7.73763891509845,-7.35772044759484,-7.32782541138296,-7.08493268997854,-7.54145608054039,-7.3331685303012,-6.98755717494896,-7.18641802878871,-6.47323399144008,-7.62788993039187
"ATF4",2.08341961730874,0.893252914045859,2.00458726489777,0.92887723052495,0.699520624872016,1.17018274613768,1.98054655632081,1.45645637312578,1.00978964036516,1.33842019955559,2.2427697331964,0.999251542785832,0.589466756522276,0.850768201453617,1.29517979407017,1.85511502039539,2.31198491908326,1.14199760711507,1.5267855861517,1.74584694100156,1.85159395188001,2.23458131521878,2.39808722163608,0.859786599182033,1.35411889374204,0.968121840333933,2.13831034453225,1.05451183410425,1.60771519284278,1.62855279319736,1.02013841350184,1.48218770835872,1.7034241606892,2.28718250365626,0.802236300339193,0.788853649777801,2.33977132675111,1.08342222714647,1.54427949176043,0.976862123833998,0.951865412882383,0.644792232426383,2.37273897841109,0.710746352243828,1.18158259719195,1.39010443110189,1.91982280908252,1.82373246681236,2.48414250159657,2.10462025186446,1.41703194391588,1.5359107896303,1.88748275947611,1.14636879922645,1.03956525485867,1.31667999019469,1.12647119296078,0.766454333925731,1.744113718545,0.763412894423378,0.634266516530788,1.30162181209567,1.58598751518662,1.47249951738446,1.89005109039273,2.34133221480799,1.69419485606761,1.65849432337267,1.29706282294814,1.77647684027796,1.23649292400222,1.36521344341371
"ATF6",4.56080820764013,3.70139204782525,4.15842879753864,4.40757268423723,5.33460152033683,3.54319315084917,4.45007071996559,5.17877514928858,4.30265290906376,4.56862749235336,4.36208857169338,4.83367022151596,3.944552327378,3.74762898086716,4.36164158482654,3.28338615973707,5.31555239186684,4.17173240102152,4.63386207248514,4.45371808313793,4.50119481146231,4.59810608103216,4.29597578389963,4.33580864474372,4.82130159078935,3.8855897294613,4.97050872707359,3.62253077790778,4.48395430772681,3.31992456586412,4.32256195542982,3.77285368765621,4.0186365195294,4.41298408254015,4.37305758344127,4.76171345567765,5.61213203342227,4.28219058094576,4.99818032699065,4.67771374748613,4.61858130387025,4.21851401464544,4.81463208883336,3.9107430645572,3.84163539332084,4.16779902598307,4.55800571448475,4.54069310947693,4.82294173211929,4.39231400086401,4.46247656147918,3.8480102295907,3.62464703115097,3.758348797999,4.41661174702445,4.36063020379039,5.29658122209965,4.50767348684718,4.91107678300531,3.23701399304981,4.66902613615033,4.4821937282157,4.0975800397535,4.41063080231584,4.61247789753044,4.6147677967082,3.83406095909686,4.04328908811218,4.92771460802706,4.00408536800866,3.85663834916795,4.01722272070947
"ATF7",5.76307247806673,5.3643106746622,5.32530087197289,5.64361393524541,5.51153622961659,5.28708100721014,4.85245474570928,5.0236994349236,6.17007775806978,5.07643627956317,4.91860684180136,5.32883815274718,5.25137281900301,5.71808961930783,5.46375398783173,5.92129970701368,5.5980910231551,5.34149591144554,5.82549768088753,4.86261592755747,5.69702590686368,5.19365759546277,4.98100677762781,5.31890424949016,5.15570876214866,5.35784258170858,5.08909928723404,6.00447797110389,6.31871335135399,6.38397939942127,5.69309144904183,5.48261856353797,5.81277208615656,5.1085184041382,5.64938014278641,5.3760886870533,5.01216614987436,5.44207041475091,4.96074209099197,5.62077301229223,5.16052303774556,5.20916746222924,5.87912209816097,5.57419343022286,5.39020018148781,4.64324227200226,5.32534061176133,5.36877866243914,5.1753796332338,5.01735019740271,5.86601463756256,5.47724744700754,5.72014023521766,5.2962568952956,5.46518918825756,5.60013522338359,5.13619935015281,5.40362391575556,5.60977287001489,5.24931556629557,5.65409829889559,5.19856468771706,5.2517030096935,5.81011760537231,5.66960826730177,5.01152545018265,5.33030317488558,5.69988041687433,5.39854714816107,5.11517518349337,5.6399441076444,5.18053291732105
"BACH1",1.93149286436062,2.0957704231795,2.48013847684849,3.3118773535069,3.21320121431101,2.47088594027847,1.77675305430308,2.45011862000527,1.88319995734858,2.88986122640456,2.73745497725127,3.22207588041749,2.59831155866086,2.61063095967829,2.27104610988942,2.66401003400182,2.36142550968117,3.08613425700322,2.1793978415794,2.3337296635801,2.18759747720644,2.18940729078033,2.43608028801647,2.16907005713463,3.04166410880054,2.85085654118521,2.21181561181521,2.45432284009229,2.6811743612742,2.26594360114173,2.02728251591263,2.42897265001212,2.19547762903471,2.7656063943927,2.56014824262222,2.30027776272087,3.27930096566455,2.24778450622226,3.44037617886212,2.5155553261242,3.43978089803192,2.32953007383349,2.31965743148542,2.30205447062894,2.23887650101354,2.34673814375456,2.19798788995602,2.72082197173807,3.16412792696824,2.14744391595265,2.36114463156858,2.25204499099839,3.05358286867178,1.69872857777491,2.5427273415405,2.50462174592701,2.55911915676581,2.28984556569123,2.10607824726636,3.33920356933478,2.3079529832497,3.19257414288116,2.73092371592577,2.38750422011022,2.47416058898888,2.56845546058874,2.67334360386374,2.28684251356714,2.45441565400137,2.10634965072743,1.79594099369583,2.68066404310067
"BACH2",5.22425748655265,5.57231105935933,4.83686522164022,5.11280088668452,5.32063457033478,4.46533921130908,5.20674960684701,4.5930051684784,5.10984097355166,5.00972646826125,4.09341877565102,5.07299843113341,4.6027073570381,4.8987924044367,5.76656281080441,5.00901918766447,4.73236068831626,3.53348199154153,5.22103898996147,4.37826799753703,5.63200945093986,5.27925820725942,5.20686710406471,5.29696059443778,5.17241969512376,4.85196747576523,4.88430060351417,4.33689461265987,4.77093774131474,4.60772195493238,4.82455871515565,5.26700212499274,4.40285773144695,5.24727359649001,5.06853541787535,5.23026135321255,4.82418388207691,5.78615221698277,4.77987009188119,4.92847587692613,4.40631412253253,4.59045075711708,4.59443961581128,5.26186475610641,5.27272148522947,4.71333238470984,4.9433658400397,5.03070116699504,4.97373986748103,4.68876287738477,4.33982099457024,5.12003383613701,4.68104958460599,5.18182470625255,4.35786360474595,5.74124000367897,5.37115094359728,4.46852866509364,4.87914688791807,5.52136967754253,3.6875077796119,3.97947750069586,5.77219707615397,4.99941047283479,5.25825672435724,4.80366596254969,5.14561802423733,5.13070076633737,4.89661595186699,5.16315370114211,4.51577696040907,5.08354188793518
"BATF",5.19834905612274,6.22935398502645,4.70191733253592,3.96108854693977,5.7991817548496,3.50938388453329,5.61426911741945,5.80794026817506,5.73750653902666,3.65627084079377,4.60572849849495,4.76882154568288,4.67402898022042,3.11320196781336,5.99863424008143,6.01940050960592,5.51794684026816,3.7449035313939,5.62079475528518,3.8929797264934,5.02207220581772,6.55708905815979,6.41909583828092,6.2332778361135,6.20364886209852,4.9957130582116,5.50624555339174,4.71833486955949,5.04282113598714,3.66014111537397,4.71806263983172,6.50953700819237,4.4766468141557,6.25936141844415,6.20789388680339,5.54043956356943,5.5777754575853,6.47721961029802,4.44407556496828,5.08263141174443,4.98170477829957,3.97237352870344,4.74845303776644,5.96602421773067,5.89624054393031,4.0903897580059,6.01476834639177,6.24822622525073,5.27479347365616,4.59558001320326,4.1140288770371,5.79727865651998,5.2055062049458,4.84627698282137,4.06390508569768,6.4305735703316,6.10652347117535,5.87398356862427,5.09212265167975,6.13543716409266,3.86392271598936,3.88490571305059,6.78198303768344,5.7483449839686,5.28649499961031,3.98773521843624,5.06528677640927,5.14871558669819,5.40541654359169,5.66587748941061,3.08362342852006,5.79472607695264
"BCL11A",3.79407536110346,4.18841016634638,2.81091706788879,3.00940620247726,4.26643554189073,2.82773963857687,3.20121415929333,3.72996000584217,3.9375769460747,3.2830677396919,2.92417973073702,3.52146514408402,3.59475827703169,2.17019633399823,3.89672647350399,4.68464259925258,4.10094073946871,1.80772158109884,3.90005780386125,2.98247219633568,3.64156963623403,4.10400447807268,4.53598507527185,3.80846847556972,3.64329447468979,3.38126467002138,3.28267472053132,3.7358501878522,3.83408001809303,2.56480994888068,3.18195350856524,4.44131030358014,3.14757873333639,3.93906487084238,4.48356226619233,3.29528300420239,3.8347065275652,4.25858660511867,3.03413863119513,3.71959229432985,3.45988623833876,2.74631153004113,3.26411013171608,4.05421193654387,4.21395037562713,2.7316073731396,3.99541375197813,4.0300630429486,3.97849150304889,2.75717542987769,3.04445446198116,3.72201412225124,3.38516804514751,3.29240329487786,3.20168231441389,4.44453762119203,4.49074040561498,3.85473779408716,3.20089286153048,4.94202992716697,2.72506670586578,2.6287084523714,4.44155025008009,3.88234568460024,3.57277285494255,2.55803387397856,3.44389437371021,3.49737983244424,3.43553662006551,3.51367483336203,1.74156085627198,4.01535278021929
"BCL6",-6.5260966197425,-6.82061256917394,-6.2868197056353,-6.27440359544427,-6.64728979936214,-6.21606168912573,-6.56616201785742,-6.49480136538972,-6.83371237090319,-6.11460269392305,-6.69109092103955,-6.07406664823479,-6.13455498845783,-5.30068208038762,-6.79101859118371,-7.25255099937464,-7.7315135459174,-5.38236043932766,-6.93509365626331,-6.36246046158031,-7.24348550496469,-7.02999435883623,-6.2829605462723,-7.0815427227767,-6.73327998127333,-6.84022905141905,-5.99902089265518,-6.23235094032247,-6.25956188242243,-6.85233244138415,-6.19526441393239,-6.93143237561401,-6.39965413670525,-6.65004051836756,-7.11599802500236,-6.43806907098423,-7.15105054245623,-7.26159860447424,-5.8640470671046,-6.70554265464363,-6.05103832132063,-5.83623240156863,-6.87879634215989,-6.98510461987489,-6.87511618480902,-6.46398469890398,-6.93017100794509,-7.17835217788286,-6.87745800654093,-6.2667182215239,-5.89816138174446,-7.71239637199184,-6.63510657293113,-6.6817043917604,-6.31616325924887,-7.21963104311429,-7.12269578937742,-6.27762752731311,-6.86125709111568,-7.32069005820346,-5.46083443306211,-5.76377774194096,-7.62484966229921,-7.10373021045323,-6.82540984795044,-5.85419741653594,-6.36907690643414,-6.34779551150928,-6.7450906478539,-6.69666200338252,-5.75552430475231,-6.8426692569625
"BHLHE22",-3.11827948824166,-3.64093435653026,-2.99077306307462,-1.89737445356062,-2.92020565297711,-1.82172307956577,-3.01080265186915,-3.09694953114544,-3.64245936946769,-2.33663160915029,-4.08955722045212,-2.259642035924,-2.3276270775005,-2.45499521240046,-2.72354156423572,-3.88006434317715,-3.35047729297937,-2.77149870671731,-3.13977768490655,-2.67739604611641,-3.29371073496547,-2.80054376496867,-3.52337954900506,-2.39023237532598,-3.31510227662783,-2.66104838146706,-3.29824348956494,-3.92846207974556,-3.19695640614121,-2.74283000041112,-3.02780111027491,-3.62789177767124,-3.34164217615025,-3.28816045937681,-3.18612274530442,-2.64183102608586,-2.73881053451774,-2.84236013020707,-2.06726936573858,-2.61189564060923,-2.90137843938049,-3.30696340615485,-3.576549532253,-2.70544713050465,-3.21951504878239,-2.32663355720561,-3.80179015266463,-3.19272088219669,-4.07517798108398,-2.70223165209672,-2.58116443844408,-2.48780560331421,-4.14651175522404,-3.53284566601075,-2.33151268929705,-3.28932327608219,-2.95647721650333,-2.33149892145678,-2.54750238032612,-3.56611969845564,-1.69861408910896,-2.0638002705983,-3.27019114411601,-3.2041782990337,-3.75452607575397,-3.16676464361624,-4.05982848831303,-4.1374836834286,-2.91775010715401,-3.74606806428257,-3.30465726588791,-2.33909324074532
"BHLHE40",-6.66060739974893,-6.52418827075201,-6.36852959305811,-6.77809212664403,-7.21051988741145,-6.83649716836297,-6.82949249891449,-6.3680353864087,-6.59040980021432,-6.66801515350955,-8.28460245895399,-6.22932173193291,-7.00103957666929,-6.07155607142374,-6.53178217384002,-7.30963189489242,-7.38790253380586,-7.03800840361929,-6.87959870663955,-7.08472914576973,-7.85671223090594,-6.73750832806051,-5.97859088664896,-6.49597851804077,-7.32474202253738,-6.94415008438223,-5.98594139456165,-7.29890743490926,-6.48134212476882,-7.92042454120031,-6.921141768563,-6.79321572088172,-7.48897246691218,-6.31153649124491,-6.44809010345257,-6.64457660750294,-6.98385752817611,-6.30189785407983,-6.71607754863249,-6.95392976186096,-6.24411614498129,-7.7186105214426,-6.99371442701085,-6.58831587750479,-7.99785697310844,-7.29266909888003,-7.33516970991145,-7.55324617090818,-8.03870826172069,-7.63420791013344,-6.73566174320622,-7.87065082810879,-7.39795081908955,-6.26654980518826,-7.3794472642687,-7.31448428370935,-6.46925010994263,-6.08887984057932,-7.07541359848935,-8.20177366249474,-5.52541960528518,-6.78468499768974,-7.55847564102232,-7.29057885522073,-7.11397630900007,-7.08266793299829,-6.88770141491729,-6.86669609790976,-6.50728141307457,-7.07499059339714,-6.25334209951799,-7.41721369132534
