"","R3388_YZ_1","R3388_YZ_2","R3388_YZ_3","R3388_YZ_4","R3388_YZ_5","R3388_YZ_6","R3388_YZ_7","R3388_YZ_9","R3388_YZ_10","R3388_YZ_11","R3388_YZ_12","R3388_YZ_13","R3388_YZ_14","R3388_YZ_15","R3388_YZ_16","R3388_YZ_17","R3388_YZ_19","R3388_YZ_20","R3388_YZ_21","R3388_YZ_23","R3388_YZ_24","R3388_YZ_25","R3388_YZ_26","R3388_YZ_27","R3388_YZ_28","R3388_YZ_29","R3388_YZ_30","R3388_YZ_31","R3388_YZ_32","R3388_YZ_33","R3388_YZ_34","R3388_YZ_35","R3388_YZ_36","R3388_YZ_37","R3388_YZ_38","R3388_YZ_39","R3388_YZ_40","R3388_YZ_41","R3388_YZ_42","R3388_YZ_43","R3388_YZ_44","R3388_YZ_47","R3388_YZ_48","R3388_YZ_49","R3388_YZ_50","R3388_YZ_51","R3388_YZ_52","R3388_YZ_54","R3388_YZ_55","R3388_YZ_57","R3388_YZ_58","R3388_YZ_60","R3388_YZ_61","R3388_YZ_62","R4163_YZ_1","R4163_YZ_2","R4163_YZ_3","R4163_YZ_5","R4163_YZ_7","R4163_YZ_8","R4163_YZ_9","R4163_YZ_16","R4163_YZ_17","R4163_YZ_18","R4163_YZ_19","R4163_YZ_20","R4163_YZ_21","R4163_YZ_22","R4163_YZ_23","R4163_YZ_25","R4163_YZ_26","R4163_YZ_28"
"FOXK2",6.64016528596894,6.84806125228525,6.77336677155777,7.25620414301343,7.03747062278257,7.4493633694898,6.62300592996044,6.52100261922168,6.87198247021016,7.18613317298061,6.87966972044666,6.73967969072076,7.38725700539177,7.50239415450633,6.72279708345199,6.5804590950705,6.92939177245986,6.7045370286921,7.37336941304279,7.29856344852546,6.99035037045224,6.69376944709783,5.46365815767281,6.99660287885657,6.66223350878517,7.14747961123473,5.62781561996208,6.66497841309335,6.77410686443387,7.55189457141762,7.12699314563754,6.36880784237561,6.98079449133424,6.51965934549103,6.63592320743998,7.32530570786506,7.14114191891424,7.02242378879634,7.30675243713787,6.6474159876595,6.8537155534149,6.88685724280138,6.64692004371594,6.91942843711156,6.8863017285637,6.60913320591416,6.59454877034492,7.00500264898627,6.94082756413454,6.81002544878484,6.91590893157325,7.58765951371495,6.61216520510218,6.70926107108701,7.57915789665684,7.37987561474413,6.57265221635293,6.58362847826759,7.17890650187661,7.28597280808763,6.96132953357067,7.1870607877233,6.98348503905439,6.91778399302065,6.50774961916749,6.99022836574702,6.45688096439698,6.56536739115693,6.71227155415387,6.32767818378353,6.22893513287308,7.02707179428029
"FOXL2",1.34901569308246,-0.466409167347828,1.50395451786607,-0.510513737974119,-0.0850872273145951,0.778950989926951,1.36304404078795,0.750162094559125,-0.45319615967805,-0.74313131535101,0.598962635840899,0.341098776789826,-0.349394063487093,-0.613974752253916,0.771569963971695,-0.0829732231151637,0.263822830487698,-0.969935190866227,-0.167132164820016,1.19389511180996,0.277266674927386,2.42840720918309,0.730142867439365,0.59912050514587,-0.322211916008253,0.975457301126245,-0.463193999247948,-0.797050385384781,0.447051365996162,-0.0732317568935169,-0.601273811218784,1.18821854594256,0.134189302076757,0.834112014642351,-0.307244509855782,0.179516569879181,-0.178249650224036,0.00290440652642888,0.143488314656561,0.886073129948263,-0.756260326359891,-0.459251642306621,1.27409490793444,-0.312453652437462,0.00403291094300904,-0.0939184317444752,0.836392793438523,0.562232433933328,0.102053823483211,0.96250908421351,-0.147273697022812,0.389748355129663,-0.325041909493449,-0.0814504354495847,-0.463604276690092,-0.12206556265806,-0.204529343844596,-0.451933197414362,0.753307961422839,-0.143926429907107,-0.505645758936231,0.229019093947834,1.09503297967062,0.418246206155042,0.506965760827196,0.763048288531112,1.02502965137223,0.310638531722864,-0.28053682542559,1.13701616588493,-1.1243102723299,0.324338251737865
"FOXM1",0.541345924885248,0.664397657527621,1.59793969680001,0.0246227064747518,0.818920762227188,0.476933496935136,1.17853441826887,2.0149302088442,0.435259452644007,0.412697401417952,1.13061131355789,1.22095158941032,0.773373339448835,0.484840292629267,0.251920778359056,0.700958500521561,2.022017057975,1.88767529483971,0.533857438519828,0.717514719963863,0.753494899462151,1.70792128828179,1.18958698327506,0.781922573558309,1.66042021468926,0.959935834075192,1.88879325644077,1.55240120050654,0.860984281045756,1.00326820943203,0.536080825624993,1.91421570285248,1.06012237002258,1.12500870971573,0.852326964941516,0.824674274128424,1.35200719316545,0.827071567955843,1.04343706245724,1.16966383768038,1.37442975139323,0.566948363354877,2.65591736363417,1.04358823968369,0.85011038912537,2.14259605179875,1.5055779331453,1.45716705171394,1.7932184074575,1.43619064994186,1.25650840379531,0.194850486129713,1.32295331191002,0.675522890651268,-0.0531733169251865,0.886574525997842,1.43433792345713,0.692481168860109,1.11443275330785,0.607712478863401,0.337444737955102,0.712288123238849,0.578753529733679,1.27202260252622,1.75694413719028,1.27856146246738,1.82798203117763,1.15505526251469,1.38325696857432,1.89890107525783,1.10814986342134,1.45673504555942
"FOXO1",-0.675341861691509,-0.579944454996575,0.204772513531343,-0.968006845631702,-0.89520882913092,-1.65942986840205,-0.0297899043087008,-1.53184188235341,-1.15035638813149,-0.924846892241828,-1.38285481632784,-0.962103435778312,-1.71027382077299,-0.406394397534282,-0.506363540151687,-1.92156735134696,-1.73908288419976,-1.76258391659754,-0.933668006111208,-1.26316546217015,-0.729061986288693,-0.176489247461192,-0.134350661499813,-0.527518845970441,-1.4056106402242,-0.894502194336044,-1.31478531633135,-1.68461605495666,-0.90936169936096,-1.43197131930091,-0.991017269703175,-0.808929729419665,-1.63395030200847,-1.06267071216758,-0.667676612544716,-1.0402827551821,-2.19145800631535,-0.664134440044175,-1.70499005598039,-1.05002542236648,-2.06595925807345,-1.51177085115203,-1.54456782237551,-1.35396826848737,-1.33331821105081,-1.74101229854429,-0.774875591887361,-1.32621071601865,-1.79863554625966,-1.10782610131205,-1.75146759554041,-0.764271458990666,-1.4865489141243,0.0800390794859357,-1.3862059643974,-1.30672079479567,-1.27577647815039,-1.23561389906102,-1.20484348702976,-1.73022679140724,-1.11849404796517,-1.21784983938027,-0.810262249849641,-1.14518448599967,-1.29926694603236,-0.891083935777803,-0.272920777445942,-0.571726836153679,-1.38590282201702,-0.648747144190945,-0.218220211405784,-1.72992419676696
"FOXO3",3.13099736244308,2.62653961752125,3.4807254694568,2.75163697914451,2.98306331950285,2.15470090195342,3.25186076497606,2.21314190186634,2.32905353317075,2.71717924033552,2.20135534865499,3.14833790384813,1.58528396698087,2.36625233840718,3.03283622879963,1.96273059885481,2.12472215511164,1.51430050187364,2.6293254350734,2.43867959436226,3.11836610622956,3.48389176545205,2.86903315482978,3.2232920992089,2.46614367848157,2.65541880579284,2.79984407893918,1.94567981955196,2.8283863141598,2.99046343858778,2.54482118089021,3.08477125933905,2.90193224569245,2.51376309031305,2.65037980848993,2.23218272081986,1.68746091760096,2.80540220135979,2.84678681197161,2.5453870255824,1.44892064444144,1.87131739328135,2.37500624195988,2.64353732119137,2.73715697023677,1.83111840850684,2.80731058204371,2.79235462628391,1.81022631357748,2.59801165813139,2.18052328413683,2.96487425639123,2.36050794177047,3.16611869254793,1.91325677418052,2.70687430901625,2.62200813543353,1.99702827348565,2.93547026947732,2.29061476458824,1.3962925744072,1.87928479853482,3.09719067882139,2.84148117536396,2.68263037595779,3.12696421237683,3.33571624127952,2.98076798613679,2.25400198841553,2.65262498497661,3.16212606868616,2.40666288828603
"FOXO4",1.45489002954611,1.28223303185533,1.9128632592021,1.39549241472432,1.2940525662596,1.23574630620385,1.80005245009862,0.882637251811128,1.31441658001324,1.44438001298584,1.62220767766069,1.35393725493142,1.1700264594628,0.844595682641532,1.34788559550747,0.663679472665905,1.81354296007185,1.24154481920081,1.4566343092592,1.59878237821998,1.66012107744907,1.55856983068488,1.4015971042047,1.26158715608608,1.43425349367653,1.44304272264055,1.87906738874579,0.732629674371011,1.61351687395002,1.52453421568876,1.37319443734834,1.229857269445,1.35727540116158,1.13751529747467,1.66841818565531,1.1358654793107,0.860426777737177,1.23351030313324,0.614139799016745,1.87475942657069,0.956728209463764,1.21036576529104,1.74998150235092,1.4313667640373,1.35920429228875,1.51910351225801,1.42583766719831,1.74575985076128,1.34588252752886,1.85614955424461,1.09687208063325,1.90636249385994,1.31212972611448,1.59028988925812,1.09166254327787,1.46917341648943,1.4832808576316,1.15410308994247,1.85326426018145,0.961783141539704,0.847667906824478,1.34042933941462,1.40037495271865,1.7549043283718,1.68216235750072,1.58329613270546,1.45668441509447,1.47367518402142,1.20142611656783,1.4827017837872,1.26625168341961,1.42681638255711
"FOXP1",-11.7453531005736,-11.0949679693372,-11.8070953960086,-10.1081950104552,-10.17582539122,-10.73575505137,-11.1961011078763,-9.82939391628565,-11.8886654293696,-11.14529421562,-8.24817497364657,-10.1805184150591,-9.65432870328028,-10.9508366299138,-11.683558836635,-11.3873511306427,-10.1109320812482,-8.97708266174682,-11.046577749951,-9.91470103853334,-10.6923628746967,-11.6644332345019,-10.8464485195364,-11.5585138277316,-9.19050705924391,-10.1310468874451,-10.1357897963803,-11.1368581305915,-11.6085839269258,-11.5869795127728,-11.0969330117193,-10.9097518487151,-10.5177775010385,-11.1095623871827,-10.6694588685458,-11.0160100634784,-8.79749617682597,-11.8569312946138,-10.5963934064386,-11.2720611505306,-10.2057500732321,-11.6907370335177,-11.2997968236859,-10.6394531111911,-10.7200887958792,-9.52017316909197,-10.2556301404983,-10.9225844170313,-9.31507932205946,-10.4665806801155,-10.9212113961752,-12.049814172437,-11.1581428838049,-11.4395654321613,-9.96609825367483,-10.8208666039795,-9.54565376766664,-10.1965291899734,-10.6888662134247,-9.77491998431985,-10.586668691992,-10.4454907557102,-11.0091414633585,-11.5017959113486,-11.3527940067345,-10.3414402867724,-11.2304211969557,-11.4481915949536,-11.2053942917708,-10.8188991320128,-12.1085463150497,-10.5839868361755
"FOXP2",-4.15146645009804,-4.14436016075256,-4.24682432648563,-3.56762839404188,-3.33764017831643,-2.73920536904964,-3.46877420000252,-3.71215066206502,-4.14582248642185,-3.94398604191953,-3.9799836314512,-3.96515438784297,-3.61641012592591,-4.07028181174186,-3.75491083827039,-4.00398566998493,-3.96706755648939,-3.56961430574466,-4.11517561146919,-3.62198017223239,-3.86624394868998,-3.84644154234613,-3.73867722262946,-3.45024788376711,-3.66699313279355,-3.99934039768621,-4.10062586690175,-4.27986680500458,-4.66165334164669,-3.80604744652643,-3.69845604722541,-3.89225903264972,-3.43901521580981,-4.05135787858799,-4.02517677691605,-3.48252240753084,-3.44582398445981,-3.8189644406896,-3.17543629809932,-4.1446521514257,-3.50136956740961,-3.88871837599689,-3.81095562613734,-3.75499094821705,-3.93933115323527,-3.58025808945571,-4.07289634505904,-3.87333820431942,-3.93696479230943,-3.45380891590724,-3.736904469954,-4.09426810446582,-4.54796964469098,-4.36223666171787,-3.98743071804902,-3.79337765008074,-3.05957480462192,-3.53062239386929,-3.48934186065847,-3.73679602820372,-3.46199518993365,-3.49132862501101,-3.76391651492357,-4.00214950541707,-3.91338867509368,-4.021430205459,-4.33794610395677,-4.67511052316,-3.92380687414829,-3.87856089830058,-4.74108484437592,-3.34123498089978
"FOXP3",0.56737180997454,0.616893408085668,0.0454767066015679,0.852651418858846,0.875245486769356,0.0772452654607967,0.63953707325302,0.417188775371606,0.653925027967262,0.479843413130409,1.04399919681112,0.601709082729445,0.615773580339755,0.0488661509876285,0.677465830596642,1.02802526278923,1.05684336269562,0.266591514758388,0.6562491511268,0.760681813412004,0.630714287985153,0.598490918075851,0.537373793905572,0.570050734269963,0.82922856502363,0.502321968279791,0.718179099985476,0.658248249343525,0.0272426288707043,0.332470493436962,0.165331444268578,0.90367895468299,0.55006240131455,0.49221202710741,0.872628209504807,0.884249553304099,0.295456516990529,0.749361435893423,0.585072221909982,0.698647873806593,0.317042815578239,0.461654411988388,0.690337783993723,0.73389282617207,1.15011501500582,0.607525521052584,0.736140413838646,1.30490320201036,0.691658040335022,0.749522288518162,1.00480351546039,0.970770170631578,0.299368444997191,0.0828320165012181,0.900997766458974,1.24763488670468,1.02830206566342,0.777651340985208,0.56779385366087,1.02122759258997,0.401328300583609,0.364392772184193,0.878684622359547,0.954450147215715,0.636541305987285,0.380093056401457,0.530359154885497,0.447510203998051,0.401316208991281,0.740571824899617,-0.0751468403476815,1.10914283365835
"GABPA",6.29744266545363,6.01926896436334,6.36946731156062,6.32496601443602,6.46943564312555,6.30341546286106,6.05967566625758,6.07276997491327,6.44129694880453,6.23578000562379,4.87389303998838,6.12054268520429,6.44516858041433,6.48572063356739,6.74153691787933,6.37977280623693,5.81181508509685,5.86411371227993,6.14717286336095,5.7360022701935,5.96783723733292,6.46759452671728,6.20267402973304,6.24333019660801,5.8932147736126,6.52883674062443,5.83472309307566,6.51870564909518,6.1455729254434,6.31981202017255,6.54972698070861,6.34109955724226,5.97575689677681,6.35155969465121,6.50700114575432,6.57836737475926,5.61410520152145,6.35844526936853,6.41182909532886,6.7722460723116,6.23334251562834,6.27531895734233,5.74422211704586,5.89077031396703,5.90403072782399,5.88755589876464,5.62298559996107,6.21559049153456,5.45850149971301,5.79628002030886,6.38536972777407,6.56043596717068,6.06518392519843,6.23194288876236,6.1093931252872,6.19640951603636,6.0150519023705,6.4547332754021,5.69879808642627,6.35019913192889,6.51909102676364,6.13395998963514,6.40742525900573,6.42104900146377,6.14729288387237,5.54005094524524,6.00501825833191,5.89365612349448,6.21858127565247,5.85669749101861,6.29535723522162,6.5846461900187
"GATA1",-1.99699933743307,-1.50901098755918,-1.84769167416704,-1.98608050740167,-1.99600626687763,-2.66644662352297,-1.59028356419945,-2.0978282177093,-1.69988245716347,-2.48181151747138,-1.67663387078768,-1.85430081461122,-2.04781406026492,-1.88302857800981,-1.34986726954625,-2.09258174459364,-1.91020686292128,-2.12000753450243,-2.03202026579265,-2.41811806208709,-1.73149231487316,-1.3016249847096,-1.11253357273361,-1.85083184926509,-1.4540455883181,-2.22159984524717,-1.5794548161842,-2.56725657777575,-1.83489746797109,-3.05644692673054,-2.26921183973082,-1.50980099912636,-1.92143338011913,-1.87872357047368,-1.68483940567613,-1.69474677290051,-1.3691604655211,-2.09797583784149,-2.17638074078411,-2.50492214501642,-2.26251328277051,-2.22375622307418,-2.35144441801327,-1.81977293073184,-1.79455898747976,-1.75616578266415,-1.6055654437958,-2.22502431982565,-2.45015851808985,-1.56316162534948,-1.40192156573287,-2.61723289628666,-1.57668501847653,-2.08865799409322,-2.22597703563026,-1.41156561282341,-1.85899806923032,-1.52486962549663,-1.86297205885597,-1.76123056434192,-2.10298338474974,-1.82073796206485,-1.05179248425476,-2.00566359902249,-1.95924526773872,-2.2480126356961,-1.22673859214126,-1.82003861596756,-1.49150902663904,-1.99438269584943,-2.01647858038284,-2.02822504194734
"GATA2",0.700424580789151,0.696824425834069,0.901672452105548,-0.447058698820854,0.302224241227623,-0.732527640315109,0.928336352028728,-0.537357725371779,0.579539835605844,-0.15398010811318,0.156645831506487,-0.130289766269586,-0.763786644139257,-0.107793030793766,0.263791046745132,-0.531484864117947,-0.290208999510702,-0.892197731074758,0.473945861682197,-0.221178688075395,0.101414800267543,0.369739669516604,-0.0826729564671616,0.176993978162919,-0.287138207607763,-0.0419789133949751,-0.359782522729249,0.111107608694605,-0.163457676872233,-0.0775929837078897,0.161540539124538,0.461236271488687,-0.161202754996522,-0.0863706847080702,0.0682522629623614,0.235110265754427,-1.08562787005183,0.373733453920119,-0.0703822425316884,0.0860064934206427,-0.781035666028705,-0.622717385609293,-0.174855634368423,0.149686246181655,0.285680192655849,-0.281266201060957,0.452193574151002,0.127428642297461,-0.296544111014088,0.0456937413167184,-0.167439361663595,-0.428298594453223,-0.0344744581680799,0.610242935484976,-0.741740673998082,0.198170635981,0.0262937768349168,-0.107688356553079,-0.339602396830652,-0.651823697611127,-0.821739457351108,-0.462543261310471,0.869673940036489,-0.343281110952351,0.198262081787182,0.143461917887758,1.27096089360191,0.697489250377713,-0.396885023122211,0.656727813094236,0.408577755900711,-0.852495305858039
"GATA3",3.02576638049852,1.8154890174108,2.85204189595346,0.800575708446183,1.82174608244443,0.823783726524685,2.25378651443256,1.8249244690816,2.38492155911716,1.41327224104304,0.283121411181278,2.39242662126123,0.764248587657996,2.0080985632051,3.1167457185819,2.16106001355986,1.57419949020312,1.06271507932098,1.82541935509035,1.59648397228421,2.44528198327034,2.73694586187586,2.33872621749674,2.24328434610356,1.24911608325657,1.93141818479088,1.84448677879613,2.15002171408804,2.3491712933429,1.72906600374755,1.84960601071578,2.03370807053603,1.79177033856767,1.19077735363721,2.09568230976378,1.91842040364087,0.186460642128663,2.71308218460941,2.1310189824891,2.77665658243628,0.713796593532667,1.68294130852277,2.01637859076286,1.42303693094094,1.82551745261115,0.634121644781639,1.52324499812758,2.22242946451204,0.779001967511646,1.77737216186432,1.39459283155147,2.3184527561491,1.71757134552168,2.41587453657336,1.79876476781801,2.61794284520473,0.946238479817469,1.63819454972174,1.32050904423036,1.47900009793784,1.468743031072,1.52046136755506,3.14607724658613,2.33419262425216,2.01547542332466,1.56836164210431,2.58471788089312,2.05905683936311,1.88235248560536,1.90194442859727,2.35181705562696,2.07545417146363
"GATA4",-1.37322441526924,-1.45270218526852,-1.35442643058057,-1.53720329893977,-1.01510527684151,-1.28910065541148,-1.3934200269332,-1.17522864121353,-1.47118890087033,-1.18730465805655,-0.937334503499792,-1.81022435573072,-1.33190244860962,-1.29371405636173,-1.52347305509425,-1.27539855929155,-1.42882734912056,-1.43139683478156,-1.11856008293434,-1.61177502421409,-1.35328311130436,-0.997040462207599,-1.13108989540446,-1.6228565792247,-1.40748810451429,-1.24448363847519,-1.3923428917613,-1.38004667050016,-1.50282311379039,-0.986873013386605,-1.6841882249058,-1.13697063952428,-1.67047618225491,-1.13592426666684,-1.68344276830229,-1.34706941576493,-1.00813810943819,-1.62840816819655,-1.8339774117137,-1.64008249754348,-0.695445063151656,-1.68344902746011,-1.20982596901115,-1.52225393281423,-1.37838649467965,-1.41763152063457,-1.45151668280636,-1.6378185533886,-1.12272841077308,-1.7809357718966,-1.5330328889171,-1.54939355218161,-0.594265113015897,-1.45509504589633,-1.19399207392553,-1.40772444224271,-1.82048297699362,-1.89079910089427,-1.27588497996298,-1.79025176248942,-1.13137535205768,-1.18222827155383,-1.23511578364419,-1.74032806419732,-1.35317908660542,-1.54629153220806,-0.626788694246648,-0.989034560447067,-1.5413415818855,-1.4434448764247,-1.1227439272909,-2.57785052789379
"GATA6",5.98972648998306,4.80998725252667,6.00881381924327,4.03948160609344,3.90190234489914,5.63946086846673,5.56473203434554,4.26950316382153,5.80314120623733,4.72974162991917,4.61529546274251,4.38024792843243,4.24815205097976,5.94056170555474,5.47845082923808,4.74937060772003,4.43192158159099,3.79033538106234,5.34933391531958,5.0619260380813,5.51817208769608,5.17866598477318,4.0964649009139,5.32840264634848,3.86046443345694,5.08494245058059,4.19868840259372,5.34311752284783,5.11548223966649,5.54143941052074,5.16178758175958,4.9231001348098,5.52292195258316,4.43665173159607,5.13261860210144,5.12428509770228,3.03856282523166,5.03316808576699,4.52070980789602,5.02505605418247,4.23774210918495,5.36222100540209,5.11415312027912,5.25511372883133,5.44042868185371,4.12494761382117,4.79934909000537,5.14908636654622,3.91953558256576,5.44923914102795,4.44689543643187,5.37174844211586,4.72378152182242,5.81107239053514,5.62134752343503,4.21415045364676,3.61899018216828,4.21500150979777,5.91680965328957,4.31095382522666,5.32532829789349,5.18542272299629,4.667511493061,5.50364454861984,5.03443867605673,4.89828115009683,4.86292529543481,5.07638527850137,4.5049687672917,4.70839169202057,5.98332996517343,4.75213226099149
"GFI1B",5.9232354729786,5.91803884833934,5.75499311587549,6.18193476514457,5.90312151212925,5.70041942489675,5.82433310392433,5.43289931681087,6.2849962202523,6.17020243781402,5.74649991732591,5.87368790805564,5.81759786477236,6.1203844136866,5.61050451626493,5.48550210435669,6.06547973414721,5.42304799638838,6.13640420515394,6.22036986950965,5.86246500055519,5.51466400984083,4.78930904081148,5.8555546844741,5.29143892446922,5.71995833974102,5.15828125099147,5.23252086354591,5.94378870906139,6.21935278654386,5.97437911125226,5.48067289075543,5.94493589897066,5.90784143367347,5.38011040033159,5.79878650393036,5.36360656676885,5.79990212727313,5.95865398433819,5.64458121326441,5.5921150862017,6.07815365914673,5.9554614898156,5.66631294641128,6.05089718516128,5.53559825339648,5.67597713324598,5.61488775267735,5.58364592834485,5.87771260519191,5.87195233039457,6.25283861706831,5.53841835390803,5.98882546269815,6.55905475650641,5.51338310047654,5.46419610230629,6.05101838804454,5.94306316143545,5.5383513464499,6.13857339131372,5.94690456032141,5.67388377369979,6.02053635291918,5.74634970429347,5.73294695211838,5.36113769218106,5.44247913946977,5.56363692692157,5.37704336979267,6.23902192187563,5.75777610250136
"GLI1",-1.85807736352768,-1.85971625932084,-1.91852274827807,-1.95868508504604,-1.97030371247224,-2.33302265174112,-2.11743795259766,-2.58031136683651,-1.67909185709981,-2.1375501623344,-0.807379964291542,-2.17693334973623,-2.08167461661006,-2.02870925901271,-1.52425637676103,-0.906623117613288,-0.720611580337774,-2.41678592330085,-1.75684736350721,-1.42756349131303,-1.08454876921365,-2.37794431182103,-1.62078095548544,-2.29038979575939,-1.781703459773,-1.73040693017633,-1.21577742192402,-1.16693577034282,-1.81582419968587,-1.92839284675456,-1.4538553192989,-2.3934368644413,-1.87966092400516,-1.67758241448863,-1.66462685896027,-2.12177570882381,-1.63428174526171,-2.31731968113952,-2.58391261807213,-1.60471942616735,-1.50252151232558,-1.41056278607336,-1.58557715165095,-2.23269334304987,-1.79968654912577,-2.44024050454144,-1.57457903486716,-1.74914355154584,-0.843697038766202,-1.57688608959599,-1.8398367636865,-2.61062099527168,-1.14273009399536,-1.68855753660387,-1.86239997002599,-1.77096456597126,-1.93771818911851,-1.85971775069905,-1.44473618801164,-1.77410160090219,-2.30288044329689,-2.28333746683186,-1.98743341477917,-1.90956611425257,-1.57659242653929,-1.40014413956599,-1.71856778829709,-1.24529550596717,-1.56919752779071,-1.19689989590481,-1.68191044438382,-1.86421236380075
"GLI2",-1.78203557066583,-1.41419158749686,-1.68748722828424,-1.08855693388189,-0.78512905794591,-1.21540865120906,-1.94823282652771,-1.81189843950871,-1.69357391401967,-0.833992322015364,-0.566687289777244,-1.61845386342407,-0.901822163378767,-1.14162050542994,-1.41765416174393,-0.942603578303971,-0.503588173889871,-0.646946506081623,-1.24653937484707,-0.768825300254356,-1.32412377545385,-1.69116605658939,-1.83319491744291,-1.75067326817879,-1.59463894908033,-1.07190399581121,-1.21386650242522,-0.973427505562584,-1.1863283757669,-0.529038479806282,-1.2160586311561,-1.05799365268929,-1.40856033618955,-1.74581767670354,-1.52685981923415,-1.49383057452318,-0.959977781250127,-1.48996236146347,-1.15913303296055,-1.31746091447099,-1.1802230816319,-0.906109495550819,-1.42695929589695,-1.59584755825933,-1.22136308351595,-0.922432308563541,-1.05821353197931,-0.995786414464852,-0.286001481114345,-1.27199703445058,-1.03318851605681,-1.53796715283376,-1.12712427616664,-1.17298701763991,-1.16072680622675,-1.34682896010656,-1.13114024601942,-1.08136288320415,-1.41077309732609,-0.741350449171946,-1.40443899500582,-1.10410311863881,-1.48894916986206,-1.25936875209431,-1.07016077933925,-1.05800433275183,-1.39774996719637,-1.34430375820117,-1.48802679306291,-1.47489876148458,-0.514164213005222,-1.07525458655953
"GLI3",0.305659841842171,-0.0118496394156237,0.551141840364243,0.4641612759849,0.153301057246595,0.647554404891305,0.238016896766966,-0.0757033595615142,0.554745592828965,0.505184670466551,0.88580329738107,-0.0706307609866382,0.17515780743568,0.863430567427732,0.882091069473741,0.354511237023106,0.26197369057811,0.178592945945426,0.532224696904149,1.28769479256936,0.592766427828021,0.161137332656437,-0.211390164310035,0.49896482711965,-0.382710268161888,1.13676675895908,0.167839970620581,0.485933174529447,0.73732703579856,0.947615418351809,0.914265083967394,-0.0174955369804671,0.998312601936117,0.195446983685406,0.538177639050259,0.262260863247099,-0.0552864084550827,0.354049156126413,0.502068598604294,0.26884957752574,0.303121997625266,0.90567567153358,0.135858996258993,0.212363444758078,0.726621331222505,0.403694585848722,0.457516903969473,0.612320612460703,0.75853823914138,0.276381050073588,0.434590261322162,0.369883016149278,0.561332775883374,0.203874024266404,1.02273751502155,-0.0404878576360084,-0.0746660926887388,0.447061949732948,0.268933047086389,-0.303750173560842,0.460111505701317,1.34860983637945,0.0930815076078878,0.695393816928484,0.588116966074603,0.844588095774704,0.28710801399174,0.815153034982481,0.481739651161754,0.434333924318642,1.25568600241349,-0.143373675588551
"GLYR1",17.7483594690102,16.665688758915,18.2982499937753,18.327339823966,19.9166672122137,20.3181293332882,17.9648925934547,21.2954844552616,18.380255174871,19.5488643184966,14.3368209732049,19.8124089744714,19.7763433303012,19.1017746514704,18.6547249682522,19.1383446724689,18.9374846245442,20.1695486909646,17.8723955173541,16.9130193808069,16.1157409394464,19.4589432435254,17.9346743678812,19.0953429411564,18.9913735321064,18.2048343512925,19.0205787735214,19.3925686804169,18.5149654074683,18.3845976307952,18.4293926584418,18.4753569937888,18.7927993186474,19.093799961642,19.0943194627986,20.1387484721449,21.5178188557876,19.1913087543048,20.6849399105997,19.7460763643216,20.5284097581229,19.1840277404068,20.4841596426738,18.8893353044552,17.3598538285888,20.6435429973496,16.5966289785714,18.5026762648954,19.0982151634546,18.0842384957588,21.4544227674558,19.2342352503063,18.0580673605721,16.2487239172783,18.3630439292618,20.2017772238623,19.6365734873567,19.2123436055435,18.0884556956755,18.9349943088092,19.7151832693058,18.5565527974518,19.1214301635697,18.7527629056196,18.9302260736529,17.7129509671872,17.791135055391,18.2454108469642,19.8901817322555,16.9485360119377,17.3687780284526,20.6947288044279
"GRHL2",5.44862055045406,4.28593244879361,5.08217386506201,5.34812804899049,4.43605588511284,6.35016410738875,4.18229734366127,4.62205918695804,5.65373912332426,6.00087728113169,5.84229096625051,4.81019200016496,6.04487585292191,6.54743628851656,5.02749113504282,4.94977507002188,4.45269873915709,6.36658591766804,5.88507808711435,5.15159946456117,6.17862117042641,4.25345883746618,2.48306840473432,4.97380506361659,4.50940998505297,5.86406270048249,4.77600289368214,5.03646378164093,5.35966030260976,6.3303148705323,5.56769148596318,3.1010128578848,6.27416642926219,4.44772817259588,5.07552055685023,5.1319335408345,4.20143036818527,4.59974216304966,5.1721201682782,5.16741981166037,5.15451196927396,6.32344307661326,4.09312105249127,5.31637701896521,5.62770664165494,5.76694691465102,4.42515124626321,5.14288798064571,4.33938054818023,6.05330772742967,5.57803220803314,5.20039930321459,4.15509634444021,4.6237089978598,8.06181066285036,4.86640098049075,3.57333479755854,5.94100029232865,6.80998659040025,3.78165955929302,7.90962954793049,7.00156983285876,3.94686282658128,6.13111866911637,4.5510396049231,5.46065720882913,2.72904000880723,3.72913714003309,4.40313226853057,4.47384838172044,4.86883103998849,5.60888990784064
