"","Pt66_Pre_AD667850.6","Pt94_Pre_AD732850.6","Pt84_Pre_AD486532.5","Pt62_Pre_AD608303.5","Pt72_Pre_AD793922.5","Pt3_Pre_E9024733.3","Pt5_Pre_E9021022.6","Pt9_Pre_E9021024.6","Pt18_Pre_E9024732.6","Pt24_Pre_AD436687.5","Pt27_Pre_AD453873.5","Pt29_Pre_AD497504.5","Pt30_Pre_AD497503.5","Pt31_Pre_AD453872.5","Pt8_Pre_AD153354.6","Pt11_Pre_AD153352.6","Pt28_Pre_AD297619.6","Pt44_Pre_AD467790.6","Patient1","Patient10","Patient100","Patient102","Patient105","Patient106","Patient107","Patient108","Patient11","Patient112","Patient116","Patient117","Patient121","Patient125","Patient126","Patient127","Patient13","Patient130","Patient131","Patient132","Patient133","Patient134","Patient135","Patient137","Patient14","Patient140","Patient141","Patient142","Patient143","Patient144","Patient145","Patient146","Patient147","Patient148","Patient149","Patient15","Patient150","Patient154","Patient155","Patient156","Patient158","Patient159","Patient162","Patient163","Patient165","Patient166","Patient167","Patient168","Patient169","Patient17","Patient170","Patient172","Patient173","Patient179","Patient18","Patient181","Patient183","Patient184","Patient185","Patient187","Patient188","Patient189","Patient191","Patient193","Patient195","Patient196","Patient197","Patient20","Patient200","Patient201","Patient203","Patient204","Patient205","Patient206","Patient21","Patient22","Patient23","Patient24","Patient25","Patient27","Patient30","Patient31","Patient32","Patient33","Patient34","Patient35","Patient36","Patient37","Patient38","Patient4","Patient40","Patient42","Patient44","Patient45","Patient47","Patient48","Patient51","Patient56","Patient58","Patient6","Patient61","Patient62","Patient63","Patient67","Patient7","Patient72","Patient73","Patient75","Patient77","Patient78","Patient79","Patient8","Patient82","Patient83","Patient86","Patient87","Patient9","Patient94","Patient96","Patient98","Patient99"
"BPTF",-0.343219045167882,0.894806857033487,-2.04045654008731,-0.565908937701863,1.50080603018193,-0.158775344378622,0.539381754976011,0.787550377812915,-0.763211289770469,-0.332440290541457,0.475261311195046,0.0202608204124629,0.845047729424695,2.10085657701728,0.879034905076544,0.410879937031339,-0.871199847096929,-0.482022676445539,-0.208462551526641,-2.06385955617159,-0.369875641215137,-0.58132358888599,-0.00222353023209204,-0.453916732662722,0.114640863659756,-0.725740536326866,-1.27962519120523,0.667670918125744,0.60811121595417,0.668311176422744,1.30255303870758,-0.683233905201891,0.151668534470333,-0.306738891487872,0.334390630133727,-0.604751272574079,-0.808189530626232,-1.22537316471816,-0.236177421978046,0.414196615279615,-0.297667620944868,-1.20075820871146,-1.72709634332449,-0.881825131976577,-0.252351556040352,-0.848494316174237,-1.48682915775728,-1.15636802358891,-0.56332746673727,-0.990963669159961,-0.00641577950436051,0.417098631199279,-2.10451826692019,-0.648006534236166,-0.879371134001472,0.739312051467189,-0.263186827704476,0.334753290317509,-1.48754221042027,0.862879033427525,-2.28967252524989,2.04657421088434,-0.480120623689001,-0.13993429880982,1.31643407473787,-0.0945653674555702,0.494580608196104,-0.199100937155928,1.41263623401988,0.667835503472598,1.15026232321908,-1.56641448642059,-1.12517824406314,-0.244989271377857,-1.31239898249094,-0.917886698265484,0.212795085841517,-0.876603825103555,2.06179307507801,1.25172798099568,1.23911898440479,0.447073540151847,-0.0142921557970039,0.332000655047412,-2.32157594459252,-0.863542629541945,-2.11744438449382,0.619303451357572,2.41492466299751,1.05946810529993,1.01192324401706,0.566042733270326,0.541710869287611,-0.736887594413279,0.570836801777165,0.290507393467827,1.10448439408145,-0.434507684227347,0.205069879630493,-1.80120871651638,-0.882555388917666,0.139262406561629,0.215421553248141,-0.577713228557802,-2.22204014657523,-0.333335166999296,0.612059986849242,0.595817824622411,-0.892050603521014,-0.471527946634435,-1.02395667837155,-2.06509630832238,0.551932488368956,1.54608905840138,0.188266934030068,0.589129611690212,-0.0490046814764114,1.71859429666033,-0.405504053485827,-0.122169802033458,0.164353395651025,0.356128819463402,0.998420833455796,-1.41878963196959,1.21336164117097,-1.41279619466287,0.157032320668998,0.0729128479211562,-1.27093622287801,-0.696338942731999,1.26664201879716,0.0841770366626065,0.734159598844076,0.0429455015380857,0.175505962071553,-1.5995376640911,1.41621884362719,-0.121483043779605,0.368889666880529
"BRF2",-3.56037348319385,-2.28182164379732,-0.37732382313908,-0.562916034240505,-1.98805308634625,1.84863906209135,-4.63121830919596,-0.924175423250509,2.51075127829142,-1.72003759212387,-1.3759869355364,1.8379014638155,-1.06468015633367,0.0803787778429233,0.967324923205502,0.945439884747484,-1.71098695842267,1.16460564488336,-1.03760222506732,-1.84954713269531,-4.11685201064679,-1.62722067728185,-1.57569892260112,-0.402354088726005,-1.2456386124213,0.389108228847537,0.722114551063103,-0.424816420093025,-0.738234852573043,-0.893676824893992,-2.00846682952226,-2.18951257885384,-1.6359511088516,0.444166748283589,-2.15085082701007,-1.97133251097311,-2.16454927151044,0.0243092895324954,-1.28159705253673,-2.22404598120011,-0.04487876370191,-2.74064283979858,-1.43114261022708,0.542531195190651,-0.419914547685325,-1.03101691954246,-8.08492663757018,-1.01859776866198,-1.09716579960698,-2.12360082939165,1.77161380234086,0.658326127893147,-0.674195469871474,-1.03376896139605,0.135592804946219,-0.380207300341751,0.266773341821153,-1.79489479971676,-2.30913400330039,-1.65663378047541,-2.35672378784194,-0.944590075294331,-0.476724774260043,1.97523937690807,-0.0557785800549438,-1.9735925789503,0.916934031928361,-0.530339450750834,-1.32161334385485,1.19413496127665,-1.73498147708374,1.87470721690341,-1.53357694337749,-2.55257640314589,-0.516273196825835,-1.53748297556779,-0.825258940118529,-0.809802442880857,-1.40218935246494,0.726756370242822,-0.676818539905697,-1.0316098734645,-0.563442221358823,-1.02661897181794,-2.77884069204103,0.447789719548365,1.10115473937153,1.46203411762483,-0.698398051709173,-1.57459099902198,-2.17993390358078,-1.58893718746837,1.50611376802123,0.106134758959909,0.707131536207781,-0.860618295944817,-0.908987102708649,-2.4084102708956,-3.12379914303894,-1.36178523070783,-1.78809737845817,-2.00239871816901,-0.281830410676068,-1.89711361852713,-1.675472455692,0.139881287862051,-0.500537639476544,-2.97382153934757,-1.73534078326638,-1.8781943678229,-2.05519826393451,-4.11621065644566,-2.83282276118719,1.2371493130535,1.56958369818983,-1.36232634595581,-1.62310122678887,-0.386883690538812,-5.51303901249075,-1.74691256347109,-0.0490694865614104,-0.761187147334104,-1.15293032165712,-1.05496809358827,-1.53926985029948,-1.25120076797066,-0.853019044810336,-0.204548620673755,-0.948368990075948,0.443826536942493,0.389824128099066,-1.62867027057097,-3.93381385413704,-0.143507779081195,-1.0713165051387,-1.77048593497552,-0.708172035879143,-2.41788778903005,-1.142732977637
"CBX2",-3.82782947985243,3.43352620153196,-0.103363940182405,-3.67454486587725,-0.514442200014104,-1.00873825588823,-1.4933217804276,2.36959663852809,-1.64462132774496,2.46002832442961,0.116953586928668,-1.59635757891491,-2.08349746826877,4.97878464210713,-0.176901945330106,0.636822334388444,2.13585031098349,1.04281893865849,0.591056852829871,-2.54885378471511,1.15094073877034,-2.45412181610312,-4.76274947634264,-3.91385617168366,-3.06416386349288,-2.15738452431279,-4.93811463794319,1.34761465970587,-0.530139163883616,4.30518120734751,3.11642299087431,-4.48420198302916,-1.4248660776948,2.92318664849363,-2.27180002573388,1.56950837840495,1.46768688282048,1.58102687692406,-1.7367332759146,1.68134169796945,-1.9654014076135,-1.19181590447404,-1.59674894536041,1.74191253270442,-1.9710434543945,2.82757951762541,-0.419876985598128,0.0225080626635408,2.4347201720164,-4.55972544100989,-2.41836700769399,-1.31334848674295,-1.68415153919219,0.939478862005479,-2.0160618254708,4.97480243266416,-1.84892984236634,-0.902971196053885,-7.18532438713093,2.44876854125117,-1.47248388024037,2.65767530130017,-4.91060461938286,-4.23158358609174,2.46336625438025,-1.53362504760445,-5.13430919260755,-3.36981353295192,3.65979521547827,4.65842461340567,-1.42301505608229,-2.01990354382571,-7.47421868345647,2.75543207059913,-0.528460852486301,3.16719248301852,3.5501648342738,-0.929830717780619,-6.76403967436511,6.51519342583167,-3.85239871114988,-0.543746288555143,-1.73919271365422,-3.94896232715645,0.0752854883115089,-4.89071404766754,4.83010991978836,-1.71233875589928,4.86700050187682,-1.65269473858882,-2.09495915202422,1.91553837868644,-3.15490090272868,-1.12252136658355,-0.694214906832136,-1.68498698273567,2.83624736166966,-3.57582418788813,-3.53058402655299,-4.42884520180842,-1.33557038736785,0.0834918826450716,3.39296086456335,2.28913900041929,0.246037890231508,1.16065418937728,-4.86057272286701,-3.01024866288787,-4.17403232730938,-5.19847450304834,1.63112966294309,-1.89804717197238,-3.33298009935287,-3.3516057990516,1.71578104829963,6.00930913769631,-1.42930364711949,1.46954052348746,-1.29919553805144,-1.15513871756385,-0.924285355261253,-4.68610663128117,-2.47445116977974,0.115047630679384,0.134522161417353,-0.402402812744203,-4.04862120197181,0.927794935287348,-0.35803250278043,-4.82917328808191,-2.04940245605394,-4.25174580551252,0.399807673286457,-4.56050459285458,-1.54794938122249,-5.64807084510583,-1.54918171895572,-2.73363041231172,-2.6211182018705
"CDX1",-0.0224589917569939,0.0120742656179955,-1.42058890030866,0.940067649877923,0.608901650042721,0.643572202706477,-0.402504488122716,-0.619899853520134,0.513272411993782,1.92656625207432,0.276349958693907,0.661072011627693,-0.225165782381346,-1.547198104489,0.153077395874395,0.59428800851396,-0.780695718200325,1.31530808497788,-0.749270676889229,1.68499613254499,1.32357553215151,-3.15949098951386,-0.0243526615992445,2.58505862803744,-2.36844719227964,-1.32283875695275,-1.55210097198653,0.930402675195867,2.3719204863216,0.69577764593205,-1.24728706323227,1.12141419188989,-0.0991476163667337,1.71185468473404,2.9371217677546,-1.12764896426332,1.47580823745315,2.15527383583302,0.065428445800897,-0.891963376625342,0.00800860443727264,-1.8588062565334,0.66119623006669,-1.62143005930854,-1.28266218968454,0.19631851208353,-1.35599430840873,-0.948198895701237,1.19700549813961,0.729324331124015,0.375860807618319,-1.41608730780977,1.48852900071338,-0.155263409632724,-2.49237287717855,0.803508513800026,-2.01678281556618,-0.712857096824383,-0.289950683246514,0.985627899739354,-0.725859238465493,-0.282613357655227,1.13324867148177,0.732909142177257,-0.947898471637762,0.236345077938972,0.35104171552173,-0.950985104244817,0.641777217057023,-0.348685713348106,0.122396004283973,-0.170928488441566,0.335941620763003,0.10051469406959,-0.852194580697839,-1.2257824606386,-0.151125451996381,-1.01733679945912,-0.0110353148893537,0.341216466771368,0.159869562533243,-1.39932552385408,0.988981706757742,-1.00168410908464,0.848869759544896,0.336580751593876,-1.17746713916869,-0.242348225831594,1.91892694101245,0.350263703687666,-0.28955576442506,1.143216606625,-1.11122935349116,-0.41343088214197,-1.11499309061296,-1.92922442724404,0.625553579024568,-1.63001938302977,-0.569577389108377,-0.634024889095494,-1.4768657479349,0.434498510138329,-0.21083324085615,-1.59365523382749,0.937615573877209,0.925122104078326,-0.489904292806569,-1.8023598276408,-0.821736877014461,0.171461162342231,0.0473518507252819,-2.46899024664907,-0.34651446690075,-2.83781025490617,-0.135795261309417,1.09898454065971,-0.647246299141034,0.70785498487405,-1.45121768272287,2.56791041847858,-1.32283410606563,0.0109568410275415,-0.481434887201172,-2.18365552371774,0.0448869215973678,-0.355519257291162,-0.396855052771658,1.86423733425812,0.952490137783108,0.432240000140653,-1.67924236869666,-2.03356374536076,-0.235275462824142,1.28205902079827,0.745386668684941,1.32791958222149,-1.23041974219163,1.82800177435494,2.09639201080705
"CDX2",-0.662452013114667,0.49809815641925,1.11368910475635,-0.384915007739845,-0.239794188990491,-0.915509417040707,5.15869136275056,-1.03214925863584,0.925317945661765,1.93442729789618,2.08305721336447,-0.32238241123219,-0.111614815293452,-0.284511938987456,-0.346914511473203,2.31497673313096,0.439807540854845,-0.239475394534323,0.227241047220056,-0.90778841308956,-0.245207157552636,-0.321262984951425,-0.218723561516593,0.269015980428502,0.714800061548542,0.489657310944468,-0.313892758523512,0.0538569524570386,1.14332853457219,0.209029684784528,-0.0194002410331003,0.584950685860748,-0.898110244874779,3.00655948151507,0.475350869225741,-0.284464969885168,2.09577630915412,0.987831953105315,0.753106401102991,1.10171389517416,0.723720948768149,0.557511841542288,0.898128845602936,-0.498461044428626,0.370522340577789,2.36525117070153,2.40557984628357,1.34819451956476,0.752891086710537,-1.48695748829559,-0.384722354747588,0.738627507101597,0.245156066511117,0.409519516418419,-0.710937607984444,1.97842383501549,1.61893741351735,-0.00642923118112086,-0.97278606029082,0.706583205485669,1.4509980856245,-1.13957131818711,-0.0814836026016885,-0.492207272112664,0.441100754627006,0.237438426662979,1.26282540985406,0.987288235054694,1.8666079309507,2.5633993720013,-1.29633749976829,-0.568160383967788,-0.427687560911799,1.09935037392921,1.16320185356167,0.401446754093633,1.10760375771837,0.0974123875214441,-1.32883346371697,2.2744493533161,-0.486979921776123,-0.482486883088398,0.264712660689329,-1.226848091453,-0.89348968316246,-0.105956854927303,-1.11041591663386,-0.625698991653995,1.10978434258858,0.54009788871701,-0.956242539371096,-0.683310063069206,-0.228088816941084,0.695241196651336,-0.178571850100315,-0.465874420515522,1.49057489962444,-0.595145715191764,1.32131294263909,-1.37346314796721,0.10941805897501,0.626718497633553,0.560686704377608,0.454023963125739,1.92699430762475,1.04680876990735,-0.456807201112645,-0.681561739554041,-0.749976949363174,-0.859146878166387,0.52078524563024,0.155608230119145,-0.789587745617933,-0.561534279129847,1.60154128780687,2.8986832571133,0.518777368702223,1.34546629332829,3.18403708417375,0.377859275447687,-0.660531116032784,-0.147752557322731,-0.50250548433971,-1.03737050689687,-0.980432238304339,-0.732061612999127,-0.505448483794025,0.94942820349689,-0.647490937664089,-1.383123939329,0.47236325578116,-0.636369659664041,0.348825172113357,-0.193572368941876,-0.227566349483344,2.06288888179569,-1.13483063641247,1.84789330256246,0.368024778843573
"CEBPA",-4.75647726832005,0.171520020593388,-0.476299741827692,-3.48790334078813,1.16300762227302,0.654476718384982,0.0638868463432421,-1.32551797317107,-1.52976852248379,3.90264732797625,2.38456871458032,1.73231148721934,-2.39547720109861,-1.77839251956237,1.42965404815897,-0.383035170695151,-0.345098407589829,-0.592905891046562,-3.00188799952794,-0.103279402679266,2.41150241582578,-0.253849369283669,-3.26228443761217,0.548739890126885,0.667137919713103,-1.84797300352215,-1.7511899420461,-0.365314805411875,-4.07992595189591,1.82430868531618,0.37088410274083,-0.378903495382999,0.34526700993291,-0.677751058685598,0.0629345304681407,3.94086305031614,1.28435321629307,1.38489357627594,0.154483281037147,0.338341092053731,-3.32821120315291,0.965805613288681,2.22316304863351,-1.38960035740736,-0.612521896897322,1.16807836660984,-0.12157555856593,-1.75329664116319,1.97616630482228,-1.34005968167338,-2.22485352303824,-1.4800404983526,6.4291233466113,-2.082267651009,-2.39001518941539,-1.12228752376143,-0.717925918660728,1.77551398964025,-2.00842416448345,1.76251051554423,-1.08173929248096,-2.99509745473811,0.71590898239294,-2.09289672173923,1.54592824179175,-0.109593015406686,-2.04400437368706,2.13625384266678,-0.570432108125832,0.83703264590785,-0.331812019152969,-3.57974364782815,-2.27541334633307,-0.181781813201718,-1.10765206891728,0.345330031473492,0.389900306156979,-0.99049477292894,-3.49563271580426,0.482923859294678,0.951959869337223,-3.47798188954457,1.16450772284573,-1.78401589634614,-0.666355608411879,3.72140774627799,1.60266197718839,-3.25312527201472,1.48998862950825,-0.922747328374397,2.0635695710457,0.397132836337326,-1.82047746567931,-3.65760537522006,-2.12551387315858,0.829698435779007,-0.649790766824386,-1.90636217293596,-0.823410111632305,-2.38895728050424,-3.4286965498294,1.42295652249726,0.259642894719241,-2.29794822404422,-1.44953388518155,0.236740926201691,-3.26527815789742,-1.44218266161327,-2.07670453282383,-1.69511861101678,0.435638382001064,1.59063313339121,-4.6708428340271,-5.38939158439179,1.78840082574264,2.49666842999754,-0.898064674296192,0.453243428082349,-1.53208699925576,2.69170590010627,-2.51624645135965,-2.434658863161,-2.09938834368997,-4.27992777762486,-3.70868950092076,0.627456929545616,1.26435811434191,2.68462252037116,2.33197555123633,-2.81939937218774,0.328642046935462,-4.24720365311216,0.857071952563611,-2.31519803221193,-1.06321215913282,-1.16426574577326,-0.525516749487561,1.26123596832873,2.19256221053917
"CEBPB",-2.11314052662954,1.35198553833923,0.476065257797612,-0.286232441360718,1.05820698910895,0.800444839756234,0.681000859894884,-1.05753201168998,0.383107047984642,3.53844201827144,1.21765641804934,-0.325904423639994,-1.49280316857637,0.944168245781648,0.0499021388382063,-0.354564452663489,0.997418099048725,-0.642404954057458,-1.80001622397597,0.356270021003176,2.51708592860922,2.45430432577771,-2.48178980889333,-1.36443948629056,0.899249284570778,-0.0565276076804987,-0.732036321821579,0.622316283583032,-1.44538070125369,1.55811562156807,0.224410437148727,1.43747012334536,1.09342958748914,0.993354902235537,0.719930506997416,3.09310851158469,0.293534196990544,1.85844605932201,2.07938211848334,2.44658756077907,-1.09310871183102,2.64299896125158,1.83927295116262,-1.01777566888859,-0.680348501104756,1.65763016297658,0.959231230348938,0.639495471485057,0.638973214304047,-1.58014269461024,-0.771398766589862,-2.56000513782472,5.4131616574366,-1.96610774671962,-2.44018092650454,-0.541186859062497,0.231224108960269,1.25861550245609,-1.51210867810763,1.39274301717286,-0.793286398568123,-1.35388162325156,0.21695433864311,-0.715332676442404,1.20691741441447,-0.211254659019946,-1.59632233387928,1.75246159268467,0.023436622685707,0.20848394128233,1.24203814665017,-1.70195320706506,-1.51072280080815,-0.850248916217374,-1.70332056214068,0.244673603542089,-0.570748607949242,-1.1835219597735,-2.56111648031357,1.26882027256511,-0.334334089564256,-2.22602415712819,-1.27654626419348,-1.37361735429007,-0.828345578539901,3.29331963280913,-0.60498245144851,-0.731243159116004,-0.465310109019933,0.915649273714641,-0.410856878127757,0.574125217882204,-1.19845465521207,-2.75808175542501,-1.4917511836825,1.30622669814868,-0.893610764907945,-0.430929879539748,1.08128970928801,-1.33492145832424,-0.400269557982254,1.76882141481738,-0.0748492893802426,-0.800284412799299,-0.518879304284454,1.56267794566218,-1.27892219837349,-1.17312988439251,-1.97824016643258,-1.04022326334413,1.9137988548437,0.581088438490861,-3.20540757860128,-1.75580540738773,1.80851021598417,1.56504839634127,-0.274736255665147,-0.545560510573669,1.61402670834312,0.686708982572371,0.160143006327294,-1.56560534407684,-2.71410732476089,-1.76822542382682,-2.47853410000174,0.236329101506995,-0.939202291321023,2.55717997487611,0.76538149771489,-1.30859680332527,-0.256220967547169,-1.68460949944473,2.86605897768322,-1.11266229322979,-0.556950807870654,-0.244175675032997,0.0648824037021454,1.20567854188648,0.682920622279543
"CEBPD",-0.270090904121824,0.983198395162736,0.590542478109562,-0.419394989098139,-0.389885565839455,-0.560545876474286,1.15613483336309,-0.707810032327779,0.240579128500338,1.56118821001621,1.32722061768225,0.400792657620832,0.200529051641343,-2.3960164732048,-0.541165815762171,-0.276894622920957,1.2272991526117,-1.20219059481336,-2.3082486015477,-0.949898937336837,1.7100697470548,0.0148049330038756,-1.08056794763948,-3.35188560074932,-0.100529993574922,0.411235888120708,-1.02463993925207,-0.117088887672982,-1.73755548785596,0.261275546471716,-0.524580858910569,1.30070353105583,-0.499290981010178,0.253893062282165,0.529046053517776,0.8795406607891,-0.368398685285973,3.49965055390675,1.05288251054843,0.429774591865838,-1.88564530223788,1.21838104140838,0.634035759001976,-1.07178459882014,-0.475897406203529,-0.807647211932071,-0.108105709867034,-1.50827218964168,-0.223985686231971,-0.772273707449651,0.136916644763432,-1.89784629688727,4.17200843638016,-1.11531927929459,-0.519817996332481,-1.43611908216527,-1.43743138041934,-0.314077992510991,0.12702653381714,0.288659528149966,-1.8943201290192,-1.01355686301131,0.786023608274896,-1.96171876660352,-0.0954415645382257,0.233480568853961,-1.95418854883354,1.37536840037534,-0.662550831057326,0.503586725074773,-0.727023959679074,-1.2645202999201,-0.988844795241118,-0.500551427201907,0.163239727868775,1.63718239741304,-1.97234072201166,-1.91011863515611,-0.240584584621095,1.36715977695343,0.861669791489798,-0.949460049562396,0.997499576840198,-1.93928669877028,-0.527021380168764,2.81112294568287,0.168100705744036,-0.902449503533137,0.945912589186852,-1.09410900338237,0.633468596213393,-0.319817058004383,-0.400973122027943,-1.45418509031973,-1.2603157959871,1.15746352675053,-0.307729560792698,-0.695336608267463,-0.839085703302336,-1.98192203588021,-1.23442361585536,-0.588650437021869,-0.16552750479885,-0.640166500183374,-0.80730222776959,1.81787175768833,-1.18598988030207,-1.58781279888924,-0.858863090712829,0.264553101487198,1.84842648769077,1.78928230574601,-1.73872340608051,-1.40552945948609,-0.0272103239285654,0.42307360390319,-1.55016664765414,0.411246398486301,-0.0808234167895634,1.01952546138181,-0.564942135791046,-0.692433416943628,-1.82164252213509,-0.920996973662283,-1.65359298734546,1.48959174410687,-0.106992808772928,1.76491654084247,1.09992297991786,-1.11637254664739,-0.591547656930929,-2.22332023688058,1.99815496386351,0.063626508856427,0.169502125840254,0.0439274701410945,-1.7013737815581,2.08069151999689,0.866081123645692
"CEBPE",-0.0108403733224162,-0.274187258967104,0.157623676441303,0.172439585459078,0.573232822767963,-1.58377847940437,-0.406289805507425,-0.0624940981089551,0.26492134076218,0.787224599249011,2.08910415857935,-0.166101915657446,0.494059815691684,-0.586623155745469,-0.368267680948386,0.131796374685554,0.292666588989919,-0.0944551558300241,-0.961860836891796,-0.952263769926063,1.27032690163297,-0.736990437941376,-0.592508892618353,-0.714105526662301,0.595312501138482,0.165158803051236,-0.527064350691098,-0.326261351328029,-0.27490599254077,0.901082987270765,-1.20445153776362,0.75977376331265,-2.17189189145384,0.497503940418254,1.36247381347665,1.98461873021947,0.0179426267149912,1.28242989070768,-0.633754583407856,0.980910370621821,0.288644615769796,0.954970122636784,-0.0911160036333343,-1.23534561914261,-0.653529170931125,0.64535884268758,1.4422330756912,-0.760739302239813,0.775101318733441,-1.02122084208607,-0.488453748828439,-1.31680467989387,0.753078132238172,-0.987724634340457,-0.985518039307046,0.895647279981756,0.0357240856804825,-0.0938662588384793,0.711357914587711,-0.368025155361969,0.843077392115361,-0.142665393776103,0.16252029313273,0.248097482030458,-0.349420686931744,-0.12897516260909,0.340863542370375,-1.36069354760895,1.381552342483,2.64257936889112,-0.154845231890092,-0.608024079000535,-1.18543098684546,0.551293780458425,0.0213087845916213,1.34129016342321,-1.58488487389529,-1.0033496137459,0.240973512794957,0.747094496856641,-0.504786651412201,-1.14537269662189,-0.978521996645597,-0.810225158948519,-0.626696859802973,0.518202192657937,0.0984954625033924,0.295668256964494,0.441650431746666,-0.738936908196864,0.391563975735722,0.679740179946064,-1.23876144207862,0.0616361990120366,-0.571617892432144,-0.239286794542161,-0.953482864011438,-0.0127714398106411,-1.06200052294797,-0.57421337061309,-0.216400163612944,1.49495403712572,1.60167393302534,-1.75485693768423,-1.0245254799579,0.795354513069571,-2.22105792864506,-0.418169203378168,-0.390796609616655,-0.610609562571887,-1.54555871381468,0.153111679004635,1.27085879896843,-1.31612364483131,-0.0169052116773646,3.02944916256123,1.08509526040166,0.879846998635461,1.37679101297145,1.26644423011381,-0.646739310944269,-0.088411543523422,-1.40986588782309,-1.96219594167305,-1.63630921789123,-0.0528214711390663,-0.535790018994253,0.30996419378234,-0.139528208495572,-0.944315828137931,-0.54937775247668,-1.55581678047858,1.58887530380298,-0.196140751886254,-0.204507563307417,-0.122770293869615,0.100094516551054,0.258066837815712,-0.409243278788845
"CEBPG",-5.09181455690351,-0.605778821021644,-1.0460228954459,-5.03528029830589,0.105875683494699,-0.123130268998033,-2.4026352443879,-0.0104754461475638,1.06590653276195,0.781518218514478,1.05117664077888,-0.0895392645437561,-2.26110180780256,2.73399758439878,0.888572979029825,2.61160938630445,1.13166297042615,0.781486849894516,-1.63438383774495,-2.59257009589249,0.601080300395951,0.700055254436062,-2.34620884849545,-1.68548203893311,-1.6306853941349,-0.0635248129717769,-2.26938151888065,-0.181624916278512,0.355567241565651,-0.187102293514348,-1.62706592633067,-0.318539930517262,-1.35579484460752,-1.25078469585729,-3.37963693230623,1.33635483053582,1.86966456026109,0.86090039909303,0.649200699518663,2.78207555240378,-1.15366534313549,0.962635945709246,0.827086130342556,0.361619472878036,-0.803337828675314,1.97213856937846,-2.04451410233956,1.51961678837514,1.38315095374961,-1.98661269803939,-0.353088077253753,1.24581546804317,2.10865304312185,1.26805039333962,-2.75778168447906,3.18847254260199,-1.65772917798808,-0.0889222594010501,-4.49074901674469,-1.99649287151779,-0.127890728649081,-1.44799637901839,-1.63735163829602,-0.993063876145451,0.402284142259804,-1.65756409467701,-0.681325991192966,-1.4952483857907,2.00743540359658,3.65632747806163,-0.706613229266504,-2.20817994017189,-2.27109611507637,1.99405727612764,1.58890726940255,-0.369422767749877,2.35626607829542,0.644975670805406,-5.98028505816473,2.44517870260562,-1.05927949205547,-0.551913576795128,-2.01077361141332,-4.12141539143154,-1.12035101984966,1.34620077643885,-0.278615718144656,-0.352225856003858,1.1934094178399,-2.98608590908708,-1.18052298404103,0.32081147376068,-3.42240675778062,0.439265848681235,0.180773506154395,-0.448716412828345,1.53816357302354,-0.654946181967327,-1.21639224794682,-1.92207676362538,0.0331667397147201,2.69848713096223,2.60774704679592,-2.91261332703412,1.63817833019431,3.12308812297855,-3.9908957952232,0.681302262812715,-0.296086749057027,-3.04502003021254,-0.199947822223694,-1.35368794392138,-1.78489383372614,-2.62680116963215,2.67698996546937,1.66170219536771,-2.47088526866406,-1.19456689857429,-1.07978755676334,1.05841409919267,-0.987856721110562,-2.66366492985978,-1.32818885691949,0.429990573792384,-2.99054604251429,-3.1159435136174,0.301201126901932,0.47568473413609,-0.199846656502581,0.272974679521706,0.514791455485545,-1.81703258791492,1.31373478604109,-1.59426935900126,-0.18602088144469,0.840764565182568,-3.3017793687633,-0.191990013640361,-0.676703790668275
