"","Patient1","Patient10","Patient100","Patient102","Patient105","Patient106","Patient107","Patient108","Patient11","Patient112","Patient116","Patient117","Patient121","Patient125","Patient126","Patient127","Patient13","Patient130","Patient131","Patient132","Patient133","Patient134","Patient135","Patient137","Patient14","Patient140","Patient141","Patient142","Patient143","Patient144","Patient145","Patient146","Patient147","Patient148","Patient149","Patient15","Patient150","Patient154","Patient155","Patient156","Patient158","Patient159","Patient162","Patient163","Patient165","Patient166","Patient167","Patient168","Patient169","Patient17","Patient170","Patient172","Patient173","Patient179","Patient18","Patient181","Patient183","Patient184","Patient185","Patient187","Patient188","Patient189","Patient191","Patient193","Patient195","Patient196","Patient197","Patient20","Patient200","Patient201","Patient203","Patient204","Patient205","Patient206","Patient21","Patient22","Patient23","Patient24","Patient25","Patient27","Patient30","Patient31","Patient32","Patient33","Patient34","Patient35","Patient36","Patient37","Patient38","Patient4","Patient40","Patient42","Patient44","Patient45","Patient47","Patient48","Patient51","Patient56","Patient58","Patient6","Patient61","Patient62","Patient63","Patient67","Patient7","Patient72","Patient73","Patient75","Patient77","Patient78","Patient79","Patient8","Patient82","Patient83","Patient86","Patient87","Patient9","Patient94","Patient96","Patient98","Patient99"
"ADNP",-1.43565500916216,-0.718467391505571,1.22080578381257,-0.73784922680667,-1.79331122389969,-1.27289869905553,-0.374113013216489,-0.777042405377635,-1.01974924727774,0.18447803983327,-0.937744917411681,0.435845427744479,-0.254032214976958,0.383951473236577,-0.228491605695262,0.0938205414508724,-1.41035795446158,-0.424772972005825,-0.498668557122644,0.0260358600319297,-1.43252098474557,-0.426424062274646,-2.14161743208427,0.613086472054397,-1.02778029991996,-1.22663825555595,-0.847632112443907,-0.387580231551682,1.34447632603638,-1.02681401469526,-0.746571578906295,-1.03070318228509,-1.06425318539594,-1.13383801454045,-0.045005144935891,-0.798298577288543,-0.693128161218678,-0.689085506273609,-0.891210141931248,-1.3300427745238,-2.15217690131208,-0.86916633819185,-0.934301546043081,-1.36856196504073,-1.2468074776442,-1.60974480562155,-0.148641748341088,-1.28767051658589,-1.29320336329951,0.457100106206135,-0.747880061772864,-0.0086697097440973,-0.979388944327522,-1.05518019001387,-1.21547690129459,-1.07921117156882,-0.292618778867149,0.61555346693997,-0.889183546920522,-1.0458780442232,-2.30232566408221,0.503419649191688,-1.17761713106021,-0.563055754157822,-1.12416910791329,-1.49119387040008,-0.0115684719675757,0.00491793667139245,0.338262481929742,-0.751483453989925,-0.0590729394742243,-1.07650127252126,-0.749307438432956,-0.298589929827591,-1.61129692257395,-1.0563083064351,-0.897773499524639,-0.697348192252074,-0.477954762303712,-1.31446284198157,-0.749585919241217,-1.40457051739926,-1.19791613551608,0.06952222664703,-0.00577522784691298,0.00552207066980361,-0.647521382136973,-0.695671375246271,-1.11829748223348,-0.976948765512232,-1.73274974186597,-0.973297798084053,1.46651605179748,-0.284774419741023,-2.02842946158851,-1.25768693593825,-0.00931811382161045,0.0250254306342189,-0.789289531843661,-0.442789209387784,-1.38635713590921,-0.111208318500346,-1.82665755100325,-2.43604885703017,-1.17471031253648,-0.904705778210517,-0.611241499286927,0.275965288962851,-0.439678479955374,-0.189694173100461,0.245396968511598,-1.23365332018432,-0.649143753280129,-1.4874806193047,0.145500109584679,-0.788566509105766,-1.18199042108137,-1.5011347818475,-0.227308038426705,-0.824310756812586,-0.667158401805181
"AHR",3.08270813799393,3.34869961531019,3.59119550423699,3.67708963996244,2.32417160411049,3.07176988168667,1.66935963194328,2.12229250196998,3.15740170614668,3.12204268312774,3.70278812725917,3.69030069967307,2.38635045547602,2.90853772605564,3.58180773932952,3.07372030112218,2.85984262040976,3.00373225566389,4.19917920812136,3.25854905022792,2.67308779022917,3.42041132424906,2.94267047254812,3.26678765587692,3.88817600810006,2.72996745653796,2.46166848483628,3.44160497022884,2.3973683219406,2.93379841988928,4.00353489323479,2.90789755199661,2.91340324942048,2.7013766169158,3.38965232593905,3.65490950100342,2.94749327206055,4.12162450329055,2.57083894909619,3.43284596346984,2.28279775872731,2.94762081582559,2.34386477188248,3.49781334229522,3.02990814492256,3.09585545022737,3.07641248741609,3.04078763521281,2.84171702009432,3.14208157690765,4.43888407096342,3.69662631644164,3.50619122158983,2.83713351409401,2.98088266251992,3.7076257141419,2.92948041364983,3.11299573687097,3.17486531161331,3.14944856827785,2.23347882711193,3.8372789716202,2.56136079468629,3.22478694416741,2.78820427636105,2.41890265011244,2.60551997241415,3.2354608467501,3.01934299518755,2.65990841856395,4.10484415032064,2.9356449475724,2.80463419997511,4.33170444750438,2.14681523736038,2.79422168071872,3.68253795483675,3.57333124409423,3.58315301403007,2.94963374543131,3.13741730212037,2.92978538029274,3.04948712052611,4.18450245023673,3.19643698343083,2.56398278187052,3.78219632698425,4.27170988657812,2.44059305700572,3.39548225253928,2.81779092154482,2.63260191667876,2.43105667679689,2.81241700768448,3.2371878524762,2.28980241592926,3.95418014990051,3.8732745990803,2.57371897038484,2.86113355369522,3.20214950827822,4.02566535285356,2.8609028116079,2.33484470559081,2.7353020245048,3.59575141515683,2.79587156649851,2.44899991585938,2.7327508168338,4.019488953546,3.88786170604645,3.0128486274612,3.55292804487434,3.03864432056405,3.6033462910153,3.15752598997533,3.48744807358687,3.67496514658853,2.2529107565754,3.39715004083273,3.01488294978111
"AR",3.63985337942244,3.54578186420592,2.62701932261462,4.17103708939732,3.43664335495193,3.85283858681522,3.14389451301033,3.97680004264981,3.5704112243788,3.38219338163103,2.98238200240139,3.32837689330974,3.43871875983569,2.46808679118024,3.14939980186519,4.48435601893956,3.05851883373329,3.69063107090076,2.74025261974818,4.56024465897496,2.79319612665446,3.1521639792491,3.5504884186528,3.34992885618632,3.16448819296886,3.30892091272767,3.88086395376412,3.35836279418265,2.64987395671562,3.20219756204417,2.99374775126641,3.77897849598778,3.18270565181296,3.02100265709817,3.50674629423749,2.98642290836719,4.16823169389437,3.06751334218248,3.59106705852477,3.13455073428668,4.2757314776757,3.55203083965062,3.82746647252641,2.76261489507821,3.78194058324544,3.2629764350133,3.65880453577273,3.60921335842268,2.91871413819549,4.07373571221789,3.01720562492313,3.04918932444481,2.89449159725804,3.11523927180012,3.495287511286,2.86089664554703,3.05801490630106,3.56352635204795,3.25112117979464,3.77476596278136,3.16739479752481,2.63824716826209,3.28168997787587,3.22472936170911,3.34074524705159,3.43945090292152,3.1040357421193,3.22203169210238,3.28572058566982,3.4550619737736,3.40022547526834,3.07690489101189,3.8732751981287,3.786376649161,3.14025371652243,3.06934774009668,3.85268580640325,4.14991857345886,2.43576128109191,3.38404867819825,2.77667001618034,3.27950216014855,3.25537333556815,2.70315788995601,2.41799074762411,3.60599537688873,3.61586039130599,3.3293651307595,2.83418249575936,3.31277691956953,3.73008278318504,3.34304428731341,3.66413332654056,3.26230307657158,2.78591661168289,3.94784798122276,3.4152798227952,2.91976158007328,3.64675719987449,3.56385715816499,2.0373113473168,3.248822868769,3.58458016505809,3.00135901830029,2.70044191687961,3.02441094176701,3.62443771000051,3.60624430925007,3.54508404095916,3.87393346633734,3.52451209860019,3.05391737299775,4.36345623875513,3.10808864118561,3.41908609059709,3.10960283803367,3.59171801342125,2.6402079131494,3.6903869588974,4.23900042647939,3.96388809217947
"ARID2",6.22463810432625,4.97335437034743,5.24347617730169,5.20050358462471,6.01834583894981,4.77995409991117,3.2625655903727,6.67710408922352,5.44147691238962,5.06359183317318,5.60179987002512,4.80630084657697,5.05763974679322,5.6047610272196,5.76804886001116,5.34010978500413,6.16848091695439,5.21878986297498,6.47942732093185,5.32268801736867,5.63231957088965,5.90824521760027,6.05968194700706,5.39642994194609,6.20915604753496,6.0082145490735,5.65327223998698,5.8085806862044,2.13415387084699,5.30149890954793,5.76939000518495,5.35092275534324,5.80705848232845,5.55217414288832,5.15656397083179,6.20190688385178,5.16631775195853,5.64132609399771,4.49900172272042,4.83977494545094,4.97696341870358,5.66347426256864,5.77997364775784,5.65426350627001,5.54274019794418,5.24375178307956,4.66267373083611,5.22020099005955,5.53121693645528,4.79475208871397,5.39936424200474,5.68601002653088,5.87758723932725,5.72962038819905,5.44596030105495,5.6509482574994,6.10722330962265,3.76947936426236,5.27996683568891,5.08767033125595,5.76382283155722,4.85084299057957,5.46162291395637,5.40657404867081,5.28654027538002,4.97828010510832,4.44804006259571,4.97781565742785,5.32765669885205,4.26699258586461,5.25376389488068,5.42302409246311,4.40769762284493,5.27482775747861,5.51805481144623,5.43391286084518,5.62321784494575,3.97420032415171,6.04529883720631,6.87615075898505,6.55725376948779,5.77807289287642,6.68921496938353,6.18113041998016,5.40165506197019,5.56478525200571,6.43204789420792,5.9746646991487,5.93671551976368,6.15174263142666,5.60808661546808,5.42507503848214,3.66924136816025,4.28138315437812,6.41949455346506,6.20003024004022,4.48112204638432,5.37121676210544,4.54708225751465,5.18033219996112,5.4219496999061,5.46557548709076,6.70851755154502,6.07347267100849,6.25295263216869,6.01162112262845,5.74421239862532,3.86456493990957,5.24590714018116,4.79097882145864,4.97001560295733,6.10106880821384,5.73373811203037,6.31242959050357,5.85134487267663,6.00005954051852,5.49895572398225,5.60487836187031,5.12728531897051,6.10606967239921,5.03691137110718
"ARID3A",1.09777486182331,1.0848221131863,3.68556461227826,1.87064861796167,0.0264973015825231,1.58349160765335,0.207009373721345,-0.182004757859627,1.21121677369032,2.24113743483487,0.478655146650328,2.18824881047058,2.01200185765046,3.62294527423427,1.47377115973259,1.40452608957246,1.43715770288518,1.62660024281268,0.59899547970051,2.42199936982135,1.97128120479945,1.41814864564025,0.886956123699654,2.67833200108492,0.841929314635043,0.883884174595768,0.918351898952097,1.34124660211516,-0.0574855662785579,0.421304575779017,0.848354482669915,0.763851499296086,0.521880325683358,1.40628433556539,2.23453237307226,0.835791023672384,1.19050249394581,0.901683180580474,0.856497738686972,1.17538087573935,1.60623892589566,1.84732609057645,2.01256424990955,0.529264073907869,0.473545636942462,0.688245575236606,1.59470719598417,0.515424270006062,0.803020713726874,2.69795142440084,1.07482351513607,0.995278392756871,1.3416053924776,1.48193482877886,0.61927877586062,0.830373974762606,1.04587958173134,1.54202343052501,1.0809326934618,1.09289496636829,0.824775129162724,0.960908183663455,1.38900908517779,1.21716346644692,1.90075088017979,1.50046126953926,1.0266753907649,1.78382785404293,1.57632104335705,0.785215945920238,1.29944377362242,1.21404659387532,1.32214130004967,1.13362605917988,1.15911196722829,1.10124154610529,1.15153373950034,1.21516645888953,1.10718711170692,1.85934298763187,1.03419076931623,1.33943935025096,0.84798407739544,2.58449564070224,0.735739951657022,2.31564783379544,1.10249020093106,1.4845702064204,1.07165092708904,0.887890764522621,0.612229729254198,2.00442352021863,2.76476493710247,2.11706896036034,0.821050422099008,1.37583393963207,1.16989973535789,1.10111249809533,0.705839273402472,0.735034097796433,0.498815589443801,1.55466881168895,0.661531681722207,0.0357682428710115,1.22983043042937,1.23497622518019,1.37482716826668,2.46427055501866,1.30703196469028,1.30170118315129,1.39159539916774,0.975766893335349,1.30057060593915,0.741705326108616,3.40284014040214,2.67052952113262,1.44823135713431,1.02113657064294,2.02688990297162,1.5544347639859,2.30672116804659
"ARNT",5.71007108290298,5.61976808098792,5.22903409107837,5.98554176891732,5.04228354630151,5.23029679681149,3.61028641807646,5.08565171534609,5.60040318664123,5.47853100382514,6.692727268235,5.90826567942524,5.18061878071275,4.30915482020971,5.5603354875899,6.6778558419569,6.32200105577591,6.43377802056254,5.76904469453692,5.57956473069636,4.97429156925926,5.98760505448987,5.14095147644728,5.00631722441953,6.26813670494322,5.40642487572455,5.26709655698185,5.95457848023668,4.16526448021503,5.67921155139732,6.22394249507267,5.52133720397685,5.37347530287225,5.24218743637326,6.03884734319395,5.87091401946632,6.01798823324491,7.048262739197,5.57794837218891,6.1135009443053,5.80486894415837,5.99571001660894,5.46807632356276,6.60842004761932,5.39041603800621,5.39688614837548,5.74498255499555,5.40269086749513,5.68645576200706,5.32312810617147,6.3166819166071,6.37700259300187,6.01301116244782,5.43599429956589,5.73658308539528,6.37564037317914,5.50869729173731,4.60553646764535,5.78706411822625,5.85576526997313,5.82528071846718,6.11626019827235,4.89885219151435,6.22509952141718,5.80638514896715,4.62153560267366,5.34013080178309,5.12309847209002,6.1129463264401,5.62198513852604,6.54419988611596,5.95399169121318,5.39093327331162,6.18617475187023,4.56043850905365,5.1722236745494,5.9551463680962,5.38826087448379,5.93025545163949,5.37317032682342,5.18231329191705,5.13401736212124,6.27312737866305,6.19568149826604,5.98919936212999,4.78569096772769,6.94449809172608,5.94545973505833,5.65175224820328,5.62738259077186,5.68141452767618,5.58075485173351,4.15431649399418,4.80106455469837,6.43548379012452,4.1311654031859,5.9520826841165,6.59110408529261,5.01024476251833,5.22647537703621,5.19411412991668,6.40122324880541,4.71235051675075,5.12710734073612,6.18308620225387,6.47956078245002,5.41678486571088,3.84654220445382,5.58189090611031,5.91071069723028,6.39911886990152,5.53607275916369,6.06821886006259,5.59751620619657,5.73793670453318,6.15310912303408,5.58097208755639,5.42562507896419,5.3338176733746,6.11321831910989,5.08317730232293
"ARNTL",0.504565942784998,0.447983658136756,0.655882761005671,0.323522597186292,0.712903127217759,0.49534888754525,-0.0974957189330015,1.01708171518018,1.07230879333645,1.26265675239579,0.974281143554219,0.482167590528467,1.00771385445376,0.374945064122693,0.657152642908416,1.40492629012952,0.715202631471203,0.590892325228412,0.640924925198847,1.05258550496851,0.903639248087509,0.896708793150945,1.0178825351714,0.697889723898098,0.943735763479296,0.418569619167834,1.30721041606042,1.3130423227815,-0.541854420857676,0.97000705895966,1.08038962480468,0.420428413334692,1.21606190767004,1.47813944941381,0.782157694142522,1.06925396346764,0.765432271567755,1.65787842630309,1.13830140198651,0.766657934912034,0.41103507598952,1.0709043758509,1.4992027724969,0.651812958604211,0.599068686485438,0.613874531807997,0.605883442367303,0.607436330359462,0.873264256135754,0.508704225768307,1.70011089628754,1.15999004757357,0.6602031503088,0.971958089990473,0.947900968062369,1.12613875005905,0.897526852935283,0.955006218379948,0.773385399450174,1.03407912586202,0.555483196474642,2.56060087679053,0.992200251005356,0.822953416732128,0.933804763200308,0.546309988862431,0.636311623483176,0.37420482223543,0.850793997055373,1.01013211556838,1.15338814855721,0.870531337014149,1.11312365735648,1.27075640474024,0.840959649583102,1.03706033839608,0.617836668912073,0.758616354310397,0.905984817443053,1.26302600822997,0.433394540349597,0.617577425555249,0.833621000003221,1.65839747766224,2.08169596888292,0.11573451194471,0.897023878092629,1.40562420515616,0.699907542209239,0.80367801209368,0.551766475423232,1.11838942032673,0.841956444316542,0.663222480710545,1.07106881369433,0.410775739411409,1.58821529400763,0.606025175344893,0.965926931887793,0.911127223132614,0.542064797135242,1.21318209932533,0.715349730300961,0.529278576793686,1.08094914375987,1.01915582175025,0.296594227067215,0.980163054341753,0.726870553223017,0.521247492933479,0.842991822841459,0.680763373710771,1.21403227645057,1.2740107534101,1.19179263708387,0.726103241186935,1.54797252868808,0.851155678211397,1.32917015474854,0.729596343075524,0.686369090531127
"ASCL1",0.603132390842607,-0.163245360202991,0.657484379602768,-0.390552552407464,-1.34208672985819,-0.749522216982754,-0.623146508875094,-1.19286418760327,-0.579234361508945,0.562945323562022,0.351995341099089,0.242431292167682,0.890008030335056,-0.411935556118876,-0.42358544319967,0.684860668412957,-0.380132752044464,0.723302318612075,-1.09896323027082,-0.078103129865038,-0.925277198076456,-0.272568292594113,-0.871607608048546,-0.192360013370783,-0.275464654215622,-1.23502344831052,-1.35476171397971,-0.280841214948884,0.0129861822089126,-1.05422120101785,-0.484418399406873,-0.569527088555581,0.0247338656801264,-0.407585170675511,-0.06252616511329,-0.424603432039999,-0.575858053428738,0.466036710705468,-0.1347346790736,-0.241326559875145,-0.966922566675691,0.551899323914827,-1.22268250201369,0.861189169315951,-0.810915749787307,-0.625287904194731,0.572020357963491,-0.316476653031317,-0.732313716502501,-0.365516933543315,-0.0319082252849257,0.5567513236,-0.358291127749571,-0.650988515110168,-1.15443481715272,-0.122607132932716,-0.899636983036178,0.591299203819167,-0.121034539272268,-0.714237038010096,-0.736750353426099,0.877878047168811,-0.699683168472179,0.519097964043214,-0.447715336601369,-0.63130884200532,0.259633574334338,-0.219291664633961,0.852357759120168,-0.0148898030909328,0.947811002643285,-0.486105656415815,-0.372571162504237,0.00061571242526002,-0.381576579265396,-0.565833122147801,-0.226619068353187,-0.24972416836428,0.235191448296445,-0.776900447469403,-1.23865186431495,-0.223813852747226,-0.717509888015351,0.123994961389767,0.394759449621782,0.342843044886512,-0.293548547127384,0.463861560640802,-0.595522592195505,-0.286806388005648,-1.74670925013238,-0.705671685439739,0.310547731847617,-0.336633922858456,-1.17893031971158,-1.15587819469047,0.395448642961954,0.774828984727447,-0.0938929775617325,-0.167212416119699,-0.889848906789617,0.604835810008613,-0.736952875455949,-1.18989057960549,-0.634086545489641,-0.203755733089888,-0.47891554022013,-0.429120580489907,-1.13218242918858,0.520209327108393,0.0976508101625661,-0.869454432299292,-1.08020015445442,-0.865706800985374,0.0172475294287864,-0.395163275040824,-0.356064959443476,-0.4673523515503,0.502604545699615,-0.505415284303598,-0.126508198315295
"ATF1",-0.952706711512945,-0.768324403568215,0.0580813413666454,-0.216826550668886,-0.87938919079013,-0.761735702537969,0.260289310769272,-0.488018900641345,-0.904141908557101,-0.773361453152389,-0.437116704306385,-1.26952979984524,-0.692307343188437,-0.594599979283565,-0.782618956151332,-0.216531452892624,-0.191364172954326,-0.381183491631216,0.239820929787418,-0.452674247029463,-0.824861699135957,-0.701314920070915,-0.512907867013585,0.0472795670691543,-0.145053302889518,-0.739273602520068,-0.782760312902372,0.0308834587145016,0.503509408800483,-0.516706362000639,-0.541875592560146,-0.680214179769827,-0.465957864600499,-1.00486308002277,0.105461391074028,-0.902749774677842,-0.766608856676914,-1.19400276676357,-0.793380710733677,-0.0775799024476951,-0.402335831496695,-0.882468021390458,-0.940081364163267,0.148946091972833,-0.329655653078459,-0.720453919753555,-0.403512638214369,-0.19329292568467,-0.719729416004668,-0.432466543772601,-0.757715530113975,-0.803997216517696,-0.376616436807764,-1.03057473548559,-0.549340769851204,-0.622876524256907,-0.544613501678982,0.185541684875594,-0.576994238812882,-0.865953486709863,-0.157971637001101,-0.663307174972097,-0.31156087617621,-1.04460647935071,-0.201983089620658,-1.04998403645123,-1.13500299398537,-0.00938144352789105,-1.24944220326996,-0.645945438974311,-0.368463920083122,-0.72895727806603,-0.484879705198884,-0.455592178984979,-0.862747916448766,-0.909283002397422,-0.544938713321953,-0.365134901194846,-0.823438444767927,-0.781880802157107,-0.0651725081675108,-1.12303771116723,-0.637692362578624,-0.782689575907404,-1.26418866011479,-0.937909584371303,-0.576741018589886,0.0794032971799882,-1.31374954854561,-0.747513233711536,-0.0733411370655064,-0.8328428119004,-0.290368654814144,-0.684029132401121,-0.688931158403655,-0.680384787138215,-0.023731206960508,-0.635719248407105,-0.617721413635335,-0.67843101035014,0.551285038220009,-0.276180505543721,-1.06894348315423,-1.13171485903069,-0.437941071337116,-1.2370122165651,-1.18393927836454,-0.316885302032676,-0.319638052329031,0.698530672540369,-0.326769749942577,-1.16585584585685,-0.000402062918205415,-1.00313829813563,-0.907346430695669,-0.753425156915769,-0.861697983024994,-0.29117554275139,-1.16474279380143,-0.451620359431988,-0.314530767735044
"ATF2",-0.446382988679292,0.103465478482865,0.635223074905382,-0.545216614864914,-0.591654119020454,0.833963867462741,0.782834347934474,0.481142465083663,0.0668881385117483,0.413616574303966,-0.676126697054202,0.0941769828370684,0.0289311029658232,0.15586857336713,0.250536191728431,-0.316876853673635,0.383027226519742,0.7501307942661,0.613988914423228,0.587122336570926,0.119813275059614,0.0497974841658486,0.297168887776842,0.348821988245536,0.074498921773158,0.00630221238727672,0.858777658806987,0.0339653888936178,0.463824594238514,0.0370583588784671,0.63704487604853,-0.171291767712167,0.310792655437742,-0.621402978524968,0.749375563472436,-0.103321865734066,-0.307424420892764,-0.352610330265071,-0.21250599128133,-0.296058811248538,-0.09633761766119,0.855622273816038,0.116498481371225,-0.155182383578192,0.0162561726050847,0.268118158456382,-0.198488680612382,0.0983473694917914,-0.189410430639168,-0.151125888561828,0.640089899365974,0.00792999701277434,-0.275948287577032,-0.070844300168417,0.0623597628636609,0.27157249154025,0.286151904110115,0.59177571924674,0.282438313118449,-0.425392616338973,-0.225975625430871,0.31919995034086,0.0904460846377303,-0.723372895022999,0.703471739889555,-0.594572061613564,-0.542573199703008,1.02149441522486,-0.403759169253055,0.320864453112431,0.358957556143782,-0.19378842810175,0.443884937810284,0.101761549823619,0.326013305357029,-0.175874507626817,-0.117163541689439,0.0360868513037198,-0.120858746345436,-0.114558236115948,0.427761571798896,-0.280630836606114,-0.130867920214685,0.0380883586722239,-0.202598383297871,-0.0405823091124885,-0.0360154205383817,0.599090921581481,0.290446449007278,-0.329293992874705,0.0230914609303638,0.36240432214203,0.50904675047424,0.422417416290471,-0.312639928841088,-0.454546486399374,0.71183811190091,-0.0246782599944428,0.650285300189793,-0.230093203709904,0.182747201105333,-0.161995838371515,-0.12987523191753,-0.384468965552459,0.286217279362426,-0.348173494208227,-0.352978582662005,0.800346643259313,0.765676100416382,0.0358573037804215,0.0180945006890378,-0.0980073320242695,0.305963214628605,-0.528076072966125,-0.108567318094411,-0.17882611627634,0.407317870662198,0.00262409556564959,-0.27896431285156,0.668178227012109,0.846310522969663
