"","LP.01.17","LP.01.29","LP.01.37","LP.01.38","LP.01.43","LP.01.44","LP.01.45","LP.01.48","LP.01.52","LP.01.53","LP.01.56A","LP.01.59","LP.01.60","LP.01.62","LP.01.63","LP.01.70","LP.01.71","LP.01.72","Test.FFPE.07","IP.108b","IP.115b","IP.124b","IP.127","IP.138b","IP.140b","IP.197","IP.214","IP.28","IP.31b","IP.36","IP.38b","IP.52","IP.57","IP.58b","IP.67b","IP.73","IP.82b","IP.89b"
"FOXP1",-10.7106382402886,-10.6043573475593,-8.7940425733927,-10.2878766847703,-10.324912703572,-10.7867315473831,-9.73167539285246,-9.09421301429452,-10.9165914229728,-10.6087557221965,-9.57378581723051,-9.79035031368779,-9.15182903413135,-10.5238322800112,-8.96287425164388,-9.60927281013279,-10.7516567672591,-8.39723674553905,-9.20990443297109,-10.8607261593484,-9.81385545183896,-10.9521367410896,-10.2965197257831,-10.4687189277673,-9.29121773193338,-8.23528036830745,-11.0789149563702,-8.86887573028642,-11.3235741749817,-8.52294429895981,-8.51634349394171,-10.2815890804586,-8.03293303901125,-8.50679022196343,-7.98704531263141,-10.1473653595138,-8.7477702908355,-9.05112940028753
"FOXP2",-4.1483044174554,-3.79881307852052,-4.31611072651359,-3.23228589655164,-3.76984349315868,-4.38811255167523,-4.03330438004323,-3.53844200839218,-3.6485370013482,-4.20289451074425,-3.95709081182712,-3.58387907410286,-3.76109744812851,-3.76442389204707,-3.83220774481687,-3.16417314858345,-3.8454449971221,-3.33159866158507,-3.92562919369523,-4.63940523630064,-3.34319893432628,-4.64327883605318,-3.53470758660072,-4.21033055262881,-3.79840762063536,-3.30678049777149,-3.84054965007927,-3.55709317301368,-4.35434358015992,-3.99618583792665,-3.54821964700205,-3.62838634134828,-3.9896748138292,-4.01773067994309,-4.30436833607294,-4.40253788461225,-4.26457506052204,-4.82995141184149
"FOXP3",-0.134756705343908,-0.150914148824026,-0.044390022089977,-0.437300487234105,-0.0353901118566566,-0.303787735128726,-0.309029249772741,-0.571241170446217,-0.10884544805472,-0.406329782891919,-0.148708455115312,-0.403006712370828,-0.221447606243076,0.164743965928062,0.263386076118174,-0.455913552622963,-0.156693299443395,-0.0744905021011708,0.213945122303554,-0.188675921756623,-0.727760406635846,0.291628791407304,-0.714313146366363,-0.0297509196989658,-0.085548872269015,-0.362868811867243,-0.336256272293842,-0.975426535900282,-0.28439492959014,-0.571742009935839,-0.928987102279074,-0.162796533077467,-0.716012763314208,0.213232244590726,-1.21429481941659,-0.786700660391836,-0.0511798003190287,0.162183535409444
"GABPA",6.47653965283662,6.35706693488537,6.35508523418734,6.65899272697656,6.81820215479907,6.23997506867055,7.23065610265381,6.2234211780952,6.49096827092508,6.53082950993783,6.51186797515155,6.34794499645009,6.49033548140101,6.4442898465477,6.43142948569631,6.22000437154621,6.71027915370802,6.14249868713361,6.04915541218007,6.1332546473444,6.2142174215249,6.78687254746685,6.4091808061144,5.8514989417606,5.29970767301048,6.23318935930298,6.82858215662639,5.82144713146394,6.14176833590281,6.14255115692381,6.6994487967612,6.68075541539001,5.90891171193713,5.09533579218892,5.50972616511249,6.24163178633805,5.46735181006751,5.33726507084531
"GATA1",-1.83446829349402,-1.15534657702068,-2.232630125565,-2.08862872543976,-1.49571194296,-1.86267952942114,-2.35736279271991,-1.68504965078703,-1.67899412528945,-1.50634834756713,-2.10621996926037,-1.85981497763972,-2.26914768872845,-1.67431510809021,-2.14075537184041,-1.80568009812455,-1.6530561984351,-2.27763224183236,-1.89562392219878,-2.2200553700567,-2.26643641722265,-2.26394539798152,-2.15740199079317,-1.85319361039836,-2.48749273787986,-2.11463423794517,-2.31303444151494,-0.894745393097712,-2.24673275245546,-1.94139807637834,-1.97105757761418,-1.89860334968887,-2.07559892217483,-2.32808190315671,-2.61499825004261,-2.40938544739578,-2.11868413794581,-2.17602532456802
"GATA2",0.115149306931015,-0.0392705333183665,-1.01709898682349,-0.860379804947143,0.167742567688332,-0.48737062951079,-0.558473900598816,-1.07165834831871,-0.356962639397909,-0.471350605446022,-1.12145445721288,-0.988432391718759,-1.92923261067876,0.399922379858643,-1.60280417442912,-0.241847507392515,-0.596021092961444,-1.2865589591395,-0.556630562425222,-1.22279499243433,-0.77942967896394,-0.128144775195833,-0.67936884039317,0.0469999684642746,-0.592571894532988,-1.78684096203449,-0.653448173219465,-1.58206847329733,-0.241712621375283,-1.1644863238121,-1.30968659014499,-0.377522370774037,-1.28355597861934,0.240443976596013,-1.24943468969345,-0.557002600167197,-0.607611389768116,-0.0358344945806592
"GATA3",2.13786346094434,2.17044179165479,0.937761111463831,0.476027178391318,1.61623332713199,1.74729946878369,2.23669387242403,0.92504241836702,1.54302594128897,1.66290111900328,1.15164977949747,1.1373314691524,0.986191802405716,1.83810057809626,1.19992363927411,1.45318434941132,1.84982030553847,1.35070791880896,0.982309556082116,1.6403183123583,1.0546989443107,2.03733097343489,0.941825094017256,1.70162178871414,0.899489787886972,0.750542588300425,1.00956445208244,0.83676969590542,1.75006263229798,1.17017650848239,1.38784495913269,0.599357647119812,0.323189704753205,1.00175687482138,1.19210475026122,1.54691617236023,0.932572537709505,1.30510903348844
"GATA4",-0.732853673194173,-1.36290602707451,-0.735451469243075,-1.27395647315952,-0.780068873118052,-0.63617747301566,-0.78661102407733,-0.928785358861219,-1.23907512043956,-1.2640133741858,-0.246609135985592,-1.43024030059272,-1.33436096613366,-0.969875650798097,-1.17902125289078,-1.41625719603952,-1.08926379903635,-1.50305020582293,-0.924773153531115,-0.223049513808756,-0.568045902630502,-0.275045090113694,-0.706461285322584,-1.30918009400392,-0.754559106594039,-0.96013808290139,-0.933659261102151,-1.20272545869395,-0.431533063340963,-0.305406112324057,-0.0281810766526986,-0.166466133618977,-1.18012339763553,-1.54655901055837,0.00692973002160466,-1.18105158104549,-0.872124410232023,-0.148081641931387
"GATA6",5.37822271087985,4.817071709771,3.9639307080147,3.66751467855961,4.89348204101542,4.5335785767076,4.41532520534033,3.19589601732965,4.77274942628154,4.98874817004183,4.61149732238093,4.01079655110024,2.32106891408276,4.86518434493604,4.1137808319264,4.6913867175274,4.0692646296612,3.99996916637792,4.48863592352609,5.29144724388165,4.73569843436096,5.56197610741579,3.52070392442356,5.69140410147371,5.18779652442226,3.39390108985067,3.56688811777592,3.53217993769275,4.45141941174948,2.91966702946618,4.58436742055144,4.41297081238136,3.39329207426112,4.90656001756693,5.56549680435363,4.81624615974228,4.56519719198952,5.43254146605895
"GFI1B",4.80387686367902,5.05832031000606,4.80526775640168,5.05477400890009,5.1967431775607,5.08530710461574,4.86431260234274,4.7757580504825,5.50245945392567,5.06672953239642,5.20599493374926,4.07908956167945,3.99106378719191,4.76089813054343,4.63960728807587,5.39675580091837,4.98201815939996,4.04665496069242,5.09481906817196,5.36095072743421,4.91082471854821,4.84340628872204,5.32600997353588,6.12216278678894,6.27056155165307,4.71564521062249,5.49172341339596,5.01748251585467,4.55419214217208,4.20208177227152,4.48261077797628,5.73878528653024,4.46352005801882,5.68023416945642,5.09517984753581,4.71711252450766,5.80577351511739,5.20667405173315
"GLI1",-0.852650679492231,-1.32552195988884,-1.24320044229711,-2.76866644620312,-2.35398119934279,-0.906756364147054,-1.27444462744964,-1.48852230422116,-1.68101841490061,-1.63813374045903,-2.29376156849195,-1.32989829291837,-1.17391562146799,-1.4074672078492,-1.57920711442011,-2.54118753822556,-1.63918926325101,-2.00292145448294,-1.45596549039541,-1.07919493543975,-2.01238010021291,-1.22914439824917,-2.30736492174167,-0.597441779724393,-2.02979045220404,-2.39167659541713,-2.59150306157195,-1.10919158207981,-1.52894466660598,-0.865786188635461,-1.57108210575127,-1.06494516336191,-1.87532053172624,-0.963403904371092,-1.44975483978584,-1.34068914307893,-1.47383398444511,0.0445436209034603
"GLI2",-0.980718442637024,-1.28852257092322,-0.658873698019699,-1.04219401927156,-1.38386873416003,-0.717233666720352,-1.41114048813063,-0.951683224081242,-0.938671477971535,-0.715787476317952,-1.2460143051541,-0.787375332237207,-1.73424009562772,-1.42371150125062,-1.39365064579755,-1.4480883304707,-1.20168892984145,-0.861112660078077,-1.05962878711678,-0.491053765236678,-0.0323102740336974,-0.769401119904404,-0.653432144021433,-0.120344495104549,-0.954782140002688,-0.887844437355112,-0.0881660562259671,0.540206549611837,-1.12726209350611,0.45540994499248,-1.20406724773433,-0.90467770689919,-0.0210302125565925,-0.528099019514476,-0.332519286001276,-0.544542661919679,-0.0754599116155375,-0.0466106594295531
"GLI3",0.0439557157355159,0.0568193823165946,0.0161607267583197,0.450247015153658,-0.130280703136013,0.327871616243349,-0.078816529521313,-0.239930461249874,0.629502309255801,0.0376695281823015,-0.186827236134661,0.1269210744427,-0.887190387656031,-0.131047633966593,0.0960862738900327,-0.351484493113375,-0.43040585338822,-0.327836934976127,0.0642814491643193,0.38940411114691,0.202508401194223,0.176393793845028,0.532808076192568,1.24872177265796,0.556065559488211,-0.73542849472045,-0.0927888539548581,0.479102786176739,0.178388435632366,0.473764408041402,-0.922634083984779,0.472572269017481,0.907851028026967,0.187153534123963,0.448105230489057,0.708870427692834,0.422112423899335,1.31709857300238
"GLYR1",22.0748752048785,23.8689702499896,24.0842719485374,26.2312005104786,22.2882998663069,21.0744505605962,24.2676479591721,25.4653934255738,21.5661697185816,22.3942155591577,23.3595308728155,24.1678505380153,23.8850173608304,21.1489807042647,23.5831375935883,23.9236514704297,22.8583679744502,25.1954115108098,24.01595755443,20.9112403696117,24.9954861126633,21.1150278483751,22.1868894347567,17.9490776942224,18.7370287943883,24.8369228661452,24.0692150668907,23.259630651285,21.0934490806263,22.1694229901974,24.9211115957827,22.0065419757228,23.4875402468258,17.3764986289979,22.1222383157609,22.4218385258398,16.2253834495331,16.549406348733
"GRHL2",3.72647233678534,6.42413140091512,5.04204886524549,4.89602096337654,4.31326344537176,4.90648618956018,6.54955535499901,2.25823552806689,5.64237425997871,6.66556405481662,5.37882094801729,3.7209593619924,4.43148472045234,3.85420987827225,4.96310142742469,4.75918819638032,4.68784339565013,5.25768358444692,5.36331359587088,4.84577634117297,5.48131460778586,3.98936557631792,4.11209191117048,6.76622117621081,4.44461966250368,5.34309630635127,5.28763427092171,3.93665950486427,2.63742266476096,3.26242301164093,3.54785159165922,5.84295424044138,4.50229206786376,5.46662544933281,4.32796241956909,5.44620678492379,6.30851938229579,6.01809571781127
"GTF2B",13.3298806710082,11.7801810845245,9.35763636507663,11.6112218223592,12.965844267227,11.8900747280271,12.2843141742345,9.78818879254575,13.0993168107571,12.2842827662463,10.7660543651436,11.7068922949524,11.6431565385413,13.327106002988,10.5611706238235,11.3824557157339,12.9411576633163,9.95509765995988,10.892157511357,12.7192981081751,11.6172888689017,13.9958501354634,12.2837077701292,10.5074328617066,10.3638127472798,10.1945839945567,13.7265711811821,9.59606329810097,14.1548177481045,8.58777407537341,9.82139875951511,10.9782791298864,8.92600012501527,7.44728286143643,9.00334765547502,11.8354890524267,8.75097778253041,9.12386304519152
"GTF2I",0.699451770272799,1.02329196853686,1.52578203302257,0.936631185287335,0.96805212039422,0.941109207371134,1.22233584583365,1.38268284991036,1.3153326200588,1.16741799179521,1.19597594094774,0.900582699283457,1.98213874292325,1.2599078754511,1.48227972701072,1.24489502190934,1.29319030311849,1.04467160834262,1.3375159689911,0.637638031291758,0.85893581165947,1.13068467252857,0.475936021154231,0.808141093815977,0.287271691777914,0.531107052543241,1.29832701725731,0.95748237924521,1.31825217254991,0.687173016943564,0.823107537969632,0.905592020385241,0.958033162422772,1.02210623659761,0.441618702960988,0.862166227685366,0.102048364069029,0.723849450120309
"HBP1",-4.38429640729966,-4.28656413503771,-4.72769797407439,-4.70526816839317,-4.59469666340908,-4.26874924642915,-4.91694496503056,-4.76231792968076,-4.6833982167174,-4.20421259868383,-4.15911741411292,-4.6109495113997,-5.32884386382279,-4.57756062101954,-4.20668534193498,-4.82294625976824,-4.66980255270519,-3.99326679847307,-4.46355125852628,-3.59970266724958,-3.90989875755101,-4.29655267326343,-4.73058163831051,-3.24650996024911,-3.37325745152604,-4.50294008742432,-4.39504229723972,-4.17953210813936,-4.33988024903363,-4.51206951911567,-5.03553940451864,-4.65011115146761,-3.70136654349111,-3.67672146541527,-3.25674377441443,-4.27050855303011,-3.184314033629,-3.12558924407701
"HES1",9.46276886017841,9.82418386433536,10.0708721243308,8.21937804828519,9.2608414567795,10.0549457315211,9.28337588600062,8.7498226760122,9.09185981729547,10.0740481944837,9.94511633485086,9.54982722020965,8.72205184592444,9.08897553877904,9.66313546603527,8.98406327475736,8.95906272601355,10.3014411804325,10.2622889505018,8.69378849683515,8.16040088579681,8.66240812329845,6.52363460817414,9.97852061015448,9.50227439620622,8.22867843321717,7.55071915093388,8.0765850593818,7.33156986876666,9.37129968448177,8.48153714677169,8.50932211007922,9.0369836217092,9.67736590411441,8.45842310774101,8.52922132553353,8.91467309678544,10.0406327031477
"HHEX",-1.97198756078431,-1.50749834371513,-0.959495941870553,-1.11617896288417,-1.81870311110074,-1.56034262379541,-1.30638823175621,-0.616778821061753,-0.985966460279066,-1.18640902278232,-1.32652636268164,-1.34475442921446,-0.966097671894922,-1.94583636904883,-0.511716289207224,-1.39656234365695,-1.20922927180016,-0.473938671420861,-1.00376878662652,-0.864965949049917,-0.301730624351254,-1.85104304031168,-0.00513451683292612,-1.43962208728194,-2.14249733252737,-0.295452655997106,-0.981638832683108,-0.655308764977452,-1.53731046649524,0.203581255140441,-1.05636660562489,-1.13978341977343,-0.24331158104654,-1.42135912438806,0.288599024019603,-0.72665488472197,-1.82193855433774,-0.736037422960142
"HIC1",0.644710109817397,0.00633874509208273,-0.0672748729836195,0.00722749883453504,0.709853688077417,0.43622637441528,0.945983449426592,-0.416532220331764,0.647437418809455,0.475811266078137,-0.130676599229936,0.218418152441274,0.631130480256606,0.92544562193308,0.521057360657353,-0.00623274011485676,0.494956530990211,-0.358608619100978,0.201173954768562,-0.321196122284255,-0.497392023689655,0.79257483769778,0.75683942228042,0.284839888711075,0.270376855027263,0.266734617437658,0.341465537291166,-0.0629066380254766,0.726442790974555,0.279666002187495,0.558546043372453,0.55532064959916,-0.120498852048434,-0.0572602627227249,0.336150107543509,0.372493371662014,0.523967724498388,0.131166185667735
"HIF1A",4.97652362202738,5.39161528192163,5.97480886524685,3.93757440381902,4.37427550606616,5.40334243224293,4.438811976229,5.96551519779909,4.6752049780361,5.05526920982724,5.24918658830491,5.58392340593213,4.81975098067659,4.18116540450538,5.14772737061212,5.76437699291705,5.21660147544563,5.51742212087655,4.94239672415789,5.63354273388597,3.77818623601672,3.64187490534643,1.38437619583214,4.70022055411346,4.62904166116101,4.36411342727958,3.68046961971799,5.22571426537023,5.50406836819497,4.1207724686379,5.38179652271264,4.13140022749552,4.5043651010697,5.10321440586566,3.35944299474744,5.76539728897215,3.41946513987005,4.69001118016518
"HINFP",2.49697247165704,2.46359887507485,2.20775090352218,1.96713016457184,2.71310502801788,2.7201137661569,2.11018268188583,2.0533248866201,2.35773382957357,2.19364990239846,2.45598173149446,2.2719741980463,2.24942343607519,2.58221338895592,2.27529933148126,2.3575797745172,2.30153117591457,2.00826496762148,2.08216500976935,1.98602200914059,1.90456815340082,2.70035343620064,2.25451269959326,2.23494419835805,2.38051647713689,1.84026648875622,2.38716313537435,2.00733520554523,2.28543191127334,1.94214802111795,2.30195092867752,2.53365829947773,1.94117737739024,2.0753457693109,1.85573917596122,2.38932774958905,2.44442843654097,2.46664171611229
"HMBOX1",-5.9069512476454,-5.63667789985669,-5.04003398601881,-5.963597070732,-5.7813414194544,-5.40945787751444,-5.05124059396849,-5.01563922238303,-5.3964569830064,-5.04465892572639,-5.16729588400987,-5.47714359308528,-5.30048889532791,-5.39313921387139,-5.03926072401394,-4.9899797293941,-5.54922031475471,-5.03246137683243,-5.04932190408765,-6.11346875971029,-5.56938401972678,-6.19006224655287,-6.37921602705289,-4.906822403984,-4.69272137666974,-4.91790035363476,-5.67228359713027,-5.7012473569952,-6.52179874871453,-5.27232533463091,-4.90430083415636,-5.68754685927906,-4.63434563448556,-3.7273451364674,-4.92229906902329,-5.36416057653032,-4.48524541615915,-4.72104052509438
"HMGA1",-0.493748772270123,-0.55103658095635,-0.519190634035624,-0.939094112965862,-0.754681468930634,-0.328315002814148,-0.881361079658808,0.396033858627732,-0.191795462369543,-0.756457221137933,-0.576359458661222,0.654911493131979,-0.527138698887009,-0.449809877694291,-0.231872777076902,0.0200071402864503,0.217029448039701,0.170109435056191,-0.873714549189103,0.166258091240738,-0.969255237219961,-1.00674606720085,-0.816807632463553,-0.550779714098154,0.317555330650192,-0.872409666989761,-0.698826599088502,0.347146939903492,0.29090224798831,-0.528379511389057,-0.452771017406147,-0.541243192530497,-0.279187402472012,-0.503078264407208,-1.01671316236209,-0.881281494019977,-0.957059499913813,-0.406893536386546
"HMGN3",11.8291092587856,11.9490016968014,12.735966125539,10.7245019882099,10.9094724379509,11.4132690814838,11.8691445298084,12.2154229420939,10.7058675510211,12.5916743146317,11.5921016587062,10.2112011470848,10.7673279672606,10.6035782857332,11.3407823524003,10.3238622560413,10.4671036085327,11.3131187011036,11.1932950146066,13.4842239249643,11.3364173909365,12.1707949130023,9.77529280388896,14.3311110708889,14.0817971586624,11.7489400346679,9.9418735772721,11.7237703641294,10.3942740101795,13.6470670997636,11.1133927243251,12.7524203986276,12.8027166258987,15.1962311627187,12.9018605615534,12.513234932931,14.9699654533398,15.1881598862446
"HNF1A",-4.92658364479549,-4.75618051996822,-5.42292847543619,-4.87014279398561,-5.14177812500563,-4.77167491871972,-5.84387847935894,-5.64430972743108,-3.49763813078536,-4.95329062252547,-5.68716446906206,-2.99166274765049,-4.77092340060764,-5.54322667370898,-3.89490296273781,-5.44435066872303,-5.44792052993141,-2.59977893711336,-5.44168061373677,-4.4926656082291,-5.57056019067942,-5.09903276901969,-5.16751109797346,-4.62638569235958,-5.47068299236775,-5.02997832116353,-4.07964143563484,-3.85203434253054,-5.08879362231586,-3.85279341040396,-5.59607614404896,-4.42919571527375,-3.51007608072179,-5.38362088870855,-1.27528732310667,-4.70291374800961,-5.4575112817734,-4.84247862139223
"HNF1B",0.103703861652732,0.567666017671508,-0.76521250303507,1.61898319968783,-0.867771913985546,-0.410596999453028,-0.592685434296428,-0.334132197606749,1.85281469944905,0.146776974893572,0.3480824508826,1.3794704581702,0.707621684697381,-0.688135486792978,1.75970570840875,0.00571355644395507,0.490555909560689,2.23789962940063,-0.544690286297748,0.386222804955217,0.137535661969736,-0.141762770258005,1.25594795298758,1.49490781392708,-0.905249288771198,0.621779931350342,2.23459622745971,0.437162049428302,0.0168102914988876,0.367531764088052,-1.1926683221004,0.513116109253758,0.646438485928006,-0.344896924183497,1.39827234866074,1.58820496067956,-0.241666395770412,0.091566528816215
"HNF4A",-3.42117625965487,-3.35601447565293,-3.51860592349554,-3.45381358991039,-3.9536355778534,-3.7322568362566,-4.01646929474581,-4.14453287109412,-1.67268377232618,-3.28396899629251,-3.92871053360495,-2.85231917214155,-3.63254775938661,-4.28772198716125,-3.27808099585373,-3.21479358512214,-4.02166537318807,-2.21802066308684,-3.92371321615449,-3.87689727561605,-4.26141118380644,-4.34100903192095,-3.11839784865398,-2.759530731424,-4.1515471377936,-2.77286445051948,-3.60423123038116,-3.27696917230411,-3.82138102273435,-1.41693635793547,-2.59377444821059,-3.09937744323427,-2.82842535234735,-3.00319366709796,1.1859224644107,-3.81872327375485,-3.73954335000127,-3.98349654245887
"HNF4G",2.49348378276445,3.48289226222623,2.35755747681167,2.31896346333101,2.18727724147642,2.06147439555233,1.65736331113434,1.2624954225526,3.96951517338337,2.41992106349151,2.31138567608137,2.5854410038872,2.3212951905185,1.73404454653538,2.82138702656027,2.03582238523836,2.07765590713903,3.06003869175795,2.22651822912504,2.73923797823404,2.0205707130201,1.81758167680531,3.61090582324921,4.98010165367427,3.14168668541711,2.87151941214661,3.22089490452839,2.46295745616705,1.2140358079255,3.26540718119419,1.49991089912384,3.21842893213792,3.61222157221916,3.79983646453024,5.52068135187417,2.5969714854333,3.98091702352975,3.28580721266805
"HOXA1",0.701860037892587,-0.0471911591948489,0.136094210871077,-0.185802970851065,0.286595845529273,0.324921237086176,-0.16826128358344,0.583477618889115,-0.171324969685647,0.384722595869718,0.20751953804601,0.725130725165306,0.367155613935467,0.200575874685518,0.401606755977433,0.887915520978221,-0.0573567894280742,0.831767540674746,0.59315284824243,0.492729108444757,0.862428802849561,0.813221231963391,-0.387760539411902,0.80632888219205,0.796414261422329,0.799618448078457,0.88923708848876,0.410737957333764,0.390591392598385,0.673795767670115,-0.456740997191898,-0.180094867989491,0.778861409622067,0.599152607254319,-0.701695657070724,0.105241397266704,0.85413608879716,0.625870281629201
"HOXA10",0.34572949397641,0.0488988841668556,0.0737363211102792,-0.76638220298498,0.425615400452278,0.205608675552598,0.147310505418662,-0.750528316132239,0.821116374157718,-0.50111228837855,0.101115649738658,0.9131002721733,0.457950633300734,0.455461516520288,0.820322034780246,0.292541395405387,0.722285693034935,1.00310081745683,0.732654796240719,0.219993450393471,0.60764150643314,0.122560040316857,-0.0576617660721126,0.505419906532649,0.0405673322946588,-0.0769364734860755,-0.319522661569596,-0.181079859358076,0.117420633694666,0.113244912357696,-0.95423087292323,0.505790286287348,0.327191596543807,0.724284633884488,-1.01518018168475,-0.541613615978245,-0.0129194166829563,0.0820805820273501
"HOXA9",2.76436538111586,2.21374088033793,2.36551005508856,1.96360524991779,2.40999514948379,2.26614026192187,2.12495060512499,1.75125865549229,2.90459825715924,2.62846135919973,2.57415468994777,2.38006311073218,1.80589537215882,2.66738676151193,1.94135766081181,2.66606780835379,2.72833783644624,1.51726664446277,2.06813167917457,2.60441307071582,1.82923312359651,2.8292519703001,2.37752550361896,2.21188305278489,1.90973003242597,2.60967444756341,2.25500431099479,1.92476180877972,2.94114359920713,1.73147320922783,2.24039552494874,1.86320360074674,1.92786940029115,1.73315869100938,1.22382062473715,2.03160415495852,1.00303497557831,2.2530827498179
"HOXB13",3.40861357566038,2.52779456328399,2.07969325891439,2.34649102360089,2.58610835326504,2.14325788875161,3.08621226956835,1.53612130386091,2.91992188213365,3.32588328967299,2.24704081537741,3.10317681173778,2.31181863294224,3.38467347933653,2.50720999828168,2.69590254669808,2.91130465182468,1.91880707745696,2.51297755286224,3.53492391365264,2.53759834316821,3.23388865281561,2.44952756655615,2.75355697020421,2.62355379420474,2.30941848848812,3.45067402291015,1.95952767447964,3.95918828648418,1.91606854980973,2.15356186485808,2.02194026007797,1.78614439890063,2.10571013362424,1.41049890802886,3.33524543398902,2.24975569375053,2.43225640874646
"HOXB7",-1.26584718252719,-0.777157614272816,-0.896535538545411,-0.925858445213176,-1.3190265994044,-0.984982531775724,-1.18734686631727,-1.04308173854997,-0.752301150392693,-0.616680994798259,-1.47801935550952,-1.84309076860449,-0.249039702716681,-1.65489566625789,-1.22304390178105,-1.13448581461387,-1.03402048995504,-1.25895581558479,-1.27315889558552,-0.20247279393259,0.051622594148615,-0.471306393862802,1.10050810838621,-0.492590268057658,-1.14315802878553,0.0189737910137248,-0.308603630394313,1.05685813844407,0.214679447754746,-0.563054649737135,-1.71830025523665,-0.427576658237793,-0.337401318627864,-0.362663537002014,-0.636219933182725,0.178845143507427,-0.226272114655953,-0.716330607536407
"HOXC11",0.540633826638217,0.639911364603469,0.279276370626163,0.525310903298096,0.418411847497646,0.0866954796874691,0.577893510348514,0.466219536987969,0.181028741748814,0.686530369508228,0.25488323751003,0.523579737472259,0.798806932835774,0.327893996529355,0.275836615584777,-0.171308253229841,0.316635882424159,0.459543040759436,0.702734014403977,0.424221752971113,0.172141739662824,-0.371503996761075,1.1957742840779,-0.227138293443417,-0.135823867161102,1.30847699460998,1.20095877049908,1.90883275414121,-0.0367127991224867,0.919262243101911,-0.29621368057229,0.710541908361879,0.934278854877133,0.737673840573771,0.642999793674962,0.510357943283093,0.557198340314731,-0.555160023183948
"HSF1",1.68830280992548,1.87011191643348,3.6558180681182,2.20860937155544,1.55636714669728,1.46334873642911,1.47138755397209,1.90177242753391,1.62411035466604,1.91001980068469,1.79428176220981,1.64414974648787,2.15434653446957,1.09219125635508,1.75572316131548,1.45646850777399,1.39472783887816,1.85426006924915,1.28477006428664,1.7565527592473,1.66771023816313,0.826112227451325,0.225052039209829,1.28582804109271,1.36098769568184,2.44727917216905,1.3841059319285,1.9999279383556,1.42639431458431,1.63051749142903,1.45537498597318,1.64447371254418,1.75528572656911,1.8736802839788,1.46306177994276,1.37576026150092,1.6149519215065,1.11035732857472
"IKZF1",4.22619102675279,3.48313125939632,2.6513847789106,1.52345321963079,4.57339340142187,3.35161881758926,2.0844364191085,2.71689704936492,3.3464778842411,2.40332465656293,3.57839089633913,3.44573037609654,1.52655819332968,4.08884713722541,2.90861283697787,2.37931933194993,3.62103037002862,2.49376606944946,4.18756239234265,3.42060706644797,2.52137188120133,4.13397245644859,0.96097024180189,3.06062015156112,4.43685383946827,1.71551383788413,1.51841099804309,1.30895062136617,3.35459647129452,0.710421936957636,2.79836392752815,3.1551317392502,2.00455019387007,2.57412701977784,2.77675490990392,1.29934244421363,2.78030684336434,3.25008377164574
"IRF1",-0.7098194800401,-1.0392601230583,-0.752371013684687,-2.36959439609181,0.126987273674854,0.250777651530654,-1.64113296694382,-1.67613302457294,-0.318762204327576,-1.77539542503371,0.397881071688216,-1.11270772067656,-1.57055474023629,0.0551277255096626,-0.152091732888814,-1.77898791195909,-0.331197424311482,-0.0944553503976519,0.82915528729403,-0.977378015535227,-0.84107422762604,-1.2407734909362,-1.38759228928426,-1.50064303121156,-1.7531081576724,-1.47830144419973,-2.04633606605268,-3.02769345423408,-1.08827268788955,-1.7270217990451,-1.76965661200055,-0.757936182534664,-2.38238899101689,-0.588871302948744,-2.03286394502814,-2.6130559252729,-1.21779973345468,-1.47539027229577
"IRF2",5.55568254415868,5.72294955937029,5.63210111131766,4.29251136402706,6.08543053420129,6.15617612855325,5.05255757784949,4.35942825973676,5.46112469485778,4.89683106939422,5.98685585980818,4.88383289724066,4.57952805474983,5.82285384691182,5.55083746654903,4.39008373231827,5.90736725248716,5.24881720973783,6.90866577467385,5.95418580144805,5.22140446552099,5.66946203129291,5.4904433539069,5.35907343491726,5.71549595130318,5.15015485810833,4.95139776857788,3.4752435233253,5.60095158104975,5.28101235476622,4.61085473164051,5.39432453439833,4.13172582362285,6.51990255305732,4.98270789015942,4.19785118920102,5.48426264781294,5.30007491269856
"IRF3",-0.0264144151908338,1.25008908865961,0.582435537273373,-0.1581900033683,0.303270856453744,0.510843961174235,-0.583182156058689,0.176153816155193,-0.348796544388925,0.20472803831642,0.582145397806085,-0.951101531793089,-0.300798905824972,-0.355967137880211,0.219643222028996,-1.06294890816527,-0.497176212638,-0.148364515845446,0.549389413591178,0.815208874840759,0.247466752997572,0.0511373504519217,-0.762789461969638,1.79516523542438,1.93064973563088,0.635472388653993,-0.867502104776569,-0.226986246582669,-1.08055779565358,1.00987001845764,0.115587340138556,0.208787350325689,-0.0681474605484708,2.55372721095688,1.08843029939878,-0.0372041784822478,2.55591200255336,2.34446143566665
"IRF4",6.44881928844215,4.77043697279245,3.98603521340393,3.4465350068183,6.71394225439757,5.64316289644476,4.2589334104046,2.73273447412478,5.11916858319677,4.20530447568156,4.88258526950732,4.37245519854042,2.54690818891699,6.34949339816578,3.71197408534405,3.99416761752428,5.85650420668084,3.50395845643169,5.5518758184846,5.17847840781218,3.65769652112587,7.17629043388419,3.82051244713049,4.98293103779015,5.13384049380826,2.84681862505453,4.17720844648293,3.16613048453832,5.06385335226409,1.90046052027155,2.27393993088999,5.35449152170129,2.39006178632906,4.23349650828425,3.62717269857511,3.53836501392169,5.13162655642778,4.93625522390863
