"","Pt66_Pre_AD667850.6","Pt94_Pre_AD732850.6","Pt84_Pre_AD486532.5","Pt62_Pre_AD608303.5","Pt72_Pre_AD793922.5","Pt3_Pre_E9024733.3","Pt5_Pre_E9021022.6","Pt9_Pre_E9021024.6","Pt18_Pre_E9024732.6","Pt24_Pre_AD436687.5","Pt27_Pre_AD453873.5","Pt29_Pre_AD497504.5","Pt30_Pre_AD497503.5","Pt31_Pre_AD453872.5","Pt8_Pre_AD153354.6","Pt11_Pre_AD153352.6","Pt28_Pre_AD297619.6","Pt44_Pre_AD467790.6"
"ATF3",3.48069184660045,1.90572419049747,1.62177271771429,3.10287054072069,1.24274130375842,-0.429447160804561,1.81156304730309,2.41104643128193,0.954495702009699,-0.19334040292259,2.2856153470914,1.00568107274906,5.32086817536447,0.579951327861418,-2.71444105954562,0.057059548631106,0.371612898324844,-0.154484539935748
"ATF4",-0.149796570737345,-0.182390512909509,-0.141907969409401,0.494513418339289,3.16068649740042,1.1684814921476,0.0151177439247958,-0.225115324524809,-0.443012950963611,2.89425659089918,1.37907872934224,-1.55318705072203,-1.69396720555566,-0.228693699819804,0.237849550179867,0.229666419851543,-1.98784165237498,-0.523325637742052
"ATF6",-2.57959104347292,1.91389255271968,-2.53369571689785,-3.67238702449188,0.368439290822453,1.40035505298121,-0.532540722363979,1.20976649146631,-0.194470372155481,-0.532236740820545,-0.949375474931697,0.952586864818388,-2.29636748687192,-0.502323192208137,3.39078092435868,1.92108934204716,-1.77056283566063,0.344785421289448
"ATF7",-3.27111385010354,-0.56998190842528,0.348564654414379,-4.27932653263362,-0.424395604304025,0.663880881198777,-1.77925582866014,2.30519580946064,1.39478251329801,-4.08871533711058,-2.1421867155062,2.25718597859858,0.397110125095372,-1.10447745177575,1.70930739483976,1.02890967408114,0.423454992152169,2.77849517308234
"BACH1",-2.8781786398357,0.0421973527337829,-0.802654795208643,-1.05750474777143,-0.399065058588223,-0.63749592557253,0.804505858798216,-0.297726943685063,0.377448067325491,1.00200086240215,0.712736516638566,-2.45630781216683,-0.836131371166285,-1.72766578790184,-1.49855728928022,-0.187314754719023,-1.08698286440107,-1.04881687507647
"BACH2",-4.55504225151334,-1.37814849697043,-1.25732867702956,-3.93426459214808,-3.01175560408344,-1.40169779990565,-1.11006660436279,-1.03837600397116,2.45951983127445,2.13904288601366,-1.20037378730225,-0.28698543127007,-3.11177511421792,-0.584423798857886,0.514123179779291,0.363019013451057,-2.43487288257856,-0.176182698202308
"BATF",-5.35765996103206,-2.69491816367669,-2.25399930406015,-5.88563889164825,-1.93053415206672,-4.41702539805539,-0.096284459038161,-4.68138142426723,4.10255107493586,5.74064382729257,-2.52005722100478,-1.36978729667064,-3.73441933119802,-0.0334008256878398,-1.56142220154234,0.5226009488716,-0.743935808358473,0.439466612881182
"BCL11A",-4.04097274406339,0.0419585989730109,-0.327880437240043,-3.48995117619155,-1.90344226644896,-3.09090401469923,0.329607246638744,-0.310020153065036,3.1008654445911,2.69709822497699,1.21565327458865,0.20375221412448,-2.77769167743366,1.05267117701685,0.563791480513851,0.119360155929832,-0.586035695070913,0.6146495589218
"BCL6",4.26667730353228,1.27898711652459,2.37273706578028,5.50075346250597,2.43012680302157,0.656249644039798,0.842868060553006,2.30359235965556,-1.85351906670385,-0.593395645945669,0.310618260152156,-0.708030706689232,2.80734096923806,0.585030755152505,-0.952470872831952,-1.16256484559271,1.24357030022022,0.499019024176503
"BHLHE22",2.48789798423465,-1.39868741567673,0.201899008359994,3.98415415346437,0.750706408716642,1.46455378386526,1.36803977196224,-0.589319321897984,1.06216118321906,0.438958980138153,2.23938009123514,-0.0386548643103696,2.69005669621259,-0.537608010166886,-3.4127610247896,-0.94841743017763,0.724533951663865,0.543414906738044
"BHLHE40",4.39124999474068,-0.070876068371813,0.521617994329454,4.71771984221544,0.43745587533729,0.570973356972725,0.830284767130757,-0.796938264359037,-0.242354247977718,-0.907740971027876,1.79688196063545,0.820748450436963,3.59960694658962,2.91159380251307,-2.80582933744136,0.493335973090235,2.17513010377047,0.385242217491185
"BPTF",-0.343219045167882,0.894806857033487,-2.04045654008731,-0.565908937701863,1.50080603018193,-0.158775344378622,0.539381754976011,0.787550377812915,-0.763211289770469,-0.332440290541457,0.475261311195046,0.0202608204124629,0.845047729424695,2.10085657701728,0.879034905076544,0.410879937031339,-0.871199847096929,-0.482022676445539
"BRF2",-3.56037348319385,-2.28182164379732,-0.37732382313908,-0.562916034240505,-1.98805308634625,1.84863906209135,-4.63121830919596,-0.924175423250509,2.51075127829142,-1.72003759212387,-1.3759869355364,1.8379014638155,-1.06468015633367,0.0803787778429233,0.967324923205502,0.945439884747484,-1.71098695842267,1.16460564488336
"CBX2",-3.82782947985243,3.43352620153196,-0.103363940182405,-3.67454486587725,-0.514442200014104,-1.00873825588823,-1.4933217804276,2.36959663852809,-1.64462132774496,2.46002832442961,0.116953586928668,-1.59635757891491,-2.08349746826877,4.97878464210713,-0.176901945330106,0.636822334388444,2.13585031098349,1.04281893865849
"CDX1",-0.0224589917569939,0.0120742656179955,-1.42058890030866,0.940067649877923,0.608901650042721,0.643572202706477,-0.402504488122716,-0.619899853520134,0.513272411993782,1.92656625207432,0.276349958693907,0.661072011627693,-0.225165782381346,-1.547198104489,0.153077395874395,0.59428800851396,-0.780695718200325,1.31530808497788
"CDX2",-0.662452013114667,0.49809815641925,1.11368910475635,-0.384915007739845,-0.239794188990491,-0.915509417040707,5.15869136275056,-1.03214925863584,0.925317945661765,1.93442729789618,2.08305721336447,-0.32238241123219,-0.111614815293452,-0.284511938987456,-0.346914511473203,2.31497673313096,0.439807540854845,-0.239475394534323
"CEBPA",-4.75647726832005,0.171520020593388,-0.476299741827692,-3.48790334078813,1.16300762227302,0.654476718384982,0.0638868463432421,-1.32551797317107,-1.52976852248379,3.90264732797625,2.38456871458032,1.73231148721934,-2.39547720109861,-1.77839251956237,1.42965404815897,-0.383035170695151,-0.345098407589829,-0.592905891046562
"CEBPB",-2.11314052662954,1.35198553833923,0.476065257797612,-0.286232441360718,1.05820698910895,0.800444839756234,0.681000859894884,-1.05753201168998,0.383107047984642,3.53844201827144,1.21765641804934,-0.325904423639994,-1.49280316857637,0.944168245781648,0.0499021388382063,-0.354564452663489,0.997418099048725,-0.642404954057458
"CEBPD",-0.270090904121824,0.983198395162736,0.590542478109562,-0.419394989098139,-0.389885565839455,-0.560545876474286,1.15613483336309,-0.707810032327779,0.240579128500338,1.56118821001621,1.32722061768225,0.400792657620832,0.200529051641343,-2.3960164732048,-0.541165815762171,-0.276894622920957,1.2272991526117,-1.20219059481336
"CEBPE",-0.0108403733224162,-0.274187258967104,0.157623676441303,0.172439585459078,0.573232822767963,-1.58377847940437,-0.406289805507425,-0.0624940981089551,0.26492134076218,0.787224599249011,2.08910415857935,-0.166101915657446,0.494059815691684,-0.586623155745469,-0.368267680948386,0.131796374685554,0.292666588989919,-0.0944551558300241
"CEBPG",-5.09181455690351,-0.605778821021644,-1.0460228954459,-5.03528029830589,0.105875683494699,-0.123130268998033,-2.4026352443879,-0.0104754461475638,1.06590653276195,0.781518218514478,1.05117664077888,-0.0895392645437561,-2.26110180780256,2.73399758439878,0.888572979029825,2.61160938630445,1.13166297042615,0.781486849894516
"CEBPZ",-0.446401365767651,-7.38785564737771,1.84319178643143,-1.94034248797987,-6.25410362723725,4.46761130759282,2.20962043959458,-1.65644738130841,0.216872163464908,-11.9248720198683,-5.01341478395917,0.90364681589701,-2.68270118751442,-9.49318851102285,5.42081574887242,-6.26414572017978,-6.05506492392041,-2.76446001471285
"CLOCK",-2.79118039733986,0.166985913939579,0.379570160814715,-4.92785946731118,-0.777860297158171,-1.73546859968587,-3.04628814311648,2.14910553853488,-1.36565337503239,1.49258680737835,-0.914517336232177,-0.27759197738903,-2.5392057001416,1.3414220749916,1.53964167511165,-0.473052341940029,2.02574821196378,0.247993941302104
"CREB1",-2.1022109722012,0.111633887927001,-0.0961341799311546,-1.58199942375818,0.273354841518275,-0.015653009228115,-0.162963242399267,0.333921503183413,1.37225822326904,2.56719959524822,1.14595478319407,0.722980037000797,-1.61341405013344,-1.48978613681629,-1.18132752840954,0.0770744844166747,0.39178266863508,0.916889919732781
"CREB3",-2.31334261313683,0.335538047499497,-1.81012764184387,-1.7076904114516,-0.740850307016245,1.43526419591407,-1.8486151052595,-1.4656045198386,1.02956148647466,-0.0928748124188714,-1.61896454910065,3.15142111203882,-4.8144097701544,-1.83319906602872,0.850971866590975,-1.94763408966598,-0.97460345228403,-0.935023454825137
"CREB3L1",-1.447283307069,1.70543744525836,-0.350021035141351,-2.46254505159625,1.71478647076704,0.87843351639484,-1.2708574591583,0.629613982232611,-1.85357806794291,-0.181321649166777,-1.88294398928211,-0.637292799370729,-3.12770889788439,-2.20826176584593,2.15620935073381,-0.321406517380905,-0.710911302029694,0.172098442402522
"CREB5",0.0298587156912025,0.0991607254507396,0.03164589192241,-0.155860415840915,-1.25308764727894,-0.581900909608793,-0.484533570206037,0.011175033424398,2.20702095736284,1.40729987546591,0.297494411232702,-1.43011491850771,-0.570109121594201,1.20337106569352,0.182103783341811,-0.157162492566138,0.28543732936439,-0.108432318855817
"CREM",-5.10557953376104,0.185417412289195,-0.464902432536263,-3.94199264072712,-0.331845849626794,-1.80223179202067,-1.42493852229114,1.40628323303434,3.44374624398616,-0.764702327224716,-1.35563388187263,1.0456913972029,-1.9354528851775,-0.318861206951448,-1.02464004447142,-0.51394552128189,-0.302556193798179,0.728008228360677
"CTCF",-0.518759032366463,0.0129093922760951,1.27618555393595,-0.780573275035763,-0.29361956910562,-0.641326525244577,-1.78967487805152,0.190232109973601,-2.27990943105541,-1.38483716446661,-2.27387973459628,-0.0941514864902799,-0.660464899217915,0.69617661068984,0.55333547203448,-0.616849118462232,-0.0447638790280185,-0.133312759956123
"CTCFL",-2.07782556951944,0.673176494484644,1.32334973493072,-1.92653596766523,0.0841485192253408,0.659155040721558,2.13736705780185,0.671446077888109,-2.77138055403882,-2.58216050009641,-1.76402011565886,-2.09410443720698,-1.73583356110139,-0.994111801571532,2.11267862861615,-2.15984937092226,-1.36240280438833,-3.23360409535585
"CUX1",-2.55520264754307,-0.275274980931725,1.47705264668191,-1.76969772418811,-1.16049982349615,-0.927977955327776,-0.852773778880491,-0.776095354997459,0.45273709578745,-1.51789979082989,-1.75159019527906,0.011285515516161,-2.25997565817261,0.203302240981362,-0.27304921140375,-0.776574100170966,-2.17195572217726,-1.30578618294297
"CXXC4",-6.74269625349549,-3.33896801842375,0.625886494972554,-7.60712902313448,-0.117961864844311,-1.41361127739982,-2.91472682687168,0.437429146363951,1.67405443790285,-4.19951827955241,0.650956359119056,2.78391853589473,-3.27566365764263,-2.28605936138374,2.83903565830013,-1.68771812044829,-0.85689726208878,5.28663961994311
"DDIT3",-0.329407442952777,1.45357404702963,0.535579845783827,0.397639366611808,1.34859702259507,2.08513002510001,0.429133338450888,0.204510269216208,0.594228696191139,-0.487916434393299,0.60327344563843,-0.514711985120585,-1.3309188348652,0.0528739914147135,0.861058754141523,0.859823237478288,-1.16228902982384,0.203446731562249
"DEAF1",-3.19420648748886,-3.30204296729977,-0.579172689103037,-4.73041176159689,-2.85834149098899,2.12961179403841,1.41629454476965,0.942925990832585,0.536347408212425,-5.51986644582234,-1.40945644771207,2.36277248066024,-0.817213505150509,-3.56506097944206,3.4050625150901,-2.58562999528239,-3.91598462889595,0.818040562746794
"DNMT1",0.951793194818404,1.36898402015642,1.85808459700247,1.31002864293798,-0.789861428755981,-0.347034449316876,0.85051108023781,-1.4623736722083,-0.365195297834478,-0.238855998602732,1.25424160761166,0.240714104906826,0.49868412784457,1.4515036779502,-0.391711000962549,-1.95053831972066,1.09837855136089,-0.603726291254865
"DR1",-0.306067023493939,0.159360994150358,0.189111355213646,-0.494689620869423,0.850766824401405,-0.0129727169835294,0.217444951393042,0.357655208836669,-0.484302875551129,-1.03162568061224,1.04696263301951,0.0703701905812746,-0.0170682195390034,1.99224443677254,0.48543110170433,-0.304102694783789,1.50112433613181,0.439274863804384
"DUX4",-1.21650427709877,-1.35911798518596,1.25552903797703,-2.41072066106833,0.383097663707945,-1.83340570277042,-2.174036327881,0.334542674332607,1.51241740904996,0.615994403240466,-1.90330595488105,0.513386401580967,0.821468318323652,0.568975322297595,1.50220546597591,2.16663543792072,0.996501344590258,3.1866274752535
"E2F1",-4.79207178853138,1.88482607733571,-1.66648074090016,-4.12498883979796,1.01682475553852,3.89863417718436,-1.1931774586786,0.641572182997831,3.78691379992444,-0.175128826690609,1.60868449953953,6.55081201127946,0.844818460170484,-2.92501651876549,0.25479892912963,0.280139741050936,0.610536861279447,5.09062585457061
"E2F2",-1.34648702735205,-0.396377470252986,-1.28598522002011,-0.967820563762441,0.991395345299632,3.37813186820435,2.29359676130389,0.119893603776864,2.97438086019387,-1.96295304678251,1.46958799400077,4.27757315979004,3.17080049053704,-5.21615231903027,1.13962035916718,-1.35020714997183,1.45349377730648,4.01285547562391
"E2F3",-2.20190419901566,0.864109308200165,-1.83158148460347,-1.56127368481458,1.98209807843336,1.60487071545415,1.83413037553922,-0.201029626903964,2.70454512580159,-0.391686662911591,0.923693909964212,2.8044374623856,1.45304180711185,-3.00080916073128,0.394459992132282,-0.52881387189616,0.316187555661459,2.83301993077033
"E2F4",-2.57838004506676,0.529924580686028,0.495515786440243,-1.21382092193621,1.43253097641767,9.27262117329976,-0.0519807150698575,-0.417502600095769,6.47104094264752,-4.34049580596411,2.79062455178114,9.799081084907,4.04518307332924,-6.79619883213609,1.23061243211866,-1.90006496287086,1.81922908882558,6.32398866541561
"E2F5",-0.969726678084426,-0.0169651295528792,-1.55087381889226,-0.777023709807335,-1.19611922443826,0.660946329234195,-1.49009173152387,0.294638786959051,0.0138050402832876,0.165033076826832,2.35455067337671,1.85783731453634,0.41621483875403,1.04735632884987,-0.0296717330427992,-0.622266523781699,1.72146605032674,2.66960645510547
"E2F6",2.66909649206834,0.627909720824283,1.33100477757008,2.66370954564893,1.62994423439713,-0.43085984759706,-0.0635992348787376,0.719527971357876,0.560786135436104,2.06330053045249,-1.80376194805101,0.294922471639302,0.227113056856427,2.01081387683867,0.735320740566141,2.99033823051395,1.13323693593369,-0.427864227947424
"E2F7",-1.40897066310868,-1.44964262088692,0.716032153536513,-2.23557650202028,0.859431047256359,3.31749552315568,0.108844701719976,-0.293568443679464,1.42880425390122,-0.585345530617537,1.55630738068757,2.49764981971099,0.0631432523844207,-0.289640602010746,0.958259864083064,-0.136988737852276,0.704410805355432,2.9113493052693
"EBF1",-6.55048341496686,1.15061527882687,-1.50009426659269,-5.98894019524178,-1.80419695926042,-2.59409008112988,-3.59874779928517,-0.0141399525065679,-0.240889263209304,2.02202667010805,-0.752920581430556,-0.736282846406192,-5.24243208646963,1.06942918537079,2.62925560079878,0.577656619941399,-1.59514849991232,1.26626064862702
"EGR1",-3.94908512508315,2.40602767419508,-0.334978399714284,-3.20855052873113,0.958288998291983,0.690559337202681,-0.348057396161723,-0.354167153390921,0.324749778010114,3.45586677300214,-0.419865563031294,-0.393236738234463,-4.00274878338348,-2.11261555664252,2.60320748902115,-1.61397845074934,-1.84713907764607,0.024164357575718
"EGR2",-2.03203479078774,1.09687778641939,-1.07972527181577,0.557510739303783,0.0141328748437098,0.527958420202097,0.660036469885325,-0.74188816907972,1.0535069078359,0.371670644005149,2.71626889778518,0.643816581385274,-1.27824208273793,-0.368487134554212,-0.212652937234517,-0.188796250724274,-0.982599320608256,-0.25113223544756
"EHF",-2.77529517668616,-1.13098204111825,-0.0477480156342671,1.24441628725322,-1.75133496070039,0.846031152497216,1.0958054633849,0.469536329256116,-0.194119048515434,-1.54341462364561,-0.940259133459113,2.22774477209996,1.61763600490115,0.85757329665058,0.18948193223144,3.22680090676926,0.821218056552968,-1.95708743432598
"ELF1",-6.56007183382892,-1.41166712462765,0.366820908869879,-6.59569700766729,-1.67884469157183,-0.560899879230347,-0.558413946524334,-3.82061029420256,-0.233433419757092,-0.417150028721661,-2.70909464951567,-0.782009437287616,-3.06516031522248,-3.55413539958369,1.3978357245581,0.490787306633926,-1.105303512003,-0.930981114974907
"ELF3",-4.11132582021227,-0.906058507504134,-1.77874522828561,-2.14367071909586,-0.303928430191334,0.407076474809878,0.124143931461996,-1.09315133264567,-2.3567016253361,0.297702803087249,-0.570872184093274,3.23628357244688,-3.05640417733695,-1.86769333874373,-0.819738935177736,3.26821088719788,-0.00430385930452146,-0.417757218574361
"ELF5",-1.44391429199915,0.0943061584868265,0.166579791341606,0.310120129209747,-1.51414453496428,0.384093959344227,-0.589885720866459,1.01183562715984,1.06996254793819,-1.3025239343442,-0.346843777661427,1.8894964447668,1.09474325928964,0.128696576029661,0.737703636030804,0.80454895281745,-0.0709704514478323,0.505015318860902
"ELK1",-2.6324768832086,0.0317581635722209,-1.69749172148741,-1.59462497725054,-0.595912179410148,0.922535173396882,1.01219008250344,-1.01552228601209,-0.819956811043799,3.40115578463367,-1.89344506051178,-1.21751845984186,-2.59452261104764,-2.49408004275988,1.59910639607294,-1.06587758228803,-2.4052282115067,-0.320973866119595
"ELK4",-2.47177280812326,-0.380039501188908,-1.56583860841387,-1.41751355677094,0.688680005934695,-0.0618977876816885,-0.957548079741701,-0.260275109670261,1.81979406755588,1.71648909775576,1.0452846758966,1.43329087788414,-2.05738407229165,-1.17756087059467,-0.00802840508594698,0.781726399785671,-1.63395534805869,2.14874533842131
"EOMES",-1.3148270405619,0.356191461990331,-0.128947836070208,-2.90055857437035,0.216068491771987,-1.91927632200421,-2.81377676079724,1.64755036805439,1.26746746737732,0.652062769622232,-0.386798792829056,-0.982631555028628,-0.812642423569653,1.73517744174643,-0.236082469559147,1.21602340882354,-0.498407538567105,1.4182635433984
"EPAS1",0.938425097529078,0.655996422797571,-1.89705519058353,-0.41847602462958,0.617501246796765,-0.0365812378046675,-0.012946116981472,-0.110406760683781,-2.22404629494115,3.18261651246493,1.4062608106717,-1.22305752747663,0.613455585063603,-1.53884514791515,0.990673883632557,0.108826306176201,0.800926762918274,-0.532780290104004
"ERG",-2.56158040760276,2.78577484055401,-1.14703044557577,0.0902766381774327,-1.70813420033879,0.219101261470976,-1.18916793670307,0.418685498482845,-1.54067297795368,3.08228404639941,0.378893191694675,-1.33698389428529,-1.02866194987206,-0.347242839773889,1.52878340284298,-1.08961608117136,-0.0312431553259109,-1.31485783462715
"ESR1",-3.0669752431072,1.0002752179298,-1.63206633960833,-3.35817275679708,0.521800195692719,-0.52682235584435,-2.14443228849511,0.351088629078153,-1.64931588371667,2.64537165964458,1.33165669213675,0.265163078961919,-4.35162748733893,-0.229365358030412,1.41894167351293,1.10914516656499,0.0719305438396848,0.108763980561209
"ESR2",-1.69793063776544,0.0855355401148216,-0.664506631602565,-1.27303571458655,-0.243760318333535,-1.79980404688067,0.7464332416566,-0.981352280986755,-0.380404242823743,2.66810360441272,-0.677596328770244,0.100143415190085,-1.27386340471022,-1.41875717294009,0.526366585736256,-0.615008546002773,-1.67921735162491,-1.9755895687082
"ESRRA",-3.71817620410898,0.141384185824648,-0.26125675185339,-2.8337823858041,-0.871724646485009,-0.406239995639309,-1.6611968430218,-2.61417556219832,-3.44120619430015,-1.06353400649169,-5.5924403693752,-0.6744294110864,-3.75436372478018,0.59178059682256,-0.038500214762613,0.042230340087298,-1.69137596344784,-3.59992656789288
"ETS1",-4.82452107686033,1.41540277963607,-1.67823734551665,-3.14414553764557,-2.35409516605935,-0.80590906213267,1.15802075513597,-1.71025455858332,2.45642310506102,5.10426525894916,2.16850911276751,-1.37461484357082,-3.02687316304307,-2.28456163087855,0.728380825487426,0.384707059692789,-1.27741621879833,2.37009710734294
"ETS2",-2.09046559145102,0.85756358422048,-0.621843186685185,-1.61688705300711,0.694351491514969,0.932297250765415,0.898342171592398,-1.19327429101763,0.57274856506882,3.7396036344064,-0.954732060896737,1.00996995969744,-1.62656624107241,0.0701642754032195,0.547916619780553,0.522727260807914,0.00453882173563412,1.71153067419951
"ETV1",-1.85439327825307,-0.969584700306516,-1.92992734343237,-2.24532510164974,0.0165916693914402,0.231233209605964,-1.26410834659266,0.148875601418969,0.731468562656447,-0.824526090559657,-0.1517994803774,-0.706923244790119,-1.22026985486102,-1.25770213553599,1.25840853497015,1.32635300385932,-0.638554945077011,1.54161754622645
"ETV4",-1.5805368362403,0.85143281103225,-0.171715301221811,-0.376703608166803,0.0778835529578784,0.34426711576147,-0.411759256595855,-1.01350306028858,-0.212208294641392,3.80363238483818,0.0615064896262433,-0.908911322562114,-0.399153686335592,0.062516247860344,1.07284836405649,-0.640761289327463,0.62596490655893,1.24740644442
"ETV6",3.12592431754779,1.28857067448971,1.30124002070239,5.87649965510056,-0.374084829628938,-0.0248754906269448,0.76768654891686,-1.39416251653426,-5.21570971553965,-1.76286884910807,0.162043079676224,-1.12035988792898,4.03534433741785,-0.322641939286413,-0.124488072565407,-0.817386762742672,1.10674551846831,-3.18409739459318
"FLI1",-0.503462074429164,0.790474043842394,-0.304226520639754,-0.539519835565015,-1.43268138087119,-1.32966435799633,2.68162839474649,-1.48169003118597,-0.351784101355437,1.90402928521703,2.68206223264017,-0.512965533026896,0.762331578167441,-0.324051410236626,-1.09803582070957,-0.142407894844088,1.86074937046934,1.00401421985005
"FOS",-3.56174192051094,0.431632848183731,-2.75319000850903,-1.8343100825387,-2.09711295125992,-0.0559735053730997,0.0465202271259126,-0.363830792621616,0.290618918880012,5.08648316890109,-0.675946056195876,0.0559711422612615,-2.3124747142837,-0.377186136619649,0.866404692841201,0.803704100827935,-1.36629224076755,0.885289090637289
"FOSL1",-1.25805639726536,1.12385916980475,-0.316046683823988,-0.455938158056657,-0.31427827642681,0.3518747849403,1.00229757239189,-1.26789973620466,0.691573385299717,2.50687917651876,1.72304094328552,-0.781158623905051,-0.442492541061775,-0.0657499026558727,-0.581413566269819,-0.203896950640466,0.482623134708022,0.973952983966975
"FOSL2",-0.857678727467726,1.6160893825308,-0.747639185823752,0.652127825714957,0.495690133567683,1.36234010738396,1.31330280463549,-0.125760461936114,0.248983800290231,1.46129851621149,1.65325897667663,-0.193178188777167,0.576256843539853,-1.18320665071977,-0.722783926266911,0.53512005573312,-0.275455775865892,0.683250941003692
"FOXA1",-0.0123913084120954,2.04125354775537,-0.648527640747173,-0.242299492398823,0.812177956583664,0.345505770533979,1.25121591529413,-0.838491946669742,-0.432574218607846,0.607875368097087,-0.574811896655579,1.65416057535725,1.18145787491403,2.04997920198078,1.13849544510092,1.99282458842343,0.734680110528259,-1.05377157294568
"FOXA2",-0.0619843914171598,-0.478130202912108,0.730658135097098,-0.102863788462563,-1.10790660557931,-1.15264360370227,0.0526025015166481,-1.06741427039957,-0.657093292494193,0.150766956831537,0.52271633826178,0.743656270358778,0.312567108949768,0.596114826367353,0.251588197666741,0.364120227998787,0.481264112917026,-0.912506916038999
"FOXJ2",-1.27186430449553,-3.16084431384935,-0.928147825924359,-4.01442785288852,0.744938205037524,-2.37810845474891,-4.10225629163502,0.838876540046555,2.89234910440785,-0.0443852254793192,0.585860389051092,0.726162422866851,0.0511631955091669,2.053246822159,1.19769170774068,1.23796098311252,-0.250367624251345,4.10106843365919
"FOXK1",-1.04759789702016,-3.11582372128229,0.882337460393316,-2.15736680558153,-2.58277094206535,-2.67207049652486,-3.39264693156742,-0.518692937784205,0.720090523437164,-2.12305023562926,-0.0301084175409415,3.39532273577237,-0.0179580568586352,-0.651803896050014,0.781338980171621,-2.01099060816735,-1.16297087225926,2.5134224790762
"FOXK2",-5.78003187205236,-0.489310447247609,0.486852104243334,-5.40473577347264,-3.41750905885043,1.53619982062242,-2.5642252077864,-0.976289629467289,1.69907831452297,-4.34281114734253,-1.54232471385824,2.81287178184574,-2.30367001123016,-3.21327853874411,2.49090252525261,0.281488253091689,-1.47354040217717,1.32387429206305
