"","11840006c0017r","11840007c0017r","11840008c0017r","11840009c0017r","11840010c0017r","11840011c0017r","11840012c0017r","11840013c0017r","11840014c0017r","11840016c0017r","11840018c0012r","11840019c0017r","11840020c0017r","11840021c0017r","11840022c0018r","11840023c0013r","11840024c0017r","11840025c0017r","11840026c0017r"
"CDX1",-1.28568899776417,-0.147289962152399,-0.682252271491109,-0.416739708586106,-1.06445759800194,-1.19419870196518,-0.470439616824533,-0.75684244119877,-1.53013560514096,-0.96200134251769,0.0881962725397182,-1.03326014636175,-0.86246522908002,0.0125422947164426,-1.77172672154848,0.390396482334261,-1.50125138073764,-2.28949498935202,-0.232893428708838
"CDX2",-4.01437854554775,-4.13384638424236,-3.43329618731887,-2.56881901179827,-2.48179280613772,-3.89089427020248,-4.47312244937892,-3.09385901345959,-4.32151701771941,-4.66901069080243,-3.27875045126163,-4.08684239970962,-5.14039938500196,-2.71685583620574,-4.24490373062919,-2.31306141648862,-2.71722538874827,-4.71540638507391,-3.26088673358418
"CEBPA",-1.04015829259483,-2.5325761516067,0.319901744546977,-2.42772782347251,-1.44635701096725,-2.02172266427352,-1.39260908925463,-1.18293425777784,-3.59037861581391,-1.85940079391017,-0.855018700118269,-1.94610959129005,-3.88613476273579,-2.50849044466172,-1.81333738566603,-0.308289503927063,-0.816281009214528,-1.98330800610335,-0.951100005079674
"CEBPB",-3.34129929985113,-3.13933161981316,-0.693316520105836,-2.20753017025834,-2.45521438682803,-2.96356243756281,-1.31387725944591,-2.1208789505412,-3.40983040256718,-1.58916276052251,-1.79810452610338,-1.32444530188144,-3.20363945624703,-3.0469566363273,-2.03416960829596,-1.68634211758736,-2.13396998720721,-3.48976463285521,-3.3193644507954
"CEBPD",0.41771190837775,0.205747382639123,0.356969320676017,-0.544578039239478,1.72879532105108,0.204448169591066,1.05509603156119,-0.116063492300143,0.213475013288932,0.856829023947412,0.917704240119841,0.875903839435827,-0.218482793630912,1.13706944916907,1.31524392271319,1.71403527656235,2.08541516730863,-1.64050607276495,-0.699501304268651
"CEBPE",-0.468801188346119,-1.17636417767754,0.656401120964914,-0.578800725235693,-1.31224647359564,-1.41764313654387,-1.3233260170576,-1.08591537461523,-0.749087839975827,-0.78471096019951,-1.14075513252938,-0.376203787757587,-1.48738270504986,-1.29219885060567,0.0912504949145449,0.927294446369327,-0.779877559000786,-1.35645485860264,-1.00028560336464
"CEBPG",2.08916951120718,0.85187651040561,1.6256432595339,0.998548311320527,1.4855942734958,-0.373679025521838,1.35967339429484,0.628038123104719,0.563153282107228,1.17714039772399,0.0101793822792419,-0.0200327498477437,0.643579602113587,1.03572091469183,1.11988338032859,0.574222357805424,0.921079343922282,1.35766981005054,1.93219861040831
"CEBPZ",6.57193361458991,5.5617532650268,3.1793152105548,3.50227474547467,2.7421782187612,2.83977072912608,2.79153394974451,3.4244737960591,5.68986143502478,2.520151936532,4.15758083911909,4.50253252422103,2.2543516124533,4.35539086186829,3.7890123860748,2.62215281856968,2.29859134474571,3.86630886274848,3.26453246242379
"CLOCK",-0.335576583311589,-0.399206289011461,-0.1834028692987,0.362331126590859,0.451741273425824,1.61756017641625,1.46487571774932,1.78659123623813,-0.196784745335581,0.587975731205104,0.680623497435231,-0.242957690626398,0.428796340745558,0.0148195584512692,1.87943001744808,-0.283953248940174,1.21614358353765,0.553683069036505,1.51467413298898
"CREB1",-4.22887013820327,-3.52338783066436,-3.13014319392444,-4.21107244775218,-1.59371196473675,-3.73883552095237,-2.61280113569341,-3.121787473941,-4.03906540809011,-3.90862886868741,-2.8023943987207,-4.28360501780483,-4.39536165535747,-3.3296142901792,-3.77271328795082,-2.13689177729944,-3.12715958569159,-4.10718145329166,-2.63525002140741
"CREB3",2.08133295644991,0.715948875297095,2.09440643241421,1.02494328840288,1.19536305644238,1.58571754471878,1.25322444974646,-0.217909326076498,1.36810849562217,1.13080861051052,1.62047277976205,2.17189604258728,1.05680026301408,1.93158683278271,1.28858665147847,1.35736383541119,0.218176144829668,2.38811363662699,1.86965561402059
"CREB3L1",2.28849050961291,1.23807144873201,0.752463585868375,0.681973233590981,1.64613367699393,1.22312844182256,2.08286260201043,0.627223166796399,2.1016452919803,0.934271486810591,0.590573866245529,3.06783005806917,0.35212736295117,2.42089327611683,1.00186329885171,1.07719295661409,2.20601314419694,2.78947802256307,1.95160911245638
"CREB5",-0.423503406433667,-0.179776259522374,1.95184385300701,-0.653771721362795,-0.841516090698078,-0.262530678470936,0.302456889149155,-1.12587484936888,-2.70516218260981,0.454778760075435,-1.25961481583682,-1.02407836495475,-0.714193173036227,-0.0969108620025897,-1.16733372973407,-1.1520322209376,0.838406620849704,-1.4739317645215,-0.509315947134588
"CREM",2.30197214596603,2.13268262432784,2.77842356833895,1.45388889620911,1.47503217448609,1.13788325893709,1.82544970625579,2.21848513583514,2.24249539205629,1.57681093237676,0.677470405449593,3.3185071442759,2.44413268477491,2.71777535814406,2.69434936219837,1.33222854294673,2.16329688007334,1.87818444410406,2.95154714323094
"CTCF",0.846819273820271,0.630899124234799,1.18333697391411,0.733944425335587,-0.167167415205149,-0.877537170617076,-0.252451450574255,-0.125446323891145,0.937923057189766,1.44362390089461,0.0352905020514385,-0.72106422231741,0.0585011683920699,-0.471286670875197,0.0844570917896422,1.39723561643635,0.537038048070125,1.00992676996672,0.293680920888292
"CTCFL",-0.426534289029051,-0.794741343339879,0.0442493235134274,1.27066437474429,0.332330618250294,-0.003559562211094,-0.0102000013762331,0.252487756326827,0.0657075395064249,0.495857247669022,1.16364534485988,0.552466058493019,1.1788399513503,-0.257446185552439,0.69406674331717,0.0128852618528341,0.183797750421447,-0.530946725980716,1.60144350767125
"CUX1",1.38105859005445,1.47823619159314,1.57639427831012,0.120608152440112,2.23747741074512,1.21085959267266,-0.558950008622733,-0.132506650511199,1.29187392215923,0.329369552341796,1.7068168832625,2.23218942118309,-0.177570649920831,1.94807615140352,1.53457072959039,1.83677514429142,1.40207479799188,1.16116461573594,0.864355122072522
"CXXC4",5.12370787747681,5.48662880682121,4.50481035670028,3.91076545960226,2.41379485747555,4.0210508787807,5.07643754775216,3.84769023670089,3.78347139516079,2.89947264546133,3.40083280910782,5.37483311507277,3.67216379805778,4.90009242748354,4.32338880407755,5.14464208831842,3.56653446316627,5.07912264427636,3.82721849539737
"DDIT3",-0.385001224298787,1.01106616111222,1.95266993616626,0.791211984529312,1.74406792364273,0.992311467084278,2.02873791128181,1.46177127855649,1.08939098348244,1.84281215316734,1.02282820885843,0.345852169731639,-0.471485388134673,2.27683830194902,-0.141166757590668,0.776411134187778,1.35902741368101,1.18653416578228,0.372473080164331
"DEAF1",5.55108207703997,3.00669684350917,2.7698431963977,2.9778096235535,3.96481712232044,2.81751643254263,3.50910804134065,1.37033594862454,3.69545948180313,2.04885039382174,3.01747764806533,3.79364146978204,4.07257716503855,3.29490460692996,3.12442217123871,3.5514677860512,2.13289807656056,3.18838118561171,3.18437649738542
"DNMT1",-0.848885839092758,-0.75533195914771,-0.78054850170845,-0.438350880011188,0.0929037122799662,-0.460145545052414,0.255798344392374,-0.0639727401282431,-1.41082600292841,0.155787089568526,0.320937736579015,-1.09548960215311,-2.23325615941882,1.87283901016933,-0.678662401811046,-1.7677624449501,0.374007337443176,0.181963557037654,-2.48234157674623
"DR1",0.0599834722869659,-0.711834156332985,0.223739378461154,-0.909537161456591,0.178514865912464,-0.918249638862852,-0.11330467814998,-0.287823616646724,-0.95567129137172,-0.425681628124675,-0.000463769707363171,-0.123174669892366,-1.33944315993244,1.04009988887591,-0.661731930438144,0.210483324577622,-0.0709052998769418,-0.703248080514848,-1.2025443246693
"DUX4",0.386679901917783,-0.266466828715397,-0.340540494286473,0.5834349811484,0.48585026577364,0.307912228554099,-0.596787329059817,1.33174260844684,0.65598928090752,-0.377756327274656,0.931115347195241,0.512327944256618,-0.10966276141104,0.768379902129308,0.317896294361837,1.1056804065064,0.27641464687001,1.15636388731657,1.28242142921528
"E2F1",-0.107750360010717,1.6516463330041,-0.115240226107045,0.555078207057868,0.419995048712327,0.944273251770829,2.3350940546279,0.491916374190165,0.829568069970399,0.129826659448843,1.8547525448152,1.92995735793629,1.48885386203658,1.58146240646757,1.19850777325082,0.772289642113692,0.0420758767720638,0.540342359704073,0.311536377386585
"E2F2",-0.679462922574144,0.696420045727863,-0.620449151995003,-0.134708001706783,-1.6272997659261,-1.2339258268547,-0.0357947912976798,-1.57429955077811,-0.143879185431492,-0.87332530316937,-0.21413351687923,-0.168948047035824,0.736307662478466,0.396783152997024,-0.699034540730742,-2.30864151070074,-1.47513130792142,-1.76384178342299,-1.63832241101818
"E2F3",0.657406211226282,0.713627809881254,0.123279865288584,0.326579919368527,-1.20092343782405,-1.27562572968346,0.145535861993393,-0.306937672723573,-0.622194013068698,-0.791760097720056,-0.564266989024834,-0.550254741850562,0.0384379276145055,0.138247001740505,-0.52505891199528,-1.2782359947582,-1.00457059963527,-1.22334330668761,-0.162637087241889
"E2F4",2.59031066977419,1.84927459701153,2.13154147014067,1.29771296016779,1.31734884221716,2.30419519267305,1.54673210926838,0.479464994631115,3.22706795895544,1.64652935188249,1.26847460346839,3.32342001004338,1.8628350045366,1.89878311293053,0.300675090846161,-0.0666932818159934,0.710461557458387,0.117447307640891,0.92334733263379
"E2F5",1.28734241304037,1.21500793585786,0.5453465806043,0.0485423689317643,0.79008805789612,0.3979508703579,1.25976671793721,-0.141657322354987,0.168267025747624,-0.230692206107052,1.07957412994241,0.809059259701077,2.71838765386601,0.0910163613583348,1.27278117541776,-0.646312896096457,1.00430100559907,0.799495018573587,0.843218821068271
"E2F6",-3.05783939538028,-1.58049520871462,-1.874134446491,-2.24553944898583,-1.63747624696454,-1.57516043790268,-1.36823846022627,0.0101742583311907,-2.67650805617305,-2.48579248151587,-2.86776040005573,-2.13172619996402,-1.87949314212596,-2.86154008904803,-2.11082221080625,-2.38118840574933,-1.81125390661437,-2.17157472706961,-2.94569081798223
"E2F7",0.14899355068956,2.78674990353032,3.7214616133845,1.2434560405265,1.88917682435899,3.39422020660272,0.8970208534334,0.697950655910639,1.65933004680641,2.84941503423152,1.70159376346185,1.96200032066669,2.30136987714319,1.58197978679428,1.63154125881459,0.922131898540918,1.88939731986733,2.04873771860306,-0.0543030784775393
"EBF1",0.930823617618787,1.84329108046779,1.21092567685142,2.28744190341471,2.89446892980453,1.57668972136986,0.97574396970407,2.44912449478432,1.03868589624063,0.417104216380423,-0.320884557649888,2.18508215295066,1.17703877464634,2.2896701945922,0.390777676559585,2.10523952139768,1.60169695500468,1.60332502249543,0.284091169365053
"EGR1",-0.804222682782992,0.525485613978812,-0.00448714332162732,-0.103178286061082,0.0315131938531936,-0.107618512684833,0.190341515860158,-0.182864942414468,-0.291096290254394,-1.11076740183821,-0.164058014794999,-0.75563944525054,-0.105088178209076,-1.11244635094926,0.184483257997665,0.0391708722299535,1.64798448652498,-0.448221305201018,0.650503051156097
"EGR2",0.39427769852899,0.298742600624924,0.909788123339599,0.768105254515762,-0.211778385869203,0.248314476079848,-0.263302407677664,1.52646349657063,-0.216095513479552,1.0176141416986,1.49985254926736,1.41273058170614,-0.618143202066787,0.795014721645603,0.544502853080662,1.13365722329495,2.25486526583448,-0.680868941013672,-0.0646362858416575
"EHF",1.3825060408017,0.956040661737607,1.1078072406815,0.94499635977781,0.615824273035046,0.179785688788174,0.735440021417176,-0.960250528055944,0.145081767023323,0.415577729220679,0.512596408692505,0.333102898567948,-0.467499209096162,0.00663080232405335,0.16742000387286,0.298703113919813,0.346591551099005,0.637974023094703,-0.791150109560131
"ELF1",3.53851875675198,3.19725420975324,3.45197990692176,2.31251583111585,1.95943567341318,3.43430098688119,2.83208471712057,2.53136258239438,3.38461489990302,3.45544547294736,2.43117836752014,3.66644421997963,2.92112975898221,2.31150464934247,1.90895555189555,3.04740678173425,1.7698847584239,3.37879032299883,3.97812563620642
"ELF3",2.82785938701764,1.33182709355871,1.09409853860976,2.19813812220369,1.1209696027777,3.22157417610604,1.70543424229376,1.18193941139382,2.21351040399218,2.76046644684599,1.92940599638811,0.852193496561499,0.999109285208998,1.48114371514771,1.01070603274238,1.42015922907983,0.757771545256216,2.62096654245147,0.765022179840747
"ELF5",1.91708884439795,0.959783719928524,0.0535841879787912,1.18933549237001,-0.0233964334974918,-0.109374941154345,0.857197206919442,0.509534493000562,2.63025005279336,1.20887116864805,0.111097970377983,0.447320637766262,-0.493488629682851,0.735582068722566,1.51717198309608,1.33728750075143,1.03118059654107,0.758089906472362,1.33613072359639
"ELK1",-0.559907254732192,0.536692337646246,1.51253853329555,-0.0187552927119782,1.1240647742619,0.647729666155728,0.28942137832703,0.606773813597581,0.109173845843543,-0.578917180732641,-0.466295503049832,-0.0355750812312984,0.575911633897225,0.206722029670389,-0.598450808281132,-0.148428781273602,0.877863357076205,-0.829701911880997,1.12392863125078
"ELK4",2.11726195714948,1.52616155218427,1.99367498239891,0.589323531117883,-0.161266115597039,1.96689067240669,0.261063502675351,1.48072302264506,2.13541975519331,2.64859472936978,1.32503258941497,1.66516255809294,2.44405482802108,0.853055731160548,1.7462635409129,0.68187455512021,0.524466909708719,1.23613163997148,2.15576599118223
"EOMES",-0.54813761840689,0.841405772139422,0.599073061205448,1.27646389286738,1.27243888881584,0.786340405461028,0.741875623202395,1.63754748097246,-0.695612248866012,0.760214581542446,0.0225092617420162,-0.290292085345846,-0.185366015508578,-0.409955499847111,-0.240537416106145,0.971965808720237,0.456197752630105,0.11238682262226,0.821261346760827
"EPAS1",-1.86560378340745,0.879523473985001,-0.235276029508412,0.956194593797435,-0.686162882511233,-0.774686322320314,1.26126023036391,-0.318439916031749,-0.812176156696604,-1.57572870690152,-1.08834535279173,-1.63871893182305,-1.69878582205812,0.367679905034372,0.186419337058347,1.32527560088343,0.602766959087632,-0.953749951952461,-1.06256205474814
"ERG",0.131195502560314,-0.297645468493102,0.0906289936232754,0.0187454780560514,-0.831060491447044,-0.915630385952381,0.326155130323149,0.0793144018301703,-0.12590497342867,-0.863775327886603,-0.205302430447538,1.13939868852218,0.0326156252152835,0.103225253201651,-0.883305016934179,-0.0209267878161345,0.787962471680794,-0.663047213133654,-0.936986762281828
"ESR1",-1.10968532363106,-0.612061184462452,-0.303637598283566,-1.28066755076441,-1.29486518640933,-1.2095635123303,-1.56046948130596,-2.57482182667107,-1.36342204543591,-0.497792219371742,-1.51789913535367,-2.72785426390922,-1.26845099503007,-1.82092060229471,0.119352210610423,-1.55124379914492,-0.586418446013219,-1.7126541518615,-2.08529237780329
"ESR2",-0.82622937387221,1.28975155576986,0.65365330135178,0.88233497868108,-0.135592897766257,-0.723880723953202,-0.128419416986939,-0.0310331801513877,0.621886141957112,0.827946169092001,0.939514196608583,0.865506906279227,0.385202802617201,1.45370762574696,0.435639808601801,-1.27917354605478,0.926930421759109,0.554942410580043,-0.370718800108754
"ESRRA",2.67968327688165,0.875030128820557,0.886833858520027,2.84570216669726,0.613488691301023,3.05740542324489,1.55769886449681,1.76444677542325,1.38626122693834,0.879186350870794,1.54185635577753,1.64311936381783,1.61595529419401,1.67933481609956,2.11735152526208,1.82513933251956,2.28135981556638,1.9729306302262,1.22024033503673
"ETS1",1.43578436597691,-0.0384289936097483,-0.283873207466343,0.641366720649101,0.557073869168114,1.46522298608048,3.18522804269722,0.848188271568421,-0.295242355042508,-0.140081542905284,0.70541861593735,1.22954605027764,-0.250984483755875,-0.943052125350038,0.525662458170973,1.2836133892301,0.0386186401737085,1.31078745597333,-0.849724312702919
"ETS2",-0.319295729655056,-0.549732653394744,0.417569835210568,-1.24954976236227,0.670167293982795,0.0220357567253756,-0.155192723751701,-0.378116785568693,-1.11680755514229,-0.761526529799522,-0.931949240902406,0.211286019323657,-0.604752992250924,0.273506393432358,-1.86900123741784,-0.755108914661824,0.906760589916324,1.34722700487168,-0.379064849810067
"ETV1",2.02392881655448,2.34749408038201,1.27155552405272,0.168425101465747,0.410048393446494,1.51077772909416,0.574745206001225,1.41563180671124,1.62108340531877,0.983040750957579,0.617397861678923,2.76966537198442,2.36844718945791,0.393441955725778,2.24873613397948,1.40169582527015,0.866878688283129,1.75674859098553,1.83302877541257
"ETV4",-1.34128254050823,-1.59638945158292,-1.14974222489572,-1.59875527716826,-0.661668722028356,-0.563593807704671,0.531273173320044,0.0932665276978584,-1.12602540281532,-0.151460473913666,0.387444223369654,0.0446909053004646,0.174772260383674,-1.00945815389748,-0.924718776474678,-0.959900584241433,-0.944494435353539,-0.944194281740289,-2.08184403696202
"ETV6",-1.74836698075039,-0.555215296096319,-1.39234350714208,-1.77271465426216,-2.40705785872456,-1.50060230239284,-2.5892660394003,-0.993473443229282,-1.66579183365857,-0.923498707427482,-0.626086595874294,-0.899859901010628,-1.42675460596913,-2.21402096128492,-2.21028029193864,-1.00148154744637,-2.97750744476554,-0.895573440834012,-1.01655281756145
"FLI1",0.303781534498004,-0.974305861738014,-0.423136049202249,-1.61981733841902,-0.404268561339082,-1.49448834488165,-1.61717244277662,0.606530657205073,-0.514113614704576,-1.06861476010126,-1.27276901652078,-1.25009528851342,-1.91440946055715,-1.25484356439654,-1.46432112058115,-2.18278878565122,-0.31181566264774,-0.809513224487291,-0.0758326059587264
"FOS",-2.31293453050538,-3.16706854840075,-2.40922880713577,-2.40101347225949,-1.60549356778652,-1.3247774421696,-1.28224840395471,-2.85557935309217,-3.39184421922646,0.0567936831710279,-2.64519135072634,-1.7189280892628,-2.24624129100426,-2.09228930332488,-0.389018971389701,-2.09926428142106,-1.58773234924888,-1.02704514943946,-3.01498003896405
"FOSL1",-0.700355090305548,0.576346150032922,0.714313231112695,-0.773722440996736,1.06603443704227,0.19919841330638,0.482505800335861,0.800241354865413,0.899618440409522,0.931103842987147,0.482326815333859,1.28372847771577,1.36038829788428,1.03819011091613,0.085515493045324,0.139026228867871,1.8526708920737,0.396181694289652,-0.289150885670255
"FOSL2",-1.64616676058132,-0.214794253457842,-0.101945094825481,-0.784187306930929,1.29453798350816,-0.404901260259601,0.000231834134586828,-1.41956323984727,-1.23665409504584,0.195749408157434,-0.597646069344029,-0.530510517043074,0.37747025191923,1.42135526539378,-0.79838104338171,-0.645751848923522,0.642666221114268,-1.56233998885567,-1.2301058960889
"FOXA1",-1.39272785285655,-1.16615541436454,-0.391029356890176,-1.25587473270527,-1.27900356285384,-1.11267181313476,-1.14030320379048,-3.00411312191514,-1.8880346817945,-1.24866947516535,-0.795245418081311,-1.46156602264548,-0.918204835077658,-0.419379564005939,-0.796078279646931,-1.79954734900385,-1.64862468989906,-1.02909534270218,-1.05149052234018
"FOXA2",-0.463043001002374,-2.12976575990315,-0.873624769911859,-1.16010720716594,-1.013865129112,-0.297447211385554,-0.794607487567631,-1.23940110466213,-1.62041256010554,-0.890724699392089,-1.02896763130808,-0.856434980326943,0.313840235794475,-1.69317022883146,-0.350841483264805,-0.592849759496032,-0.849737309177522,-0.0875834479015244,0.823286729918761
