"Gide_PD1_10_Post" "Gide_PD1_10_Pre" "Gide_PD1_11_Pre" "Gide_PD1_12_Pre" "Gide_PD1_13_Post" "Gide_PD1_13_Pre" "Gide_PD1_14_Pre" "Gide_PD1_15_Pre" "Gide_PD1_16_Pre" "Gide_PD1_17_Post" "Gide_PD1_17_Pre" "Gide_PD1_18_Pre" "Gide_PD1_19_Pre" "Gide_PD1_2_Pre" "Gide_PD1_21_Pre" "Gide_PD1_23_Pre" "Gide_PD1_25_Post" "Gide_PD1_25_Pre" "Gide_PD1_27_Pre" "Gide_PD1_29_Post" "Gide_PD1_29_Pre" "Gide_PD1_3_Pre" "Gide_PD1_30_Pre" "Gide_PD1_34_Pre" "Gide_PD1_35_Pre" "Gide_PD1_36_Pre" "Gide_PD1_38_Pre" "Gide_PD1_4_Pre" "Gide_PD1_40_Pre" "Gide_PD1_41_Post" "Gide_PD1_41_Pre" "Gide_PD1_42_Pre" "Gide_PD1_44_Pre" "Gide_PD1_45_Pre" "Gide_PD1_46_Pre" "Gide_PD1_47_Post" "Gide_PD1_47_Pre" "Gide_PD1_48_Post" "Gide_PD1_48_Pre" "Gide_PD1_49_Pre" "Gide_PD1_5_Pre" "Gide_PD1_50_Pre" "Gide_PD1_52_Pre" "Gide_PD1_53_Pre" "Gide_PD1_54_Pre" "Gide_PD1_6_Pre" "Gide_PD1_7_Pre" "Gide_PD1_8_Post" "Gide_PD1_8_Pre" "Gide_PD1_9_Pre"
"ADNP" -0.929009557362489 -6.00441431580242 2.41871696412953 0.372392695440568 -5.50761952562591 -5.14150139071379 -0.163702294929038 0.739815335346449 -0.689278069597978 4.79361305142268 3.07765058881665 2.24837331257777 -2.45047497393256 5.86134629288253 -1.4026658814745 2.88737084664979 4.21881135828665 -0.2137309860342 -2.87691447826116 -4.59861774585959 -3.03919911977015 0.187921332213508 -0.464163662847381 -0.583151177675002 2.14928304471167 -2.03089144314546 4.96201467234338 0.338441246321361 -0.376198000975483 3.25727378282259 -0.941526635157704 1.8585702379224 2.38976237848543 1.69005737157002 -1.24069897405246 -1.75294678938328 1.23707286817967 3.54844799044441 5.06378333613038 -2.82161898543219 -5.15391804251317 -0.866305574187357 -0.959919468889392 2.70270294767414 -2.97748426836676 -0.379324756375541 3.34509977731919 -2.23463921794766 -3.40044158601405 -0.227760240949409
"AHR" -0.704653615049845 -2.11472011958431 -1.61562457145342 3.21203681827322 -2.82782348995474 -3.74130002301419 0.313884428996306 0.834638086324773 1.82369725773894 2.41030098475465 2.84002491578483 2.20327936878837 -1.6840016962913 4.18398992138083 0.790084495992031 1.15986199475839 -0.0096840769970484 0.144089559597925 -2.6606185872122 -1.88697826814019 -1.63971340028553 -1.40437756357583 -0.380818567623273 1.58891282604343 0.210901733683906 -2.30505405990853 1.64509117181522 -2.39992999711315 1.98341007204391 2.42122854595248 -0.7865344679272 2.9866882628229 -0.208518651300446 -0.276654039893697 -2.77239431874969 1.59537025137541 2.1471842360943 -2.39603983530783 -0.575286714657637 -2.56210203778662 -1.71328109452962 0.704554376324199 -1.93493527181683 -0.245327147482477 -2.1373018805683 -0.575248269687433 0.741908046413869 -0.374238488470826 -1.46176623468807 1.89711297071419
"AR" -0.0711006534040866 1.15293571821749 -0.457095887410822 -2.25844578309997 0.803705739152307 -0.269162395863094 -1.1749467026833 -0.29299656700164 -0.136475599236777 -0.556559995367777 1.33122182299978 0.637005400482415 1.65794410817362 0.844011088526348 -0.243852311776256 0.536502888669944 -1.32692015030798 1.38557110332367 -0.120409708393915 -0.897500007434823 -1.04772061483631 0.00149484120835898 0.752238290290817 -0.61746895971815 -2.373549548853 0.785803571952004 -1.71945448588533 0.207663098757769 -1.31976243793012 0.186038007874309 2.61417503408403 0.934395449650437 0.032061615614946 -0.77973981377583 -0.172552968922186 0.406219824806476 0.0648874934851842 -2.13182949247665 0.48461967102904 0.243948466359 -1.74874510154168 0.464535938854394 2.5568042865039 -2.22353177383059 1.30835903294498 -0.408660423406909 2.68399659321756 -0.212767435163361 1.01030911251416 -0.94766226647642
"ARID2" -1.13102793452844 -1.29265557423546 -2.5631486349142 -0.0497417132253792 -0.0621753395019085 0.225379214308331 -1.09405898807623 0.150096607809325 0.489836743342093 -2.98547065938812 -7.47446822661046 -1.777440569124 -0.498358404389292 -0.692424952175897 1.48796275604836 -3.49474411981327 -3.02236059636884 -2.57151779917729 -0.373700361488835 3.26226742205838 1.48623251468492 -2.10624451357541 -2.31522296940611 0.705788540468089 0.974500211567304 3.73548291422048 -2.6990684680504 -3.69626282939505 1.04919775442556 0.641824631328226 -1.30587365869807 -1.46920733646399 0.989604377633854 2.20798220334195 -3.7756504048231 5.34428516978479 1.82357825823155 0.235845302256133 0.122489004565783 -2.01721632878858 2.34815086955962 0.025443523707339 -3.34852614571271 1.35794485260608 0.332317616873026 5.06874626559086 -1.70675436606054 2.09341975666291 1.62886083633065 2.20903670260028
"ARID3A" -1.25393310656717 -2.88102445984846 -0.169583629925556 0.459475058683184 -1.39979952920781 -1.08033500270565 -2.20506582316566 0.35376400102782 -1.394702745139 2.15904916981855 -0.0902552503080301 -1.04194861359112 -1.82281374148358 2.34876131513821 -0.470139467803885 0.250234463203722 1.80904770267361 -0.46059297260355 -0.842357304330048 -1.40653393692142 -0.0320855052352204 0.155025243377008 -2.0238991239534 1.55264592755612 0.213150517424708 0.560176146497891 0.884100128613783 -0.494807372549143 -1.19984763049932 -0.162965044814906 -1.68038674810174 0.351810491305816 2.81201579232854 1.87860133262668 -1.64305961596509 -2.05350184833118 0.238808805235681 3.04431561197438 4.3631262826062 -1.21564736222303 -1.32278150907057 -1.02509506544112 1.99792378954354 3.39763051811643 0.15857537780627 2.49185965663584 0.164419452245701 -2.57868058542699 -2.24108418998207 0.485832852688136
"ARNT" -1.2897240667593 -2.14730601452841 0.521258990886254 2.96239198455036 -2.50485886629216 -1.21457569494063 -0.722327369711906 2.7757522101288 1.08302836258004 -0.113286635835262 -0.326259866776598 1.74913851210702 -2.2929527786655 4.65804060843264 1.22841613559378 -0.11595113772982 -1.16247263514049 -1.08925623804232 -1.70886174741446 -0.594551363234245 -0.371935446415962 1.16674183718224 -1.18763951598684 -0.701395690861023 0.843494572424628 -0.586492428733123 1.58721860293689 -1.90089198725604 0.0281348943045451 2.15144539800213 0.747806738714654 1.65180952669676 -1.35893180936536 0.913781011019178 -1.79498481216871 1.26149721894525 1.23377984171971 -3.42212641103838 -0.686642513723007 0.201036020702196 -2.10313431232185 0.756665545158183 -0.161068195870098 0.13647288614533 -2.95637925359213 1.17150397888488 -0.217867993625028 0.643834207006423 -0.000320191532794106 0.459782887131679
"ARNTL" 1.29090606402213 0.343170469118727 1.13538122214507 -1.41500467369079 -2.52272137502639 1.17976139260477 -1.24999745146503 1.35444766890479 -0.334806255042078 -1.78615290833695 -1.87577738342341 -1.1365917457776 1.39447813597643 2.79056428874963 0.786335967703998 -2.15588015472997 0.641110952633002 0.413609368200132 -0.189793283192124 -1.81874131022226 -1.28412969103793 3.30802206357803 0.920542593996511 -1.98670811998192 1.10939205314554 0.396779004443768 0.956826567190381 2.27539167709117 -2.28843631548928 0.201841633944449 -0.368109085172898 0.939929301006575 -1.05460055750722 0.428107601774688 -0.213138052847699 -0.859677910026763 -1.98207306960224 -0.855353947535577 1.76881167940895 -1.01099210846478 -1.45071042915839 1.0140925802353 0.32426201861705 0.774726848041261 2.74573202543625 0.149717712403473 -1.49787157621143 -0.634183382215296 0.713372576007368 -2.20944303576
"ASCL1" -1.0066725008931 -1.85499848762986 1.77652461412102 1.94107096900292 -2.23426592529649 0.448923600323931 -0.595642038644657 2.89754656243246 1.42843208248376 0.94568589669738 -0.205660726038375 0.761871718009002 -1.72823188276077 2.69633415061595 -2.23853961876207 1.40411126164559 1.78146295098471 0.695074090599221 1.51765798245712 -1.27740243485433 -0.336339378367421 0.427464948684873 -1.35725377658168 0.424576232454006 1.226801994856 -1.62159083543812 1.86927001468149 -0.190579426009498 -0.846700123694495 0.0651694704737144 -1.63727615932043 2.56961920923059 0.327063824692083 1.77529712813778 -0.971429513630554 -1.54819376945723 0.0412332652186815 -1.10012438302878 1.86111161362312 0.108959494144329 -1.00556714071312 -0.111728134021345 -2.6386657338503 1.34790815582679 -1.07311469198142 -0.986565748396428 -0.217297679754949 -0.945887386360571 -1.62963636998822 -0.544236450518771
"ATF1" 0.384157886500474 -0.88318806226145 -0.510895486122058 -0.574341187085562 -0.106437389584328 -2.01826978507554 -0.716401954940078 0.0929577023431581 -0.124824023119487 1.28580196605188 1.62163699253429 1.17265046103719 -0.513883835998314 0.00120285020271207 1.32448910559599 0.407523783530101 0.164285663836844 -0.397512388404851 -1.87285511542852 -1.25312461574562 -1.48832705335519 -1.13713997783589 -0.368287485527089 -0.298357452045215 0.675867605658596 -0.584992165800223 1.24083467917554 1.41659441843893 1.56380601086813 0.691304126336942 1.09926328010699 1.09230481827801 -1.09162484890137 -1.83290126159689 -1.34060978264078 0.969274549005431 0.498304700965013 0.4503409923637 0.531840253016727 -0.824985514183262 -0.505931655055638 2.44034006267299 1.45130785543494 -0.496638595140263 -0.0921175849961164 -0.643410455921057 1.97619515865138 0.417733247627617 0.0314903267861234 -0.855868811307708
"ATF2" -0.935637025428338 -2.2071156531184 -1.48403594571052 -1.39637858871657 0.861680207822201 -1.88414734987954 -0.238727188731207 -1.65654784670215 -1.26756630650393 2.89721071730006 0.450757672797172 0.327325119525765 0.331860313611479 1.55111616858973 -0.528172923232348 -0.310590440173162 0.780137780260623 -1.28177174230383 -2.3693910998019 -1.7040102434043 -0.66558663124473 -1.51972632077537 1.31138213525305 1.2514846178844 0.763926722878031 3.3774788884497 1.75329120291051 0.769276579822235 1.66054952627529 1.71149770655758 1.77994547247008 0.475887655399303 0.486109995210718 0.706847296962316 -0.321025148705377 0.0803546075065506 -1.104829539024 0.845302855389149 2.40231685860055 -0.207239627954763 -1.19959509910684 0.847200309530683 -0.0336745662935942 1.44683239255213 1.32473494146256 -1.73193377344686 1.27002283191214 -0.473815992848713 -1.38889750886641 0.272371210313242
