"","Quantiseq_Macrophage_M1","DeconRNASeq_BPRNACan_M1","DeconRNASeq_BPRNACan3DProMet_M1","DeconRNASeq_BPRNACanProMet_M1","Epidish_CBSX_LM22_Macrophages.M1","DeconRNASeq_CBSX_LM22_Macrophages.M1","Epidish_CCLE_TIL10_Macrophages.M1","DeconRNASeq_CCLE_TIL10_Macrophages.M1","Epidish_CD226_M1","DeconRNASeq_CD226_M1","Epidish_LM22_Macrophages.M1","DeconRNASeq_LM22_Macrophages.M1","Epidish_TIL10_Macrophages.M1","DeconRNASeq_TIL10_Macrophages.M1","CBSX__LM22__Macrophages_M1","CBSX__TIL10__Macrophages.M1","CBSX__CCLE.TIL10__Macrophages.M1","CBSX__CD226__M1"
"LP.01.01",0.0473779227936288,0.0714616487609668,0.0815966822505806,0.0779656222811987,0.0378066530086559,0.0175616517163477,0.380918053225686,0.204103059755435,0.522282393323571,0.194499941065991,0.0378066530086559,0.0175616517163477,0.629002997759334,0.242535918298733,0.03485441004315,0.486306246062832,0.295976142132495,0.221761715998566
"LP.01.02",0.0220004952468699,0.0800566451356194,0.0860068126838888,0.0884372335935076,0.00546601089520421,0.0404184738593197,0.366598519370885,0.140257981889759,0.277200180741982,0.19345426958374,0.00546601089520421,0.0404184738593197,0.960584313764144,0.141579327972008,-0.000461396028949211,0.54610935841191,0.381238399382637,0.147550519333802
"LP.01.03",0.0360382567089444,0.0859351546093356,0.0885132329887141,0.0943510760550408,-0.00273076939629621,-0.00844091734740971,0.354432342604388,0.163041446307349,0.360593222270383,0.1690573659847,-0.00273076939629621,-0.00844091734740971,0.828942570248167,0.161472703830219,-0.00607644629312548,0.338908916021873,0.336477676328878,0.17517138431894
"LP.01.04",0.0553445879078374,0.0631368224540796,0.0684240683760645,0.0811028266417104,0.0254775027064419,0.0286657699056183,0.257101221378097,0.181006719278833,0.358605646883859,0.256459930174043,0.0254775027064419,0.0286657699056183,0.923162673029047,0.225891739833645,0.0137362335724277,0.544746428034267,0.256346602398051,0.135899991114354
"LP.01.08",0.0356942523928263,0.0592715565912789,0.0615973392744041,0.066967634741765,0.0186749084054401,0.0312831816132095,0.428560924866116,0.198076201084019,0.566723944473772,0.270931562422688,0.0186749084054401,0.0312831816132095,0.725249090272945,0.24945253095992,0.0173669805724518,0.610662821992254,0.294582428923243,0.166523196198315
"LP.01.10",0.0686038094309021,0.0658494528533051,0.068071030314902,0.0609427535291716,0.0565646875153262,0.0410970522957267,0.390882336964224,0.333792357106748,0.422504565419669,0.280512949873364,0.0565646875153262,0.0410970522957267,0.721345873253078,0.374289643927221,0.073147252308106,0.597417729908132,0.423792982248673,0.184457321345445
"LP.01.12",0.0709686178204612,0.0848057129538014,0.0893229519775319,0.0908747332229188,0.000739099193581642,-0.00844091734740971,0.563373352788801,0.282352029008096,0.274545016476277,0.244580320443189,0.000739099193581642,-0.00844091734740971,0.960584313764144,0.27893994044016,-0.00301709274367041,0.698120906034178,0.554471940598232,0.205631574404166
"LP.01.14",0.21535406061418,0.0702627510590597,0.0747348353279664,0.0729926519025486,0.05194316269793,0.0492960047220739,0.379217116737589,0.414643116362633,0.492323309799634,0.350837840619219,0.05194316269793,0.0492960047220739,0.854688720984195,0.447372400430144,0.0451792184481761,0.519278019145093,0.392401442046442,0.204659050084071
"LP.01.15",0.0327178438816792,0.0816269697987375,0.0852063070143704,0.0923731620487935,0.0279081656803483,0.0250463751611457,0.316788847946292,0.24710655119083,0.309124629791357,0.24244754205257,0.0279081656803483,0.0250463751611457,0.70220935099004,0.284540316649672,0.0239110343868937,0.491262598215267,0.322885490042163,0.153595803578308
"LP.01.16",0.101292086026683,0.0626975456461321,0.0649041543695289,0.0693699774641305,0.0463700152026138,0.00994565081160719,0.470831683917547,0.343037605428964,0.644425812286185,0.297730797101212,0.0463700152026138,0.00994565081160719,0.736156764720811,0.387833143060054,0.0524553170272163,0.754882348752111,0.380065639908891,0.171522214912351
"LP.01.17",0.0217803390986265,0.0435493086008543,0.0452403642553987,0.0440641107820079,0.0558476492545099,0.0553115399579843,0.156371013571022,0.18536877182477,0.299550458053193,0.267244773869217,0.0558476492545099,0.0553115399579843,0.265734046995945,0.198539146105025,0.0505320246341542,0.293668584811794,0.201126386483349,0.156382533806482
"LP.01.18",0.182945633746712,0.0741546352119448,0.0807801573426127,0.0814513532955989,0.0231216591940452,0.0256435312443836,0.461263215202091,0.32739956580506,0.528909262968202,0.252255036211235,0.0231216591940452,0.0256435312443836,0.830766412311656,0.337171873507377,0.014688728453432,0.422229800753108,0.414538375582082,0.141793648748287
"LP.01.19",0.152391498080938,0.072662923575873,0.0839358508209258,0.0812995052406218,0.0208723951476091,0.0243276389207988,0.522092325703542,0.366656606124122,0.532991085938673,0.204263438930143,0.0208723951476091,0.0243276389207988,0.949078153517536,0.359625508216982,0.0337231890912624,0.395188893811363,0.424688545749444,0.180815881957073
"LP.01.20",0.042113257887622,0.0386268550494166,0.0404655262025101,0.0381974920194333,0.0304797753311397,0.0112196804620636,0.219198929809055,0.284739268007492,0.380170139780678,0.237476610519918,0.0304797753311397,0.0112196804620636,0.433482566417916,0.296920843717729,0.0275413220737583,0.422863669134945,0.1168161776425,0.180757512744284
"LP.01.22",-0.0042216316120892,0.0797319246613054,0.0838189096126778,0.0842100428879203,0.011956367570309,0.0723010858731326,0.0345115144184236,0.0570688162140319,0.493516696394636,0.211291692362149,0.011956367570309,0.0723010858731326,0.203027637599002,0.0778600576221022,0.0147346169554294,0.160987825097373,0.0548607133730993,0.151020388135865
"LP.01.23",0.0666208643170963,0.0775276595413605,0.0823703172658831,0.0828993000433156,0.0130009456984136,0.0140562386992648,0.627229798866153,0.301459331944626,0.503328655585229,0.236487397573196,0.0130009456984136,0.0140562386992648,0.954763674638818,0.310960796794811,0.00790533521880782,0.567687724229247,0.609237759066431,0.204878538996914
"LP.01.24",0.0534221703051209,0.0755483580903842,0.0784730176936863,0.0830687135867139,0.0280143431821961,-0.00844091734740971,0.32042769651244,0.263149078784247,0.322298038272667,0.278776673158493,0.0280143431821961,-0.00844091734740971,0.86397070781705,0.259647934118806,0.0297380246168041,0.421781628342831,0.241885257851622,0.209309135927483
"LP.01.25",0.116829981036799,0.0514744367201127,0.0537994817604802,0.0553837436156182,0.00844137088784089,-0.00263986943971911,0.584841332653218,0.251957069822178,0.36523130426355,0.22327708007355,0.00844137088784089,-0.00263986943971911,0.894902856878846,0.25639222133359,0.0106465830370846,0.635210178414821,0.40266109763322,0.144805289240272
"LP.01.28",0.0229065999622426,0.0677805713621533,0.0705180922561832,0.0718386224034312,-0.00273076939629621,-0.00844091734740971,0.244214404920872,0.221884740754657,0.368205891400674,0.263442248444835,-0.00273076939629621,-0.00844091734740971,0.593795599660393,0.22404294936565,-0.0020767722426433,0.484264835053523,0.228158176904873,0.198768476789242
"LP.01.29",0.0330525815518667,0.0751594831450354,0.0809112598794388,0.104092960922671,0.0324682013148923,0.0439617541711989,0.119050599911735,0.177078770329316,0.378738818617558,0.296111441449348,0.0324682013148923,0.0439617541711989,0.712318408366389,0.270153290707029,0.0334236148475714,0.651850110802521,0.18968786986082,0.230186795986473
"LP.01.31",0.0342168538241881,0.0739681416481056,0.0834962799199346,0.0848625718859566,-0.00273076939629621,0.0278309397690065,0.436207404541248,0.089496385888085,0.497660492244716,0.251225908922098,-0.00273076939629621,0.0278309397690065,0.858055590234846,0.106286263862446,0.00400814646263462,0.540877918577244,0.458019042730142,0.154921378489488
"LP.01.32",0.045659948316366,0.0543013130339945,0.0569352362542527,0.0610556578086242,-0.00197919481680982,0.00302082395708539,0.313838438548174,0.209993488070123,0.426071815781792,0.241071644360782,-0.00197919481680982,0.00302082395708539,0.877767576668598,0.230366750642659,-0.00607644629312548,0.406504440422433,0.265243183738046,0.126382212032282
"LP.01.34",0.126429383630695,0.0677205273097824,0.0767896139418348,0.0772770435723332,0.047371062886958,0.00906088062501589,0.566171886665349,0.369539534496707,0.539744071977967,0.314193665411035,0.047371062886958,0.00906088062501589,0.789756906717383,0.44046641674565,0.0543911840312606,0.668333982023973,0.544360878069964,0.204054890357429
"LP.01.35",0.112516078321531,0.071563924079593,0.0737481126863252,0.0755420539224391,0.0489021966332182,0.0174251370986902,0.654979987080749,0.429050272759653,0.604652206592627,0.351539060416422,0.0489021966332182,0.0174251370986902,0.953860889146805,0.426318558052768,0.0244292386131337,0.767534930159757,0.611553406272115,0.233815506466928
"LP.01.37",0.0741247823173079,0.0772020019356978,0.0834585180217021,0.085903672065673,0.147382446290235,0.154443176272374,0.266123684502434,0.303991531168434,0.513804877781607,0.351968335237478,0.147382446290235,0.154443176272374,0.749560471596177,0.489798605756556,0.147366530921614,0.858031121802947,0.240582978227896,0.19386672534411
"LP.01.38",0.0557042224969123,0.0881062528729431,0.0908848381371654,0.0876786639427515,0.0101991336517568,0.0623894037023275,0.0217101187350587,0.126644862530995,0.459855872055319,0.180490122315999,0.0101991336517568,0.0623894037023275,0.712670212129609,0.247552860180238,-0.00607644629312548,0.417279501964764,0.00517365963041722,0.135851483598118
