"","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_CAF","DeconRNASeq_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_CAF","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_CAFs","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_CAFs","Epidish_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_CAF","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_CAF","CBSX__scRNA.melanoma__CAF","CBSX__HNSCC__CAFs"
"LP.01.01",0.532717708952549,0.302972159975307,0.482534498102627,0.205054944468889,0.532717708952549,0.302972159975307,0.513568311057203,0.483308035503185
"LP.01.02",0.478620094870666,0.332244360350854,0.428101806783117,0.223444707681342,0.478620094870666,0.332244360350854,0.444069557571231,0.460090540642441
"LP.01.03",0.315037505775728,0.208628259691586,0.330350354025937,0.203220552553019,0.315037505775728,0.208628259691586,0.307256319878079,0.383490618184125
"LP.01.04",0.821366111310027,0.428485628543945,0.584715160979976,0.2051559435732,0.821366111310027,0.428485628543945,0.797114943545197,0.583116492191239
"LP.01.08",0.633354662264421,0.407583935867112,0.590153721177856,0.26064092579336,0.633354662264421,0.407583935867112,0.62479894794134,0.632660463886686
"LP.01.10",0.598420840266504,0.403541352761588,0.491502960886743,0.253325771642267,0.598420840266504,0.403541352761588,0.613626096965437,0.482216417912871
"LP.01.12",0.388179658350015,0.375682721878846,0.399990266105377,0.229536945180669,0.388179658350015,0.375682721878846,0.3692248841836,0.422497486960095
"LP.01.14",0.509204058146316,0.465991112610176,0.401046078391149,0.230934875066821,0.509204058146316,0.465991112610176,0.536271993179222,0.430692668095878
"LP.01.15",0.618257802547794,0.426813428403323,0.448892151502333,0.240130740176077,0.618257802547794,0.426813428403323,0.637462424382571,0.461735129217046
"LP.01.16",0.596460425802692,0.46555778146227,0.486562591322857,0.275434607325836,0.596460425802692,0.46555778146227,0.63146677168526,0.501059227132129
"LP.01.17",0.647633701557018,0.525676659137915,0.620474554774967,0.275538226477158,0.647633701557018,0.525676659137915,0.688578626383524,0.638384581841912
"LP.01.18",0.519830551762134,0.391059508896505,0.380477754615702,0.211397327114234,0.519830551762134,0.391059508896505,0.546553632226172,0.411589118595831
"LP.01.19",0.511457275707986,0.296332764576699,0.376142121351752,0.184997317440334,0.511457275707986,0.296332764576699,0.544088426163449,0.378601513387828
"LP.01.20",0.774329805558254,0.488246750107142,0.718924766081521,0.264435816333467,0.774329805558254,0.488246750107142,0.776788897740534,0.720233437623465
"LP.01.22",0.736761851340937,0.221624221188721,0.492221695129852,0.151785698442635,0.736761851340937,0.221624221188721,0.764552509124221,0.486020869620277
"LP.01.23",0.566574506854799,0.449367518391056,0.505660756542746,0.24154789395259,0.566574506854799,0.449367518391056,0.592774283290449,0.555649743132116
"LP.01.24",0.392124750630086,0.294296705230354,0.390245227570523,0.234102221089739,0.392124750630086,0.294296705230354,0.381284689374231,0.386629584909457
"LP.01.25",0.545863339828027,0.434221921583423,0.471941372174888,0.275448185622272,0.545863339828027,0.434221921583423,0.537311942709289,0.523909999704013
"LP.01.28",0.608024717392887,0.386910990906891,0.563898226392255,0.280218097491061,0.608024717392887,0.386910990906891,0.61802560902723,0.583514673597545
"LP.01.29",0.594214647173396,0.357788105184522,0.472816215506336,0.223521552958312,0.594214647173396,0.357788105184522,0.569537188522151,0.434016628356009
"LP.01.31",0.666196166939021,0.347987707325805,0.518478469450055,0.193937818368891,0.666196166939021,0.347987707325805,0.673780269161597,0.49304727580689
"LP.01.32",0.677517188734983,0.420507991506983,0.620796517373362,0.270568191300274,0.677517188734983,0.420507991506983,0.637012371963487,0.638166966188503
"LP.01.34",0.676957764309448,0.493636287906717,0.49464866540241,0.254922471393586,0.676957764309448,0.493636287906717,0.69795976917922,0.502071402831841
"LP.01.35",0.500999067437048,0.471971324912877,0.47114638673775,0.265011505992217,0.500999067437048,0.471971324912877,0.508465883146557,0.512387682547603
"LP.01.37",0.767100396855966,0.474077734938959,0.535477447357152,0.226880412696343,0.767100396855966,0.474077734938959,0.786260596567737,0.556429731121241
"LP.01.38",0.702727103738473,0.332360285129968,0.271778498777862,0.144895966972419,0.702727103738473,0.332360285129968,0.642347336275956,0.309530396798337
"LP.01.40",0.759920268205881,0.416944696597079,0.40686431494422,0.192621191649043,0.759920268205881,0.416944696597079,0.768481119439674,0.37076021211325
"LP.01.42",0.777527909254024,0.497640039643025,0.558256293850914,0.261910234148699,0.777527909254024,0.497640039643025,0.777527748658672,0.571610647365223
"LP.01.43",0.528845395082307,0.510962004650273,0.558123338143595,0.254079456460049,0.528845395082307,0.510962004650273,0.543756562750304,0.582973989022973
"LP.01.44",0.856657510753867,0.545449848679897,0.822447247473212,0.261926191646882,0.856657510753867,0.545449848679897,0.876080960036703,0.844625567969739
"LP.01.45",0.882609993949398,0.408272219127699,0.599360824781168,0.21213074604482,0.882609993949398,0.408272219127699,0.828658699403061,0.539913132909261
"LP.01.46",0.407947606580911,0.226807768333587,0.469811941976159,0.201239117700603,0.407947606580911,0.226807768333587,0.483970835843729,0.474693179256714
"LP.01.47",0.41321530992098,0.331923034435044,0.372753378792789,0.228463042446326,0.41321530992098,0.331923034435044,0.391301789211279,0.43871231651453
"LP.01.48",0.822090510709342,0.425521404833566,0.520961031014271,0.22820936588668,0.822090510709342,0.425521404833566,0.745036076235465,0.415613267589441
"LP.01.52",0.47915886215746,0.399209495322246,0.35517321965774,0.236513052587467,0.47915886215746,0.399209495322246,0.490936574604103,0.361569742243589
"LP.01.53",0.827297485818096,0.524132902348797,0.721821678476766,0.277378372569004,0.827297485818096,0.524132902348797,0.836377068650345,0.685593610590083
"LP.01.56A",0.57891246716474,0.462568168568796,0.544235110221181,0.254938537448856,0.57891246716474,0.462568168568796,0.58045984969943,0.563722782432606
"LP.01.57",0.483123117212474,0.427113066889164,0.405258494619284,0.262700000975865,0.483123117212474,0.427113066889164,0.504303385624996,0.475492270284627
"LP.01.58",0.666957304579272,0.467080012606824,0.553562760926515,0.234014211954123,0.666957304579272,0.467080012606824,0.664364644852154,0.607472027509087
"LP.01.59",0.865738610447897,0.529065157387282,0.755556712989323,0.26813558863354,0.865738610447897,0.529065157387282,0.843968784653992,0.731335328734846
"LP.01.60",0.796503854801326,0.307082761067114,0.371137478910369,0.142548296476741,0.796503854801326,0.307082761067114,0.757866985935027,0.441588706745115
"LP.01.61",0.570866392689489,0.272092144128865,0.440011667383503,0.186377118859653,0.570866392689489,0.272092144128865,0.603845681233725,0.460230328951088
"LP.01.62",0.700777055345768,0.549348221394811,0.731056834723157,0.269010971879326,0.700777055345768,0.549348221394811,0.77158433261058,0.754243754129289
"LP.01.63",0.762921571646009,0.434169044871671,0.435354894025783,0.227440778980357,0.762921571646009,0.434169044871671,0.783824764142681,0.44695337153027
"LP.01.64",0.594053141299823,0.408733920307242,0.447195033273891,0.216827965617293,0.594053141299823,0.408733920307242,0.599398553409828,0.410962567994912
