"","Epidish_BPRNACan_CD4","Epidish_BPRNACanProMet_CD4","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD4","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD4","Epidish_CBSX_LM22_T.cells.CD4.memory.resting","Epidish_CBSX_LM22_T.cells.CD4.memory.activated","DeconRNASeq_CBSX_LM22_T.cells.CD4.memory.resting","DeconRNASeq_CBSX_LM22_T.cells.CD4.memory.activated","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4","DeconRNASeq_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_T.cells.CD4","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_T.cells.CD4","Epidish_CCLE_TIL10_T.cells.CD4","Epidish_CD226_CD4","DeconRNASeq_CD226_CD4","Epidish_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD4","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD4","Epidish_LM22_T.cells.CD4.memory.resting","Epidish_LM22_T.cells.CD4.memory.activated","DeconRNASeq_LM22_T.cells.CD4.memory.resting","DeconRNASeq_LM22_T.cells.CD4.memory.activated","Epidish_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4","Epidish_TIL10_T.cells.CD4","CBSX__LM22__T_cells_CD4_memory_resting","CBSX__LM22__T_cells_CD4_memory_activated","CBSX__NSCLC.scRNAseq__T_cells_CD4","CBSX__scRNA.melanoma__T_cells_CD4","CBSX__HNSCC__T_cells_CD4","CBSX__TIL10__T.cells.CD4","CBSX__CCLE.TIL10__T.cells.CD4","CBSX__CD226__CD4"
"LP.01.60",0.00221054941811719,0.0040451601290688,0.00046636820759391,0.059498591506908,0.339756205234594,0.0117711884072081,-0.0180595398212278,0.0436055446634626,0.0211551215581605,0.0722502016511732,0.0302100324066323,0.0678493199947637,0.0420683770112631,0.283361617236215,0.363396982683073,0.00046636820759391,0.059498591506908,0.339756205234594,0.0117711884072081,-0.0180595398212278,0.0436055446634626,0.0211551215581605,0.0722502016511732,0.00500088570378708,0.227945733968945,0.0132903501283123,0.00370164495624996,0.0604232480777355,0.0280268561505007,0.15718225306148,0.0398679069874705,0.326944437523411
"LP.01.61",0.00221054941811719,0.00869520356852052,0.00046636820759391,0.000428634459794577,0.350554140691873,-0.00145375980579533,-0.0180595398212278,-0.00488452784391075,0.0258641755824117,0.0566221095587811,0.0302100324066323,0.0104544595930722,0.0288968456008387,-0.0267375965730576,-0.0109636369832448,0.00046636820759391,0.000428634459794577,0.350554140691873,-0.00145375980579533,-0.0180595398212278,-0.00488452784391075,0.0258641755824117,0.0566221095587811,0.00500088570378708,0.182551564594917,-0.000363691727257358,0.00370164495624996,0.0533122212223205,0.0284488971412606,-0.0118564115816827,0.022227631698302,0.164867132830038
"LP.01.62",0.0322162627055621,0.0517397817983326,0.0068030281699133,0.031193032545997,0.365001504547626,0.017435910105002,0.107892688214273,-0.00488452784391075,0.103103699328043,0.0358870821343536,0.169724966078431,0.0182656119678248,0.31866047317258,-0.0267375965730576,-0.0109636369832448,0.0068030281699133,0.031193032545997,0.365001504547626,0.017435910105002,0.107892688214273,-0.00488452784391075,0.103103699328043,0.0358870821343536,0.442253359541545,0.336285114362789,0.0254661552824854,0.102760215131507,0.0487410312795795,0.14325062376121,0.598871918606105,0.182686006002042,0.284786143166511
"LP.01.63",0.00221054941811719,0.00697490056692458,0.00046636820759391,0.0320871349749563,0.272909815244615,0.0210701612284721,-0.0180595398212278,0.00644953168992255,0.0211551215581605,0.0395231684105176,0.0302100324066323,0.00680836908526616,0.0288968456008387,0.0397426095489153,0.0220448367952414,0.00046636820759391,0.0320871349749563,0.272909815244615,0.0210701612284721,-0.0180595398212278,0.00644953168992255,0.0211551215581605,0.0395231684105176,0.00500088570378708,0.179263307365041,-0.000363691727257358,0.0594364129419823,0.0148045815502676,0.0280268561505007,0.110628840488623,0.0555375830452789,0.274966550626391
"LP.01.64",0.0105027915049428,0.0190992450047752,0.00046636820759391,0.0257800181072177,0.351961791445322,0.0219124126959855,-0.0180595398212278,0.0344482141306125,0.0538449832641145,0.0432905410739111,0.159282394885456,0.0175440010315795,0.0288968456008387,0.0208895336777937,-0.0109636369832448,0.00046636820759391,0.0257800181072177,0.351961791445322,0.0219124126959855,-0.0180595398212278,0.0344482141306125,0.0538449832641145,0.0432905410739111,0.00500088570378708,0.364930811282694,0.0280117784275582,0.00370164495624996,0.0148045815502676,0.161657953818114,0.296089863116874,0.0706529254339382,0.221510397526908
"LP.01.66",0.0200818455352952,0.0283789156800793,0.0171501846350779,-0.00555583112838024,0.333794855377986,0.0285416318854692,-0.0180595398212278,-0.00488452784391075,0.0605480921746217,0.0234348970216732,0.224385789561996,0.0284247778127552,0.0527484279086216,-0.0267375965730576,-0.0109636369832448,0.0171501846350779,-0.00555583112838024,0.333794855377986,0.0285416318854692,-0.0180595398212278,-0.00488452784391075,0.0605480921746217,0.0234348970216732,0.0416184449151666,0.318584252707741,0.0337265376539082,0.00370164495624996,0.0592490396672352,0.229310281258947,0.259838405385609,0.0781740764238057,0.233420759828033
"LP.01.67",0.0367015320816126,0.0437160814285136,0.00046636820759391,0.0149209061099687,0.400507945613495,0.00791007307937107,0.0788026316700942,-0.00488452784391075,0.138877654975985,0.0562707452862366,0.189741207488017,0.0381463491695267,0.200748388337898,-0.0267375965730576,-0.0109636369832448,0.00046636820759391,0.0149209061099687,0.400507945613495,0.00791007307937107,0.0788026316700942,-0.00488452784391075,0.138877654975985,0.0562707452862366,0.218434063962553,0.345345493127881,0.0135053863274608,0.00370164495624996,0.123676153876031,0.116449445183206,0.34811072598197,0.14047273965617,0.261480883785432
"LP.01.68",0.0099984317646746,0.0209413479634724,0.00046636820759391,-0.00555583112838024,0.232397350690918,-0.00145375980579533,0.111372068674052,-0.00488452784391075,0.13326208272131,0.0452492491126238,0.152090983440611,0.028296206277287,0.198787849238597,-0.0267375965730576,-0.0109636369832448,0.00046636820759391,-0.00555583112838024,0.232397350690918,-0.00145375980579533,0.111372068674052,-0.00488452784391075,0.13326208272131,0.0452492491126238,0.00500088570378708,0.212869373516291,-0.000363691727257358,0.00370164495624996,0.159397659795699,0.118051995618259,-0.0118564115816827,0.448651961842409,0.20595763218481
"LP.01.70",0.00221054941811719,0.00458551153331952,0.00046636820759391,0.0214078969599467,0.280330274761469,-0.00145375980579533,0.0201960855117954,0.0224195206650536,0.0211551215581605,0.0298182643238093,0.0302100324066323,0.00411312393714906,0.0288968456008387,0.029773262831449,-0.0109636369832448,0.00046636820759391,0.0214078969599467,0.280330274761469,-0.00145375980579533,0.0201960855117954,0.0224195206650536,0.0211551215581605,0.0298182643238093,0.250181913897418,0.21239691719211,-0.000363691727257358,0.00370164495624996,0.0148045815502676,0.0280268561505007,0.310831545456035,0.022227631698302,0.314299279301191
"LP.01.71",0.00760849516187393,0.0169477411985865,0.00046636820759391,0.0219687364717553,0.337577034346719,0.0147159350890692,-0.0180595398212278,-0.00488452784391075,0.0336374769100834,0.0310336477872337,0.172296951529575,0.0172718318821852,0.164055218173102,-0.0191891607428262,-0.0109636369832448,0.00046636820759391,0.0219687364717553,0.337577034346719,0.0147159350890692,-0.0180595398212278,-0.00488452784391075,0.0336374769100834,0.0310336477872337,0.164379329087952,0.339974067322823,0.0169834467971671,0.00370164495624996,0.0591860516582659,0.169194631942107,0.42487677606181,0.143667023032588,0.218469908251156
"LP.01.72",0.00221054941811719,0.0040451601290688,0.00046636820759391,0.0612107746922163,0.327928492179072,0.0302716347017659,-0.0180595398212278,0.00810172916731895,0.0211551215581605,0.0657655312908272,0.0302100324066323,0.00411312393714906,0.0288968456008387,0.13425982245942,-0.0109636369832448,0.00046636820759391,0.0612107746922163,0.327928492179072,0.0302716347017659,-0.0180595398212278,0.00810172916731895,0.0211551215581605,0.0657655312908272,0.00500088570378708,0.288915420823401,-0.000363691727257358,0.00370164495624996,0.0148045815502676,0.0280268561505007,-0.0038403724799252,0.022227631698302,0.274101029591988
"Test.FFPE.01",0.0179077919290544,0.0220187863725714,0.00161739202708409,0.0524694387144402,0.317649087991813,0.00587458702417073,0.0199891503710377,0.00611773668562571,0.120130966157223,0.0696763856367476,0.104368672497131,0.0263658476145162,0.0181267322830326,0.025644498054534,0.0134078563364302,0.00161739202708409,0.0524694387144402,0.317649087991813,0.00587458702417073,0.0199891503710377,0.00611773668562571,0.120130966157223,0.0696763856367476,0.0171049614176167,0.258915882871683,0.0115210280692464,-0.00671027353473211,0.0625433604433558,0.0637418565880851,0.108534439310465,0.0241085671319225,0.219250917473673
"Test.FFPE.02",0.0117955580547208,0.0178186252025341,0.00161739202708409,0.000784562471887774,0.341393369861603,0.0142805320308883,0.0199891503710377,0.00611773668562571,0.0851552979655332,0.0248986833353183,0.17972466391741,0.0253886390412491,0.133686074991168,0.025644498054534,0.0134078563364302,0.00161739202708409,0.000784562471887774,0.341393369861603,0.0142805320308883,0.0199891503710377,0.00611773668562571,0.0851552979655332,0.0248986833353183,0.177536803153316,0.29442304656693,0.0154972939938734,0.0418204420157745,0.0782924893760274,0.144093411280217,0.222217893339268,0.139459511111118,0.280826892419001
"Test.FFPE.03",0.0224066528136797,0.0276406831492974,0.00161739202708409,0.000784562471887774,0.35576587177083,0.0046060488348389,0.0199891503710377,0.00611773668562571,0.126326029129641,0.0265662159531204,0.109984641754974,0.0557723990290531,0.227742475276384,0.025644498054534,0.0134078563364302,0.00161739202708409,0.000784562471887774,0.35576587177083,0.0046060488348389,0.0199891503710377,0.00611773668562571,0.126326029129641,0.0265662159531204,0.180549739399635,0.299405632684558,-0.0015635774612838,-0.00548863063584133,0.132490488590857,0.149472782292937,0.309279148396393,0.260503540873259,0.159275572780386
"Test.FFPE.04",0.00750985906043166,0.0121887092670342,0.00161739202708409,0.0302502015022203,0.242408902179963,-0.00531725966062767,0.0199891503710377,0.00611773668562571,0.034379251558468,0.0488931012104856,0.164711839683925,0.0167338121550071,0.18549762477989,0.025644498054534,0.0134078563364302,0.00161739202708409,0.0302502015022203,0.242408902179963,-0.00531725966062767,0.0199891503710377,0.00611773668562571,0.034379251558468,0.0488931012104856,0.0171049614176167,0.252920871115872,-0.00771275705567079,-0.00671027353473211,0.0447623830925387,0.142295895973438,0.00396077239130343,0.169754332513421,0.253202652784954
"Test.FFPE.05",0.00828655461710337,0.022978198026301,0.00161739202708409,0.0252436496160453,0.158796262631428,0.055604034272357,0.0199891503710377,0.00611773668562571,0.0757030608450154,0.0433543963955609,0.146727564693485,0.0305601022144321,0.0510019774469453,0.025644498054534,0.0134078563364302,0.00161739202708409,0.0252436496160453,0.158796262631428,0.055604034272357,0.0199891503710377,0.00611773668562571,0.0757030608450154,0.0433543963955609,0.0171049614176167,0.16787990118796,0.0324546354911281,0.0627966836375586,0.077066065490053,0.136826252904451,0.031998884729272,0.09247264329431,0.255050081919864
"Test.FFPE.06",0.00582658707296228,0.0203605368364338,0.00161739202708409,0.0189496157673079,0.505441031787818,-0.00531725966062767,0.0199891503710377,0.00611773668562571,-0.0127549146164504,0.0518233468615788,0.0484396537856235,0.00475011962265611,0.0326360913898953,0.025644498054534,0.0134078563364302,0.00161739202708409,0.0189496157673079,0.505441031787818,-0.00531725966062767,0.0199891503710377,0.00611773668562571,-0.0127549146164504,0.0518233468615788,0.139376189998726,0.425644565462073,0.0173915407671573,0.03507426515286,-0.0118121178992384,0.0441123544729219,0.00396077239130343,0.0241085671319225,0.196101584871903
"Test.FFPE.07",0.0158107764576167,0.0241063868714265,0.00161739202708409,0.0182176464968666,0.265639683659631,0.0411532246243206,0.0199891503710377,0.0178937644655678,0.109846858455659,0.0465947349426479,0.17904555336621,0.0384402944197036,0.0181267322830326,0.025644498054534,0.0134078563364302,0.00161739202708409,0.0182176464968666,0.265639683659631,0.0411532246243206,0.0199891503710377,0.0178937644655678,0.109846858455659,0.0465947349426479,0.0171049614176167,0.220737825616345,0.033760436747996,0.0137617261463029,0.0831349130841082,0.238338032902372,0.335177889524683,0.0955310481426219,0.302653308886043
"Test.FFPE.08",-0.000212957472699941,-0.0017294240507843,0.00161739202708409,0.0175117126617604,0.333122615827118,-0.00531725966062767,0.0199891503710377,0.00611773668562571,-0.0165141578976748,0.0375912420310994,0.028069643940564,0.00122019067917021,0.108766887398534,0.025644498054534,0.0134078563364302,0.00161739202708409,0.0175117126617604,0.333122615827118,-0.00531725966062767,0.0199891503710377,0.00611773668562571,-0.0165141578976748,0.0375912420310994,0.216497381111475,0.246159462134105,-0.00771275705567079,-0.00671027353473211,-0.0118121178992384,-0.0327176690622117,0.423199906720205,0.0241085671319225,0.305295088705429
"Test.FFPE.09",-0.000212957472699941,-0.0017294240507843,0.00161739202708409,0.031589154244989,0.25705518384615,-0.00298610129620125,0.0199891503710377,0.0142842562541365,0.00235993911890698,0.0425157454447787,0.0558646926468064,0.00339663155105891,0.0660330129740788,0.025644498054534,0.0134078563364302,0.00161739202708409,0.031589154244989,0.25705518384615,-0.00298610129620125,0.0199891503710377,0.0142842562541365,0.00235993911890698,0.0425157454447787,0.0171049614176167,0.202692380609845,0.00318315392051391,-0.00671027353473211,0.0307133960646682,0.0694153303118343,0.384445488670365,0.143664180211559,0.289899346510206
"Test.FFPE.10",0.00513132241174831,0.0117926365331631,0.00161739202708409,0.000784562471887774,0.259345212267711,-0.000642292042678911,0.0199891503710377,0.00611773668562571,0.0475658635617602,0.0343485590643941,0.129751745667281,0.015889430751242,0.184373912440661,0.025644498054534,0.0134078563364302,0.00161739202708409,0.000784562471887774,0.259345212267711,-0.000642292042678911,0.0199891503710377,0.00611773668562571,0.0475658635617602,0.0343485590643941,0.147923584396042,0.219354509252386,-0.00771275705567079,-0.00671027353473211,0.0873489689855037,0.104929038147545,0.145591784732036,0.051272625833544,0.238710225469384
