"","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_Macrophages","DeconRNASeq_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_Macrophages","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_Macrophages","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_Macrophages","Epidish_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_Macrophages","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_Macrophages","CBSX__scRNA.melanoma__Macrophages","CBSX__HNSCC__Macrophages"
"LP.01.53",0.0410402104452339,0.112351846827849,-0.0153544380268329,0.0447617733698826,0.0410402104452339,0.112351846827849,0.0358656406239284,-0.00734903382945677
"LP.01.56A",0.341834896618913,0.278281751659465,0.352939742930336,0.156015384132203,0.341834896618913,0.278281751659465,0.343911042264608,0.29350170924078
"LP.01.57",0.334898836812644,0.312890900740549,0.175829080086685,0.169455122857748,0.334898836812644,0.312890900740549,0.329220143244335,0.195572150374321
"LP.01.58",0.149564823181375,0.140429280461839,0.0416263063509817,0.0799580841437826,0.149564823181375,0.140429280461839,0.137912234649667,0.0479112287864471
"LP.01.59",0.0593889796287751,0.152794296192767,0.0995848919796293,0.0608694862490163,0.0593889796287751,0.152794296192767,0.0466410294015921,0.10428009545951
"LP.01.60",0.164862126566779,0.175336585774727,0.071799940988781,0.0589875312015273,0.164862126566779,0.175336585774727,0.158851422549862,0.0635210258596956
"LP.01.61",0.352969890314144,0.281590848880788,0.185358653595389,0.157082391628653,0.352969890314144,0.281590848880788,0.32012268110892,0.160687789129116
"LP.01.62",0.129583305680146,0.120270603439376,0.0596787070577801,0.0650418937043119,0.129583305680146,0.120270603439376,0.106976632760396,0.0212490074267608
"LP.01.63",0.129539980917779,0.177841142417171,0.142393129576005,0.0767589533708657,0.129539980917779,0.177841142417171,0.136439514270419,0.153020760637971
"LP.01.64",0.26078572163013,0.207078484597355,0.100988620908764,0.0943601895054274,0.26078572163013,0.207078484597355,0.268161703047313,0.0822283703496437
"LP.01.66",0.36758388217219,0.33009502487696,0.227790570738345,0.193214069366553,0.36758388217219,0.33009502487696,0.362059054097456,0.218206766028283
"LP.01.67",0.313305058523823,0.297338057950031,0.0882983170626743,0.158518939036388,0.313305058523823,0.297338057950031,0.324817367947565,0.103424926396981
"LP.01.68",0.538905939287729,0.397935884058108,0.373869733285526,0.260564492873077,0.538905939287729,0.397935884058108,0.539152191998252,0.369335418244775
"LP.01.70",0.0851657887909623,0.141247776428505,0.0648510434886785,0.0819028528684073,0.0851657887909623,0.141247776428505,0.0647801716824207,0.0672597696726759
"LP.01.71",0.174953254138574,0.159385859624724,0.143867404827234,0.0871348787697357,0.174953254138574,0.159385859624724,0.174315259760929,0.137441921983102
"LP.01.72",0.184099972841499,0.183918588022109,0.0197665768758067,0.0555400786390641,0.184099972841499,0.183918588022109,0.18983483724331,0.0530013714387715
"Test.FFPE.01",0.161372306736479,0.19720375691949,0.0726504734773269,0.0894425406511511,0.161372306736479,0.19720375691949,0.169520279964026,0.0967558563720098
"Test.FFPE.02",0.23714551744658,0.261158502865111,0.170477079207572,0.114283471440039,0.23714551744658,0.261158502865111,0.230574448065742,0.183632164104554
"Test.FFPE.03",0.459087604649816,0.461889969706568,0.379499690628166,0.242323985753314,0.459087604649816,0.461889969706568,0.472449371346961,0.361847114166353
"Test.FFPE.04",0.196786861773363,0.196602644270269,0.0417204363447281,0.0880350880178346,0.196786861773363,0.196602644270269,0.202819696530884,0.0533005661928341
"Test.FFPE.05",0.179789519728308,0.187194197874622,0.168602217437577,0.108730004172545,0.179789519728308,0.187194197874622,0.180308574399717,0.173023205694953
"Test.FFPE.06",0.196773247070456,0.159589904455261,0.0403188569892577,0.100598552900333,0.196773247070456,0.159589904455261,0.182024201266539,0.0444840115381004
"Test.FFPE.07",0.322000123171253,0.301526382121359,0.262127984404544,0.154039626961016,0.322000123171253,0.301526382121359,0.318499060945418,0.17398914457581
"Test.FFPE.08",0.27099250215722,0.198239034610296,0.137078081824529,0.0995806882592637,0.27099250215722,0.198239034610296,0.253825370241847,0.0878795896141763
"Test.FFPE.09",0.135538740334952,0.130095133924118,0.127405110444169,0.0801083587157159,0.135538740334952,0.130095133924118,0.129787702517793,0.135817460609507
"Test.FFPE.10",0.388139964678026,0.240390201916933,0.210259765380543,0.145727025657799,0.388139964678026,0.240390201916933,0.378914813031458,0.22141415918575
