"","DeconRNASeq_BPRNACan_NK","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NK.cells","Epidish_CBSX_LM22_NK.cells.resting","DeconRNASeq_CBSX_LM22_NK.cells.resting","DeconRNASeq_CBSX_LM22_NK.cells.activated","DeconRNASeq_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_NK.cells","Epidish_CCLE_TIL10_NK.cells","DeconRNASeq_CCLE_TIL10_NK.cells","Epidish_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NK.cells","Epidish_LM22_NK.cells.resting","DeconRNASeq_LM22_NK.cells.resting","DeconRNASeq_LM22_NK.cells.activated","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_NK.cells","DeconRNASeq_TIL10_NK.cells","CBSX__LM22__NK_cells_resting","CBSX__LM22__NK_cells_activated","CBSX__NSCLC.scRNAseq__NKT_cells","CBSX__TIL10__NK.cells","CBSX__CCLE.TIL10__NK.cells"
"LP.01.17",0.035204969515881,0.0101177405805339,0.0227730789351438,0.208822940547034,0.0695583651866193,0.00422562274092881,0.000269673641457772,0.0273243150673122,-0.0057068861677118,0.0756377632160723,0.0101177405805339,0.0227730789351438,0.208822940547034,0.0695583651866193,0.00422562274092881,0.000269673641457772,0.0273243150673122,0.094935325397056,0.0774731310024312,-0.00434459394561714,0.0426751828733945,-0.00521586022194911,0.00659227427560767
"LP.01.18",0.0323612072636533,-0.00349554980368087,0.0817383655478035,0.0786115667886882,0.0321724345913008,0.00422562274092881,0.000269673641457772,-0.00727224269402475,0.00317065925100219,0.214362482723703,-0.00349554980368087,0.0817383655478035,0.0786115667886882,0.0321724345913008,0.00422562274092881,0.000269673641457772,-0.00727224269402475,0.241109237616232,0.0441357248232804,-0.00434459394561714,0.0337347415926311,0.0321822982299138,0.00659227427560767
"LP.01.19",0.0393389386081475,0.0270161515678403,-0.00887958951265358,0.139178154219712,0.0115878740512279,0.00422562274092881,0.000269673641457772,-0.00331451928199468,0.0470524267320316,0.153897757140596,0.0270161515678403,-0.00887958951265358,0.139178154219712,0.0115878740512279,0.00422562274092881,0.000269673641457772,-0.00331451928199468,0.163305398910187,0.0353582340778449,0.00318797038783164,-0.000831755137223407,0.0284453485415847,0.0212091412999344
"LP.01.20",0.0476519999302266,0.049108000284546,0.0649221244527324,0.200971823507236,0.0115878740512279,0.0362984327085606,0.000269673641457772,0.0238932405953827,0.0369938846995264,0.0933187968161304,0.049108000284546,0.0649221244527324,0.200971823507236,0.0115878740512279,0.0362984327085606,0.000269673641457772,0.0238932405953827,0.113706477685334,0.0137464712884274,0.0165136983145772,-0.000831755137223407,-0.00521586022194911,0.00659227427560767
"LP.01.22",0.0579572891544762,0.0172305973960767,0.0953894421155361,0.205990347702471,0.0115878740512279,0.00422562274092881,0.0580831183151284,0.0948094669860503,0.0056544602935038,0.312492994861357,0.0172305973960767,0.0953894421155361,0.205990347702471,0.0115878740512279,0.00422562274092881,0.0580831183151284,0.0948094669860503,0.351527904619375,0.0137464712884274,0.0369626417865047,0.0785728384095954,-0.00521586022194911,0.00659227427560767
"LP.01.23",0.0469904341618862,0.0290294458469047,0.0616084902160885,0.107594447291569,0.0115878740512279,0.0238439407777499,0.000269673641457772,-0.00727224269402475,0.0253494251367307,0.178120572491347,0.0290294458469047,0.0616084902160885,0.107594447291569,0.0115878740512279,0.0238439407777499,0.000269673641457772,-0.00727224269402475,0.198934472855836,0.0137464712884274,0.0461698985166302,-0.000831755137223407,-0.00521586022194911,0.00659227427560767
"LP.01.24",0.0244699146735929,-0.00536995921553234,0.01147185159829,0.138785168845633,0.0153224805053733,0.00422562274092881,0.000269673641457772,0.0157940614112448,0.0427585260826758,0.0962765598673187,-0.00536995921553234,0.01147185159829,0.138785168845633,0.0153224805053733,0.00422562274092881,0.000269673641457772,0.0157940614112448,0.106168153941473,0.0137464712884274,0.0209608592629775,-0.000831755137223407,-0.00521586022194911,0.0426317675007446
"LP.01.25",0.0405485093778752,-0.00536995921553234,0.0274649414337259,0.125764587099772,0.0115878740512279,0.0155999885306839,0.000269673641457772,0.00118759808567709,0.0429809045188644,0.17818912347323,-0.00536995921553234,0.0274649414337259,0.125764587099772,0.0115878740512279,0.0155999885306839,0.000269673641457772,0.00118759808567709,0.195721297519034,0.0244369165907161,-0.0017212107709479,-0.000831755137223407,-0.00521586022194911,0.0205143549747557
"LP.01.28",0.0491283310409877,-0.000826091163648565,0.0155155793298237,0.149466822446259,0.0115878740512279,0.0121119869400208,0.000269673641457772,0.024451416748383,0.0396092520977364,0.104230402753804,-0.000826091163648565,0.0155155793298237,0.149466822446259,0.0115878740512279,0.0121119869400208,0.000269673641457772,0.024451416748383,0.114125010927888,0.0137464712884274,0.0178867901860797,-0.000831755137223407,-0.00521586022194911,0.0469507390487633
"LP.01.29",0.0421148989374988,0.0620584592157675,0.0522512329143021,0.150589955661725,0.0843944563902727,0.0104623886413848,0.000269673641457772,0.0290914780763527,-0.0057068861677118,0.0691376361692784,0.0620584592157675,0.0522512329143021,0.150589955661725,0.0843944563902727,0.0104623886413848,0.000269673641457772,0.0290914780763527,0.133906142399989,0.0678148830850878,-0.00434459394561714,-0.000831755137223407,0.0417998236201193,0.00659227427560767
"LP.01.31",0.0503598583439123,0.0972508202440267,0.133079297942438,0.155701086318007,0.0115878740512279,0.00422562274092881,0.0302809470711975,0.08239529565312,0.0368333167260728,0.436537324446551,0.0972508202440267,0.133079297942438,0.155701086318007,0.0115878740512279,0.00422562274092881,0.0302809470711975,0.08239529565312,0.447888231630482,0.0137464712884274,0.00664106074744356,-0.000831755137223407,-0.00521586022194911,0.0120699369684165
"LP.01.32",0.0441402221672668,0.0269482677197531,0.0684410235955712,0.190496374030922,0.0115878740512279,0.0351551848079069,0.000269673641457772,0.0465123613835327,0.000843143329397322,0.182384117251615,0.0269482677197531,0.0684410235955712,0.190496374030922,0.0115878740512279,0.0351551848079069,0.000269673641457772,0.0465123613835327,0.221516624442234,0.0137464712884274,-0.00338066220853186,-0.000831755137223407,-0.00521586022194911,0.00659227427560767
"LP.01.34",0.0529204015856823,0.0526317764470379,0.069375256979721,0.150685218981693,0.0410360794164665,0.0206382219240182,0.000269673641457772,0.00798386600387275,-0.0057068861677118,0.0647145640991574,0.0526317764470379,0.069375256979721,0.150685218981693,0.0410360794164665,0.0206382219240182,0.000269673641457772,0.00798386600387275,0.0946932849949665,0.0313021761853606,-0.00217741923415716,-0.000831755137223407,-0.00521586022194911,0.00659227427560767
"LP.01.35",0.0398870123771366,-0.00536995921553234,0.0223617454257287,0.127594681367445,0.0262707582013924,0.0142978950019169,0.000269673641457772,-0.000162440818971684,0.0613194246965697,0.0965858852162445,-0.00536995921553234,0.0223617454257287,0.127594681367445,0.0262707582013924,0.0142978950019169,0.000269673641457772,-0.000162440818971684,0.105034997688993,0.0137464712884274,0.0147522182314824,-0.000831755137223407,0.0217701751666732,0.015087008549993
"LP.01.37",0.056740810590319,0.0873572955670785,0.0604991280060815,0.165890495273477,0.0377123319094593,0.00422562274092881,0.000269673641457772,0.0399980013860517,-0.0057068861677118,0.0436620014709867,0.0873572955670785,0.0604991280060815,0.165890495273477,0.0377123319094593,0.00422562274092881,0.000269673641457772,0.0399980013860517,0.0729014584607785,0.0226389689725534,0.0199246407796526,-0.000831755137223407,-0.00521586022194911,0.00659227427560767
"LP.01.38",0.0623256914295026,0.0596995934189444,0.0585363806880843,0.228360931742615,0.0389585757429377,0.0337542491211869,0.000269673641457772,0.0680518436900927,-0.0057068861677118,0.104627156050179,0.0596995934189444,0.0585363806880843,0.228360931742615,0.0389585757429377,0.0337542491211869,0.000269673641457772,0.0680518436900927,0.228949959869124,0.0207365398497512,-0.00434459394561714,-0.000831755137223407,0.000846952848156062,0.00659227427560767
"LP.01.40",0.0756114990594106,0.0630647544850535,0.0590368210623419,0.193417711268159,0.0719498509669142,0.0323480385105732,0.000269673641457772,0.0629417807907308,-0.0057068861677118,0.0825646651830465,0.0630647544850535,0.0590368210623419,0.193417711268159,0.0719498509669142,0.0323480385105732,0.000269673641457772,0.0629417807907308,0.139439369324316,0.0913729708232451,-0.00434459394561714,-0.000831755137223407,0.0713856181910197,0.0100259145936287
"LP.01.42",0.0420086235581891,0.120968032567716,0.0740087017967761,0.191060684121017,0.029238025622214,0.0310157380422444,0.000269673641457772,0.038429090505886,-0.0057068861677118,0.0675486610985099,0.120968032567716,0.0740087017967761,0.191060684121017,0.029238025622214,0.0310157380422444,0.000269673641457772,0.038429090505886,0.11278737276661,0.0301118072718427,-0.00434459394561714,-0.000831755137223407,0.0532866406713528,0.0156304093881267
"LP.01.43",0.0388213473310434,-0.00536995921553234,-0.0144620511660749,0.141222873945846,0.0431817597248856,0.0310351372101814,0.000269673641457772,0.00341292443854505,0.0436698683709538,0.0865458378737041,-0.00536995921553234,-0.0144620511660749,0.141222873945846,0.0431817597248856,0.0310351372101814,0.000269673641457772,0.00341292443854505,0.113809741618864,0.035961127430141,-0.00434459394561714,-0.000831755137223407,-0.00521586022194911,0.0515207218760292
"LP.01.44",0.0730958525661151,0.010871910573264,0.0417552069162138,0.20750516548426,0.0401747601076547,0.0298405473801536,0.000269673641457772,0.0385549156400164,-0.0057068861677118,0.039549524278128,0.010871910573264,0.0417552069162138,0.20750516548426,0.0401747601076547,0.0298405473801536,0.000269673641457772,0.0385549156400164,0.0745447047024627,0.0497276917709497,0.0228533412468655,0.0678976121263402,-0.00521586022194911,0.00659227427560767
"LP.01.45",0.052336257867394,0.105521379043979,0.0582575447796398,0.216757502920404,0.0437595483008261,0.0184892466391795,0.000269673641457772,0.0467831350186416,-0.0057068861677118,0.0789607286761457,0.105521379043979,0.0582575447796398,0.216757502920404,0.0437595483008261,0.0184892466391795,0.000269673641457772,0.0467831350186416,0.142010247303136,0.0472160024874337,-0.00434459394561714,0.196649827838861,-0.00521586022194911,0.00659227427560767
"LP.01.46",0.0318369820622362,-0.0170984035407162,0.0245408900087123,0.131385743234076,0.0259099440239929,-0.000205992903668707,-0.00192619927792984,0.0117509275387854,0.0344249442895968,0.298645522834534,-0.0170984035407162,0.0245408900087123,0.131385743234076,0.0259099440239929,-0.000205992903668707,-0.00192619927792984,0.0117509275387854,0.312891565563158,0.0437483781773467,-0.00476137687663825,-0.0234513052949131,0.0248152221592678,0.0875785630820122
"LP.01.47",0.0302681972832906,-0.0170984035407162,0.0206328005103122,0.164993995764647,-0.00143177755398792,-0.000205992903668707,-0.00192619927792984,0.00965253061861921,0.0324915842535561,0.228770147944918,-0.0170984035407162,0.0206328005103122,0.164993995764647,-0.00143177755398792,-0.000205992903668707,-0.00192619927792984,0.00965253061861921,0.233830860220185,0.00381423953240008,0.00670246474293825,-0.0234513052949131,0.0276458198230403,0.0336930349468536
"LP.01.48",0.063753683236922,-0.000394209528331628,0.0514012601899559,0.242109523751706,0.0824851367218633,0.0372921039065413,0.024761386912709,0.0598885269941132,0.00694837475360879,0.0511017065609394,-0.000394209528331628,0.0514012601899559,0.242109523751706,0.0824851367218633,0.0372921039065413,0.024761386912709,0.0598885269941132,0.101184561394726,0.0167215240135636,0.00713885897803295,-0.0234513052949131,-0.00356482462810111,0.00773003801551113
"LP.01.52",0.0629826669290359,-0.0170984035407162,-0.00820144487477817,0.164114112903295,0.0111749035357448,-0.000205992903668707,-0.00192619927792984,0.0278530333202161,0.00694837475360879,0.167732529090376,-0.0170984035407162,-0.00820144487477817,0.164114112903295,0.0111749035357448,-0.000205992903668707,-0.00192619927792984,0.0278530333202161,0.180369296606577,0.028654065762522,-0.00476137687663825,-0.0234513052949131,-0.00356482462810111,0.00773003801551113
"LP.01.53",0.0562837587063389,0.167148989874145,0.0590539865787016,0.231551655481804,0.0563015288970261,-0.000205992903668707,0.038662568301711,0.0340260934649028,0.00694837475360879,0.0943394694641971,0.167148989874145,0.0590539865787016,0.231551655481804,0.0563015288970261,-0.000205992903668707,0.038662568301711,0.0340260934649028,0.139775730113145,0.0890931372485527,-0.00476137687663825,0.251715618326057,-0.00356482462810111,0.00773003801551113
"LP.01.56A",0.0546858807871146,-0.0114773846795866,-0.00795997650678134,0.166854761475927,0.0377638145300221,-0.000205992903668707,-0.00192619927792984,0.00636957232622191,0.00694837475360879,0.110600300449089,-0.0114773846795866,-0.00795997650678134,0.166854761475927,0.0377638145300221,-0.000205992903668707,-0.00192619927792984,0.00636957232622191,0.147609726773763,0.040886441040681,0.0214273119402006,-0.0234513052949131,-0.00356482462810111,0.00773003801551113
"LP.01.57",0.0264331709599173,-0.0112214911518542,0.0543701087437638,0.113908230577885,-0.00143177755398792,0.0271847728937088,-0.00192619927792984,-0.010265490714222,0.040492509358998,0.154210082117715,-0.0112214911518542,0.0543701087437638,0.113908230577885,-0.00143177755398792,0.0271847728937088,-0.00192619927792984,-0.010265490714222,0.162514942665134,0.0125871194931755,-0.00325693774945414,-0.0234513052949131,-0.00356482462810111,0.00773003801551113
"LP.01.58",0.0781370567035412,0.0130939756241625,0.0679519202532703,0.171500857291819,0.0148918319701746,0.0247134414380451,-0.00192619927792984,0.0393889277829423,0.00694837475360879,0.0940919279038066,0.0130939756241625,0.0679519202532703,0.171500857291819,0.0148918319701746,0.0247134414380451,-0.00192619927792984,0.0393889277829423,0.11905125908269,0.0315367371172318,-0.00476137687663825,-0.0234513052949131,-0.00356482462810111,0.0139821062775095
"LP.01.59",0.0646235084080601,0.0863631010860458,0.0525363189019238,0.18556181270453,0.0442608652612424,0.0219120322856246,-0.00192619927792984,0.0441495974379453,0.00694837475360879,0.0830853885943932,0.0863631010860458,0.0525363189019238,0.18556181270453,0.0442608652612424,0.0219120322856246,-0.00192619927792984,0.0441495974379453,0.116610369996199,0.0538950212536877,-0.00476137687663825,0.0324244605884629,0.0184473830870463,0.00773003801551113
"LP.01.60",0.0554955198145802,0.0475584404849328,0.0718073978480407,0.169890372981728,0.0337140826488487,0.0478698451951433,-0.00192619927792984,0.09215612129907,0.00694837475360879,0.0853677880126838,0.0475584404849328,0.0718073978480407,0.169890372981728,0.0337140826488487,0.0478698451951433,-0.00192619927792984,0.09215612129907,0.13052426375465,0.0414515756191877,-0.00476137687663825,0.135491336313369,1.05578969945069e-05,0.00773003801551113
"LP.01.61",0.0329575406243427,0.0554299714786128,0.0704209356565106,0.15523392109146,0.00841446506422881,0.0138953686913544,-0.00192619927792984,0.0325901373159516,0.00694837475360879,0.104277224789759,0.0554299714786128,0.0704209356565106,0.15523392109146,0.00841446506422881,0.0138953686913544,-0.00192619927792984,0.0325901373159516,0.161927821609916,0.00921800201894272,0.00986966589383245,-0.0234513052949131,-0.00356482462810111,0.00773003801551113
"LP.01.62",0.0638039644096418,0.0139454548235042,0.0288871332285176,0.217549161567513,0.0438469328803681,-0.000205992903668707,-0.00192619927792984,0.0335929048901702,0.0143619715062673,0.12543246043378,0.0139454548235042,0.0288871332285176,0.217549161567513,0.0438469328803681,-0.000205992903668707,-0.00192619927792984,0.0335929048901702,0.137374657366501,0.0546548741301087,-0.00476137687663825,-0.0160880367684711,-0.00356482462810111,0.00773003801551113
"LP.01.63",0.031548446541318,0.0520104055004811,0.0653056992398014,0.043265864129893,0.0373127634039855,0.0558641886591757,0.00487800543946617,0.0414546726803222,0.0197513047985188,0.0880988927636536,0.0520104055004811,0.0653056992398014,0.043265864129893,0.0373127634039855,0.0558641886591757,0.00487800543946617,0.0414546726803222,0.116288232296336,0.00381423953240008,0.0705193248511202,0.0265157105420864,-0.00356482462810111,0.00773003801551113
"LP.01.64",0.0427902558234787,-0.0170984035407162,0.0428443218522383,0.196396163871255,0.0115724556053336,0.00760928870945132,-0.00192619927792984,0.0264220433111205,0.00694837475360879,0.170900122670678,-0.0170984035407162,0.0428443218522383,0.196396163871255,0.0115724556053336,0.00760928870945132,-0.00192619927792984,0.0264220433111205,0.24784165889308,0.0236764342969725,-0.00476137687663825,-0.0234513052949131,0.0162314130762014,0.0231857342790099
"LP.01.66",0.0338150169686253,-0.00128887644312623,0.0453803020743251,0.0785676115480494,0.0392770116045553,0.025498940496788,-0.00192619927792984,-0.010265490714222,0.0523058360137125,0.0970575541063086,-0.00128887644312623,0.0453803020743251,0.0785676115480494,0.0392770116045553,0.025498940496788,-0.00192619927792984,-0.010265490714222,0.113555592471609,0.036773668316123,0.00269568397746141,-0.0234513052949131,-0.00356482462810111,0.0450782664974989
"LP.01.67",0.0397519649858076,-0.0170984035407162,0.04063953700127,0.164267695256367,-0.00143177755398792,-0.000205992903668707,-0.00192619927792984,0.0184359944893921,0.0415878440120541,0.211925759514823,-0.0170984035407162,0.04063953700127,0.164267695256367,-0.00143177755398792,-0.000205992903668707,-0.00192619927792984,0.0184359944893921,0.21334137319588,0.00381423953240008,0.0286340896634327,-0.0234513052949131,-0.00356482462810111,0.0246443310178691
"LP.01.68",0.0493118356005185,-0.0170984035407162,0.0263366424544275,0.104853000000072,0.00738138652655432,-0.000205992903668707,-0.00192619927792984,0.0166559755335474,0.0385670350396693,0.169506420349908,-0.0170984035407162,0.0263366424544275,0.104853000000072,0.00738138652655432,-0.000205992903668707,-0.00192619927792984,0.0166559755335474,0.175494756160781,0.0147015811078251,2.11017039186282e-05,-0.0234513052949131,0.0396946233817876,0.0268813640214297
"LP.01.70",0.0458767210830658,0.07325071004841,0.0694555825935016,0.206099086402399,0.0127543629231764,0.022924137810964,0.0556811306680591,0.0512892166431909,0.00694837475360879,0.23107993786587,0.07325071004841,0.0694555825935016,0.206099086402399,0.0127543629231764,0.022924137810964,0.0556811306680591,0.0512892166431909,0.296296154343006,0.0317416550576797,0.0142594907451374,0.0467988776585137,0.0763910563124345,0.00773003801551113
"LP.01.71",0.0528036722299958,0.017977081660462,0.0513058146177494,0.180208747880584,0.0529942797534327,0.0129735438888562,-0.00192619927792984,0.0239242644098824,0.00694837475360879,0.0868035408688796,0.017977081660462,0.0513058146177494,0.180208747880584,0.0529942797534327,0.0129735438888562,-0.00192619927792984,0.0239242644098824,0.114238555244118,0.0724003834525169,-0.00476137687663825,-0.0234513052949131,-0.00356482462810111,0.00773003801551113
"LP.01.72",0.0404574252172472,0.240582254695014,0.0843515176471446,0.140649595220468,0.0590666679238174,0.0384500968881769,-0.00192619927792984,0.0644857374904914,0.00694837475360879,0.0685741373750449,0.240582254695014,0.0843515176471446,0.140649595220468,0.0590666679238174,0.0384500968881769,-0.00192619927792984,0.0644857374904914,0.111072542561486,0.00381423953240008,0.0423579062454297,0.150325082250935,-0.00356482462810111,0.00773003801551113
"Test.FFPE.01",0.0343438377565403,0.0118756835053366,0.0556623553056338,0.213446120765134,0.0465591069398154,0.0235512237878893,0.00465819514375338,0.0559150470038606,0.0122906053398312,0.115612005865583,0.0118756835053366,0.0556623553056338,0.213446120765134,0.0465591069398154,0.0235512237878893,0.00465819514375338,0.0559150470038606,0.164529111636954,-0.00519844767916508,0.00437584227742086,0.0156880940180507,0.0565530668828975,0.00877063057515137
"Test.FFPE.02",0.0358111720287083,0.0118756835053366,0.00708615492895555,0.148329045847873,0.0331681566244877,0.0222955342952913,0.00465819514375338,0.0091240618598671,0.0122906053398312,0.0984101470825011,0.0118756835053366,0.00708615492895555,0.148329045847873,0.0331681566244877,0.0222955342952913,0.00465819514375338,0.0091240618598671,0.111776588131356,0.0333936478307476,0.00437584227742086,0.0156880940180507,0.00243262343364794,0.0512358913936823
"Test.FFPE.03",0.0416810059146655,0.0118756835053366,0.00708615492895555,0.0968566980367169,0.0453530250835607,0.0196588542082691,0.00465819514375338,0.0091240618598671,0.0455596335848797,0.194797834015776,0.0118756835053366,0.00708615492895555,0.0968566980367169,0.0453530250835607,0.0196588542082691,0.00465819514375338,0.0091240618598671,0.192567816877577,0.0921006033941453,0.00437584227742086,0.0199651938760848,0.00243262343364794,0.0722014036066687
"Test.FFPE.04",0.0467208674813184,0.0118756835053366,0.0228204091857074,0.205424655866667,0.0114668556193051,0.0258446104940685,0.00465819514375338,0.0426204395133886,0.0223374730935426,0.122828734868495,0.0118756835053366,0.0228204091857074,0.205424655866667,0.0114668556193051,0.0258446104940685,0.00465819514375338,0.0426204395133886,0.153047497092448,0.0285603171463247,0.00437584227742086,0.0156880940180507,0.00243262343364794,0.00650843165520163
"Test.FFPE.05",0.0583163530031778,0.0118756835053366,0.0476923080204298,0.119278346998737,0.0234186319516646,0.0240550194533211,0.00465819514375338,0.012769645696983,0.0153428947941396,0.101070655161959,0.0118756835053366,0.0476923080204298,0.119278346998737,0.0234186319516646,0.0240550194533211,0.00465819514375338,0.012769645696983,0.118395985861048,0.0134886748218239,0.0254189628916959,0.0156880940180507,0.00243262343364794,0.00650843165520163
"Test.FFPE.06",0.0401809174104998,0.143925060279878,0.0759314036460207,0.170058503804771,0.0159636463900331,0.0230347748973689,0.00465819514375338,0.0518589900179906,0.0122906053398312,0.0976916893153784,0.143925060279878,0.0759314036460207,0.170058503804771,0.0159636463900331,0.0230347748973689,0.00465819514375338,0.0518589900179906,0.137562589976249,0.0297949822619224,0.00437584227742086,0.0156880940180507,0.00243262343364794,0.00650843165520163
"Test.FFPE.07",0.0321568091597539,0.0118756835053366,0.0402347866763328,0.13868285001146,0.0364229472241978,-0.00723909667183141,0.00465819514375338,0.0091240618598671,0.0216981296462904,0.123900766006539,0.0118756835053366,0.0402347866763328,0.13868285001146,0.0364229472241978,-0.00723909667183141,0.00465819514375338,0.0091240618598671,0.159697456188083,0.0474204222166719,0.00437584227742086,0.0156880940180507,0.00243262343364794,0.00650843165520163
