"","Quantiseq_B_cell","Epidish_BPRNACan_B","DeconRNASeq_BPRNACan_B","Epidish_BPRNACan3DProMet_B","DeconRNASeq_BPRNACan3DProMet_B","Epidish_BPRNACanProMet_B","DeconRNASeq_BPRNACanProMet_B","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_B.cells","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_B.cells","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_B.cells","DeconRNASeq_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_B.cells","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_B.cells","Epidish_CCLE_TIL10_B.cells","DeconRNASeq_CCLE_TIL10_B.cells","Epidish_CD226_B","DeconRNASeq_CD226_B","Epidish_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_B.cells","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_B.cells","Epidish_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_B.cells","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_B.cells","DeconRNASeq_TIL10_B.cells","CBSX__NSCLC.scRNAseq__B_cells","CBSX__scRNA.melanoma__B_cells","CBSX__TIL10__B.cells","CBSX__CD226__B"
"LP.01.52",0.0456533417379685,0.0120635042357161,0.0920135071945453,0.00860728816176046,0.0822676038897649,0.025250425328674,0.0748371764460506,1.04782876772524,0.681117245797097,0.0147138766029812,0.0679324154468054,0.110571521731073,0.00398471538060311,0.0774267064971471,0.0738471042813999,0.374677045173872,1.04782876772524,0.681117245797097,0.0147138766029812,0.0679324154468054,0.0937148380163172,0.964977669064171,0.0122373556934319,0.00418280394094881,0.132093145533036
"LP.01.53",0.0449872375667385,0.0103329684978624,0.0902405328904224,0.00835178833053642,0.0805108391968122,0.0133204999469946,0.0709535011601764,0.800004982073353,0.422878530388912,0.0172558244667511,0.0996723823706642,0.119945044345332,0.00398471538060311,0.0703036873886569,0.147257035583466,0.153710862634372,0.800004982073353,0.422878530388912,0.0172558244667511,0.0996723823706642,0.121837047325169,0.712012127271267,0.0128910899904371,0.00418280394094881,0.190542029664609
"LP.01.56A",0.0418722391364376,0.0106160993778553,0.0840992096507295,0.00847449531851419,0.0737003612018711,0.0141022788954024,0.0644730562600894,1.04458847231801,0.651548687974172,0.0182930023159237,0.0921534021092582,0.108445040313526,0.00398471538060311,0.0266222356021271,0.140146910133834,0.266725989066842,1.04458847231801,0.651548687974172,0.0182930023159237,0.0921534021092582,0.0563037845406664,0.935368048984621,0.0122373556934319,0.00418280394094881,0.170662263084863
"LP.01.57",0.091814165354639,0.0451567759397119,0.085671969396026,0.0495298915992835,0.0751060513702324,0.057665184876621,0.0690164839512459,1.05778292146678,0.665563030778557,0.0511488052895418,0.10187804042534,0.100858099619894,0.0131489845004134,0.120861519566511,0.165650101064256,0.390909368479734,1.05778292146678,0.665563030778557,0.0511488052895418,0.10187804042534,0.135421028096012,1.01090570727913,0.0505107138788974,0.00418280394094881,0.169498685414744
"LP.01.58",0.0758735790968941,0.0370404434836512,0.108968579138307,0.0390177220823632,0.0991766217899246,0.0474538181608538,0.0877130294474801,1.0522886653242,0.543894354010461,0.0959181453395849,0.107101525172727,0.128296647010457,0.00398471538060311,0.0929507977456054,0.211016179837297,0.267777722733406,1.0522886653242,0.543894354010461,0.0959181453395849,0.107101525172727,0.129202232786428,1.03303289163836,0.120346509558864,0.00418280394094881,0.206633735016159
"LP.01.59",0.0374435201603921,0.00378549263374426,0.0780912014434829,0.00396458677378756,0.0658302988089696,0.00575694215249011,0.0595357101730552,0.303314623323436,0.337876010255504,0.013094397498894,0.0656025250812779,0.117847454940687,0.00398471538060311,0.0534542107519069,0.165897771810562,0.145936616117806,0.303314623323436,0.337876010255504,0.013094397498894,0.0656025250812779,0.0915502666155183,0.299878589192542,0.0122373556934319,0.00418280394094881,0.175783159423976
"LP.01.60",0.036918145139458,0.0115733318099132,0.11037502141837,0.00974614392842506,0.099513726697688,0.019709050479558,0.0988244177578295,0.623980965010043,0.355165576287423,0.013094397498894,0.0729990542627407,0.119696311222378,0.00398471538060311,0.0770823065523273,0.2511660601377,0.129698802960628,0.623980965010043,0.355165576287423,0.013094397498894,0.0729990542627407,0.142808069788668,0.534305973886404,0.0122373556934319,0.00418280394094881,0.204059263088682
"LP.01.61",0.0536344142802731,0.027587954117636,0.107812567873446,0.0260581374941332,0.0969964240159754,0.0359678770321772,0.103797696115793,0.968022918066133,0.497354767169391,0.0212663905433814,0.0999362342872151,0.115893499138231,0.00398471538060311,0.0722650706201819,0.144936137473908,0.200903391327382,0.968022918066133,0.497354767169391,0.0212663905433814,0.0999362342872151,0.117875433712179,0.952520195583751,0.0122373556934319,0.00418280394094881,0.157522492688911
"LP.01.62",0.0887573239475246,0.0440489149079166,0.0862928750821693,0.0434812524251151,0.0758526426370896,0.0599112093096346,0.0646570459717981,1.04833461319958,0.489328159986721,0.0480523529800437,0.10576458595105,0.122076299883677,0.00957989129328768,0.11395154914624,0.224880572404976,0.26911416932382,1.04833461319958,0.489328159986721,0.0480523529800437,0.10576458595105,0.133947924402742,0.981754711010278,0.0450457324371385,0.00418280394094881,0.214702187619123
"LP.01.63",0.0377273315085075,0.00685644046547331,0.0705177349436525,0.00432257269798132,0.0586906329805526,0.0120606259257228,0.0570404356118537,0.259749900958904,0.218077191542247,0.013094397498894,0.0755495494525582,0.113223204674057,0.00398471538060311,0.0601434928284983,0.308347204388988,0.21890248492541,0.259749900958904,0.218077191542247,0.013094397498894,0.0755495494525582,0.101432066193118,0.266476238943617,0.0122373556934319,0.00418280394094881,0.186641324288807
"LP.01.64",0.0565039621088713,0.0163138993844455,0.0964444958725652,0.0143780343735338,0.085084072359717,0.0227820683835336,0.0826355093263068,0.999366192198979,0.531514074687081,0.0234472912328283,0.104785975031882,0.118676068763473,0.00398471538060311,0.0406247918464771,0.0813553634916414,0.19053614764398,0.999366192198979,0.531514074687081,0.0234472912328283,0.104785975031882,0.0911800375493975,0.874555210449482,0.0350241821273157,0.00418280394094881,0.150266900004394
"LP.01.66",0.12482102691991,0.0865719614864367,0.10739816411241,0.0834905631064903,0.0960844905058824,0.0934772725489869,0.0928961803977408,1.03412512187952,0.708392274497931,0.102538277158947,0.115588159450526,0.116615973725174,0.0424924804051467,0.136987198550914,0.200582730783759,0.427236603848032,1.03412512187952,0.708392274497931,0.102538277158947,0.115588159450526,0.164504963800166,0.9933147734526,0.098106213742945,0.00418280394094881,0.17343759127026
"LP.01.67",0.0429180137642233,0.0304739303775719,0.103665058129663,0.0257318515041854,0.0928511148844202,0.038733183981684,0.0890695176678537,1.08571513152612,0.588262270336414,0.0299727797403032,0.0990624576283059,0.0864315472233029,0.00398471538060311,0.0784632639668406,0.251516775043864,0.306529643318306,1.08571513152612,0.588262270336414,0.0299727797403032,0.0990624576283059,0.0885567307546164,0.961748150064555,0.0268799025879016,0.00418280394094881,0.223441043043376
"LP.01.68",0.0652899270949779,0.0713919817884024,0.103317176690612,0.0674112871032093,0.0928781111644837,0.0768079853256026,0.0844067348917861,1.07569119959774,0.690160564563586,0.0193160206069803,0.0871071079899724,0.0892408612517036,0.0143030955828806,0.107736439859661,0.185945213250865,0.354911936457253,1.07569119959774,0.690160564563586,0.0193160206069803,0.0871071079899724,0.121776833375011,1.00639289365108,0.0161224938273346,0.00418280394094881,0.166633118955368
"LP.01.70",0.0233635080987243,0.00692451634258374,0.0609105288043193,0.00396458677378756,0.0476669141743049,0.00575694215249011,0.0426171961694027,0.943306094120092,0.477722599951874,0.0172680798526521,0.102476871168663,0.119785282760397,0.00398471538060311,0.037938198527902,0.0926207444071863,0.211679147958405,0.943306094120092,0.477722599951874,0.0172680798526521,0.102476871168663,0.0872426318432757,0.978495035765538,0.0122373556934319,0.00418280394094881,0.185003198259092
"LP.01.71",0.0714600790677808,0.0419860300974853,0.0846913464711385,0.0396026361954055,0.0738288744930628,0.0487154279595592,0.0667713183501477,1.05063964632494,0.529093458128796,0.0501941072520969,0.102778438669969,0.123403720480341,0.00398471538060311,0.0994398445632108,0.131123472897233,0.235167399996207,1.05063964632494,0.529093458128796,0.0501941072520969,0.102778438669969,0.13243485845724,0.975894398613774,0.049803319538188,0.00418280394094881,0.16819213928347
