"","Epidish_BPRNACan_Mono","DeconRNASeq_BPRNACan_Mono","Epidish_BPRNACan3DProMet_Mono","DeconRNASeq_BPRNACan3DProMet_Mono","Epidish_BPRNACanProMet_Mono","DeconRNASeq_BPRNACanProMet_Mono","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_Monocytes","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_Monocytes","Epidish_CBSX_LM22_Monocytes","DeconRNASeq_CBSX_LM22_Monocytes","Epidish_CCLE_TIL10_Monocytes","DeconRNASeq_CCLE_TIL10_Monocytes","Epidish_CD226_Mono","DeconRNASeq_CD226_Mono","Epidish_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_Monocytes","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_Monocytes","Epidish_LM22_Monocytes","DeconRNASeq_LM22_Monocytes","Epidish_TIL10_Monocytes","DeconRNASeq_TIL10_Monocytes","CBSX__LM22__Monocytes","CBSX__NSCLC.scRNAseq__Monocytes","CBSX__TIL10__Monocytes","CBSX__CCLE.TIL10__Monocytes","CBSX__CD226__Mono"
"LP.01.17",0.0429489510105034,0.124868869365551,0.0469974270087958,0.124791751881894,0.0417644265511911,0.112450059058714,0.0198195260870204,0.208164096771603,0.0843925051845127,0.0353075680212335,-0.00263155001852905,0.246716993395559,0.465411998201575,0.137814844872148,0.0198195260870204,0.208164096771603,0.0843925051845127,0.0353075680212335,-0.00182423421235118,0.276674617779114,0.101618018639639,0.0196101560170525,0.117382086309616,-0.0128393736034556,0.105447356871653
"LP.01.18",0.036435258440051,0.128017681956433,0.0348282583409208,0.124583582016328,0.0302594035754477,0.110891534049123,0.0198195260870204,0.158384740737606,0.00254324019170288,0.00767704815784964,-0.00263155001852905,-0.00974905772715909,0.162384665500871,0.0955806865853632,0.0198195260870204,0.158384740737606,0.00254324019170288,0.00767704815784964,-0.00182423421235118,-0.0086502137686093,0.00763375017289632,0.0196101560170525,-0.00737984410793629,-0.0128393736034556,0.0897781508615361
"LP.01.19",0.0293762559503338,0.158200743633547,0.0278491041588408,0.157790158996393,0.0259044809010012,0.139754658381462,0.0198195260870204,0.231639026785196,0.0243610339670163,0.0508235408859603,-0.00263155001852905,-0.00974905772715909,0.300181793566589,0.0786644233708443,0.0198195260870204,0.231639026785196,0.0243610339670163,0.0508235408859603,-0.00182423421235118,-0.0086502137686093,0.0244312292007185,0.0383309018725409,-0.00737984410793629,-0.0128393736034556,0.101649523599276
"LP.01.20",0.01665600793766,0.126194877700537,0.0135757700327161,0.123838767509734,0.0118760153058445,0.108746133761294,0.0426007646951567,0.243111915283003,0.0192742592632479,0.000943082566903053,-0.00263155001852905,-0.00974905772715909,0.269393174336296,0.0505924603972781,0.0426007646951567,0.243111915283003,0.0192742592632479,0.000943082566903053,-0.00182423421235118,-0.0086502137686093,0.0188761728880102,0.0404504440408188,-0.00737984410793629,-0.0128393736034556,0.0881449598568763
"LP.01.22",0.00256518338314132,0.0694991288507921,0.000456934208848016,0.0645133573633446,-0.000545471350172003,0.0594068942699063,0.0842321597774928,0.245908274225213,0.0103851575855143,0.0445274327970773,-0.00263155001852905,-0.00974905772715909,-0.00149599166737555,0.00643086758506271,0.0842321597774928,0.245908274225213,0.0103851575855143,0.0445274327970773,-0.00182423421235118,-0.0086502137686093,0.00993693841756702,0.0801878374212067,0.145489369439588,-0.0128393736034556,0.0715138468056597
"LP.01.23",0.0318075955118207,0.110078786516934,0.0290483774258347,0.108075088559524,0.0242945192120123,0.0962607050999029,0.0205504144823725,0.183179077571386,0.0263070004303228,0.0351757473326065,-0.00263155001852905,-0.00974905772715909,0.275737870731635,0.0821624769136023,0.0205504144823725,0.183179077571386,0.0263070004303228,0.0351757473326065,-0.00182423421235118,-0.0086502137686093,0.0315431583559449,0.034658705429111,-0.00737984410793629,-0.0128393736034556,0.0810654323482989
"LP.01.24",0.0625675344824983,0.155376546053804,0.0602777356218264,0.154172485156656,0.0509445593982422,0.139012959108721,0.0198195260870204,0.231091330919069,0.00671615508001428,0.0176879342469565,0.0246921157238753,-0.00974905772715909,0.347438395249066,0.0613652833546906,0.0198195260870204,0.231091330919069,0.00671615508001428,0.0176879342469565,0.0237867648650411,-0.0086502137686093,0.0155997842871142,0.0354082656370726,-0.00737984410793629,0.0713987937454788,0.0824498815944029
"LP.01.25",0.0422739198813691,0.135261576757138,0.0450441257578517,0.133765705588548,0.0355694115793526,0.119101843620294,0.0209361867050539,0.206477939233993,0.0382404183488313,0.00839342454960445,-0.00263155001852905,-0.00974905772715909,0.30131012327149,0.0608732971776588,0.0209361867050539,0.206477939233993,0.0382404183488313,0.00839342454960445,-0.00182423421235118,-0.0086502137686093,0.0463350800797949,0.0359353794490657,-0.00737984410793629,-0.0128393736034556,0.0812304594115959
"LP.01.28",0.0335475738630952,0.144309312495694,0.0378479425916673,0.143855556014991,0.0320257153969864,0.130639063472353,0.0278841466347701,0.307178030566673,0.0369632550641521,0.0107560098275318,-0.00263155001852905,0.0138170773976354,0.370508459384989,0.0366562667706618,0.0278841466347701,0.307178030566673,0.0369632550641521,0.0107560098275318,-0.00182423421235118,0.00752744591539,0.0414690216487359,0.0521806744217335,-0.00737984410793629,0.0135584081823124,0.0905276476369198
"LP.01.29",0.0446537468057384,0.115607082916234,0.0419244965601841,0.111199397393006,0.0394667321630609,0.0970794498195035,0.108460579252834,0.252673311754399,0.0950327279385481,0.0233078329977884,-0.00263155001852905,-0.00974905772715909,0.251805164956518,0.0326653871022659,0.108460579252834,0.252673311754399,0.0950327279385481,0.0233078329977884,-0.00182423421235118,-0.0086502137686093,0.0977916798174072,0.148174983652898,0.0308785840158232,-0.0128393736034556,0.114770167674959
"LP.01.31",0.0189829752309774,0.0876294077512499,0.0160725619069836,0.0846519661024807,0.0149561078555103,0.0747036043288441,0.0574496591963592,0.237725693996424,0.0413529991012279,0.0453764168623643,0.0128697423622777,0.0115986390740804,0.132876732793993,0.0371834927008863,0.0574496591963592,0.237725693996424,0.0413529991012279,0.0453764168623643,-0.00182423421235118,0.0051333464348365,0.0366738686296692,0.0635731211720281,-0.00737984410793629,0.00843042052340341,0.0804359956916565
"LP.01.32",0.0151357886111796,0.0956925505426485,0.0107162603437003,0.0904805753831346,0.009948065316507,0.0806990308268866,0.0804330377349614,0.242783830356211,0.00219774201861388,-0.00505964818817406,-0.00263155001852905,-0.00974905772715909,0.0293813548995927,0.00643086758506271,0.0804330377349614,0.242783830356211,0.00219774201861388,-0.00505964818817406,0.0623079192679991,-0.0086502137686093,-0.00838481862577278,0.0415923099940788,0.150865888906271,0.0341800612793381,0.0762756550423962
"LP.01.34",0.0446943080617058,0.151530329639292,0.0489094630941759,0.150948655747203,0.040983699354693,0.136705951233765,0.0266815335785639,0.243232526711846,0.0324338576221265,0.00531639145942594,-0.00263155001852905,-0.00974905772715909,0.305535623354945,0.0879282666835254,0.0266815335785639,0.243232526711846,0.0324338576221265,0.00531639145942594,-0.00182423421235118,-0.0086502137686093,0.0436201851443996,0.0398580560451175,-0.00737984410793629,-0.0128393736034556,0.109484168992086
"LP.01.35",0.0775992638116462,0.159038842060075,0.0902998942286208,0.158692986223266,0.077759172677919,0.14446033347417,0.0198195260870204,0.205342350665841,0.00902033055358918,-0.00608489734818397,-0.00263155001852905,-0.00974905772715909,0.197596130450791,0.0185638346037005,0.0198195260870204,0.205342350665841,0.00902033055358918,-0.00608489734818397,-0.00182423421235118,-0.0086502137686093,0.0161750841644947,0.0196101560170525,-0.00737984410793629,-0.0128393736034556,0.0781880247625288
"LP.01.37",0.0186022421804873,0.0961471921875929,0.0149980158776264,0.0924409113652103,0.0173240634595722,0.0823549409162799,0.262925875672986,0.292898136523885,0.0181066912697368,-0.00765737835641666,-0.00263155001852905,-0.00974905772715909,0.289997641609833,0.0621884568662977,0.262925875672986,0.292898136523885,0.0181066912697368,-0.00765737835641666,-0.00182423421235118,-0.0086502137686093,0.013923420093512,0.198016141149607,-0.00737984410793629,-0.0128393736034556,0.115497624436504
"LP.01.38",0.00917787204091639,0.075117343044187,0.0051198479972754,0.0691975933206151,0.00324292651729576,0.057149471569149,0.0937236993646233,0.239676556891873,0.00517771297773008,0.0330271454010351,-0.00263155001852905,-0.00953487410862208,-0.00149599166737555,0.030291138006425,0.0937236993646233,0.239676556891873,0.00517771297773008,0.0330271454010351,-0.00182423421235118,-0.0086502137686093,-0.00713519683731781,0.0736719096171165,-0.00737984410793629,-0.0128393736034556,0.0806118304132116
"LP.01.40",0.0205346953848406,0.090886603320841,0.0150366013304509,0.0895363826094362,0.0081279706461695,0.0811456778146479,0.0541280984881377,0.226031491650345,0.0172709240919022,0.0160373265185062,-0.00263155001852905,-0.00974905772715909,0.163901504356335,0.154993334817491,0.0541280984881377,0.226031491650345,0.0172709240919022,0.0160373265185062,-0.00182423421235118,-0.0086502137686093,0.0223072342930667,0.0485459462197106,-0.00737984410793629,-0.0128393736034556,0.081214049793682
"LP.01.42",0.0291917221180053,0.139518557327032,0.0312782291207307,0.137548850453418,0.0267299505856254,0.120226179239685,0.0447934142309202,0.249765602854937,-0.00978615295643821,-0.00523941332321791,-0.00263155001852905,-0.00974905772715909,0.169029525597874,0.0706534667900387,0.0447934142309202,0.249765602854937,-0.00978615295643821,-0.00523941332321791,-0.00182423421235118,-0.0086502137686093,-0.00838481862577278,0.0443652879998361,-0.00737984410793629,-0.0128393736034556,0.0745253513490945
"LP.01.43",0.0706722197474644,0.169760894840572,0.0868431438390829,0.171146662175101,0.0771016533045405,0.155421878878268,0.0198195260870204,0.245958041174523,0.152441747701921,0.0185590074460645,-0.00263155001852905,-0.00974905772715909,0.58453571490989,0.165502796308783,0.0198195260870204,0.245958041174523,0.152441747701921,0.0185590074460645,-0.00182423421235118,-0.0086502137686093,0.140166919751332,0.0216391557502969,-0.00737984410793629,-0.0128393736034556,0.121044557054123
"LP.01.44",0.0241278688869359,0.111678459049189,0.0252859101339943,0.111404869911554,0.0278326452912035,0.101808446113173,0.0834335561377842,0.257790900108514,0.0240036525128168,-0.00148225837478306,-0.00263155001852905,-0.00974905772715909,0.30315197921025,0.0576978084358678,0.0834335561377842,0.257790900108514,0.0240036525128168,-0.00148225837478306,-0.00182423421235118,-0.0086502137686093,0.03910576396774,0.0548774999836772,-0.00737984410793629,-0.0128393736034556,0.122603085798324
"LP.01.45",0.00135276204362402,0.0962401985194674,0.00105682405515215,0.0937220986408963,0.000383792655126738,0.0808719176530812,0.133484057007161,0.24400243946265,0.00113454021625678,0.00711390180099684,-0.00263155001852905,-0.00974905772715909,0.358985094231599,0.0169527613382812,0.133484057007161,0.24400243946265,0.00113454021625678,0.00711390180099684,-0.00182423421235118,-0.0086502137686093,0.000129032560639706,0.125644801495111,-0.00737984410793629,-0.0128393736034556,0.0946814114450139
"LP.01.46",0.0551690906092526,0.120929334591543,0.0491300476801143,0.11606582814087,0.0373895861881957,0.0998503279663284,-0.0733501622636699,0.134367605170051,0.0396494616071657,0.0608705673611764,0.00039542459149236,0.00245811570738965,0.254928616376515,0.0648245000205846,-0.0733501622636699,0.134367605170051,0.0396494616071657,0.0608705673611764,-0.00639445669588895,-0.000660977716816906,0.0375128054923315,-0.0777165118425374,-0.0250331491507291,-0.0067930987056649,0.0789350380501233
"LP.01.47",0.0454076291946061,0.138589138155496,0.0449629948269607,0.138555796467788,0.0429647596375454,0.121450359696199,-0.0425456104631944,0.181667208710624,0.0450362340525623,0.053618948748901,0.00039542459149236,0.00245811570738965,0.412939303076323,0.0826366834291885,-0.0425456104631944,0.181667208710624,0.0450362340525623,0.053618948748901,-0.00639445669588895,-0.000660977716816906,0.0325781512299591,-0.0221908882666166,-0.0250331491507291,-0.0067930987056649,0.0867883146415011
"LP.01.48",0.0305319601709751,0.111902990016749,0.0264651765839885,0.108374004214306,0.0280643633393808,0.0982834452009714,0.00895176709431632,0.225389649237119,0.0058543247577825,0.0276924264541755,0.00039542459149236,0.00245811570738965,0.0908734427565466,0.0741816020128703,0.00895176709431632,0.225389649237119,0.0058543247577825,0.0276924264541755,-0.00639445669588895,-0.000660977716816906,0.00414561683563442,0.0179661777493368,-0.0250331491507291,-0.0067930987056649,0.0915664057855191
"LP.01.52",0.0487940686225708,0.120553431976827,0.0613337005310799,0.119972309957025,0.0561727249590925,0.107932855175644,-0.0459870865537618,0.141607598848102,0.0344199079443405,0.0154497994508074,0.00039542459149236,0.00245811570738965,0.423013422293103,0.0786616669576823,-0.0459870865537618,0.141607598848102,0.0344199079443405,0.0154497994508074,-0.00639445669588895,-0.000660977716816906,0.0305479001141693,-0.0566712512896648,-0.0250331491507291,-0.0067930987056649,0.0816786141600584
"LP.01.53",0.00744379797373095,0.0903437876562134,0.00786367271424155,0.089147647822282,0.00226835839056466,0.0788637662015224,0.0281125937742371,0.224071989259503,0.0688126022799672,0.051198750408067,0.00039542459149236,0.00245811570738965,0.473072914126038,0.106638816372473,0.0281125937742371,0.224071989259503,0.0688126022799672,0.051198750408067,0.0582919442963308,-0.000660977716816906,0.0709713086590544,0.0189199772160578,-0.0250331491507291,-0.0067930987056649,0.1043801571597
"LP.01.56A",0.0422174360828368,0.135606431664216,0.0440339810181386,0.134293633794128,0.0391377929645417,0.123402714987852,-0.057798916714099,0.156005539936737,0.0482508628025807,0.021951925977328,0.00039542459149236,0.00245811570738965,0.398783848680134,0.0544141209292345,-0.057798916714099,0.156005539936737,0.0482508628025807,0.021951925977328,-0.00639445669588895,-0.000660977716816906,0.039848886574827,-0.0558551876765094,-0.0250331491507291,-0.0067930987056649,0.115418344705773
"LP.01.57",0.0416962345168401,0.134788758595367,0.053870049581308,0.134220723356378,0.0491623936548068,0.117760126379362,-0.0677526574853631,0.151046072807189,0.0269141900507676,-0.0112094307072768,0.00039542459149236,0.00245811570738965,0.299712273578103,0.0423171793094059,-0.0677526574853631,0.151046072807189,0.0269141900507676,-0.0112094307072768,-0.00639445669588895,-0.000660977716816906,0.011790362363907,-0.0809738703863881,-0.0250331491507291,-0.0067930987056649,0.0851550521232409
"LP.01.58",0.019527910542955,0.0820730406136564,0.0233906599379698,0.0815142039206655,0.0214739053008739,0.0742393353919353,-0.0701160752266231,0.182504690629754,0.0301156436200799,-0.0079565580202964,0.00039542459149236,0.00245811570738965,0.140513434026866,0.0475969574905346,-0.0701160752266231,0.182504690629754,0.0301156436200799,-0.0079565580202964,-0.00639445669588895,-0.000660977716816906,0.0321527763233683,-0.0820775216036822,-0.0250331491507291,-0.0067930987056649,0.0810180975291216
"LP.01.59",0.0273651543357447,0.129741630702746,0.028826262395877,0.129644118085071,0.0288294713771311,0.117409131072043,0.605588841312255,0.376348682667802,0.0058543247577825,-0.00207015527633376,0.00039542459149236,0.00245811570738965,0.0865575535306564,0.025721105771839,0.605588841312255,0.376348682667802,0.0058543247577825,-0.00207015527633376,-0.00639445669588895,-0.000660977716816906,0.00414561683563442,0.650344673032377,-0.0250331491507291,0.0079742892351531,0.0949306849730431
"LP.01.60",0.00895971551961076,0.0780876705038075,0.00672782542731756,0.0716247952854815,0.0048129323274124,0.0620021849594722,0.32372716022676,0.334062429647008,0.0058543247577825,0.0226842296365639,0.00039542459149236,0.00245811570738965,0.00333703449526521,-0.00125488056710941,0.32372716022676,0.334062429647008,0.0058543247577825,0.0226842296365639,0.0579072812167565,-0.000660977716816906,0.00414561683563442,0.312850412613609,-0.0250331491507291,-0.0067930987056649,0.0892393240726873
"LP.01.61",0.0482558262690879,0.129443234186112,0.0468837619389102,0.127330272730766,0.0356588682175456,0.11198415659895,-0.0281863238230101,0.24877675162256,0.026209189051715,0.0350034965077531,0.00039542459149236,0.00245811570738965,0.454264921719389,0.0207684723414434,-0.0281863238230101,0.24877675162256,0.026209189051715,0.0350034965077531,-0.00639445669588895,-0.000660977716816906,0.026792019788363,-0.0453601038472827,-0.0250331491507291,-0.0067930987056649,0.10354993785197
"LP.01.62",0.0376535043757001,0.118738533433798,0.0415251740070948,0.119245745157275,0.0479128414180974,0.108775420254578,-0.0733501622636699,0.202873937241725,0.0957938666063511,0.0447266627298362,0.00039542459149236,0.00245811570738965,0.56184213678806,0.15304138998679,-0.0733501622636699,0.202873937241725,0.0957938666063511,0.0447266627298362,0.0273916067449997,-0.000660977716816906,0.0868534704978936,-0.0820775216036822,-0.0250331491507291,0.0707658756074542,0.0908319463220637
"LP.01.63",0.0154341173307587,0.145514953582257,0.0169820516438151,0.141819379286999,0.0176517707465883,0.128329853889434,0.683506259262351,0.63168847838421,0.0119983145580832,0.0342242164004476,0.00039542459149236,0.00245811570738965,0.00333703449526521,0.0394804773765972,0.683506259262351,0.63168847838421,0.0119983145580832,0.0342242164004476,-0.00639445669588895,-0.000660977716816906,0.0156031962709837,0.633921005341945,0.272707703968138,0.0189563031839228,0.0846664629490192
"LP.01.64",0.0205475640831956,0.10469821903442,0.0220578350062132,0.103421584065289,0.02036588751186,0.0909437627793892,-0.0682425840551153,0.180769942496884,0.0281384190764341,-0.000598847210170662,0.00039542459149236,0.00245811570738965,0.0359159741279754,0.0696897279985778,-0.0682425840551153,0.180769942496884,0.0281384190764341,-0.000598847210170662,-0.00639445669588895,-0.000660977716816906,0.019865966759393,-0.0569968168807276,-0.0250331491507291,-0.0067930987056649,0.0768626886145971
"LP.01.66",0.0603648252145209,0.137708702868323,0.0604652068912513,0.135890973075003,0.0550362347219631,0.124505142844395,-0.0665318506035422,0.145138776226684,0.0217113164531288,-0.0163880268088944,0.00039542459149236,0.00245811570738965,0.333597187268766,0.0443656444692707,-0.0665318506035422,0.145138776226684,0.0217113164531288,-0.0163880268088944,-0.00639445669588895,-0.000660977716816906,0.0600714740122611,-0.0713398020110188,-0.0250331491507291,-0.0067930987056649,0.0761957654934448
"LP.01.67",0.0337595923338355,0.101560670022544,0.0357331523024791,0.101064818654945,0.0268603563784787,0.089502818956825,-0.0733501622636699,0.170892369360111,0.0287208136990925,0.0537321963150374,0.0246592346094991,0.00245811570738965,0.401924638163632,0.0493057294811879,-0.0733501622636699,0.170892369360111,0.0287208136990925,0.0537321963150374,-0.00639445669588895,-0.000660977716816906,0.0424443685209799,-0.0617683054339927,-0.0250331491507291,0.0816983665579338,0.107224068780926
"LP.01.68",0.087988052626898,0.143515690166403,0.0877773600834306,0.143120394923077,0.0763485264310433,0.129610804526959,-0.0721154363506704,0.16044763458652,0.0464852419851634,0.041627810051781,0.0751040146553078,0.00245811570738965,0.463306077073315,0.069103172762416,-0.0721154363506704,0.16044763458652,0.0464852419851634,0.041627810051781,-0.00639445669588895,-0.000660977716816906,0.0531134291473243,-0.0628482144354291,-0.0250331491507291,0.0644746561418206,0.0959795765111816
"LP.01.70",0.0280934440279106,0.144893911980952,0.0255281711814948,0.141191190050557,0.0177496783616339,0.126106654141891,-0.0212902384467665,0.215739202363386,0.0362829522679694,0.00554251553369314,0.00039542459149236,0.00245811570738965,0.254760791902105,0.0977121060260044,-0.0212902384467665,0.215739202363386,0.0362829522679694,0.00554251553369314,-0.00639445669588895,0.014183271596678,0.0300132110091426,-0.0426461906106708,-0.0250331491507291,0.0475586142442275,0.0739746070197018
"LP.01.71",0.0330518475532948,0.124078485758949,0.0320980469745663,0.123573525457502,0.0259312952403721,0.1117777755161,-0.0733501622636699,0.192941166745202,0.0058543247577825,-0.017707746882953,0.00039542459149236,0.00245811570738965,0.20663750794153,0.036861785447854,-0.0733501622636699,0.192941166745202,0.0058543247577825,-0.017707746882953,-0.00639445669588895,-0.000660977716816906,0.0303534993630625,-0.0763775001757954,-0.0250331491507291,-0.0067930987056649,0.0992720690973423
"LP.01.72",0.019262502458636,0.133343746955258,0.0195554971952643,0.128074508096402,0.0153355393799342,0.113139447376961,0.29496570854955,0.386441993905728,0.0058543247577825,0.00906095738961724,0.00039542459149236,0.0529995498521508,0.0126448204526681,0.0519618925947975,0.29496570854955,0.386441993905728,0.0058543247577825,0.00906095738961724,0.0467413851868601,0.12406601284165,0.0465643208529054,0.381837480711843,0.50201891333164,-0.0067930987056649,0.0939317078004688
"Test.FFPE.01",0.0269302910570957,0.111741420483634,0.0245474418040869,0.106617798397069,0.0202818618464043,0.0926304349651454,0.0882878104186843,0.267695534851436,0.0254517604402663,0.0255804211527656,0.00534404459558355,0.00230575460514172,0.162236254698127,0.0500287549230998,0.0882878104186843,0.267695534851436,0.0254517604402663,0.0255804211527656,0.00440104551553619,0.00299360720864501,0.0239582855521795,0.0825337160381708,0.0162064966293327,0.00981623615456024,0.0801806762591647
"Test.FFPE.02",0.0423470170469135,0.144659363293285,0.049252679016178,0.14305157243143,0.0449705498498921,0.12491869539153,0.0358595538132704,0.189587672700395,0.00786244599308951,0.013211971489311,0.00534404459558355,0.00230575460514172,0.334468084957349,0.110589364497178,0.0358595538132704,0.189587672700395,0.00786244599308951,0.013211971489311,0.00440104551553619,0.00299360720864501,0.00707721445811711,0.0405087259768525,0.0162064966293327,0.00981623615456024,0.0980989076813934
"Test.FFPE.03",0.0773848704962451,0.1236985182834,0.0753246462543775,0.121179485583331,0.0686780835842451,0.11031044038185,0.058403741359076,0.145798950269119,0.0498832582983277,0.0158762285593503,0.00534404459558355,0.0291000827000018,0.410973583096271,0.0706821291549789,0.058403741359076,0.145798950269119,0.0498832582983277,0.0158762285593503,0.00440104551553619,0.0362333778900069,0.0779606845313867,0.0597352410298357,0.0162064966293327,0.00981623615456024,0.136319288806477
"Test.FFPE.04",0.0346768037696464,0.118346402928539,0.0333993279755284,0.116117651586709,0.0283012131466942,0.102816756424768,0.0410045359420288,0.240635352283747,0.0225326506143436,0.0182813655787553,0.00534404459558355,0.00230575460514172,0.0300912843578708,0.0307668890672811,0.0410045359420288,0.240635352283747,0.0225326506143436,0.0182813655787553,0.00440104551553619,0.00299360720864501,0.0370339573381094,0.0543149505441816,0.0162064966293327,0.00981623615456024,0.0883043109723164
