"","Quantiseq_T_cell_CD8.","DeconRNASeq_BPRNACan_CD8","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD8","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD8","Epidish_CBSX_LM22_T.cells.CD8","DeconRNASeq_CBSX_LM22_T.cells.CD8","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD8","DeconRNASeq_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD8","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_T.cells.CD8","Epidish_CCLE_TIL10_T.cells.CD8","DeconRNASeq_CCLE_TIL10_T.cells.CD8","DeconRNASeq_CD226_CD8CD226negPostAct","DeconRNASeq_CD226_CD8CD226plusNoAct","DeconRNASeq_CD226_CD8CD226plusPostAct","Epidish_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD8","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD8","Epidish_LM22_T.cells.CD8","DeconRNASeq_LM22_T.cells.CD8","Epidish_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD8","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD8","Epidish_TIL10_T.cells.CD8","DeconRNASeq_TIL10_T.cells.CD8","CBSX__LM22__T_cells_CD8","CBSX__NSCLC.scRNAseq__T_cells_CD8","CBSX__scRNA.melanoma__T_cells_CD8","CBSX__TIL10__T.cells.CD8","CBSX__CCLE.TIL10__T.cells.CD8","CBSX__CD226__CD8CD226plusNoAct","CBSX__CD226__CD8CD226plusPostAct"
"LP.01.66",0.0402088626944197,0.0317251516349575,0.0165454205320723,0.0280768667813918,0.05120556982114,0.0147506175838998,0.0394924346608471,0.0366610851602983,0.0431317740526351,0.0502202845667564,0.0397223811149266,0.0575633825955381,-0.00577623459867502,0.0744314156435905,0.0165454205320723,0.0280768667813918,0.05120556982114,0.0147506175838998,0.0394924346608471,0.0366610851602983,0.0450896857074712,0.0678960919374933,0.0191683382911286,0.0969104058529424,0.0431771384220439,0.021186006671908,0.0274950719107872,0.012613511581979,0.0680162768082886
"LP.01.67",0.00108504491789075,0.033682631327273,0.00426706607067049,0.0210172219358696,0.00602561864397561,0.00686779442079208,0.000705309203123768,0.00526479339797377,0.0323018237383003,0.00327290834468612,0.0236734618559848,0.102831588765688,0.0385348391194708,0.0207652673742367,0.00426706607067049,0.0210172219358696,0.00602561864397561,0.00686779442079208,0.000705309203123768,0.00526479339797377,0.00251331018400118,0.0376437992190762,0.0191683382911286,0.118905532663961,0.00339407192862494,0.0103189228292313,0.00975676602961558,0.0599490416406872,0.048196606293641
"LP.01.68",0.00108504491789075,0.0237135346452116,0.0130562720860514,0.0237579895237753,0.00602561864397561,0.00686779442079208,0.000705309203123768,0.00526479339797377,0.0275270389568936,0.00327290834468612,0.0363742171626355,0.134191789887942,-0.00577623459867502,-0.0382234330618355,0.0130562720860514,0.0237579895237753,0.00602561864397561,0.00686779442079208,0.000705309203123768,0.00526479339797377,0.00251331018400118,0.054056568500985,0.0191683382911286,0.0753406980788746,0.00339407192862494,0.0103189228292313,0.00975676602961558,0.0463078721091005,0.0234081451994306
"LP.01.70",0.00108504491789075,0.000741641945259055,0.00426706607067049,0.00957563172889245,0.00602561864397561,0.00686779442079208,0.000705309203123768,0.0114152117664946,0.0754216937035959,0.00327290834468612,0.0138787222176485,0.000324740207491282,0.0217986597356855,0.184068389336443,0.00426706607067049,0.00957563172889245,0.00602561864397561,0.00686779442079208,0.000705309203123768,0.0114152117664946,0.00251331018400118,0.0438888354706215,0.0191683382911286,0.0127863491862292,0.00339407192862494,0.0103189228292313,0.00975676602961558,0.0308479663200281,0.0751510903952634
"LP.01.71",0.0260700305101786,0.00953903688692271,0.00426706607067049,0.0244820761559119,0.00602561864397561,0.0399166168656284,0.0240121663408383,0.0298000626427464,0.0761557275759132,0.0224184453188925,0.0558241517071242,0.102099168039387,-0.00577623459867502,0.051506274922861,0.00426706607067049,0.0244820761559119,0.00602561864397561,0.0399166168656284,0.0240121663408383,0.0298000626427464,0.00251331018400118,0.0840989767555741,0.0191683382911286,0.119368478856544,0.00339407192862494,0.0613395074838807,0.0343294172781602,0.025071122428945,0.0381520128444531
"LP.01.72",0.0106804922682872,0.0313857896658469,0.00426706607067049,0.00957563172889245,0.00686125550652839,0.00686779442079208,0.0150260885504068,0.00526479339797377,0.0569977951928072,0.00327290834468612,0.0285161543332461,0.000324740207491282,-0.00577623459867502,0.464998996298609,0.00426706607067049,0.00957563172889245,0.00686125550652839,0.00686779442079208,0.0150260885504068,0.00526479339797377,0.00251331018400118,0.05458693409796,0.0191683382911286,0.0127863491862292,0.0779573287704103,0.0103189228292313,0.00975676602961558,0.0366789542375778,0.119148159970262
"Test.FFPE.01",0.00334158628957156,0.0349962927867017,-0.0118746601360596,0.00225999594121919,-0.00335603128454036,0.0109534708627171,-0.00363005353012861,-0.00779897883967882,0.0546226434806779,-0.0104335513133181,0.0142724373220982,0.00543132033220084,0.0610026534697774,0.306439167228397,-0.0118746601360596,0.00225999594121919,-0.00335603128454036,0.0109534708627171,-0.00363005353012861,-0.00779897883967882,-0.012545948582245,0.0335558671226426,0.0884907842072693,0.145569008882724,-0.00959996104918364,-0.0131769804688515,0.017563850908538,0.0720133099016408,0.100312351782204
"Test.FFPE.02",0.0251562320967759,0.0214420292432644,0.0655687429964701,0.0394273991893021,0.0505539349980189,-0.000828679322184182,0.0350065199905147,0.0394269283238686,0.0639747444905404,0.0405914530360073,0.0416909501181848,0.073227247140999,0.00928456138512027,0.0740547446493033,0.0655687429964701,0.0394273991893021,0.0505539349980189,-0.000828679322184182,0.0350065199905147,0.0394269283238686,0.0694254774125035,0.0681060525233198,0.0383406638714502,0.048746897162723,0.052578975770683,-0.0131769804688515,0.0151942678671966,0.0487832318172255,0.054823976028698
"Test.FFPE.03",0.0183794633745389,0.0274865339984345,0.014521046865593,0.0293223317370968,0.0297568457985987,-0.000828679322184182,-0.00363005353012861,0.0229209425986777,0.0222074536617239,0.0346067147890355,0.0135934889341227,0.0268050826116051,0.00928456138512027,0.00120672160672906,0.014521046865593,0.0293223317370968,0.0297568457985987,-0.000828679322184182,-0.00363005353012861,0.0229209425986777,-0.012545948582245,0.0510098805535529,0.0685493726487773,0.000271552537677352,-0.00959996104918364,-0.0131769804688515,0.0124708235497998,0.0272774218604442,0.0422611312545042
"Test.FFPE.04",0.00234333896010652,0.0411988832371206,0.0124122834925354,0.0207947305534853,0.00888911662838045,0.000440615631468708,-0.00363005353012861,-0.00176646097260813,0.0612557324838909,-0.0104335513133181,0.0293625046605685,0.0447456266841802,0.107281354945452,0.126640259603242,0.0124122834925354,0.0207947305534853,0.00888911662838045,0.000440615631468708,-0.00363005353012861,-0.00176646097260813,-0.012545948582245,0.0526334508253937,-0.0220843800443097,0.162624920404336,-0.00959996104918364,0.100498835481696,0.0362276751876094,0.0528496612874302,0.0515090010558502
"Test.FFPE.05",0.0419101599029675,0.0248922438029058,0.0550631113433671,0.0485969720434366,0.080376285744495,-0.000828679322184182,0.0340547436702366,0.0388197491474964,0.0582845880518817,0.103017107958095,0.0605959560433313,0.0838855339028578,0.00928456138512027,0.133039695974566,0.0550631113433671,0.0485969720434366,0.080376285744495,-0.000828679322184182,0.0340547436702366,0.0388197491474964,0.143891547540374,0.080370207051543,0.0459625201016732,0.0855172994872573,0.0268973585816576,0.0969644335556865,0.0708926145509771,0.0398833282664002,0.0682761086664206
"Test.FFPE.06",-0.00441425589411303,0.0266361714132619,-0.0118746601360596,0.0147205021581769,-0.0100571740802524,-0.000828679322184182,0.0388856712395465,0.0143272164999172,0.0629352955527768,-0.0104335513133181,0.0245231909546091,0.0222812699419151,0.00928456138512027,0.257543715134238,-0.0118746601360596,0.0147205021581769,-0.0100571740802524,-0.000828679322184182,0.0388856712395465,0.0143272164999172,-0.012545948582245,0.0736700712093352,0.0135771213309607,0.0759588920740676,0.0642151070266299,0.0172363846066161,0.0113867564112435,0.0511911853795605,0.0477633410832901
"Test.FFPE.07",0.022308237513187,0.0311976472145252,0.0383427977451451,0.0333444649950908,0.0440313151630892,0.0519418097799214,0.0370711337345086,0.0218127732255066,0.0527423149334468,-0.0091723227095686,0.0298353677242668,0.0396391939163854,0.00928456138512027,0.143651816129754,0.0383427977451451,0.0333444649950908,0.0440313151630892,0.0519418097799214,0.0370711337345086,0.0218127732255066,-0.0104818069535899,0.0533617685796304,0.042502576597199,0.046979818732092,0.0491171740238425,-0.0131769804688515,0.00158800089307525,0.023146148088235,0.0851779102110148
"Test.FFPE.08",-0.000200858839218157,0.00717417766178995,-0.0118746601360596,-0.00693933326705226,-0.0100571740802524,-0.000662706549569119,0.00925029163692999,0.00849910756376809,0.0744095619351471,-0.0104335513133181,0.0352096734337998,0.0599701315328339,0.00928456138512027,0.148678823169236,-0.0118746601360596,-0.00693933326705226,-0.0100571740802524,-0.000662706549569119,0.00925029163692999,0.00849910756376809,-0.012545948582245,0.0521858160933816,-0.00404839057646962,0.0689913294667696,0.0259396439929262,-0.0131769804688515,0.00510719587317609,0.0366578656567665,0.0614119833574443
"Test.FFPE.09",-0.00498159674987775,0.00229264265798457,-0.0118746601360596,0.00143836306082239,-0.0100571740802524,0.00449876282970635,-0.00363005353012861,0.00973297244944668,0.0796382718450852,-0.0104335513133181,0.0190917590740384,0.00543132033220084,0.0723544545829832,0.149239636052458,-0.0118746601360596,0.00143836306082239,-0.0100571740802524,0.00449876282970635,-0.00363005353012861,0.00973297244944668,-0.012545948582245,0.0444793624472194,-0.0220843800443097,0.116576562800674,-0.00959996104918364,-0.0131769804688515,0.00158800089307525,0.0423979786288289,0.0296877563378744
"Test.FFPE.10",-0.00281926163501978,0.0072887807947169,-0.008007075603469,0.0154731838779381,-0.0100571740802524,0.0435522665722394,0.00120160814994353,0.0144758252030878,0.0574769313063482,-0.0104335513133181,0.0111008516095853,0.0103132212996005,0.00928456138512027,0.128216323498481,-0.008007075603469,0.0154731838779381,-0.0100571740802524,0.0435522665722394,0.00120160814994353,0.0144758252030878,-0.012545948582245,0.0327079035251398,-0.000439144582906517,0.0515953694804144,-0.00959996104918364,-0.00150470828991391,0.00531242645646083,0.00937993772361121,0.0894746179642078
