"","Epidish_BPRNACan_cancer","DeconRNASeq_BPRNACan_cancer","Epidish_BPRNACan3DProMet_cancer","DeconRNASeq_BPRNACan3DProMet_cancer","Epidish_BPRNACanProMet_cancer","DeconRNASeq_BPRNACanProMet_cancer","Epidish_CCLE_TIL10_Cancer.cells","DeconRNASeq_CCLE_TIL10_Cancer.cells","CBSX__CCLE.TIL10__Cancer.cells"
"LP.01.01",0.944424568529267,0.48041373028147,0.944900737159237,0.467671238659615,0.919245393369588,0.481377963922574,0.124838310108045,0.189794813836074,0.145013493847614
"LP.01.02",0.954522563318718,0.477789669513485,0.953230281788491,0.471923988278644,0.944034619577084,0.467050610059668,0.090076052398055,0.120344084358365,0.126686994964003
"LP.01.03",0.881550063021888,0.427008985243045,0.886604071291122,0.421840339461265,0.88065141546303,0.414894868210879,0.090076052398055,0.102673738353044,0.0791960871643126
"LP.01.04",0.958750228167831,0.452755615371535,0.96256755918514,0.464537929012906,0.953262949708398,0.435572355301139,0.735425355966762,0.325165871219416,0.604829348913065
"LP.01.08",0.939681628296269,0.498447175090882,0.943637557833822,0.50113911908904,0.933187742920383,0.474624904954834,0.329735219161546,0.266121456577493,0.323754324485683
"LP.01.10",0.931825746962527,0.556303072127542,0.933634265140673,0.553374495073581,0.927034829967749,0.575632323568291,0.258256639302595,0.180186759201681,0.200888298347316
"LP.01.12",0.91053726135231,0.464293210707904,0.907723939230247,0.451020300501922,0.893256796155115,0.437519634737218,0.090076052398055,0.0487642159521208,0.0791960871643126
"LP.01.14",0.88691701338671,0.530980091113103,0.888810622395273,0.520191409276096,0.876211716460951,0.5279294844113,0.393125324735143,0.179864671694854,0.388159446257936
"LP.01.15",0.889514379185789,0.487774246070075,0.89638587185686,0.496451097210715,0.890677852195811,0.416503442850555,0.448404312800493,0.231519892216756,0.410153962685768
"LP.01.16",0.898261512195407,0.536791733842262,0.902608049958673,0.52617314280593,0.89382874867792,0.497181099877191,0.399821402627499,0.265606370183559,0.275022173352965
"LP.01.17",0.854103572738411,0.541792300813079,0.849262656169166,0.529243023162385,0.817731750793927,0.508214055557433,0.280762251728074,0.172529609890478,0.238285537266989
"LP.01.18",0.938517111081387,0.531612977354905,0.949006754285102,0.545297872342652,0.942994669089942,0.534282283979783,0.395452533038692,0.192387691494506,0.404275561116439
"LP.01.19",0.924493792654857,0.476054593859467,0.931565890624258,0.467789221481276,0.906694255304808,0.469906913293149,0.175276477823501,0.0975578083082805,0.0791960871643126
"LP.01.20",0.94414471491822,0.562117120416086,0.950690458572053,0.560953042334845,0.92731227226017,0.543870806678588,0.286629649503741,0.19147159185954,0.285299359869871
"LP.01.22",0.988317299272367,0.478603052068923,0.99259113545768,0.502341106688248,0.985958116562832,0.506880822029991,0.475492218849749,0.273238135205867,0.452178357957082
"LP.01.23",0.943304847800108,0.531147641807708,0.952112566873897,0.531511746090018,0.938659479034494,0.520793105185755,0.233483651434077,0.156024564003142,0.247495829798405
"LP.01.24",0.85482380306651,0.460348819256511,0.867863311193033,0.458693565504253,0.862918040394099,0.460833010548802,0.090076052398055,0.0989458174961409,0.0791960871643126
"LP.01.25",0.921227557733525,0.508838996865413,0.92357837916003,0.507676383730789,0.922364632446614,0.501717790684396,0.182037716650999,0.151946004396446,0.150100796916648
"LP.01.28",0.943504604176167,0.455743738150365,0.941874030611284,0.447853327911661,0.937157725858684,0.439035310701574,0.090076052398055,0.118988850233198,0.0791960871643126
"LP.01.29",0.930859315730621,0.503167758688718,0.935192342192426,0.516533571748641,0.909590241351486,0.38467483835688,0.851923291122053,0.442432596590603,0.680800025015806
"LP.01.31",0.965159005540777,0.526475616929343,0.973450500383073,0.524841354999405,0.961878939318878,0.520576146022899,0.164671790788102,0.182427338216843,0.214856582596045
"LP.01.32",0.96502683621823,0.538419536130822,0.973477500289523,0.560591977424036,0.966861430076058,0.540169392331037,0.587730534183974,0.24314660208664,0.587097622671264
"LP.01.34",0.8996305996605,0.521471909949258,0.904142748903441,0.51253554003982,0.892906799254715,0.496955371240881,0.36602833288693,0.266854489729435,0.321418574843972
"LP.01.35",0.814562468759269,0.522548546345839,0.815634431276576,0.511354513480007,0.81168991987447,0.495555570305049,0.090076052398055,0.0742028872608622,0.0791960871643126
"LP.01.37",0.970144398364549,0.50681758090647,0.975504816716747,0.519502177314219,0.961208379527249,0.506833016059943,0.672724798205485,0.399666718162852,0.700643540770237
"LP.01.38",0.98008906327187,0.466964019340779,0.986532550223208,0.494474929335048,0.973023060735426,0.490078964207297,1.00204654444886,0.48680203113474,0.943311576739125
"LP.01.40",0.944686397555896,0.468871441848826,0.95251716586276,0.463633832248147,0.952021786134382,0.444355189020654,0.908889430678023,0.39458174451198,0.690237354539804
"LP.01.42",0.90208404713052,0.539542558235032,0.901332861120376,0.531743692080647,0.884816400720666,0.516956879081479,0.521693530793784,0.394130649550361,0.49224905793691
"LP.01.43",0.849335716250734,0.568103381404875,0.833014956604839,0.554176215280209,0.817796981007855,0.543674821291075,0.222032375547454,0.199865736040576,0.182183679113623
"LP.01.44",0.969188060949055,0.51820722710131,0.969095831772632,0.504819911786486,0.958230360471971,0.482499390876053,0.407950871404227,0.223157139729222,0.374920353542924
"LP.01.45",0.981565239439735,0.395075625113767,0.979461992651888,0.397497258644254,0.971498532503454,0.407325422198554,0.865667792540546,0.421643021694008,0.794422475241113
"LP.01.46",0.889362331126945,0.464984190521198,0.899297914780107,0.482490627685323,0.899615974922468,0.484685767795891,0.134610128668703,0.0960341923748263,0.0531336513165297
"LP.01.47",0.918920070448294,0.490052730902407,0.928762062034067,0.482904073457398,0.910036304039501,0.45373090714962,0.0475385045161114,0.0558014762232903,-0.0221327569729449
"LP.01.48",0.952167431398535,0.480640545072214,0.958833734950485,0.488974809085128,0.945451315139207,0.473437005071997,0.68095828396225,0.495505098056212,0.666489886090169
"LP.01.52",0.935764700246693,0.48756859522655,0.925727767426838,0.478600559304323,0.912597610181766,0.475019569813082,0.0170108054269424,0.0628642655343513,0.0249086258650277
"LP.01.53",0.979845427762305,0.535972688163877,0.980906763951684,0.529617808615795,0.980003755733635,0.514623193317378,0.560337715720332,0.311816161371855,0.553331982522434
"LP.01.56A",0.944643614840084,0.518638704499317,0.944513121147438,0.515416953564517,0.93806907917575,0.502929597969347,0.305960056177243,0.226755806874298,0.272621444843463
"LP.01.57",0.905915496510639,0.562070510564924,0.892632479699069,0.552776363688734,0.881138370835288,0.527362140986435,0.123210412414711,0.0750596947423383,0.100026741364037
"LP.01.58",0.939589607823354,0.469920224569793,0.933111962485478,0.457491094898719,0.921319814295816,0.433843074590949,0.287945343775298,0.196023114288523,0.217164545167918
"LP.01.59",0.959946972206396,0.521133046592117,0.958488484321313,0.509185417778925,0.953357731934616,0.486113340507562,0.647137068864679,0.365067244407796,0.667627174759355
"LP.01.60",0.975991984860429,0.460977089520065,0.97966561333444,0.494023917469438,0.970253530768815,0.480749536661486,0.807585692218786,0.370157621017632,0.678142012891955
"LP.01.61",0.921778413847175,0.42240149938585,0.924180325563418,0.426318524626204,0.918962262390029,0.415911495866322,0.76465937691621,0.407877300787112,0.730868742411983
"LP.01.62",0.884899719441881,0.536216812847618,0.882652418020704,0.516371574943335,0.8378494599266,0.487004115809204,0.122053134728683,0.0795342927185863,0.0922674354802677
"LP.01.63",0.970191702043208,0.542302255754095,0.974125699740439,0.554060602263497,0.962074927489048,0.540146788688614,0.560238407769599,0.273274879657314,0.535658043578544
"LP.01.64",0.944208521642,0.518058647284452,0.952308648984259,0.515041722026905,0.935245523152137,0.501248873246826,0.590718511947397,0.377853256156689,0.508458295891936
"LP.01.66",0.820156313978307,0.510230513662569,0.838494666821805,0.510354440961258,0.819196782555801,0.49084029933864,0.165836618027816,0.136614490713646,0.168697477556003
"LP.01.67",0.897661867873604,0.46036253299877,0.905088703723817,0.450734637467338,0.888623677280973,0.4370416192804,-0.0574217763505216,0.0104071851634177,-0.0871368044047513
"LP.01.68",0.82955533468811,0.439766249311109,0.837203907162273,0.432078515569683,0.824483297011921,0.422513794573701,-0.0574217763505216,0.0363904069344028,-0.0871368044047513
"LP.01.70",0.961782279871737,0.561734995978639,0.966851787085486,0.570918957821116,0.970671227128624,0.560738589932341,0.770061788564993,0.297424430590677,0.725817797901696
"LP.01.71",0.903886944629051,0.54071471855752,0.914452676458884,0.530363742668218,0.898563705414884,0.51099722928583,0.328201342953452,0.181719977747244,0.326615971504375
"LP.01.72",0.967443146522553,0.498499882102276,0.969156640878025,0.513493283843982,0.96455393269938,0.506531310143342,0.833397566963111,0.519330653794035,0.783906118428037
"Test.FFPE.01",0.934683798299948,0.501398959371697,0.942599554528957,0.515224841461364,0.933803131382272,0.492639202615992,0.612958510699177,0.360523775504388,0.510644322560075
"Test.FFPE.02",0.89472097384273,0.542583418671483,0.894521600349326,0.535503654745663,0.880191451860565,0.500034995049718,0.359018262673267,0.251458113949046,0.429904906300114
"Test.FFPE.03",0.866177012153034,0.391744287702949,0.875476711549577,0.403707552488314,0.861885809832736,0.421770198604066,-0.0394927028240296,0.0270331591452346,-0.0160915646681487
"Test.FFPE.04",0.920145566923964,0.479716977311948,0.929314547833089,0.483016554828391,0.923257845099819,0.419842139961335,0.242671716122312,0.143946049013178,0.262282569446597
"Test.FFPE.05",0.914816013882696,0.494430127749416,0.920027113171838,0.487291597444993,0.897404054899239,0.477649245251978,0.10196811160619,0.0978288437277266,0.14713275858955
"Test.FFPE.06",0.979264781739392,0.528782461597687,0.984911356375531,0.538637586952962,0.965436073637577,0.539503005697085,0.673690522157925,0.339949509820284,0.513835124002696
"Test.FFPE.07",0.921016849715487,0.544558237605487,0.920972496441453,0.538475903500995,0.907776825786768,0.518626655984004,0.511819376103403,0.268578124296506,0.434290488268458
"Test.FFPE.08",0.931602994303125,0.507751902433339,0.936402874724702,0.510879263473024,0.926761426973132,0.506571461536159,0.525024816924972,0.367808255293583,0.407724221664255
"Test.FFPE.09",0.95940991276552,0.490933080516507,0.953551718754454,0.472156403727534,0.951578941033523,0.45862194547622,0.392857092100773,0.250033747555139,0.399686504547686
"Test.FFPE.10",0.930018037254763,0.529223763797162,0.925449715556082,0.520715455246679,0.917938580532505,0.517475274837928,0.435792897893646,0.180596196272041,0.365255460184351
