"","Quantiseq_Neutrophil","Epidish_CBSX_LM22_Neutrophils","DeconRNASeq_CBSX_LM22_Neutrophils","Epidish_CCLE_TIL10_Neutrophils","DeconRNASeq_CCLE_TIL10_Neutrophils","Epidish_LM22_Neutrophils","DeconRNASeq_LM22_Neutrophils","Epidish_TIL10_Neutrophils","DeconRNASeq_TIL10_Neutrophils","CBSX__LM22__Neutrophils","CBSX__TIL10__Neutrophils","CBSX__CCLE.TIL10__Neutrophils"
"LP.01.59",0.154820611156965,0.354512821835786,0.199478111000458,0.102885918880499,0.206744913123426,0.354512821835786,0.199478111000458,0.368904796412566,0.308390424175088,0.344343856722606,0.340770120201146,0.0740284709814781
"LP.01.60",0.0398309234914378,0.0279382600422461,0.0283959029511355,0.0120778356672522,0.123051537249102,0.0279382600422461,0.0283959029511355,0.0887974425370553,0.165146839836032,0.0195654053257249,-0.0115254263464552,0.00266043089038893
"LP.01.61",0.0319513369834429,-0.011653813771981,-0.0166081284652915,-0.00322650311907065,0.114050946203465,-0.011653813771981,-0.0166081284652915,-0.0334544998412237,0.150752113603777,-0.00948780321115348,0.0686173171061527,-0.00426087954648503
"LP.01.62",0.053736345596827,-0.0247257748588943,-0.0166081284652915,-0.00322650311907065,0.0547990967977841,-0.0247257748588943,-0.0166081284652915,-0.0334544998412237,0.0437249179896016,-0.022902082624637,-0.0358808493239784,-0.00426087954648503
"LP.01.63",0.0753457772881,-0.0219240497935496,-0.00164857823803463,0.00784674792727935,0.167386445147628,-0.0219240497935496,-0.00164857823803463,-0.0116046435626607,0.198524722567515,-0.0126488082605851,0.0407844553955952,-0.00212935562740244
"LP.01.64",0.0411158196978065,-0.0247257748588943,-0.0166081284652915,-0.00322650311907065,0.104204428479445,-0.0247257748588943,-0.0166081284652915,-0.0334544998412237,0.137974935453076,-0.022902082624637,-0.0358808493239784,-0.00426087954648503
"LP.01.66",0.0337756587715925,-0.0247257748588943,-0.00779433539968435,-0.00322650311907065,0.112021665179327,-0.0247257748588943,-0.00779433539968435,-0.0334544998412237,0.109829470888192,-0.022902082624637,-0.0358808493239784,-0.00426087954648503
"LP.01.67",0.137832392359518,-0.0108497717671621,-0.0166081284652915,0.0441889091990277,0.24948657926018,-0.0108497717671621,-0.0166081284652915,-0.0334544998412237,0.221765199488158,-0.0135591475056401,-0.0358808493239784,0.041775125468682
"LP.01.68",0.154781254851784,-0.0247257748588943,0.0104532596932529,0.0337774166638969,0.285775060024746,-0.0247257748588943,0.0104532596932529,-0.0334544998412237,0.257289392495745,-0.022902082624637,-0.00765151594209855,-0.00426087954648503
"LP.01.70",0.127243560899379,-0.0247257748588943,0.0462581407513859,-0.00322650311907065,0.0649090829470488,-0.0247257748588943,0.0462581407513859,-0.0334544998412237,0.0770269078645547,-0.0204543433543049,-0.0266922303211403,-0.00210563336280166
"LP.01.71",0.0876811394202339,-0.0247257748588943,-0.0141602439494611,0.00798758083654345,0.101286912570316,-0.0247257748588943,-0.0141602439494611,-0.0334544998412237,0.10179764530654,-0.0138886125900036,-0.0358808493239784,-0.00426087954648503
"LP.01.72",0.0647523062652784,0.0510961736433864,0.00496744201018007,-0.00114979190088305,0.122860412327754,0.0510961736433864,0.00496744201018007,0.0383306829573045,0.236753159461498,0.0769027410399104,0.045602930282265,-0.00426087954648503
"Test.FFPE.01",0.0864551270336231,0.042411727016311,0.0239382318842185,0.0236059170503222,0.168927685221219,0.042411727016311,0.0239382318842185,0.0204166029910675,0.223477446303135,0.0576237870830965,0.0940614989962715,0.0434442319656902
"Test.FFPE.02",0.0477149141216344,0.0277302664647077,0.0205155492388254,0.00617523677165968,0.126139135354166,0.0277302664647077,0.0205155492388254,0.0109677134320028,0.138343248797854,0.0249342346465874,0.0106376295431503,0.00323124267165251
"Test.FFPE.03",0.090749116892421,0.0135922292822466,0.0138490743298348,0.0241733308808977,0.108301876274189,0.0135922292822466,0.0138490743298348,0.0109677134320028,0.106788436572213,0.01190765679467,0.0106376295431503,0.0115012179722783
"Test.FFPE.04",0.0993969431358399,0.00822316426707311,0.0191508127971771,0.0305892897410948,0.186473827139097,0.00822316426707311,0.0191508127971771,0.0109677134320028,0.207248137072614,0.00638462762015034,0.0106376295431503,0.00323124267165251
"Test.FFPE.05",0.0536034244728149,0.0159483472327881,0.0178989641929226,0.00384864468193058,0.104763660315023,0.0159483472327881,0.0178989641929226,0.0109677134320028,0.11406931625039,0.0150121426402884,0.0130801098217475,0.00323124267165251
"Test.FFPE.06",0.0922071534244634,0.00822316426707311,0.0171704626747729,0.0372208988724695,0.158137135486207,0.00822316426707311,0.0171704626747729,0.0906485299693523,0.198488242011943,0.0106434815773662,0.0589948826914316,0.0208288458633763
"Test.FFPE.07",0.0901418948051065,0.00822316426707311,0.00430281954682367,0.00384864468193058,0.099270740263523,0.00822316426707311,0.00430281954682367,0.0109677134320028,0.117924064140428,0.00638462762015034,0.0106376295431503,0.00323124267165251
"Test.FFPE.08",0.020160956904962,0.00822316426707311,0.0178936714860063,0.00384864468193058,0.107295542818835,0.00822316426707311,0.0178936714860063,0.0109677134320028,0.132290567997846,0.00638462762015034,0.0106376295431503,0.00323124267165251
"Test.FFPE.09",0.19435264787238,0.00822316426707311,0.0204063689476823,0.00384864468193058,0.158441038541335,0.00822316426707311,0.0204063689476823,0.0109677134320028,0.192532123306063,0.00965061982159152,0.0106376295431503,0.00323124267165251
"Test.FFPE.10",0.0818730282353468,0.00822316426707311,0.00430281954682367,0.00384864468193058,0.21798353348388,0.00822316426707311,0.00430281954682367,0.0109677134320028,0.233469151872163,0.00638462762015034,0.0106376295431503,0.00323124267165251
