"","LP.01.01","LP.01.02","LP.01.03","LP.01.04","LP.01.08","LP.01.10","LP.01.12","LP.01.14","LP.01.15","LP.01.16","LP.01.17","LP.01.18","LP.01.19","LP.01.20","LP.01.22","LP.01.23","LP.01.24","LP.01.25","LP.01.28","LP.01.29","LP.01.31","LP.01.32","LP.01.34","LP.01.35","LP.01.37","LP.01.38","LP.01.40","LP.01.42","LP.01.43","LP.01.44","LP.01.45","LP.01.46","LP.01.47","LP.01.48","LP.01.52","LP.01.53","LP.01.56A","LP.01.57","LP.01.58","LP.01.59","LP.01.60","LP.01.61","LP.01.62","LP.01.63","LP.01.64","LP.01.66","LP.01.67","LP.01.68","LP.01.69","LP.01.70","LP.01.71","LP.01.72","Test.FFPE.01","Test.FFPE.02","Test.FFPE.03","Test.FFPE.04","Test.FFPE.05","Test.FFPE.06","Test.FFPE.07","Test.FFPE.08","Test.FFPE.09","Test.FFPE.10"
"ATF3",-6.79216765890315,-7.08396209550571,-6.91147463639246,-7.04130107836391,-5.87238339695107,-6.62412639915225,-6.47459531168991,-6.57199554474207,-6.61346099081046,-6.25750179321189,-6.17300484803847,-7.29332977696319,-6.93688834163104,-5.62716158557771,-5.68260826649868,-6.61679988288396,-7.48070537496417,-6.45555178365627,-7.00563748500197,-6.71014056308537,-6.32997247213937,-5.93336045688626,-6.79843202214612,-6.09230407139731,-6.31627419746953,-5.59853693208054,-6.40028465012412,-6.04856258225111,-6.42548622488814,-6.36173724149753,-6.94733306551362,-6.36526081338004,-6.02855380519253,-6.19906320365905,-5.97132982023105,-6.63575782140837,-6.82396194566569,-6.43301147664643,-7.13510780755963,-6.50338555690105,-5.63083486127984,-6.45356673984769,-6.40766488514556,-6.70259539830147,-7.11814165681532,-5.82148739395502,-7.69592263042814,-6.04334324364319,-6.90724663086408,-6.00674601049143,-5.76968823169194,-6.15944390957453,-7.0031611858549,-6.04907261373871,-7.25668915476701,-5.98349779848111,-6.80787171537522,-6.32624581717502,-6.65229851708357,-5.54468823293374,-6.75060612330327,-6.92473147762985
"BHLHE40",-5.15944127007247,-4.63089881238259,-4.68681182499641,-5.29466773665096,-4.62917373145989,-4.93353528183648,-4.57894614155357,-4.83993054443393,-4.79832478654271,-4.44312059389355,-4.98515447537763,-5.13300157225017,-4.85607737020791,-4.80576177031478,-3.67471009035125,-4.73176139413423,-5.55173058576964,-4.86983477920006,-5.21826078372287,-6.17165603822505,-4.42290290156021,-4.36593179582413,-5.1936105183828,-4.55208529979621,-6.01918373448289,-4.16682905069088,-4.66353955353554,-4.67700034161849,-4.892967138935,-5.86528062905233,-4.98994974757701,-4.32186356522044,-4.07565808074391,-5.05156244936133,-4.84843663684118,-6.0397042538476,-5.51729921168738,-4.89462675167925,-4.810502575582,-4.49333196053699,-4.45397452256321,-4.47681492626314,-4.66197167371946,-5.32088493961496,-4.33147021311027,-4.6360925788183,-5.67667652432943,-3.92814589381862,-6.29096933482326,-4.15655259509885,-4.7373564925303,-5.13865286632337,-5.64742271805604,-4.97045855405806,-5.48977228561209,-3.94414669081261,-5.10062876236654,-4.83505128783874,-4.41481675036464,-4.36064948965378,-5.50084573460054,-4.8224877218093
"CREM",5.02134390407785,5.12400222864406,5.17290531963241,4.96571146826327,5.3984585346929,5.00680235719619,5.33889848735255,5.52640043684622,5.55548344110128,5.319282267747,4.86144356631485,5.09095446062132,5.35385901245641,5.76901604857349,4.71591028883466,5.05547230953061,5.36527932764593,5.47324900322741,5.10997371213616,5.71306895158025,4.85772414501523,5.45902057182908,5.36353379779121,5.38700478901296,5.7529456568322,4.59562617143021,5.12631970450344,5.52969173118521,4.82860780369826,4.81426586455245,4.92916804952642,5.22812506262345,4.8950010333069,5.05547988528147,5.5212484674084,5.08000979947538,4.87884858684536,5.31303903738449,5.51372664391269,5.46070684682934,4.98749805080505,4.48780443897623,4.77643855705188,5.39464252298367,5.22320096350174,5.35642108243851,5.91290119203328,5.04369652495203,5.61802434550413,4.91246543578872,5.32194452655443,4.73929060622433,5.48525449944628,5.21373117961041,5.70997072517805,4.92326999710911,5.38529722561963,4.44813124198305,5.31310443372038,4.80452783910846,5.43108956548821,5.27614745091067
"EGR1",2.54861519351359,2.73757372541677,2.46422993832462,3.07892821365752,2.39355893161522,2.37482200915744,2.59881838302565,3.13232596152037,3.07311970037538,2.74637805998538,2.71543803128381,3.965026234027,2.59825383313732,2.40635742865015,1.59967291886643,2.60671519635782,2.73422993858961,3.40896683008744,2.65009180991588,2.31348535583818,3.07819952299748,2.09474846255009,2.96823345351524,2.52089247069975,3.34818524945068,1.93720773226813,3.54351956907463,2.22989051180857,2.77899991418066,3.35173529760291,2.55619663157159,1.95461756161617,2.11295710896621,2.60665228401324,2.7726757717744,3.33166652560439,3.76845334865956,2.49970228743359,3.490863599297,2.33508740315456,1.45762832710493,2.25438852016914,3.28450210071096,2.6911631253919,2.3074952204843,2.39900082808609,3.20671391026688,1.99980484125352,2.52190826598718,2.99863984118234,2.6051941716456,2.0072668117322,2.52799256911334,2.09019135041281,2.86398094157848,2.34668906183183,3.48944678752003,2.27369018965292,3.34758558669429,2.26751494158994,3.46975326779897,2.6070379768753
"ELF1",7.797372442376,7.20919757295137,7.47839245642272,7.35789314625188,7.34559892901976,7.3089999228985,7.7119368894883,7.74408074510592,7.09260076641099,7.38360059474626,7.25051104099893,7.30390056482109,7.53675408595569,6.92999507032641,7.04899705716072,7.11210113225349,7.714939094607,7.64253880781849,7.60034853020848,7.42187909730443,7.34275469266007,7.02788512134448,7.18755742614674,7.4638367420794,7.31727653386031,6.64750072413522,6.98835928174975,6.97383103056887,7.52230933836535,7.29187352714916,7.13244163475938,6.87111371499949,6.75362448699844,7.57302657931418,7.27605346445071,7.26305177216923,7.29754849695683,7.57475928199716,7.67222714971901,7.05331101282363,7.12668207823917,6.74122889098089,7.21604275209729,7.13600664317367,7.28007894182615,7.3323626184618,7.7040485074234,7.38585660924021,7.79942602119399,6.72649856570159,7.27598263270632,6.54668203938672,7.55211509775503,7.03758719644516,7.60891215026676,7.54082483731676,7.62384728896883,6.88124817776907,7.36862193027634,6.86244843923116,7.34600684457484,7.59997155531788
"ELK1",1.82573790465134,2.57812454494625,3.4200656030022,2.75516136131137,1.89816380829935,2.20626336195074,2.70889838646903,2.34859725913653,1.76427256501945,1.93517722752717,2.07674462549069,2.40940919591225,2.56480313641193,2.08864997571193,1.67240175000689,2.74626677710697,2.94535651878432,2.52019948277393,3.00639836315262,1.92174105577971,2.33260870329835,1.54657516459379,2.7125027603591,2.17876218975086,1.98982425955521,1.37560985467314,1.46902527649633,2.71359233922864,2.79653161692477,3.11461264052352,1.71304143908643,3.08022982474303,1.47224816413836,1.59355322615686,1.72135566129495,3.02755323718392,2.74498782082333,2.73642319509772,2.80207211913719,1.8872903602264,1.30290318240325,2.66795928365639,2.87434666547974,1.69748526562875,1.42195026177729,1.44345152860428,3.40880904013368,1.49138572864193,2.65818253361345,2.34792512850553,1.87774559605397,2.07580964526471,2.08089503842435,2.06634400764871,2.93905207766308,2.58341541782803,2.85001499026859,2.02046936617667,1.4714821761285,1.65333584059507,3.16168332231823,2.06218078571401
"ESR1",2.81346199870019,2.82981504043813,2.72924231636023,2.52330860905271,2.2805939534549,2.10749577823243,2.94504541207334,2.83854208126712,2.69336855005533,3.05474979892105,3.09460094128926,2.97840706558404,3.00429198797066,1.60785542293411,1.3721058274352,3.23162287577161,3.3254824383874,2.63133612323653,3.34029148133521,2.35409916924817,2.15820200086292,1.9669699594024,3.50578604236095,2.65286561522779,3.4058402906185,0.667480712165546,2.12159991322939,2.46182052738572,2.15053627928593,2.66039826415836,2.69175945173563,2.49469687507956,2.63238020500055,2.20429686867975,1.83180145542545,3.6802525320877,2.84099557055359,3.57533922450244,4.16735724656563,2.12404375194563,2.30571253349482,1.50928438142706,3.61189892785672,2.24312205663417,2.42995211968465,2.22838849149734,3.36008762218944,1.85528487733942,2.00466484603525,3.52581991575188,1.87317212493942,1.88914661321871,2.59746731870679,2.21787779160075,2.80060627951559,2.22060009968222,3.17690930109266,2.45230185186172,2.74782430551942,1.45661969594551,3.27365108912063,2.55587655624108
"ETS1",1.83015607797486,1.48136802853253,1.85877659324995,1.96635539414545,1.82637895514444,2.3905230881268,2.68719110979407,3.48668819327427,2.89534948674834,2.76201528337329,2.54347600955795,2.97328891932591,2.13484086663205,1.17949598499549,-0.127861417057357,2.32144995486004,3.0777077150819,2.93977617812387,2.41728068144624,2.67371378599374,1.2933762961509,1.17134536417529,3.62400941954413,3.10567236487107,2.7044423870686,0.502793402445632,3.49221563596665,2.82970217212288,3.59685913449231,3.35543831436589,1.597668881696,1.63688479284773,2.31917143279247,1.86825162248979,1.56311814147485,2.62649447262655,2.97275534023,2.87112058113477,3.50084586725874,1.75222186653159,-0.450625594680868,0.754640043258818,3.29281048578602,1.97712048833533,2.88235952645527,2.39139653948023,2.64085117157833,1.63102946422079,3.17955478348932,2.78069449566569,3.05858912568903,1.72595698531404,2.47288189720306,2.17359977439421,3.7037448435604,2.0950228987269,3.24601268577204,1.31108684803897,3.38917814521932,0.91709577265089,2.90135483064421,2.25429955624807
"ETS2",0.297983349571161,0.817902582220687,0.909241883678105,0.489661510073506,0.712716341571401,0.327669234045545,1.3759619057035,1.26196523980342,1.73596452970965,1.17284895055756,0.749481793569071,1.27517671529728,1.0743717653669,0.241310966340331,-0.960733720285133,0.924599502914713,1.40014714157801,1.11345174820589,0.672803514899444,1.13906008570146,0.153488866594845,0.17887876083168,1.5212158792263,1.36719184614785,0.81534179317731,-0.156813111300616,1.12539989856949,1.1423031513807,1.07923002544524,1.21902443768683,0.304024523363721,0.616743482677202,0.768041490156374,0.261499894980843,0.256470927633865,0.271213884038012,1.05328058613605,1.14212616518277,1.47058719511527,1.03649690929353,-0.54206750571758,0.873695026868152,1.46107655265442,-0.348691505548757,0.851833347641436,0.525517921820375,1.4678194420629,1.07365981244991,1.25254760260098,1.52200520053128,0.846715313243395,-0.0476464395873177,1.30999698889552,0.63360132951097,1.4515307707433,-0.0934980580258786,1.08606214204684,-0.461005205886567,0.90289072790356,-0.169889954398732,1.1719721240258,1.2942770498063
"FOS",-0.310377822051282,-0.58288208079137,-0.732688634750396,-0.43548606703647,0.318870604677002,0.107258283690154,-0.0619673102607382,0.0367781478780805,0.437560174491399,0.345716845964873,-0.596829739700006,0.759735729430034,0.407218702958056,-0.721855728838808,-1.09361273370506,-0.105504040325898,0.719942860666564,0.165946510809281,-0.0594974587522383,0.0393952169131484,0.0318554437427261,-0.530238646028419,1.08069203098501,0.759629001530854,0.846462867428677,-0.817837650832988,0.0381994968344468,1.0636868237884,-0.490541215535446,0.63262457405354,-0.87749449871353,-0.953800886234943,-0.35175955961468,-0.857406602673772,-0.793265898187625,-0.126033186214552,-0.119459212478311,0.138809439877454,1.08270014910705,-0.00196310572324187,-1.64024286875881,-1.04120455896544,0.149403042334164,-0.166237068441481,-0.334387035890647,-0.438185127898757,0.273207021692734,-1.11624009873784,0.293789602383623,0.333520236175686,0.380851996753528,0.27285116452968,0.780368034489998,0.106943729271934,0.667693232453668,-0.544364240332406,0.559891783893626,-0.80009330788507,0.304623671378523,-0.983580065698388,0.884075908785126,-0.158832425121463
