"","R3388_YZ_1","R3388_YZ_2","R3388_YZ_3","R3388_YZ_4","R3388_YZ_5","R3388_YZ_6","R3388_YZ_7","R3388_YZ_9","R3388_YZ_10","R3388_YZ_11","R3388_YZ_12","R3388_YZ_13","R3388_YZ_14","R3388_YZ_15","R3388_YZ_16","R3388_YZ_17","R3388_YZ_18","R3388_YZ_19","R3388_YZ_20","R3388_YZ_21","R3388_YZ_23","R3388_YZ_24","R3388_YZ_25","R3388_YZ_26","R3388_YZ_27","R3388_YZ_28","R3388_YZ_29","R3388_YZ_30","R3388_YZ_31","R3388_YZ_32","R3388_YZ_33","R3388_YZ_34","R3388_YZ_35","R3388_YZ_36","R3388_YZ_37","R3388_YZ_38","R3388_YZ_39","R3388_YZ_40","R3388_YZ_41","R3388_YZ_42","R3388_YZ_43","R3388_YZ_44","R3388_YZ_47","R3388_YZ_48","R3388_YZ_49","R3388_YZ_50","R3388_YZ_51","R3388_YZ_52","R3388_YZ_53","R3388_YZ_54","R3388_YZ_55","R3388_YZ_57","R3388_YZ_58","R3388_YZ_59","R3388_YZ_61","R3388_YZ_62","R4163_YZ_1","R4163_YZ_2","R4163_YZ_3","R4163_YZ_5","R4163_YZ_7","R4163_YZ_8","R4163_YZ_9","R4163_YZ_16","R4163_YZ_17","R4163_YZ_18","R4163_YZ_19","R4163_YZ_20","R4163_YZ_21","R4163_YZ_22","R4163_YZ_23","R4163_YZ_25","R4163_YZ_26","R4163_YZ_28","IP.108b","IP.115b","IP.124b","IP.127","IP.138b","IP.140b","IP.148","IP.197","IP.214","IP.28","IP.31b","IP.36","IP.38b","IP.57","IP.58b","IP.60","IP.67b","IP.73","IP.82b","IP.89b"
"BCL11A",3.22306860711015,3.68820425994925,2.28584831015028,2.51211669684999,3.68661574318588,2.3741595526036,2.71362973407803,3.13015479435475,3.36267801470458,2.75082088888944,2.49953022983469,2.97493230409468,3.06852218588427,1.73152942526392,3.33167916658371,4.09047696724966,3.8001292716094,3.54516147622203,1.25731622283205,3.31685151995486,2.54598281847321,3.1136091081068,3.56496080316365,4.0478624998626,3.27476618082803,3.14736844247296,2.86782109625055,2.72675628291802,3.164759299841,3.30364979052774,2.05559695909018,2.63187688899444,3.92554226349314,2.64210015864612,3.42250306637818,3.95095409930475,2.74226968431306,3.29205156494486,3.69045749972503,2.49450216773323,3.1502571442856,2.98109836924303,2.24380785042913,2.74808581957581,3.53784746995897,3.68502937465422,2.24761577963097,3.50953125055199,3.50909348243796,3.47705516881922,3.40893978067522,2.28240078786604,2.55087540326508,1.91675094482299,2.85719586474738,2.77522834737962,2.70486695299414,3.89699801324116,3.90323968638488,3.2908236417307,2.71184166578289,4.48379200145883,2.22540613441838,2.16486531941965,3.98076227970605,3.34109237093668,3.01533032783908,2.01342561382348,2.95470314896483,2.9539096804338,2.84658633014479,3.02408188225166,1.09489125458072,3.47843612686597,3.66433881058981,1.74787448972267,4.10961428573021,0.970713574183975,3.62515148491575,3.68454129761336,3.73769874854561,1.62011962359273,3.1864750271299,2.47079633818639,2.80488697139827,1.68498991410459,2.67086463922841,2.29169012715627,3.27525666752081,2.41645248414889,2.77054399859264,2.54708775040015,3.82335694144209,2.83952304997034
"CEBPB",-0.542804041636009,-1.33640797708098,-0.599492693771697,-1.44228155523494,-1.01773902945828,-1.66158014040732,0.394923168861082,-1.18041710457403,-1.34831253772938,-1.56994337183823,-0.53747663013495,-0.963145861048231,-2.27593577090145,-2.28437575835523,-1.23427930312647,-1.1012215209942,-0.492263191015014,0.568979202154475,-2.02654982427841,-1.49436693282538,-1.02168592032185,-0.961720302883226,0.37263152533108,-1.08727702663315,-1.11976174543254,-1.44653500023206,-2.10438878510799,-0.996002253324459,-1.77335579888104,-1.42705964453009,-1.38694839497156,-2.18119500719726,-0.753950064551644,-1.24772546000003,-0.72634208751775,-1.1957560198106,-1.07454363154572,-1.1113974737684,-1.44444605708573,-1.42761557563642,-1.30191486491624,-2.25715170620999,-2.04346915055895,-0.297125145204782,-1.48651907893413,-1.38851475666706,-1.20616833593672,-0.82701237741098,-0.629313430069226,-0.81103862243896,-1.13882006296609,0.119290547860755,-1.70474023193872,-1.43582407327645,-1.90861348357169,-1.51363264551743,-1.91381619380957,-1.41093473137827,-0.993910499493647,-1.57093137990972,-0.177290846464047,-1.47965268412339,-2.3513993561901,-1.46870986217999,-0.631284690814177,-0.846549033713742,-1.17934387452665,-0.922036871946604,-0.44204922158338,-1.27567284996712,-1.43056916187106,-0.89922338646726,-1.97864884597075,-1.06852239192505,-0.702675849472812,-2.00360254818605,-0.800742824882861,-1.36887306444169,-1.1998223042429,-1.14019995632935,-0.946890020782293,-1.51150850379726,-2.02142036296586,-0.484054155062084,-0.86022317606806,-1.596212065208,-1.1148006667196,-1.95634676447158,-0.286073159025556,-1.01322747239568,0.562247188317202,-2.32981995555931,-0.85579733242397,-1.39617387552411
"CEBPG",5.53364660856799,5.17701591884783,5.60411767766505,4.3731240599182,4.5459424741682,3.97488512903402,5.71492624625072,4.57145022457382,5.39290363800672,4.55969427972998,3.70258782632392,4.42980002220196,4.02948356367819,4.97954792990724,5.13139602844062,4.86990199412355,3.91065726054108,4.63653655204857,3.9955658316839,5.24743492749143,4.56920207047053,4.81656726019132,5.74080496330458,5.09610517310157,5.05017542942001,4.30592574931149,4.20573895019331,4.63170742764676,4.50457440472303,5.20147317236677,4.52620789417657,5.01571484084956,4.79541801562676,4.0033938611608,4.76448978940015,4.77837748280517,5.64963696622049,3.98382864297514,5.25980030812275,4.37915208053415,4.92429200189605,4.49232000041753,4.94927946736395,4.73268904643971,4.644165635712,4.84158111847788,4.00194932880289,4.7358725506243,4.23426897830072,4.85185729446856,4.14004095348016,4.75446238095777,3.93684081889767,4.21690236259634,4.6952239814018,5.66412070085432,4.47020662428411,4.79750187567698,4.15090524732491,4.47075436065575,4.63541146237776,4.06046813423087,4.9032729478861,4.46310765414156,5.12714386323438,5.30707406121446,4.4788522965892,4.15261735656491,4.94146150806212,4.85285025206288,5.00691779717573,4.79695853608328,5.15822030398444,4.72106135399968,4.8538512775701,4.98736456334295,4.76382734774725,4.10474612432964,4.34026464240461,3.98317655471451,5.00955805107184,4.10074477442635,4.27545488060259,5.13934606806419,5.0475913499212,4.22874395890067,5.26674465768101,4.00431850633649,3.51376889532656,5.62091779788261,4.57670505054276,4.28142654029141,3.50811320783733,3.45742860326549
"CREB1",0.030217448404705,-1.32807707344721,-1.02157349185013,-0.839120687447226,-1.18667187790949,-1.13302666221025,-0.819403708059692,-1.15900276099335,-0.807307890818031,-1.06166363865867,-1.39660867482271,0.232181815913816,-1.59440757203871,-1.42659451586114,-0.0724603574386529,-1.28329070049724,-1.79016605177868,0.153728242513142,-2.33547435186496,-1.09733700599777,0.273645610896889,-0.308275306814435,-0.411660539460272,-0.929929141535042,-0.47836731779269,-1.43552914157257,-0.816204529644299,-1.27273896685518,-1.71393604926779,-0.915920184316466,-1.94660895387704,-1.2882345210959,-0.839904240429351,-0.951542872306567,-0.955542160095197,-0.720684612681899,-1.31666138207185,-1.83407058894231,-0.458371435105299,-0.0659957354683443,-0.285894551033131,-1.72151767618035,-1.5885019302414,-0.651596584662381,-1.47744396746271,-1.02309951372935,-1.09826027184231,-0.540455682618085,-1.34283757614667,-0.409860238575122,-1.39153449835691,-0.918835581378523,-1.21274589992503,-1.26693058910688,-1.8761753615647,-1.05775665938725,-1.75739244667138,-0.257300620511076,-0.56811252648536,-1.04643717813115,-0.464311883244744,-1.13886620715856,-1.97129590823709,-0.943317022078099,-0.522461712678293,-0.475155990404014,-0.935173218742244,-0.939358760849345,-0.941923824351788,-1.41585046270468,-1.48754330718513,-0.747888449979344,-1.97991729324186,-0.59795520773224,-0.400204760443031,-2.0627103262409,-0.240518408096226,-2.4822383705913,0.506795685362313,-1.76434883313405,-0.925915493118112,-1.20908061491884,-1.01799389272462,-0.308073708136624,0.320169809178338,-1.6359678926312,-1.68412694262249,-1.14271566854719,-0.427542946001892,-0.766703532372755,-3.13922517513232,-1.96096545267654,-0.72651426991367,-1.88361941202348
"MEIS2",5.72438010128319,5.03018757400256,5.67965210125602,2.90034236797796,3.51280109840675,4.0419165749628,5.18514472065684,3.38146602131104,5.83343760622533,3.85522476257007,2.92359111795768,3.62461265292091,3.71513556483327,5.36486465528994,5.48383130610048,5.15496139146431,2.8906533454456,3.3774495495756,2.97812074434235,4.87546797551609,3.6540156234887,4.92056830443328,5.33691008969575,4.85252535933992,4.74847057234337,3.15418843599069,4.69721298812603,3.95757289402165,4.99263978869819,5.28535284915551,5.30370013665776,5.15943768821073,4.97419996882055,4.6034553387127,4.23364721479025,4.50734526947707,4.62894483973186,2.37855026397495,5.20021722200911,3.92556936697451,4.909108979107,3.32588760472497,4.82782314520345,4.46637296797864,4.03420843724919,4.73490161400801,2.98407701116751,4.28916509833799,3.84768006618088,4.46153603165283,2.56881042182184,4.03375081933491,3.92873804463312,3.82996018373679,5.04069752822755,6.05256675339979,4.16971720658902,4.36871942597641,2.53769444792818,3.76924514421796,4.21164163182838,3.89297306022205,4.31690377861788,3.73315019323691,4.66607932253806,4.62049856882205,4.89755788607005,3.99324550515002,5.44019205719535,5.29377107024534,4.22673985971087,4.70508659870372,5.98707937069837,3.73978856165228,4.49188910656281,3.47512960143079,4.9148674690002,4.76196452901411,4.72606931648675,4.59515313075504,4.36360438382053,2.464297547305,4.37910006865496,2.97589750130063,5.76357190487683,3.34657061933063,4.42315539166218,3.0970264537825,3.23212947719347,5.72697393463723,3.78128799078654,4.36485941015196,3.7460719856392,4.34635699149228
"NANOG",3.0120819584756,2.38878655813817,2.89928793309401,1.80803641601359,1.7150556748561,1.99334876055284,2.63189209629878,1.73594596011988,3.0256511056196,2.27398131267203,0.953403917630327,1.87612471371381,0.852821698384665,2.89703710695649,2.4994643833481,2.11316780774596,0.269957223801289,1.52284206686785,1.12224453293999,2.2697785389103,1.77256529625444,2.2945543558256,2.92058029067346,1.52124082322255,2.15716027346259,0.554702900654624,1.07244662525051,1.27859783951355,2.42655633076305,2.53558193585488,2.55301904527241,2.57377103795295,2.15907424166461,1.65313455240042,1.81935704913564,1.80101307284511,2.10976148058164,0.53608251657647,2.46142942371021,2.4966207403315,2.15879440830675,1.91117263495197,2.6111581021918,2.13179377803536,1.8239696850231,1.39810364320989,1.18526581539968,1.55506358619051,1.34957783556334,2.30258851329934,0.908480240822024,1.93297375892263,1.61059344837164,1.57896067299853,2.09837728985098,3.2958752755928,1.99971736871655,1.39770807674421,1.04985926274605,1.32495242997892,1.61986977229314,0.875798102975025,2.26542928208287,2.03230167855547,1.93577299182502,2.25507949262808,2.49711046147739,2.65673330053758,2.10298336404762,2.53782988914043,2.6339146482895,1.63049183690426,3.52186067976452,1.33857030725338,2.53906968872468,1.22253425906381,2.66509069960756,1.76392534595022,2.21550093320965,2.63034206068119,1.72768696103921,0.714847938717824,3.36353079546063,1.73457734396979,2.62858785507456,0.974699851687195,1.33562299474308,0.5394528320625,1.01931441435884,3.26831003844594,1.0410406413983,2.11057284080595,1.25233157240799,1.30992567426858
"NME2",0.165924334483445,-3.10074501078964,-1.54609752044881,-5.82118593915246,-4.35780816034586,-3.93620659028097,-1.87102372558325,-4.78811716690568,-0.643297302855668,-3.04479185745017,-7.08675538263129,-5.26235560837287,-7.78524689818585,-2.10781852482495,-2.67751874961707,-2.36750050228981,-6.43463240698216,-5.69929524631002,-6.03863617202498,-3.39553988201265,-4.44499436281568,-3.61107351756334,-1.69843851650399,-2.74494094898343,-3.6305823155443,-7.23274195171582,-5.19383888642084,-4.62240944750434,-2.10426101823738,-1.65884912597706,-2.29019140615871,-3.13324402508672,-3.15224057472879,-2.56386853584956,-4.1988608350557,-4.42292035726549,-3.94429652845054,-8.92610215291813,-2.64706415485108,-3.70470882964159,-2.87701673977445,-7.24071898514331,-2.57449370705212,-2.17718520306286,-4.43013376332495,-4.13864992009374,-7.356448632864,-4.54489738423522,-4.86460052090859,-3.5173799488107,-7.33902698474533,-4.55631165946481,-5.97603090117839,-5.02956989605563,-3.72578670200519,-1.34963365009573,-5.1180827764811,-4.87656273563536,-7.18215211789379,-5.97752845451923,-3.80076267066196,-5.84863245830389,-4.26790857045796,-3.91271972018465,-4.3098233083299,-3.41302534427184,-2.55509593271605,-3.25796467952468,-1.67828269936891,-1.41517201416047,-3.45458805096125,-3.44336341390797,0.328388918659083,-5.46119999552206,-3.30964588791491,-5.84639060041612,-2.64574997567894,-4.23302307109052,-2.70056597152883,-2.30983773524043,-4.70737440812889,-6.82574940749714,0.486422867580712,-4.18633911493978,-1.31112369233787,-6.87120598632642,-8.39428375025277,-6.73323612540317,-5.79278605249285,-0.489030220712046,-6.27118200008778,-4.07726440158338,-3.37107952805962,-4.14290211226562
"PPARG",0.588199658501765,0.425384648044152,0.763893795893417,-0.106004031229788,0.194310999876834,-0.708405390958676,1.17401439192243,-0.022148990569702,-0.22642075959247,-0.226624245327388,-0.392215908484276,0.787600717828674,-0.6460190518984,-1.01624034689166,0.532521997791961,-0.261641650139786,0.338705043504667,-0.552780024462404,-0.988545998970472,-0.498118513386581,-0.167023138259746,0.814501890249756,0.464993761615993,1.20904157498439,0.604467673157416,-0.206339388886288,-0.457557110929954,0.0277385600785154,-0.706350781948233,0.301064251194929,-0.671684742922719,0.00246907384276718,-0.196671466313856,-0.986007969127336,0.0127266853355601,0.036333081908665,-0.410842923514977,-0.742792715416556,0.147460548213693,-0.0813837553656575,0.0373946106480361,-1.53326904586282,-0.941572446113115,0.534340151173063,-0.511013444605841,-0.159961014124843,-1.12095671228199,0.3851841583416,-0.35262815945187,-0.391175947413552,-0.930708735704522,-0.0635032904277024,-0.859243288575311,-0.972340889691729,0.353297747184381,-0.0641726455180914,-0.753754610676758,0.0413725703171299,-0.49498596530348,0.110609388652079,-0.382660481557917,-0.414500259594765,0.0776259111168796,-0.128989425229045,-0.0780169201683391,-0.407293407222287,-0.687796361493693,0.721118373832617,-0.0792256860299411,0.22926406448771,-0.200024578411762,0.523485812788589,-0.000349067656462573,-0.516963151611041,0.239100261302317,-1.23637641630919,-0.0489772130627734,-0.918636393466876,0.254686920659625,0.184661662349773,-0.0416338911760285,-1.08686860342863,0.654473508623587,0.685284924153654,0.514666520434975,0.321025785316678,-0.362284939255124,-1.41965871696379,0.16449748025287,0.299799166965017,-0.203936517460263,0.325597484491156,-0.977454709361421,-0.833715998030574
"TWIST2",2.59340687744161,2.97505815024308,3.47459128174023,3.38221792125002,3.15544942546801,3.07779740246523,3.13484020699016,3.36440451015643,2.54245216811612,3.14653654267784,3.50866594670874,3.43183982216012,2.14809611232281,3.08968857065996,2.32189937074331,2.65545528587863,3.38337228774107,3.08003512886011,3.16854445468688,3.0478917700827,3.01090651736896,2.74443516804569,3.00581363788377,2.42055812730075,2.55194955629121,3.13814880780082,2.16226676644922,3.07435247311957,2.45163841043328,3.34376902561558,2.7045292507656,3.40160980567214,2.86393101424767,2.87744620867056,3.12212934171869,2.21506629710799,3.34768622387554,2.15150159262135,2.93019557243098,3.09495825176912,2.82625982836558,3.23845652053122,2.87198865351512,2.87475788753291,2.45386012207135,3.14638561722143,2.46040679988607,3.3748323328309,2.95319211528326,2.98043239540933,3.4116755899946,2.9877028315546,2.53166363265727,2.6685980724435,3.11453159681271,2.39278185362951,2.22762845056197,3.15504906081594,2.81627470694104,2.43582218308044,3.13460875137143,2.37591017183757,2.57222589112718,3.48190292454896,2.40243224172457,3.20370429144871,3.36091363850121,3.89593726614442,3.07507814099257,3.39332795973378,3.04666401031862,3.26469780680758,2.57910353974634,2.44215259687036,2.97842140357618,2.31593661401733,2.55240570364854,2.37253726449174,3.10509767640677,2.52224993827699,3.27560562874553,2.37134854656159,2.23334229372587,3.21578828998692,3.01950468911938,3.67221687049738,2.07930009510048,3.4859672318529,3.00961453897122,3.11594531433217,1.92556816235028,3.02059495650744,2.24753349952004,3.35441089425758
"ZNF584",1.58317417076796,1.51013283649476,1.72138591113618,0.280390175095682,0.753303201959828,0.086542749629402,1.73055718243809,0.200859653486755,1.23906184958676,0.557210163051399,0.171704402913615,0.607477920542184,-0.0763068554590908,0.786748620248557,1.3501886264159,1.00542612149381,0.815431931620038,0.79147749305256,0.48863247697055,0.806286652266672,0.443632867168232,1.20109104246163,1.49044950377768,1.44119346412232,1.36309235566018,0.314405205385305,0.428352156921033,0.666153477627733,0.752540816042333,1.31551774089326,1.24902760200932,1.28380413753534,1.02263886555782,0.808033669748544,1.32423138281212,0.702494502793223,1.05576682796394,-0.317252376753984,1.2352019267825,0.885110321658921,1.18434159598119,0.265210667955938,0.628828982430122,1.03020571042106,0.882901871039554,0.843561093256175,0.155628229850323,1.17289119298294,0.542740668702566,1.18653109929891,0.794475499732698,0.992507975720289,0.108685783076119,0.945805571486641,1.1769009909422,1.84030574547631,0.178096072296546,0.711829995656238,0.448524881539825,0.784030726671839,0.76301811352719,0.321452762702931,0.962385325051105,0.610681573903641,1.33033808275562,1.22005968126127,0.526938882612382,1.01001560427221,1.47359705420883,1.42454515617994,0.533135613836465,1.20383129701393,1.29942527918507,0.199539817831498,0.872538625587348,1.02770965005095,1.95349760763707,0.876563353561975,1.38827415206188,1.1135229329823,1.27574669945783,0.00150710080881158,0.885012190977944,0.784427719094153,1.95948476893071,-0.190216338712687,0.0338928770978777,0.566608501926902,0.85744556541207,2.06142272949147,0.514611535174881,0.717458228784074,1.00017854189357,0.920269369930922
