"","LP.01.01","LP.01.02","LP.01.03","LP.01.04","LP.01.08","LP.01.10","LP.01.12","LP.01.14","LP.01.15","LP.01.16","LP.01.17","LP.01.18","LP.01.19","LP.01.20","LP.01.22","LP.01.23","LP.01.24","LP.01.25","LP.01.28","LP.01.29","LP.01.31","LP.01.32","LP.01.34","LP.01.35","LP.01.37","LP.01.38","LP.01.40","LP.01.42","LP.01.43","LP.01.44","LP.01.45","LP.01.46","LP.01.47","LP.01.48","LP.01.52","LP.01.53","LP.01.56A","LP.01.57","LP.01.58","LP.01.59","LP.01.60","LP.01.61","LP.01.62","LP.01.63","LP.01.64","LP.01.66","LP.01.67","LP.01.68","LP.01.69","LP.01.70","LP.01.71","LP.01.72","Test.FFPE.01","Test.FFPE.02","Test.FFPE.03","Test.FFPE.04","Test.FFPE.05","Test.FFPE.06","Test.FFPE.07","Test.FFPE.08","Test.FFPE.09","Test.FFPE.10"
"ADNP",0.591924166963197,0.488726241139809,0.379467158062906,0.022956567281767,0.0742216542607926,-0.00964601395084107,0.851189509667412,0.397876032745074,0.276250912109519,0.341816466079367,1.07538995517978,0.0314869205457438,0.166504783104609,-0.0460482854485049,-0.527071757699569,0.047634882112195,0.791003514058154,0.386127987598555,0.98102401892532,1.6045032954955,0.162808069625064,0.124674566387203,0.160530317644104,0.233012745868757,0.359825840345011,-1.2681711729123,-0.841907904853657,-0.862019887624876,0.72840816571266,1.41315409711057,0.0847648454988427,-0.133219405043571,-0.0782187437035984,-0.104778157312138,0.624471759890151,0.821185579426734,0.460208757975446,0.649258607909278,0.142431396713263,0.229132125749456,-0.444346669050909,-0.573698396937304,0.660567767133445,-0.0112755535947435,-0.196017365539621,0.690285944730949,1.23229810484955,0.583303582247787,1.13604250261828,-1.25295062512291,0.64939331504223,-0.492069646358119,-0.164107226143826,0.661987945558523,1.68609584982321,0.455904787242443,0.309231958809697,-0.298677473818365,0.0340102153487532,-0.121403564890883,-0.508842298520116,0.682046729348728
"ATF3",-6.79216765890315,-7.08396209550571,-6.91147463639246,-7.04130107836391,-5.87238339695107,-6.62412639915225,-6.47459531168991,-6.57199554474207,-6.61346099081046,-6.25750179321189,-6.17300484803847,-7.29332977696319,-6.93688834163104,-5.62716158557771,-5.68260826649868,-6.61679988288396,-7.48070537496417,-6.45555178365627,-7.00563748500197,-6.71014056308537,-6.32997247213937,-5.93336045688626,-6.79843202214612,-6.09230407139731,-6.31627419746953,-5.59853693208054,-6.40028465012412,-6.04856258225111,-6.42548622488814,-6.36173724149753,-6.94733306551362,-6.36526081338004,-6.02855380519253,-6.19906320365905,-5.97132982023105,-6.63575782140837,-6.82396194566569,-6.43301147664643,-7.13510780755963,-6.50338555690105,-5.63083486127984,-6.45356673984769,-6.40766488514556,-6.70259539830147,-7.11814165681532,-5.82148739395502,-7.69592263042814,-6.04334324364319,-6.90724663086408,-6.00674601049143,-5.76968823169194,-6.15944390957453,-7.0031611858549,-6.04907261373871,-7.25668915476701,-5.98349779848111,-6.80787171537522,-6.32624581717502,-6.65229851708357,-5.54468823293374,-6.75060612330327,-6.92473147762985
"BATF",3.81731442010918,3.85385826471688,4.65475105308727,2.92948629625148,3.89664628948591,4.51864288497461,4.4236048909292,5.06346797306057,3.80964584865293,4.98155911664265,4.59411413354664,4.07887891603854,4.18750328972269,3.32448262917956,2.33552127561499,3.66256546756379,5.27814055135024,4.76860553664334,4.30923649788407,3.58673077230315,3.090297229955,3.26481441826622,4.91623125558057,5.65557896152889,2.99580971789446,2.0209955431284,3.53765229002793,4.14000468760099,5.25868787497293,3.54024661084205,2.59383805043895,3.98894627317771,4.38384284712655,2.48706919845559,4.21659238334193,2.70113814888677,3.55437506443583,4.79375306956119,4.44499047516746,4.19540475638556,2.24523630181317,2.14170877116269,4.91781961717621,3.35429278393053,3.68936631676381,5.16354022506538,4.87664972509426,5.23535171926659,6.85277774331846,2.73430012116135,4.09981676781339,2.87404021779526,3.67257675889514,4.33193971248016,5.21256224985158,3.96405235453982,4.82518537795085,3.13531953837642,4.31602771678119,2.87665683809538,3.2865976090066,3.85129414689071
"BCL11A",2.43047122556321,1.78744297127836,2.60995187605672,2.09680605706136,2.89657497320543,2.57617397274871,2.93178724981094,3.40364686280913,2.42276093245769,3.43258889285295,3.32878454888364,2.44576433913352,2.27663194606805,2.81456386825078,2.11099249292035,2.32939323571066,3.30064374362307,2.66775617605679,2.7524081518588,3.20295213587605,2.32361491023238,2.0751138390067,2.94459563896042,3.43152917399871,1.89291958638526,1.56148811442403,2.0587020693842,2.86901045847832,3.41851979501819,2.5468254377674,2.29302695790308,2.47164012449315,3.02806842556889,1.62322413650809,2.59994155911828,2.14703092639466,2.19769310363909,3.02805316323716,2.46578954312263,2.8724708518953,1.4261888113267,1.6734490041948,3.43759361179743,2.01577904269989,2.28232638844346,3.88259683177502,2.68097468983906,3.2409354932336,5.00302735794044,1.37728002116793,3.25395349002569,2.10969076807385,2.72542395298208,3.21901307959346,3.1806061005324,2.54478620809902,2.9960410488792,1.74461089869588,2.45340349231072,3.15622994704392,1.77418491602057,2.39907684951792
"BCL6",-5.57680863073397,-5.35235281690411,-5.65077218711615,-5.10447882098077,-5.66649955659117,-5.04541285300722,-5.69647148591124,-5.7637128315649,-5.46355311561089,-5.82652601484033,-5.58966106230484,-5.28131461451667,-5.50427402926494,-5.10307645004534,-4.59561019337145,-5.113977256694,-6.37980996581984,-5.79757681206098,-5.91948670524,-5.93383786422672,-4.93526116362097,-5.20899093272286,-5.62096511922695,-5.98369392582603,-5.08818015643379,-3.6260667998187,-4.97750073641884,-5.27925413961445,-5.80343801902684,-5.27380025185738,-4.83041762132343,-5.25605913444177,-5.2673633991065,-3.86158931621067,-5.41032015014063,-5.08207247467092,-5.05123688397882,-5.82797669625195,-5.57089182597971,-5.80713278433559,-4.98602608216348,-5.02054139433808,-5.22334952488996,-5.11997672657797,-4.80803469777504,-6.07222488894667,-6.11919201474334,-5.57231610016846,-6.86509811598601,-3.90456923477745,-5.74956620721219,-5.29609351045622,-5.54003561967347,-5.61340422191057,-6.15540828114688,-5.28165875526287,-6.20219507580571,-4.73531065835613,-5.24503877367644,-4.69907041551872,-5.08055721225692,-5.45567644971265
"BHLHE40",-5.15944127007247,-4.63089881238259,-4.68681182499641,-5.29466773665096,-4.62917373145989,-4.93353528183648,-4.57894614155357,-4.83993054443393,-4.79832478654271,-4.44312059389355,-4.98515447537763,-5.13300157225017,-4.85607737020791,-4.80576177031478,-3.67471009035125,-4.73176139413423,-5.55173058576964,-4.86983477920006,-5.21826078372287,-6.17165603822505,-4.42290290156021,-4.36593179582413,-5.1936105183828,-4.55208529979621,-6.01918373448289,-4.16682905069088,-4.66353955353554,-4.67700034161849,-4.892967138935,-5.86528062905233,-4.98994974757701,-4.32186356522044,-4.07565808074391,-5.05156244936133,-4.84843663684118,-6.0397042538476,-5.51729921168738,-4.89462675167925,-4.810502575582,-4.49333196053699,-4.45397452256321,-4.47681492626314,-4.66197167371946,-5.32088493961496,-4.33147021311027,-4.6360925788183,-5.67667652432943,-3.92814589381862,-6.29096933482326,-4.15655259509885,-4.7373564925303,-5.13865286632337,-5.64742271805604,-4.97045855405806,-5.48977228561209,-3.94414669081261,-5.10062876236654,-4.83505128783874,-4.41481675036464,-4.36064948965378,-5.50084573460054,-4.8224877218093
"ETS1",1.83015607797486,1.48136802853253,1.85877659324995,1.96635539414545,1.82637895514444,2.3905230881268,2.68719110979407,3.48668819327427,2.89534948674834,2.76201528337329,2.54347600955795,2.97328891932591,2.13484086663205,1.17949598499549,-0.127861417057357,2.32144995486004,3.0777077150819,2.93977617812387,2.41728068144624,2.67371378599374,1.2933762961509,1.17134536417529,3.62400941954413,3.10567236487107,2.7044423870686,0.502793402445632,3.49221563596665,2.82970217212288,3.59685913449231,3.35543831436589,1.597668881696,1.63688479284773,2.31917143279247,1.86825162248979,1.56311814147485,2.62649447262655,2.97275534023,2.87112058113477,3.50084586725874,1.75222186653159,-0.450625594680868,0.754640043258818,3.29281048578602,1.97712048833533,2.88235952645527,2.39139653948023,2.64085117157833,1.63102946422079,3.17955478348932,2.78069449566569,3.05858912568903,1.72595698531404,2.47288189720306,2.17359977439421,3.7037448435604,2.0950228987269,3.24601268577204,1.31108684803897,3.38917814521932,0.91709577265089,2.90135483064421,2.25429955624807
"ETV6",-2.72323056895975,-2.52428473712975,-2.86880841877606,-1.84401503774497,-2.37788422654435,-2.33382660805484,-2.73556749448389,-3.03985778882524,-2.32000660231023,-2.82973450628589,-3.10775737028447,-2.51498360929418,-2.9030443458139,-2.46790973365129,-1.55033032695756,-2.73308495529907,-3.79526372469797,-2.88705938895202,-3.10502914802408,-2.65768694600441,-1.81766769251718,-2.33316460764124,-2.87298483732651,-3.29016321130854,-2.07434038542576,-2.3767003787055,-2.57800836758408,-2.3520410549154,-3.17159177091878,-2.6894645442947,-2.46393285878512,-2.18755963265926,-2.74700851797914,-1.47519496126586,-2.32706244332881,-2.06741307810685,-2.22215506583087,-2.71880939415251,-3.46305193656656,-2.41144993415532,-1.95353413584296,-2.39562517183311,-2.97188774243567,-2.15637571948338,-2.87505950767603,-3.07422311026019,-3.47359746301069,-3.31155090330743,-4.27038605826462,-2.08176785204494,-2.4715111075661,-1.95331584585641,-2.09748480625755,-2.75212479822134,-3.52508942527527,-2.7341133070696,-3.01232749592012,-2.8342283806592,-2.41272349966632,-2.26423001640623,-2.46710300753406,-2.57193576891014
"FOXK1",4.07233493510026,3.69545892890248,3.94471184199898,3.62914451605966,3.9390205616352,3.61482057244344,3.68471737855608,3.51902805015453,3.35455224391223,3.71605845945934,3.22392399159809,3.71735144168674,3.88594781874222,3.32264399065087,3.9158787977576,3.71276211344658,3.19842414277291,3.829310085197,3.19482917176303,3.33131975673284,3.75107279691327,3.91983772829057,3.84825376119927,3.88394866550285,2.69672709540812,3.86946329322963,3.53746335597935,3.8891398293953,3.6436653232983,3.29088857314105,3.52136224636169,3.83312164418339,3.62844338306334,4.28060606208022,3.64113911929118,3.13134093400774,2.82987818167663,3.71006626442832,3.48288286805088,3.25084217140298,4.14277824798351,4.10281631019938,3.41680782916663,3.16068109495906,3.76839680913621,3.57728792186726,3.39827631710173,3.78828276429172,4.28565908395201,3.53180394926176,3.41494486042514,2.97680261885225,3.65242218173881,3.69961783886402,3.55156924061331,3.74337786883424,3.52995868791423,3.07286367128593,3.94876118407443,3.44633711970279,3.76038356196119,3.90538497683205
"IKZF1",3.15731597816592,3.04609283271655,3.43803179122914,2.55061145654703,3.40150975260238,3.46275736712935,3.63617461642694,4.18864724750568,3.4966360883238,4.43421668764199,4.30428289492184,3.34084689173813,3.31741620631816,2.60747756675517,1.6378774469206,2.84945161536262,4.38292924501322,3.62214580544022,3.69543803708923,3.51497229896066,2.30861277094032,2.93599397151483,4.15102908049418,4.86386841071966,2.67072821239497,1.54514164541222,3.59299691361056,3.28180083097724,4.66502430179645,3.40376719657584,2.12342119562982,2.80091754530857,3.54410049705299,2.72501139048768,3.31952585992148,2.35482046573347,3.56879762364352,3.78218313584718,3.51575095852669,3.49793452567278,1.49282994615421,2.12739749935474,4.10876130515021,2.93270337751583,3.38865210521295,4.56350460160286,3.52472897295969,3.86427406183637,6.43126785162428,2.37972240683777,3.64035859068163,2.49245577827325,2.78188241995185,3.62991527601109,4.38426272219479,3.43706708463489,4.22203425536394,2.69036655956364,3.82973720365125,2.39659341877987,2.57910051714343,3.40709031608833
