"","LP.01.01","LP.01.02","LP.01.03","LP.01.04","LP.01.08","LP.01.10","LP.01.12","LP.01.14","LP.01.15","LP.01.16","LP.01.17","LP.01.18","LP.01.19","LP.01.20","LP.01.22","LP.01.23","LP.01.24","LP.01.25","LP.01.28","LP.01.29","LP.01.31","LP.01.32","LP.01.34","LP.01.35","LP.01.37","LP.01.38","LP.01.40","LP.01.42","LP.01.43","LP.01.44","LP.01.45","LP.01.46","LP.01.47","LP.01.48","LP.01.52","LP.01.53","LP.01.56A","LP.01.57","LP.01.58","LP.01.59","LP.01.60","LP.01.61","LP.01.62","LP.01.63","LP.01.64","LP.01.66","LP.01.67","LP.01.68","LP.01.70","LP.01.71","LP.01.72","Test.FFPE.01","Test.FFPE.02","Test.FFPE.03","Test.FFPE.04","Test.FFPE.05","Test.FFPE.06","Test.FFPE.07","Test.FFPE.08","Test.FFPE.09","Test.FFPE.10"
"HNF1B",1.09950365486072,1.52298032523374,1.36153062482746,1.3023799016387,1.43097441841074,0.857404161238668,1.11071436047682,0.00938463075552065,0.223763420878639,1.34733203815532,0.00580814326568554,-0.193158517487512,0.985984491902711,1.09218964703706,1.42172226783648,1.50312585225869,2.36749804602959,1.35965707392271,2.39643096925106,0.246956944775005,1.78641050131218,0.71266944307079,-0.462558597625943,0.0235046905583055,-1.00665652134069,1.56544668518764,-0.326333939086007,0.860064135585904,-1.17130634447944,-0.636200812789732,-1.01707624700652,1.02454855571187,0.912277239822529,-0.604544183273784,1.63746545621314,-0.0869210066007776,0.299507882174759,0.48378850111576,0.540651734431234,1.46129928155545,0.651546424318442,2.39388025226243,-1.13213448932081,1.7455412165342,0.300378024566778,0.249044269241559,1.09267303137786,1.146246166862,-0.634832684093624,0.254317258502711,2.2706792299391,1.76524926133949,0.36643838496136,-0.267345471584214,1.69666726102201,-0.580886648415898,3.16283982988726,-0.641897505667999,0.886549588876428,-0.0211720303439328,-0.063506512076204
"HOXB13",3.21645507330384,3.93863074674913,3.37196786742059,2.31786317201649,3.32597966574721,3.54317422018377,3.96800279239307,2.30172761856344,2.67154292299336,2.5361455402696,2.96018222418416,2.17292091368994,3.15806678363092,3.73200819966129,2.83739250018585,3.15492522951952,2.6450881886521,3.55782464956307,3.32431190659477,2.09917626462164,2.61998701957049,2.33888033702284,3.27970880119316,2.88706581189976,1.72875699210863,2.13604513712758,2.45506307170756,2.48292088782819,2.35758358032061,1.75736160812691,2.84181955519092,2.57115512145078,3.69361318064653,1.61327643243821,2.97794825404118,3.33240821338784,2.29505182806106,3.22275434086461,3.06023710169228,3.22136385580289,2.35627042008692,2.58814935500156,3.40771448053397,2.58618313628132,3.05215408076352,2.94384311970181,4.07896058829505,3.69020118812241,2.71644317823104,3.00111569890981,2.00826766207755,2.46517510432376,2.66303981390442,2.76495260522188,2.80318061293197,2.28335584956045,2.40064502447695,2.6471206158366,3.98394756459553,3.06087089665332,2.86571700032096
"IRF3",0.183641287595606,-0.67892521816704,-0.996836054778098,-0.244265664823613,-0.339376840632962,-0.0998634656655319,-1.18895740713323,-0.115052158130827,-0.597918527475413,-0.799948380601315,0.481965859114421,-0.0156280249330938,-0.863063868290433,-0.704025476930589,0.215147590029671,-0.810874571380685,-0.827899765497114,-0.516348546498888,-0.831564879721736,1.90902482420805,-0.622004452293334,-0.311264985741651,-0.538595804206981,-0.553761478822055,1.0938499012784,0.237725407584964,0.521898339992425,-1.35780174899889,0.852757544233841,1.07272821808036,-0.066395647862672,-0.49181541589958,-1.28876311621745,0.642250410302975,0.0950897153586783,0.72318317348815,1.01369493805488,-0.863304285912742,-0.654209524419133,-0.566639034030436,0.0345730739106679,-0.632989899350765,0.174228103298742,0.597596618359692,-0.747477580537103,0.160726886045343,-1.24388333675214,-1.13114555173818,-0.75978025786462,-0.100363225317985,0.217543502686968,-0.399630578156245,-0.141141927505432,0.402380887236397,0.196805522959217,0.0803181294365639,-0.909881532214722,-0.18657296675553,-0.423977169180188,-0.649123242327627,-0.0409703241081699
"MAFB",5.80723707432377,5.65008131864421,5.49264579002584,5.1511863930366,5.67986407450484,5.09550248291421,6.24516232549472,5.42512203812458,4.81474936900011,5.25770388734257,5.42982903677786,4.82711506205806,5.74755927549789,5.97282838102503,5.17741200638007,5.32735567946793,5.70339998202424,5.3306911183432,6.11680226302113,4.63460662232065,5.85332133463079,4.7840818079285,5.03807365048479,5.70559800653434,4.71750184794522,4.84974754904992,4.79907573657457,4.78427896804484,4.90024192517121,5.25865420407249,4.42182343971377,5.31256295668326,5.30995758418378,4.57495777048222,5.81250747611387,5.12488041936072,5.18506690201346,5.44558389650839,5.49291842193879,5.68937188566366,4.4355303649844,5.02030415781831,5.49024877243145,4.82510978028315,5.28006404436137,5.55472320569487,6.59090340383111,6.21683511831987,4.08496290365348,5.5791865605713,4.2502835258174,5.08961452328681,4.77821138578315,5.24041351584911,5.6152773468359,5.39817499266395,5.08587930975033,4.75259933873372,6.30741428149093,5.58362857710886,5.43984497313998
"MAZ",4.39404104313905,3.64770735759066,3.46892764483026,4.98313635196811,4.12907902383561,4.31876117187576,3.81328432641061,4.11649349236299,3.75447391909054,3.20919977836829,5.73851355731274,4.07511107080858,3.17407127382345,4.63553102163648,3.49983569978312,3.65341403273488,4.0015064720269,3.90360353515396,4.15557289646635,6.1064244571698,3.67553230130795,4.23737369502989,4.22873733879818,3.80021706416098,5.90225747022133,3.99057025244287,4.01936733401419,2.58443019313165,5.30325282357118,6.07996557776142,5.27568442587505,3.88005882541924,2.81971757303513,4.9218518105847,4.7185697838681,6.18913992481303,5.71531591497335,3.71797921329544,4.23895808384531,4.1900998539879,3.40671267602905,3.05625650186592,5.376746686802,4.88136826034494,3.13012862479594,4.30250876251431,3.3485258170046,2.93796236469214,4.4628746722182,5.11364218118373,4.49075668469376,3.88201305354429,4.33670263015683,4.91882302251986,4.57531995358701,4.27472823546673,4.23518236168885,3.89003641752587,3.8530074394919,4.33735267813066,4.43174992667583
"MBD1",-3.55646720109893,-2.94662272017966,-2.83443233174809,-3.48485068818977,-2.70845550638656,-2.9070990561874,-2.47789132053201,-2.93993656470873,-2.89462824754008,-2.17721837610541,-3.83568551791137,-2.90269149558592,-2.76685196588332,-3.03365494409107,-3.48452447078667,-2.64060967737857,-2.73914103948742,-2.66660410941548,-2.49020392402857,-4.85388813028537,-2.88822479640394,-2.5312205730352,-2.35770989268626,-2.61130249796759,-4.60928595870572,-3.35074148781448,-3.13978116628914,-1.8281844906466,-3.35949876490188,-3.89092428802591,-3.66220666191932,-2.63522111843975,-2.15184517820843,-3.44621157185306,-3.36113820725785,-3.6215733610402,-3.61264743029163,-2.16352167350181,-2.23846707104905,-3.86275105601015,-3.85981728653753,-2.71030235633623,-2.85356073679064,-3.78967313430429,-2.27181858201498,-2.94720563978083,-2.86457548916505,-2.48181380592605,-2.19779588185536,-3.45444482600051,-3.92251082456346,-3.23062305508501,-2.86595270755041,-3.478110640046,-2.9645828762446,-3.16263292015271,-2.38366171530995,-3.00946101452256,-3.5742487481075,-2.50001649379503,-3.34569630427263
"MEF2A",10.2482385535709,9.7536597405614,10.0876570224635,8.26224754484093,9.65943358575414,9.30724319769512,10.8051081975862,10.0571338938171,8.52708713189023,9.32878113771073,9.18485807305305,9.28120965261272,10.3606281320075,8.78828312000042,8.11712817307588,9.60179162068812,9.7413885445311,9.81278333064522,10.1272015672164,7.96435975613989,9.18465424552267,8.87343447508823,9.801874333751,10.0044204342977,6.42245644390511,7.4065745210641,8.75383153441012,8.76076177687199,9.70806413818151,9.20771259183119,8.04481864197147,9.18394902604356,10.4200820726432,7.59753197901704,8.97844602720617,9.2136638593431,9.59367458556177,10.111066247357,10.7123906059143,8.35105225475874,6.28523265463188,9.5035336843643,10.8216863453836,7.18115195786562,9.66936449658137,9.66626332630419,11.2822641992545,10.6412689913354,8.85038507900087,9.59197131262193,6.45083924961197,8.72365106815285,8.61372809191492,9.06973895170737,9.59250019069419,9.38157621538457,8.76142026146653,9.30409288367462,9.08349709732027,10.004640931926,9.95110354008002
"MEIS1",4.68836989108931,4.95871086215208,4.82853708229538,3.20163860868774,4.86953082999414,4.52179551157816,5.61014720105787,4.69802797172776,4.12508345110235,4.43834306294918,4.88346352765001,4.06828391971711,4.54729823253933,4.2108376251281,3.69626297208118,4.5765372205917,4.83487718524063,4.48953800392938,5.21689807080841,3.37789251819362,4.02309399200232,3.89522078416413,4.72320314970642,4.65846512500062,2.54257749739057,2.51028534873803,3.85429497838654,4.02825492705546,4.60262820928249,4.53433193321115,3.8212459651142,3.77617352649787,5.03501927368472,2.96342130762508,4.17306427428696,4.69887731650138,4.04117965324615,4.64917757005697,4.79783255631193,4.27323442870129,2.79862193576105,4.28040081342153,5.36835922689202,3.36980186032463,4.41037016017743,4.4305128533094,5.53118300479289,5.19900594924048,3.99353129316857,4.88880169475871,2.84667472261115,3.48280280360507,3.89842692789741,4.13497606431483,5.02998958767884,4.13565964722754,4.40307944144944,4.29876313091605,4.51128152420867,4.76350290285504,4.38817582635679
"MEIS2",5.32629215423619,5.21958323549336,5.43431362754447,3.00088695739931,4.38403424632633,4.71532256718132,5.84460359068683,4.58842552249745,3.93521431430405,3.82593447184717,4.43281783714143,3.73464211359382,5.1298579718576,4.72224521632123,3.90352389813832,4.72894739596436,4.44722430632797,4.46023125230144,5.27231382485197,3.31103922196261,4.23101824215233,3.27384715599202,4.18998576949272,4.5376846214165,2.55396477191566,4.02238399292629,4.038217377861,3.68217067577322,4.22457030728594,3.88788812540871,3.46253974299973,4.1481084478139,5.30489753203352,2.91224952788404,4.52294810065913,4.58853768912726,3.75894241841146,4.4951173066023,4.38921466431538,3.44784216487283,3.19409296492468,5.13178153914186,5.17015164369214,2.87131613702298,4.30353520857335,4.0900084497642,5.8393494610537,5.78714787334379,4.08939791212571,4.79146588581303,2.67509990964811,3.96911960617691,3.76724442552429,4.44100008263055,4.95412168930187,3.80449779077702,4.43894291749136,3.63123779931164,4.53564099016165,4.79707850645923,4.5516418439451
"MYNN",12.3747647526863,11.2562387981452,10.7334183115085,12.3699390595047,11.33652747401,11.3219573496003,10.8918173702558,11.4128826848667,11.2082415341072,9.54368172474301,14.3321568692183,11.4715089933744,10.0380951626076,11.4286154224245,11.2304474346565,10.5171781023383,11.621975635545,11.3928127827706,11.4483570616364,15.7055597455532,10.8502989564816,11.2680153092023,10.499604691556,10.0079683224685,14.9137492543378,10.7741300690875,11.2499172722151,7.67657277438113,12.9752664886773,14.0057339577241,13.4578261980978,10.9120955337622,8.7109067088165,13.0920737506415,12.82893125552,14.644373581051,14.540579066086,10.2609009860669,11.0272224561148,11.573635154671,10.567248772995,9.86451326936813,12.1994110737702,12.5069574459182,9.29066163955032,11.8062408089714,10.9685334377299,9.97302119610153,10.9154380115689,12.1577986620215,12.6654366211465,11.5604141692858,11.5059527913153,13.6079970450555,12.0361523238233,11.6802251930528,11.4794473934158,10.7630165074925,9.9380111109965,11.4014857605485,11.8482006581015
"NANOG",2.64605700187975,3.04781054442738,3.12794474921926,2.27285822422059,2.46443828041646,2.5920441679245,3.29905511681857,2.48359773216745,2.0958025514959,2.16981858553333,2.0594929238919,2.1438076302681,3.00358343779742,2.67803035500009,2.63158329080244,2.78519000870836,2.32193168260254,2.0970835724173,2.57953722635648,2.28550664757916,3.21378145006723,2.12048530450635,2.31111118558807,2.52993676142049,1.28781150379034,2.32398672829724,1.51180184717363,2.74782048590207,1.82503453508659,1.74247206920932,1.65828524688397,2.7085693316422,3.00763805123853,1.17139813928554,2.40158007950196,3.02106173952089,1.79450174209658,2.62095125629795,2.02528943650943,2.29432919833195,1.90419461078799,1.87801629640391,2.00901139353543,2.03235314545292,2.4216039482965,2.62176384917965,3.6824352520073,3.33455508040372,2.26049157189045,2.53260433046509,1.8129195970539,2.25081826230749,2.25701469197554,2.17057953437165,2.87160315803327,1.76993646990035,1.89986743651284,1.66955387545811,3.89035848576104,2.92963308556339,2.89134412037916
"NME2",-3.1619848186755,-2.03797976969106,-2.18745537451744,-5.00908115502361,-2.89351719109542,-2.97306449442009,-0.865378371153512,-4.39444836876491,-4.13097991791624,-4.33825399427515,-2.87329995853047,-5.96718191681066,-1.69034181371537,-0.811533116761084,-4.30524248448982,-2.27349061503503,-3.05906321522022,-3.40682042566777,-2.25156238491519,-5.02330957023467,-3.03058337160203,-3.89723365637336,-3.96055594958014,-3.2137056936452,-8.42188723872436,-6.02915364635047,-4.89488868615407,-2.97441731722531,-5.31150747358304,-4.77013146546933,-5.29565717634647,-3.89438700373789,-1.25667242701515,-7.44565503377033,-2.94518156874885,-2.6902745099397,-5.71237000431312,-3.04383846628822,-3.44060446251376,-4.09298684213062,-4.45527506082511,-3.58433249744539,-2.4749327600176,-6.41040210265288,-4.6875193028626,-4.01556968934492,-0.570093385522334,-1.08870191130278,-4.27560145144763,-3.42249495832934,-6.08964286732609,-3.4997611395759,-3.77124151057141,-4.25764233109963,-3.8279920745687,-5.24773068545758,-4.44908794628965,-5.62416191704917,-0.563521915158634,-3.04605534413424,-3.24846830820123
"ONECUT1",2.24647592593514,2.76442255224134,2.53704907340028,0.748431207166514,2.18657833582939,3.0989564453754,3.32166750802678,2.29344223086017,1.93626473489441,2.42092004532652,1.87155298940907,1.43807441313883,3.23280462145728,2.23132115830486,1.18723299207274,2.76477802102719,2.55512213352279,2.18507349363286,3.00148126148069,1.79188714578069,1.88602918102469,1.70689737381597,2.36239307127129,2.75194555641184,0.248614368778111,1.89068965784243,1.59338239684294,2.61073157224737,1.29992730005344,1.88210980715991,1.84634761893197,1.78818467311281,2.91529723012458,-0.0632816624235499,2.25798661861225,1.92158600314819,1.64054278621214,2.86602316548009,1.99855570360026,1.53832271615176,1.28517738259546,2.99197686340797,2.43387715632173,1.03465872908082,1.80503423834343,2.18271139008711,3.40669630597052,2.79742873304657,1.71080456426129,2.46424879224899,0.887723328970828,2.09588142150823,1.84919922690486,1.53307662432957,2.52137077874443,1.51224262400853,2.70537810822086,1.5490988576253,2.64084523897223,2.4125735338589,2.29097219110403
"PBX3",5.79387293715098,5.86208545093499,5.95998473642036,4.40619560493598,5.81290938381957,5.34059489114718,6.67286531228178,5.11480046745757,5.34023681594964,5.07974968140205,5.43373977632475,4.24122391828579,5.87473665181765,5.41801409006843,5.15930359629238,5.51386761467348,5.50639942466412,5.47341812546166,5.91596369523924,4.43541249808985,5.93744980554392,5.65504960976272,5.13552651104878,5.51362291263212,3.94021091648831,4.05958186761354,4.69248845980157,4.46261524358798,4.91205138091866,5.05855606440787,4.37101584638042,5.13738804382445,5.59420986415366,3.91592249835527,5.07729742909125,5.68101260161129,4.94732371383189,5.51296384226226,5.33870835823734,5.49436830035365,4.2909801631059,4.81275891856673,6.04400505886408,4.16773662238305,4.9249407028859,5.77240402096029,6.63414384547237,6.54972199366164,5.32379498562148,5.22022492186094,3.78646209761075,4.8552470974771,5.08605473590171,5.33275194246571,5.32323893702875,4.95390766302725,4.95371500649795,4.61046904842273,5.64358852144474,5.4956967166877,6.34239195122995
"PDX1",3.05640855937211,2.88494542250246,3.06992066337933,2.02845857878882,3.03272707083324,2.87642157972463,3.40991787170782,2.66621159401854,2.33807431642186,2.8401093811165,2.95510913871279,1.97020093539475,3.09345382195684,3.46242827860212,1.89690236703238,2.72469887774766,3.07496891915247,2.96690384869997,3.63556802666524,2.24004936771228,2.51361497062313,2.50951158016955,2.50959006310306,3.18046421086567,1.51288992087043,1.67262131974494,1.81603094610485,2.61785502182227,2.08133224150694,2.35787410311084,1.85760261048608,2.43178306397293,3.38474205694073,1.0187379392706,3.0201509737618,2.702714850751,2.46819929190779,2.88376331163926,2.68629873646343,2.40658345289656,2.45990162794654,3.3172105167288,2.93294767767448,1.97908251360348,2.51566764244129,2.77876829945117,3.5206704358967,3.16611713118896,2.26246710237817,2.75428383491608,1.55745049353099,2.64318098501027,2.25543296666008,2.33952195544754,2.24738857490579,2.50294280445061,2.97927605660431,2.19051971787627,3.25606238445795,2.6432287154134,2.72873036251024
