"","LP.01.01","LP.01.02","LP.01.03","LP.01.04","LP.01.08","LP.01.10","LP.01.12","LP.01.14","LP.01.15","LP.01.16","LP.01.17","LP.01.18","LP.01.19","LP.01.20","LP.01.22","LP.01.23","LP.01.24","LP.01.25","LP.01.28","LP.01.29","LP.01.31","LP.01.32","LP.01.34","LP.01.35","LP.01.37","LP.01.38","LP.01.40","LP.01.42","LP.01.43","LP.01.44","LP.01.45","LP.01.46","LP.01.47","LP.01.48","LP.01.52","LP.01.53","LP.01.56A","LP.01.57","LP.01.58","LP.01.59","LP.01.60","LP.01.61","LP.01.62","LP.01.63","LP.01.64","LP.01.66","LP.01.67","LP.01.68","LP.01.69","LP.01.70","LP.01.71","LP.01.72","Test.FFPE.01","Test.FFPE.02","Test.FFPE.03","Test.FFPE.04","Test.FFPE.05","Test.FFPE.06","Test.FFPE.07","Test.FFPE.08","Test.FFPE.09","Test.FFPE.10"
"ATF3",-6.79216765890315,-7.08396209550571,-6.91147463639246,-7.04130107836391,-5.87238339695107,-6.62412639915225,-6.47459531168991,-6.57199554474207,-6.61346099081046,-6.25750179321189,-6.17300484803847,-7.29332977696319,-6.93688834163104,-5.62716158557771,-5.68260826649868,-6.61679988288396,-7.48070537496417,-6.45555178365627,-7.00563748500197,-6.71014056308537,-6.32997247213937,-5.93336045688626,-6.79843202214612,-6.09230407139731,-6.31627419746953,-5.59853693208054,-6.40028465012412,-6.04856258225111,-6.42548622488814,-6.36173724149753,-6.94733306551362,-6.36526081338004,-6.02855380519253,-6.19906320365905,-5.97132982023105,-6.63575782140837,-6.82396194566569,-6.43301147664643,-7.13510780755963,-6.50338555690105,-5.63083486127984,-6.45356673984769,-6.40766488514556,-6.70259539830147,-7.11814165681532,-5.82148739395502,-7.69592263042814,-6.04334324364319,-6.90724663086408,-6.00674601049143,-5.76968823169194,-6.15944390957453,-7.0031611858549,-6.04907261373871,-7.25668915476701,-5.98349779848111,-6.80787171537522,-6.32624581717502,-6.65229851708357,-5.54468823293374,-6.75060612330327,-6.92473147762985
"BACH2",4.47464134209528,3.86527069006298,4.02987991030344,3.86447339673132,4.16123067259603,3.97965089988914,4.22741717951516,4.40465837557819,3.61601997448747,4.26881963718946,3.95827042493859,4.07402253496707,4.06106975102256,3.42452425539416,3.90827532376635,4.24989819936192,5.00823400424594,4.16417371784246,4.27513855560827,3.47929380665523,4.07129227794473,3.33235873075529,4.14058669083253,4.5166865600854,3.03051912269795,3.56156262288842,3.23160893400415,4.06509487752638,4.6641041959355,4.15293077736582,2.699167825578,3.56079303599148,3.88935362629133,3.27509657901501,3.70868709496728,3.53797566567777,3.85266747190761,4.2309762451781,4.10422098454385,4.05209847171356,3.46175313114583,3.59417389903245,4.57585035850183,3.05840163523947,4.24101947666574,4.64207919975646,4.83561650653679,4.44593793533675,5.81064935993312,2.80355060104482,4.47429916611897,3.42917455140545,4.52405080740733,3.97891982844857,4.62325118619012,4.39932339941817,4.18583378841351,3.60054632333575,3.95606901939754,3.44102378219414,3.65643306176799,4.09581020804767
"BATF",3.81731442010918,3.85385826471688,4.65475105308727,2.92948629625148,3.89664628948591,4.51864288497461,4.4236048909292,5.06346797306057,3.80964584865293,4.98155911664265,4.59411413354664,4.07887891603854,4.18750328972269,3.32448262917956,2.33552127561499,3.66256546756379,5.27814055135024,4.76860553664334,4.30923649788407,3.58673077230315,3.090297229955,3.26481441826622,4.91623125558057,5.65557896152889,2.99580971789446,2.0209955431284,3.53765229002793,4.14000468760099,5.25868787497293,3.54024661084205,2.59383805043895,3.98894627317771,4.38384284712655,2.48706919845559,4.21659238334193,2.70113814888677,3.55437506443583,4.79375306956119,4.44499047516746,4.19540475638556,2.24523630181317,2.14170877116269,4.91781961717621,3.35429278393053,3.68936631676381,5.16354022506538,4.87664972509426,5.23535171926659,6.85277774331846,2.73430012116135,4.09981676781339,2.87404021779526,3.67257675889514,4.33193971248016,5.21256224985158,3.96405235453982,4.82518537795085,3.13531953837642,4.31602771678119,2.87665683809538,3.2865976090066,3.85129414689071
"BCL11A",2.43047122556321,1.78744297127836,2.60995187605672,2.09680605706136,2.89657497320543,2.57617397274871,2.93178724981094,3.40364686280913,2.42276093245769,3.43258889285295,3.32878454888364,2.44576433913352,2.27663194606805,2.81456386825078,2.11099249292035,2.32939323571066,3.30064374362307,2.66775617605679,2.7524081518588,3.20295213587605,2.32361491023238,2.0751138390067,2.94459563896042,3.43152917399871,1.89291958638526,1.56148811442403,2.0587020693842,2.86901045847832,3.41851979501819,2.5468254377674,2.29302695790308,2.47164012449315,3.02806842556889,1.62322413650809,2.59994155911828,2.14703092639466,2.19769310363909,3.02805316323716,2.46578954312263,2.8724708518953,1.4261888113267,1.6734490041948,3.43759361179743,2.01577904269989,2.28232638844346,3.88259683177502,2.68097468983906,3.2409354932336,5.00302735794044,1.37728002116793,3.25395349002569,2.10969076807385,2.72542395298208,3.21901307959346,3.1806061005324,2.54478620809902,2.9960410488792,1.74461089869588,2.45340349231072,3.15622994704392,1.77418491602057,2.39907684951792
"BCL6",-5.57680863073397,-5.35235281690411,-5.65077218711615,-5.10447882098077,-5.66649955659117,-5.04541285300722,-5.69647148591124,-5.7637128315649,-5.46355311561089,-5.82652601484033,-5.58966106230484,-5.28131461451667,-5.50427402926494,-5.10307645004534,-4.59561019337145,-5.113977256694,-6.37980996581984,-5.79757681206098,-5.91948670524,-5.93383786422672,-4.93526116362097,-5.20899093272286,-5.62096511922695,-5.98369392582603,-5.08818015643379,-3.6260667998187,-4.97750073641884,-5.27925413961445,-5.80343801902684,-5.27380025185738,-4.83041762132343,-5.25605913444177,-5.2673633991065,-3.86158931621067,-5.41032015014063,-5.08207247467092,-5.05123688397882,-5.82797669625195,-5.57089182597971,-5.80713278433559,-4.98602608216348,-5.02054139433808,-5.22334952488996,-5.11997672657797,-4.80803469777504,-6.07222488894667,-6.11919201474334,-5.57231610016846,-6.86509811598601,-3.90456923477745,-5.74956620721219,-5.29609351045622,-5.54003561967347,-5.61340422191057,-6.15540828114688,-5.28165875526287,-6.20219507580571,-4.73531065835613,-5.24503877367644,-4.69907041551872,-5.08055721225692,-5.45567644971265
"CEBPB",-1.67884345489197,-0.948204351559349,-1.06877674045619,-1.57471462553927,-1.49886601038656,-1.47397421949515,-1.19305281704418,-1.11629256773681,-0.0836782656612113,-0.979223589671559,-1.21410358887194,-1.08601841139679,-0.717529482482954,-1.50379326224234,-2.10732654769311,-1.24472708562735,-0.232839581191357,-1.09449416864874,-1.26599931535358,-0.74411849396149,-1.58210264196651,-0.742841114012176,-0.413545226995362,-1.03562939167051,-0.509772972819447,-2.33575203651103,-0.911434857498864,-0.597785460371694,-1.65054290338554,-1.02532852633408,-1.54721977574424,-0.978514068919309,-0.192441136583224,-1.68780693929061,-0.812557591273724,-0.923780375706993,-1.73024041318153,-1.14523797274705,-0.2766640169424,-1.17515699505798,-2.13639165662187,-1.83581766808189,-1.44465607944171,-1.18386265360172,-1.72341919835849,-0.723484627481866,-0.126942103771207,-1.13474244855734,-0.238116321296492,-0.63059121993046,-0.957064198358264,-0.855570887833664,-0.0196171700481349,-0.95812245494896,0.120293931827154,-1.47412826005269,-0.873590221444031,-2.15676718755455,-1.37821701019798,-1.38052052231871,-1.36166248126205,-1.09684635463105
"EGR1",2.54861519351359,2.73757372541677,2.46422993832462,3.07892821365752,2.39355893161522,2.37482200915744,2.59881838302565,3.13232596152037,3.07311970037538,2.74637805998538,2.71543803128381,3.965026234027,2.59825383313732,2.40635742865015,1.59967291886643,2.60671519635782,2.73422993858961,3.40896683008744,2.65009180991588,2.31348535583818,3.07819952299748,2.09474846255009,2.96823345351524,2.52089247069975,3.34818524945068,1.93720773226813,3.54351956907463,2.22989051180857,2.77899991418066,3.35173529760291,2.55619663157159,1.95461756161617,2.11295710896621,2.60665228401324,2.7726757717744,3.33166652560439,3.76845334865956,2.49970228743359,3.490863599297,2.33508740315456,1.45762832710493,2.25438852016914,3.28450210071096,2.6911631253919,2.3074952204843,2.39900082808609,3.20671391026688,1.99980484125352,2.52190826598718,2.99863984118234,2.6051941716456,2.0072668117322,2.52799256911334,2.09019135041281,2.86398094157848,2.34668906183183,3.48944678752003,2.27369018965292,3.34758558669429,2.26751494158994,3.46975326779897,2.6070379768753
"ELF1",7.797372442376,7.20919757295137,7.47839245642272,7.35789314625188,7.34559892901976,7.3089999228985,7.7119368894883,7.74408074510592,7.09260076641099,7.38360059474626,7.25051104099893,7.30390056482109,7.53675408595569,6.92999507032641,7.04899705716072,7.11210113225349,7.714939094607,7.64253880781849,7.60034853020848,7.42187909730443,7.34275469266007,7.02788512134448,7.18755742614674,7.4638367420794,7.31727653386031,6.64750072413522,6.98835928174975,6.97383103056887,7.52230933836535,7.29187352714916,7.13244163475938,6.87111371499949,6.75362448699844,7.57302657931418,7.27605346445071,7.26305177216923,7.29754849695683,7.57475928199716,7.67222714971901,7.05331101282363,7.12668207823917,6.74122889098089,7.21604275209729,7.13600664317367,7.28007894182615,7.3323626184618,7.7040485074234,7.38585660924021,7.79942602119399,6.72649856570159,7.27598263270632,6.54668203938672,7.55211509775503,7.03758719644516,7.60891215026676,7.54082483731676,7.62384728896883,6.88124817776907,7.36862193027634,6.86244843923116,7.34600684457484,7.59997155531788
"ELK1",1.82573790465134,2.57812454494625,3.4200656030022,2.75516136131137,1.89816380829935,2.20626336195074,2.70889838646903,2.34859725913653,1.76427256501945,1.93517722752717,2.07674462549069,2.40940919591225,2.56480313641193,2.08864997571193,1.67240175000689,2.74626677710697,2.94535651878432,2.52019948277393,3.00639836315262,1.92174105577971,2.33260870329835,1.54657516459379,2.7125027603591,2.17876218975086,1.98982425955521,1.37560985467314,1.46902527649633,2.71359233922864,2.79653161692477,3.11461264052352,1.71304143908643,3.08022982474303,1.47224816413836,1.59355322615686,1.72135566129495,3.02755323718392,2.74498782082333,2.73642319509772,2.80207211913719,1.8872903602264,1.30290318240325,2.66795928365639,2.87434666547974,1.69748526562875,1.42195026177729,1.44345152860428,3.40880904013368,1.49138572864193,2.65818253361345,2.34792512850553,1.87774559605397,2.07580964526471,2.08089503842435,2.06634400764871,2.93905207766308,2.58341541782803,2.85001499026859,2.02046936617667,1.4714821761285,1.65333584059507,3.16168332231823,2.06218078571401
"ETS1",1.83015607797486,1.48136802853253,1.85877659324995,1.96635539414545,1.82637895514444,2.3905230881268,2.68719110979407,3.48668819327427,2.89534948674834,2.76201528337329,2.54347600955795,2.97328891932591,2.13484086663205,1.17949598499549,-0.127861417057357,2.32144995486004,3.0777077150819,2.93977617812387,2.41728068144624,2.67371378599374,1.2933762961509,1.17134536417529,3.62400941954413,3.10567236487107,2.7044423870686,0.502793402445632,3.49221563596665,2.82970217212288,3.59685913449231,3.35543831436589,1.597668881696,1.63688479284773,2.31917143279247,1.86825162248979,1.56311814147485,2.62649447262655,2.97275534023,2.87112058113477,3.50084586725874,1.75222186653159,-0.450625594680868,0.754640043258818,3.29281048578602,1.97712048833533,2.88235952645527,2.39139653948023,2.64085117157833,1.63102946422079,3.17955478348932,2.78069449566569,3.05858912568903,1.72595698531404,2.47288189720306,2.17359977439421,3.7037448435604,2.0950228987269,3.24601268577204,1.31108684803897,3.38917814521932,0.91709577265089,2.90135483064421,2.25429955624807
