"","R3388_YZ_1","R3388_YZ_2","R3388_YZ_3","R3388_YZ_4","R3388_YZ_5","R3388_YZ_6","R3388_YZ_7","R3388_YZ_9","R3388_YZ_10","R3388_YZ_11","R3388_YZ_12","R3388_YZ_13","R3388_YZ_14","R3388_YZ_15","R3388_YZ_16","R3388_YZ_17","R3388_YZ_18","R3388_YZ_19","R3388_YZ_20","R3388_YZ_21","R3388_YZ_23","R3388_YZ_24","R3388_YZ_25","R3388_YZ_26","R3388_YZ_27","R3388_YZ_28","R3388_YZ_29","R3388_YZ_30","R3388_YZ_31","R3388_YZ_32","R3388_YZ_33","R3388_YZ_34","R3388_YZ_35","R3388_YZ_36","R3388_YZ_37","R3388_YZ_38","R3388_YZ_39","R3388_YZ_40","R3388_YZ_41","R3388_YZ_42","R3388_YZ_43","R3388_YZ_44","R3388_YZ_47","R3388_YZ_48","R3388_YZ_49","R3388_YZ_50","R3388_YZ_51","R3388_YZ_52","R3388_YZ_53","R3388_YZ_54","R3388_YZ_55","R3388_YZ_57","R3388_YZ_58","R3388_YZ_59","R3388_YZ_61","R3388_YZ_62","R4163_YZ_1","R4163_YZ_2","R4163_YZ_3","R4163_YZ_5","R4163_YZ_7","R4163_YZ_8","R4163_YZ_9","R4163_YZ_16","R4163_YZ_17","R4163_YZ_18","R4163_YZ_19","R4163_YZ_20","R4163_YZ_21","R4163_YZ_22","R4163_YZ_23","R4163_YZ_25","R4163_YZ_26","R4163_YZ_28","IP.108b","IP.115b","IP.124b","IP.127","IP.138b","IP.140b","IP.148","IP.197","IP.214","IP.28","IP.31b","IP.36","IP.38b","IP.57","IP.58b","IP.60","IP.67b","IP.73","IP.82b","IP.89b"
"ELK1",4.12234207383269,2.14593532968437,3.86474185394017,2.75887458226308,2.88794106010864,2.59438275953618,3.49664296475604,2.69359686776596,2.79693903892031,2.53800391117404,4.01824652645091,2.11895041423132,2.21040333822624,2.30385738790827,3.71014257192889,2.27481000482579,3.78316930221366,2.23647338159873,2.25344370395048,3.1643686627629,3.62735013208052,3.73125252756181,3.70608580644412,3.04230234451443,2.68330262414343,2.79329262630586,3.98605275510277,2.78711868020826,2.68409428853683,3.47518807742333,2.42736064866979,2.41910746727606,3.70284349782346,3.35540721600503,2.19827238677649,2.20618969512044,2.63539381122563,1.68721369305467,2.67300652309671,3.32232169819651,2.59194102408174,2.40382399063552,2.62906166983362,3.52756404581684,2.14238840785379,3.08634504781667,2.76550229585611,3.88179831034323,2.96151428719416,3.15594117903498,1.85934299509953,3.35941137727995,2.37260036857182,2.55569488958934,2.80127293174666,3.63043986916005,2.48268910340016,3.14436387081172,2.74825269821628,2.1452607586037,2.96385049751889,2.94062741724921,1.61867419821134,2.24783446386417,2.70139456150219,3.36048438965974,3.66215801311439,3.70712767252334,3.23999485369533,3.51744985333633,2.67033381081371,3.52154085532788,3.6478329987146,2.52701797256044,2.92855732227281,1.2884318075152,3.20925853224502,2.14566636619871,3.40159794784611,2.21848046565504,2.84355394178332,1.36786056327618,1.96067187617425,2.84639677391971,3.04698339176343,3.77266615816055,1.37699567243492,3.27192997868204,2.78984472365895,2.68658229065439,2.75994286475676,2.52903385674817,3.54779973256393,3.06181011733354
"GATA6",6.03829478344113,4.80500398092195,6.01084452715922,4.02837296193536,3.87087878166072,5.64073040866662,5.60587208509106,4.20581698705107,5.81739690985028,4.69336826160675,4.6777754734074,4.32785649344912,4.22962234618809,5.90023004310113,5.49817956636415,4.72812003245532,4.35450513187413,4.42220282243632,3.71613019370214,5.35720813348105,5.0888725217914,5.57305500212534,5.18928026724278,4.07128336989161,5.35049457541,3.87150906168934,5.05995149751974,4.17722034842102,5.30041989424084,5.08727542921121,5.5029906077113,5.18449150599498,4.95517959133281,5.50662110371059,4.42345052529697,5.12177659682465,5.08483668766398,2.98850509239375,5.05026008440869,4.4570278521747,4.97088811950466,4.19869129520998,5.32433430862073,5.08817126947505,5.26913517313486,5.47330069078255,4.07365318820174,4.85631338709482,4.75509037813659,5.20657213239754,3.90481704952229,5.47170998130178,4.37611702741745,3.75022945164678,4.68327350775044,5.84975618618608,5.56616065384309,4.17858314982721,3.56431853719824,4.16664737937379,5.90513487918799,4.28993130789539,5.15872385661205,5.09524252212814,4.66573601476388,5.47443359974117,4.98056182692708,4.70903997358402,4.84317728637403,5.05874818927199,4.45404877415908,4.70116815086257,5.91750039115634,4.72342298337543,5.33266737160558,4.86140853261673,5.66163597166941,3.60719519122434,5.65862785992459,5.16507202151198,4.78518696547188,3.30285503209088,3.49604161706841,3.62096609218544,4.52323866939872,2.96258451246008,4.66147711943634,3.50428808586374,4.84293440927423,4.88435289257504,5.95003387313218,4.94997416472087,4.71092235253539,5.4625006496014
"HIF1A",4.85213147971781,3.75299295829303,5.54240028158921,3.2248384044752,3.6055115024862,2.36326152830313,5.55059227820005,4.35856633099825,3.65977819619911,2.99599416605198,4.78879232736559,5.31542920070126,3.20157070154477,3.50885189611498,4.22298133491334,4.17531218555834,6.29240155603187,4.55717722249766,3.16954615747056,3.74838552588991,4.06462167542666,5.85795507609867,5.27439626589783,6.50689234707648,4.07123742585598,4.92582596592394,4.13727049433799,5.80859571449696,4.17817270979852,4.31721366235118,3.62509715338401,3.42200310032107,4.50462094455273,5.20485299349128,5.53631310198548,4.38475090227523,3.58729360938531,4.52055090237561,3.66388872731323,4.33283546175414,4.53142633087578,4.43979029832082,3.51739452465385,5.71600338130512,4.45991252713752,3.67785543455069,4.02203887931212,5.08439232218076,3.23475808880072,4.87979592529115,5.18296982440225,5.99345236935217,4.04982850084573,5.55193093785504,5.53160110090224,3.75066021806121,2.91872609154291,4.76760427160101,3.99203882590386,3.26721080967755,5.18913008344188,2.80094528682637,2.66306260490105,3.64303360248183,4.38623510757863,4.19151650860988,5.20125397925497,6.76211285543472,5.69178581502301,5.04906868369466,4.36364693920658,6.12519907690757,4.28613796096875,4.61004170947484,5.34767187798935,3.4590953625267,3.38438362502851,0.785546550728029,4.44028690111335,4.29586782322827,4.11745134980047,3.97147054510657,3.42556540130362,5.08302901838385,5.45489179847133,4.15646845940745,5.05438987189765,4.33957259663137,4.58268141010765,2.90680265606622,3.10509713989023,5.71046635120853,2.97314125769172,4.32388765188647
"JUNB",6.9914620909958,5.97750053661789,6.43222170350661,5.45704508858517,5.50688551417732,5.72421760460745,6.60207179980077,5.7715925978339,6.76704776159165,5.6607933476452,7.13912095392677,5.73162882534046,5.68151237601677,6.23988784276833,6.48683079858943,6.99138240031562,7.23681584425272,5.84832442886325,6.00661672648033,6.71432377384654,6.06105217345157,6.86211706225308,6.53596808722348,6.10367336107912,6.20042351795588,6.17550803308261,6.24026651463913,5.96699020800058,6.59354482597989,6.82177579327938,6.73931341800402,6.05789951327299,6.42722123939848,7.12244335902986,6.19244803227125,6.15921287612747,5.93070247552628,4.94327447564179,5.91783783154158,5.5819606001763,6.29435593601673,5.26595626805597,6.74441912488988,6.1926245510776,6.43794107391528,6.37230789055515,5.55459421435574,6.81525841629528,6.45833762923293,7.11234021266424,6.07531974297586,7.07874334310486,5.45810925585126,5.98764203248008,6.98651549352915,6.31803557954853,6.41304385083552,6.42859979000338,4.94233646388905,5.77552564471592,6.655179626013,6.4769084458078,5.88682695819513,6.01646348986393,6.33535648793969,6.53056997447465,6.63218946697906,6.49351440599492,6.44010792167328,6.47651692120482,5.66364483112051,6.88214135934094,5.47493914755954,6.4753714501859,6.99858628351431,5.82148065532762,6.23712188912825,4.95818558653226,6.59500324695473,6.5582609642147,5.76524270509112,4.77669304535478,5.14214903831426,5.37577005159172,6.4028429502537,4.84290993506805,5.3460096623082,5.92218026323061,6.60559194248504,6.27899892784223,5.17689287087954,6.13929490421957,5.62035244341599,7.25703929977719
"KLF6",8.36520953721118,7.96045468222311,8.50394525483162,7.94882218779416,6.83422352371945,7.94156328824795,8.36980502026371,7.19948314449406,7.65655687866512,7.59405729176507,8.3449251582009,7.44741875692076,7.31215644824516,8.02967072091476,7.87115793426554,7.61967946353658,8.49657407479697,7.17697918315414,7.59464746594273,8.22473581876848,8.81636556886066,8.64777571161204,8.05945447329946,6.43304590663846,8.04031404513386,7.5554587472314,8.32356509693072,7.20523092750854,7.33716664160128,8.14840932938759,8.95205874812081,8.05654020932755,7.632316410302,8.13760997192298,7.19749230122464,7.78047255880929,7.49472520023382,6.65637943792324,7.57213511667642,7.53337419331921,7.9354144488173,7.47881704503209,7.95867856973173,7.98265414786565,7.96404353589928,8.22845662789084,7.5028498407124,8.25813487715349,7.85910858853635,8.49404907580614,7.40903458568255,8.45560191626449,6.828877803445,7.10431015689275,7.90116238765826,8.54358377439913,8.54559469931646,7.9461442697949,6.77529917156455,6.90307309000129,8.54361510569693,6.64912809158397,7.62043776279434,7.85247701674681,8.22915016440622,8.28782390271009,7.89403432345555,8.41631684925117,7.8394681567631,7.8813821072075,7.32377690035466,8.19369571665428,8.15451815022117,7.88976186372124,8.2770303935491,7.34787366420865,7.92527872497137,5.73690285850733,8.44792517946538,8.03986758851588,7.3492877544453,6.87024760342921,6.52583215649124,6.67194514374336,7.18129130886168,6.90857509015829,7.05330327235734,6.61117244567961,8.4471709748946,7.9084568218211,7.06790441446276,7.57997320656298,6.65088940595456,8.27941662879762
"MEF2A",11.1386332247621,9.88529083446761,11.0383152513475,8.40440184524974,9.06254790092136,8.38506327317817,10.836740987999,9.24463270403783,10.6946143464195,9.07948128170228,8.24094203507881,8.41366390906672,8.7063182898081,10.2751608128367,10.7390564322685,9.95966275953667,9.09426774255252,7.73365148583722,7.573158745089,10.0654809916969,8.83644474460682,9.66019192228101,11.5656345568431,10.700822404951,9.80815733051186,8.66677544516685,9.33728060597061,9.46969801532419,10.0240819243027,9.96376926929332,9.50206453072433,9.56818576774917,11.166898405698,8.80493763567114,9.74344630387047,9.52719518735853,9.67546213835704,7.04228082453098,10.9341485633497,9.19902566325896,9.78038121632688,8.99409119982073,9.40014694666382,9.52952627701797,9.29016870588779,9.43830404743579,7.64816509072841,9.7562085537652,8.50954673758538,10.4417466523366,7.6215066988912,9.46585584720445,8.67019297332037,7.61590220253432,10.5071037817705,11.1200901436167,8.71037815231628,9.95447810371676,8.11190649602357,8.62174036946061,9.4987700373287,8.76360755342619,8.73452709086502,8.56145548119766,9.82740930344937,9.65379760334898,10.3118520216288,9.23383984176775,10.975937774391,10.8320333604832,9.34462198031602,10.0663490950413,10.4746051979683,9.00441332214455,10.0553414373498,9.42938597698041,11.1168424639766,8.66166022042692,8.77857014113366,8.72387351528197,10.0150294450341,8.26843913511346,8.7441827251247,7.37367818851055,10.7257016753535,6.77093588271436,9.23043149541699,7.82556725002506,7.8091520463394,10.5495025969679,7.19816067818998,9.41707329071473,7.45732616209651,8.84568449794721
"NR4A1",4.20919153673513,3.87983848545825,3.72173152184056,3.15519995786067,3.42142123192779,3.32349861260661,3.91265141590296,3.37805432040452,4.0280915921949,2.98613496384881,3.93041365652748,3.29675048580729,3.226016611575,3.56911727257607,3.87610346446207,3.99078498823912,4.02759690712519,3.92265161669857,2.97242741129715,3.87537844328586,3.03142694091417,4.20204650791793,3.53483984299587,3.82008261353986,3.56403001467422,3.82222671698672,3.74557531680797,3.25536195063244,3.98580159943158,3.46710827377325,3.68900090831023,3.80639780710758,4.10671440108903,4.08504075756298,3.85209583286438,3.90002474972666,3.76188222501706,3.22682417606162,3.90921146098206,3.32449712191992,3.59682304173032,3.36900838563592,3.5613335452052,4.16779430074327,4.08809381421896,3.46921217848857,3.01918579191371,3.90241118266668,3.95387656539309,4.21363960979967,3.67047868603453,3.28577276548415,2.93472364189876,2.85287465828332,4.32106174576404,3.82185282871283,3.67543803453166,3.70098521928627,2.99754595289611,3.06888653526017,3.33961088163135,4.50282663897223,2.94226331312098,3.29990373836851,3.99650855905669,3.654080819063,3.75511992671307,3.4770049154538,4.4120722742679,4.31037570542219,3.64367478519915,4.33806807734988,3.86403712269337,3.28945273322438,4.20128101716897,2.51928365330945,4.01602041020598,2.52790084025278,4.32533041733665,4.0572134352463,3.91446987892092,2.95875023010025,2.55435180718531,2.27985245840209,4.13098382820411,2.62402527430813,2.80571006212634,3.08737114807035,3.43061090829589,3.34205195916722,4.28066854825395,3.48699009873354,3.74503300053428,4.34075254093503
"PRDM1",2.29620734656339,2.21114815199189,2.82726612719396,2.18564115704556,1.34628453936549,2.15132630366336,2.78168983334964,1.53809018048634,2.17613663370919,1.74501007651005,1.53591372205424,2.20944753174277,1.59425318058713,2.28979478565551,2.7323312117858,2.04653063012291,1.22906936512562,1.30697281374177,1.2303830599322,2.35282190335171,2.46705883183895,2.31500903646924,2.59966603103836,2.18291127054589,2.48357418324755,1.41365369700527,2.70291027727883,1.71489395513972,1.81990717458559,2.56416125530732,1.88798613281923,2.17290865843869,2.15842229703289,2.18766106018179,2.05297781210722,2.22212195421568,2.6166906622661,1.07716909009174,2.55104967032448,2.35989034704427,2.4355890597803,1.26311638438567,1.87971466887092,1.86506567387727,2.08428421987764,2.0662355788784,1.56767020575087,1.81448706299632,1.96889376495502,1.8585656531928,0.891764277282592,2.07486752758753,1.31107667042299,1.64589030884532,1.77218050746945,2.63847820845423,2.52065409081527,1.84830691000735,0.984642921559882,1.9826647118627,2.67584027715264,1.35620814847033,2.70311627573907,2.44858999508298,2.09357085106989,2.08492275609882,2.05325221448087,1.93592198447677,2.21288153923434,1.87688855782267,1.8249995526475,1.83524271304867,2.36775248953596,1.78862587134787,2.3654789402032,1.72935688308158,1.83510705945806,2.89357790014565,2.21755820355189,1.34780381849464,2.08301059632133,1.90425593243706,2.54541878890685,1.5897700707363,1.89090751013744,0.879854594084194,1.92104759990759,1.4462618375145,1.70127770925084,3.03527990604513,1.33963900888791,2.01889550573212,1.71829367572918,1.54090272536392
"RARB",1.04722619622974,0.635372343996805,1.44931713203273,0.819252680317424,0.449941527085631,1.08425300192872,1.29367793954378,0.76363615303575,0.511297377441319,0.586205057389012,1.7118500892338,0.782108307245335,0.889513247552894,1.02319355567253,0.844712177485543,0.468282017467058,1.2977355556704,0.355519289275849,0.278354856291682,1.22468807434069,1.33782955068865,1.26746629081738,1.34618011432138,0.190791636310914,1.20298170656066,0.830715935732149,0.440371684296606,1.43139549335992,0.299504123835783,0.947902270939116,1.04754639606633,0.468114239619125,0.889982606178486,1.34956243626702,0.780427264924074,0.494471003419157,0.758463880324858,0.0871321998024211,0.754958015018517,0.584381615964899,0.0961073028122589,0.300486626961106,0.442850684751206,1.28233521928284,0.794906809227307,1.59708253052578,1.00130789238735,1.2609367205054,0.966759349999405,1.25855709708249,0.576233618867086,1.94638485232319,1.19938002616622,1.56687153794651,0.0276416290688829,1.01384503658575,0.819853467669079,0.833339882359505,0.728499642482671,0.762960588553473,1.89845160556787,0.356138075080819,0.0091512351790955,0.50122229839807,0.87465670024986,1.19165685949582,0.755649706314455,1.56142215162483,0.650339763282082,0.861700473989093,0.37135934437953,0.97652676649509,0.762275384002489,1.07492153540159,1.25395547881551,0.575521840802335,0.227302475889495,0.091342186711153,1.34460711882959,0.503494360883215,0.673122075724771,1.00485439063767,0.325993129423335,1.58007095914576,0.526029369111103,0.854979627392807,-0.0863607887941479,0.557882601467822,1.68926092837902,0.514472184897591,-0.465010939740752,0.581528091905386,0.997594576371623,0.588229772816027
"SP1",0.715251474501959,0.00971881196846173,0.904927923944499,-0.264585325007795,0.252894027164971,-0.372019535785926,1.31650144194199,0.496943044910567,-0.447195933525627,-0.238154257413425,1.54318628660093,1.38934823106656,-0.829102238881066,-0.990545901195105,0.432222106536045,0.120774682411282,2.31724637854666,0.471228357278587,0.340913546529322,-0.210649321779366,0.928900802998132,1.91510446449703,0.361359058460637,1.43028394323634,0.270861411970903,1.28792869929107,0.699277136999951,2.49092271967612,0.372410927884196,0.662277400729561,-0.853200209286534,-0.974723856498031,0.0735807855951298,0.440817331947864,1.65539005498029,0.737908532913269,-0.136369417079919,0.108784349475613,-0.421568808088843,0.12103070403721,0.484703254498613,0.771154837986817,-0.401600983619044,1.12412271554026,0.188875429835134,0.359045586822912,0.684896630787757,1.76918900288302,-0.386706378395138,1.1215347742604,0.790534445298749,1.46126703703176,-0.229936418487976,-0.179587090307521,1.37120061995244,-0.401015258038727,-0.215956289870932,1.16129115955464,0.016710837203862,-0.244994494785068,1.83427357013354,-0.3352833713996,-1.43264876368842,0.268417685415084,0.590737689233786,0.256917510976027,0.855398203585252,1.49656779425406,0.946830424381481,0.995714601688009,0.0300747746532237,1.86537178858956,-0.8397818799181,0.731992339797087,1.51937662100447,0.123082048104166,0.144191551825397,-2.42062877364465,1.64817498900164,0.633291266698787,0.120649800952286,0.0848232597010099,-1.34236703663584,0.264519071302505,0.0682788146061502,-0.447671026667293,-0.372406306599946,1.37366929931338,1.88970573830648,-1.20522005799844,-0.484597756216828,1.45192635419751,-0.205566572251485,1.75526278108761
"TBP",5.70113053458538,5.02098637164329,5.48214859729029,4.79644774794034,5.47718069560377,5.02844722632031,5.67657204300496,5.55362517973585,5.28665152512826,5.03095640297353,5.35387746377219,4.89952370532675,4.92906663092274,5.30013007725623,5.1800527953997,5.37145732694528,5.50921322791411,4.95048112037455,4.89034221705246,5.06448870140446,5.11775072833696,5.40137974070597,5.5293112338666,5.39982402830225,5.14126461100897,5.3261291332919,5.32916809402633,5.39006516763278,5.46288299980123,5.52351538107781,5.29115233385264,4.76257151074636,5.37997670872117,5.44650269785046,5.41827289440624,5.1221625443648,5.32141028350252,4.54499104380793,5.27756139685818,5.07741971357585,5.56192746259871,5.26210067700254,5.07683715862935,5.58064057829127,5.45054299067781,5.11317258750531,4.8527268168073,5.62024791348832,4.92312462069382,5.99491253182384,5.35421461234585,5.50372634590062,4.90272632179198,4.59895569253929,5.62060497141915,5.095794373151,5.11079080872465,5.66867566631014,4.94158802445479,5.00814255239947,5.01289321917281,5.05521926415238,4.43060203537973,4.73094642005989,5.40701014712119,5.36834375569925,5.69831358651988,5.50682892318669,5.59370361955769,5.81274313029479,5.26051610670052,5.6282017157309,5.14648362351793,5.20145180899579,5.08479800640816,5.50074123476064,5.5426665981533,3.71330255788403,4.92223477671402,4.87255503186192,5.35516878845071,4.63688702328306,3.98484024058652,4.28856164434076,4.82652440210171,4.97877488666934,5.24369372880268,4.64206446878798,4.8986315971238,3.98935300223658,4.54022881330638,4.93581348666617,4.83985258253114,5.28597311512518
"TCF12",9.04555305003045,8.89490801128707,9.17671574549992,7.11984780698131,7.42603273282769,7.41229917325071,8.98118584698252,7.27002708978078,9.23461667396447,8.07579408052705,7.02140905654132,6.98728300712149,7.03482555726528,8.64151428535051,8.97242938375014,8.68045320186116,7.13480065410734,6.83140238123851,6.77700511345987,8.46698498121028,7.41400552051923,8.34780865753559,8.81465953739665,8.30680413063056,8.50192664872857,6.98266722378647,7.99500765240029,7.80407832412845,8.77133775490251,8.4136926998078,8.73957510729217,8.32744611133336,8.74175824761229,7.96034176110953,8.20403007674115,8.39042126480443,8.43654766471993,5.91071988333134,8.82260477316938,7.70375125167397,8.47114929795648,7.38303866292827,8.60497263814692,8.40987062487206,7.90255097351304,8.24724814117565,6.98068166609377,8.07145345699784,7.4812502015637,8.66042850405504,6.69047992062507,7.91105020842811,6.96548796822749,7.0683141387126,9.13318486885253,9.52257514358587,7.50682499000232,7.72541679556721,6.28784059805808,7.09839444196196,7.98988240434196,7.12871851739906,7.72901069135732,7.92561546766964,8.17145570466202,8.43602147617605,8.33072369139805,8.05698318607696,9.75608750117314,9.24274344523844,8.16695588679966,8.59795933407699,9.60543955538379,7.30694929409868,9.0408003250432,7.34303592569583,9.10327667980063,7.32764176624112,8.27270602424718,7.57482790555422,7.99950722592629,6.3267773350326,7.6765808474473,6.31001172470058,9.05590693082969,5.21717041477791,6.21963396732257,7.46691577856315,7.36741417006101,8.84516748111124,6.50203695830672,9.14578054428852,6.61096058350524,8.82048291921464
"TEAD4",8.0111019900742,7.58344650646821,7.89536412598012,5.88894241880528,6.69412605721382,6.82655814485816,8.01283288718485,6.58131514167332,8.27210428368315,6.84076993386456,7.32564817544244,6.88071673171418,6.19717638453335,7.18957178885103,7.56692340499822,7.97342007822437,6.98114645891357,6.42576267793903,6.95774274719841,7.9318859812358,6.8575845431831,7.792839373004,7.91227835709139,7.02098925873036,7.73182432952054,6.5253211324358,7.36875542431478,7.02457015676343,7.70835265220833,8.0100834233372,8.22738204820332,7.21060659301158,7.47597673957515,7.6962889641497,7.56113132055663,7.36855800881467,7.2445677643457,5.62769713885374,7.61732421366308,6.72626841055108,7.61869438114599,6.69947871768632,7.71810204129022,7.86776233365251,7.49898219490073,7.58742607757303,6.40704955695021,7.45054541694234,7.28596290247199,7.85935417895141,6.89479479630404,7.46165704476437,6.49224155091433,5.9875034736949,7.8896354920826,7.85261387074798,7.89555873665702,6.98810380448076,5.74300358694024,6.57343091062421,7.92017272329581,6.32559479753048,6.98997762291394,6.99055831517875,7.10163439497104,7.83687738416653,7.5790696306703,7.5375474047858,8.51409774126175,8.01070568840691,6.75604805343959,7.58320442091939,7.85354945050013,6.77967791047004,8.00188773434779,7.27579493392363,7.71895396339604,5.38866196183198,7.76000004778857,7.7210344795123,6.29212992770869,5.81650880878874,6.26106688559549,5.54973028049725,7.94677049042921,4.81732915276919,5.86201877633921,6.986060080401,7.00961679681741,6.9855791868933,6.58150066527012,7.45956271458788,6.91653140646616,8.68607773638684
"USF2",2.50226231464452,2.96120333167382,2.77916381587128,1.83604004394444,2.84701420290077,1.91157379894862,2.92459607062587,3.32749800031817,2.62351595685188,1.44448226402347,2.83343128444408,2.65537082568131,2.27956177667143,1.32534635358637,2.76143627093098,2.23852325056234,2.8227272659407,3.1225985873119,1.52537161274139,2.99741347487213,2.51440697769142,3.13509338863658,3.33904400511811,3.32851076236133,3.38073791169017,3.39628157754119,2.74236425152487,3.00367167872096,1.8910221168704,2.65623071456362,1.5450381027903,2.67493348235407,2.79292477951875,2.53629274039006,3.09646756334871,3.12613993849101,3.1428744279321,2.58153706239495,2.89075672772024,2.08606894478276,3.1516621792899,2.39929048743755,2.23075397553844,2.87790854463972,2.64551424796544,3.18109814348909,3.32503093564339,3.66057889083542,2.06010111364381,2.51207012888436,2.51544027073506,3.31819913558944,2.89094681703571,2.83882797929854,2.00112176212581,2.51378183633638,2.7832214619416,2.8495065937384,3.6681152502561,3.67495659280837,2.7736305241787,2.49482046566327,3.26864253427128,2.03674321231989,2.993486134169,3.15495082645552,2.39147235564788,2.49543689884237,1.96071330015323,2.07429270301759,2.26891982013183,2.85095424421174,0.658073864789323,3.58184310486586,1.95151219801868,1.13807335982868,1.90071868354272,2.14786893381446,3.09903075587269,2.98736556846788,3.16675823504749,1.6363428627993,2.28517412796314,3.06259448029056,2.1952962510227,2.92793897067851,2.0726524021553,1.87080389844902,2.92535303852217,2.37498725468965,2.34771076416076,1.82853605384642,3.6692662605403,2.19787567895143
