"","R3388_YZ_1","R3388_YZ_2","R3388_YZ_3","R3388_YZ_4","R3388_YZ_5","R3388_YZ_6","R3388_YZ_7","R3388_YZ_9","R3388_YZ_10","R3388_YZ_11","R3388_YZ_12","R3388_YZ_13","R3388_YZ_14","R3388_YZ_15","R3388_YZ_16","R3388_YZ_17","R3388_YZ_18","R3388_YZ_19","R3388_YZ_20","R3388_YZ_21","R3388_YZ_23","R3388_YZ_24","R3388_YZ_25","R3388_YZ_26","R3388_YZ_27","R3388_YZ_28","R3388_YZ_29","R3388_YZ_30","R3388_YZ_31","R3388_YZ_32","R3388_YZ_33","R3388_YZ_34","R3388_YZ_35","R3388_YZ_36","R3388_YZ_37","R3388_YZ_38","R3388_YZ_39","R3388_YZ_40","R3388_YZ_41","R3388_YZ_42","R3388_YZ_43","R3388_YZ_44","R3388_YZ_47","R3388_YZ_48","R3388_YZ_49","R3388_YZ_50","R3388_YZ_51","R3388_YZ_52","R3388_YZ_53","R3388_YZ_54","R3388_YZ_55","R3388_YZ_57","R3388_YZ_58","R3388_YZ_59","R3388_YZ_61","R3388_YZ_62","R4163_YZ_1","R4163_YZ_2","R4163_YZ_3","R4163_YZ_5","R4163_YZ_7","R4163_YZ_8","R4163_YZ_9","R4163_YZ_16","R4163_YZ_17","R4163_YZ_18","R4163_YZ_19","R4163_YZ_20","R4163_YZ_21","R4163_YZ_22","R4163_YZ_23","R4163_YZ_25","R4163_YZ_26","R4163_YZ_28","IP.108b","IP.115b","IP.124b","IP.127","IP.138b","IP.140b","IP.148","IP.197","IP.214","IP.28","IP.31b","IP.36","IP.38b","IP.57","IP.58b","IP.60","IP.67b","IP.73","IP.82b","IP.89b"
"AHR",5.50265451134318,4.31008712587595,4.82811573508586,2.60245422797349,3.6678254347235,3.40184278851175,5.11916293669183,4.29311164905993,4.86233220894204,3.5647197976445,3.51102571928674,3.63561397664621,2.8605243688577,3.86090460033706,4.33097313500652,5.27297282283655,3.81486565848029,3.99346639445403,3.23245133880697,4.22752669567579,3.18087307707372,4.13806286686259,5.15766084017057,4.84428487223841,3.96796912991215,3.42122893232401,3.64158425616874,4.52106453796759,4.82893363819147,4.92267308105177,4.39428392886866,3.68374970237412,5.30592606598767,4.60454400692873,4.77103119121665,4.01845384913794,3.97132644686379,2.25960622819674,4.2210979412908,3.54172349509936,4.23441319291658,3.61263841398254,4.17769390723175,4.81725563987858,4.05497093349439,3.96446116669984,2.8518668391906,4.38478909383203,2.99119134828523,4.5542725248103,3.31933228271922,3.95733786380919,3.56491776917401,3.14982864692477,5.04647408810679,4.44665876414256,3.52072856109889,3.55041576189599,3.07233503182168,2.79740014179973,3.86400718380803,3.86628946717966,3.66552045136359,3.86062751097296,4.54837734420045,4.36096602270116,4.37799912878724,4.35223780486343,5.96893250346407,5.35287020065706,3.68082255848481,4.7581049320987,4.334873036901,3.76579167210551,5.79155286523455,3.69362982656289,5.45160899771476,3.08395422280685,4.12460702128611,4.18833054712809,4.09881591908899,2.28082314379642,4.04234334532594,2.28619891051964,5.72422161047431,2.66149571348784,2.88689358493715,3.94385529425616,3.73247677201025,4.16825401793814,3.37904267865979,5.12330250879864,3.5588425603317,5.18408297047197
"ATF3",-7.78541800417696,-6.85821495181546,-7.43144067053812,-7.09916312459865,-6.8231474600807,-7.58960182135646,-7.54791580723308,-6.50120070295396,-7.02752276819726,-6.44100745867456,-7.23065661144496,-6.61789798765479,-7.13397310491043,-6.83498549514113,-6.98787602851786,-7.22571273395462,-7.31073749124582,-6.62738573671143,-5.94597626053832,-6.87903213865536,-7.4747174531647,-7.74916403312617,-7.98904377513795,-6.3098170303343,-7.38144258554035,-7.12774446893452,-6.67972498962813,-6.1426654813317,-7.13621335492516,-6.72851954764504,-7.47488306774653,-6.90921997829214,-7.39049710396103,-7.35938688370929,-6.53110349307274,-6.86620551246626,-6.99057968274769,-6.40264092439786,-6.55637709061837,-6.90596847947466,-6.69602925945774,-6.81773684859815,-7.40168664075327,-7.50162936179325,-7.16358367721129,-7.10233073152334,-6.97283444827267,-7.17902285891671,-7.02392779222744,-7.6086579996884,-6.31597676985821,-7.38948801819392,-6.20887905785368,-5.89674666161718,-7.2788638326478,-6.803181443097,-7.02417536304751,-7.31896123972996,-6.14938731327879,-5.92071624957093,-7.61019262694728,-7.08133794759662,-6.12014058416225,-6.91609032094632,-7.73144315738292,-7.30274195116416,-7.1934536486146,-6.99815606457432,-7.43057439433659,-7.23341775546426,-6.85605542047355,-7.16945279274575,-6.29959088540055,-7.53458012121205,-7.55685390890029,-6.98880022883597,-7.03051647371082,-5.31688368500745,-6.9761327505793,-7.5999869431844,-6.72201712356708,-5.96387986982054,-5.54791032961626,-5.58370902347326,-7.28156194865564,-6.96857588258021,-5.6450791269816,-6.33187375017279,-7.17226555118765,-6.78938306038278,-5.79045660218999,-6.64131915953961,-6.70055453302851,-7.13594943513772
"BACH1",2.08705057134995,2.29686703044001,2.64354768269894,3.51639432539661,3.40617398644791,2.56840476011938,1.9326768521134,2.59932684827218,2.02297614975505,3.02402323319825,2.93227760103156,3.38949765342881,2.7359822768362,2.71213893237802,2.47867198413958,2.79932927060491,2.59380926273861,2.52972539481787,3.21000018831714,2.31187750249625,2.47985290114178,2.41396581275655,2.3428967315133,2.63069176239268,2.33658143871999,3.25347334682007,3.01121559474434,2.37281766703549,2.55658671356575,2.89736689652745,2.3880141117782,2.19662849079721,2.54620819738837,2.37560912429459,2.93640038472914,2.75537918424117,2.45472199182968,3.4740265216167,2.39412752676359,3.58901101550525,2.68781058897042,3.63966817089078,2.43721703209975,2.48826765359,2.4800345450366,2.40314966606361,2.45785739189679,2.36910681381601,2.71466033804014,2.89696097512244,3.34133668122913,2.31933555952576,2.5080966260575,3.16029038066411,3.24527272088053,1.83834247559395,2.69218724231661,2.67099815478605,2.73985852141131,2.47245290793182,2.28133702885074,3.49713198592945,2.49332620897068,3.37896237273953,2.94320284390732,2.55944569005724,2.65568398236092,2.80550183235137,2.85541076765355,2.44975505924378,2.6515573537682,2.31237182604166,1.96978729913294,2.84204463553635,2.78569179807598,4.68818675225906,2.1737498147336,1.82529535873286,2.0971854024761,2.42191568049339,1.92896284570196,2.23015269940258,3.23850503446103,3.21182649881957,2.20341289876096,4.22734261612389,1.97578339078874,3.04202376508143,1.45105548614034,1.70555845335358,2.62799697935687,3.04551135840258,2.4459872057278,2.20403808793225
"CEBPA",-0.176924868635655,0.564369249403087,1.15848172807261,-0.809160383665288,0.393302911202538,-0.177569159054355,1.67325804180303,-0.0387781353715268,-0.710895293736434,-0.0106663814799938,1.00338923206694,1.01200521501469,-0.756413061419046,-1.76796256969328,-0.256830489615188,-0.485090881266589,0.945486371439277,1.30456009455493,-0.618853313124904,-0.715370065160971,0.201226509460268,0.60036239135014,1.43871825892088,1.09424272305586,0.32143003005894,-0.130518188487727,-0.577004714618115,0.986852860426528,-0.767908544452748,-0.0442078811119926,-0.344239034671088,-1.15211148584891,-0.491642024764176,0.298407797058602,1.49406676659274,0.0345186160208402,-0.0240823303542162,-0.293775730820204,-0.21795070314489,-0.40135554336485,0.11746506022008,-0.215517268531096,-1.01757279950429,0.845894679636886,0.330750903691937,-0.383197866137957,0.726173259585067,1.12531104611155,-0.00989830603011231,0.239787800939951,0.305843867893409,1.44976974759583,-0.572211761063677,-0.342522355064881,0.505696865234977,0.296883294257321,-1.26251203051109,0.148127447481723,-0.131037007565523,0.0335979833993901,1.03933838442659,-0.691262743101588,-0.828482016676424,0.0622113746012573,0.109522563290116,0.278672737229594,0.0185878234722375,1.00788396116131,0.249968477921675,0.424193779318252,-0.270532784117317,0.948179994679606,-0.763737168089575,-0.0330595946698518,0.333630239289283,-1.19595420273641,-0.4861240531857,-1.85799161272368,0.654273113154657,0.341303249949052,-0.300456410624947,-0.27138205163461,-1.59495887172752,0.238922356539278,0.149635513264825,0.0762100002484091,-0.344634789676083,0.0996185636155516,0.497759087047569,-0.814439433923287,3.26846944527494,0.127778805686074,-0.722295975748213,-0.135866499961506
"CEBPG",5.53364660856799,5.17701591884783,5.60411767766505,4.3731240599182,4.5459424741682,3.97488512903402,5.71492624625072,4.57145022457382,5.39290363800672,4.55969427972998,3.70258782632392,4.42980002220196,4.02948356367819,4.97954792990724,5.13139602844062,4.86990199412355,3.91065726054108,4.63653655204857,3.9955658316839,5.24743492749143,4.56920207047053,4.81656726019132,5.74080496330458,5.09610517310157,5.05017542942001,4.30592574931149,4.20573895019331,4.63170742764676,4.50457440472303,5.20147317236677,4.52620789417657,5.01571484084956,4.79541801562676,4.0033938611608,4.76448978940015,4.77837748280517,5.64963696622049,3.98382864297514,5.25980030812275,4.37915208053415,4.92429200189605,4.49232000041753,4.94927946736395,4.73268904643971,4.644165635712,4.84158111847788,4.00194932880289,4.7358725506243,4.23426897830072,4.85185729446856,4.14004095348016,4.75446238095777,3.93684081889767,4.21690236259634,4.6952239814018,5.66412070085432,4.47020662428411,4.79750187567698,4.15090524732491,4.47075436065575,4.63541146237776,4.06046813423087,4.9032729478861,4.46310765414156,5.12714386323438,5.30707406121446,4.4788522965892,4.15261735656491,4.94146150806212,4.85285025206288,5.00691779717573,4.79695853608328,5.15822030398444,4.72106135399968,4.8538512775701,4.98736456334295,4.76382734774725,4.10474612432964,4.34026464240461,3.98317655471451,5.00955805107184,4.10074477442635,4.27545488060259,5.13934606806419,5.0475913499212,4.22874395890067,5.26674465768101,4.00431850633649,3.51376889532656,5.62091779788261,4.57670505054276,4.28142654029141,3.50811320783733,3.45742860326549
"CLOCK",4.67998961170921,4.76064379568517,4.21758776677853,2.49343234380049,2.95928579654122,3.81869476353292,4.16044109608314,3.0474117526509,4.62315621501579,3.68537078949551,4.31372328603445,2.79405218271868,3.44492090577079,4.26684375258542,3.69574146954222,4.77093931152916,4.61165208364091,3.54562838500659,3.45058578502977,3.992783670503,3.50025214543868,4.77301547325023,4.35746275681781,4.24317328330358,3.61954064147265,4.26026542334354,2.71355076999485,3.17271640524718,4.48027118479166,4.14720692922974,5.04841973771859,3.94396260529455,4.08989161202109,4.17085197230666,4.22360806924692,3.56082035680566,3.92388239556844,3.07178259424463,3.99400367035168,2.89112124943486,3.69108870650587,3.10266027793163,4.72439615699964,3.86333250449729,3.58677831049799,3.96037832011104,3.35299353129097,4.65309443372655,4.48691016751552,4.02472990892374,3.47054079549884,4.33056305942964,3.02913129347276,2.80765483204708,4.79453592093602,5.20414847011871,3.56726959911565,3.76203831997843,3.00439410218858,3.39612385355854,3.75622902556463,4.37761662297853,3.96209390126378,3.99137319262196,4.18908471832801,4.05394999959828,3.93871595458783,3.48721338224997,4.30349531730354,4.09607891555225,4.34488431437386,4.31733975499013,4.23884881543704,3.57767508953603,4.43223098990863,3.05617160684324,4.40630103225991,2.45312136799566,4.71541506406223,4.83813770647489,3.72992050089363,2.27758284957443,2.94563072040174,2.87433551044251,4.00338686192716,3.28721035165807,3.37662075763947,2.63772672482377,3.84955412794177,4.24422980407468,3.68741040303606,3.90888945180465,4.79128265085973,4.83819924042661
"CREM",5.81211407141318,5.71726635152396,5.50321615340733,5.33363525222913,5.34994168349328,5.28621967890252,5.85994724532579,5.38632343279199,5.9249430566747,5.2777504634548,6.38548953441753,5.42036995076459,5.55202281233086,5.676710053395,5.24049342712983,5.65590322713976,5.64845219477342,5.96504176475515,5.50292119975876,5.7717452673766,5.953880327026,5.67914528761689,6.34908616516351,5.44992538637478,5.57416243797099,5.79135219040566,4.8752229094945,5.18495479459004,5.26639161707576,5.7048715197306,5.73947306852496,5.51239706179163,5.66809794622251,6.27113317467802,5.94096965296351,5.36577115169593,5.70228033441207,5.63329125711603,5.55978529566981,5.31132587370927,5.8577755831088,5.38742113651945,5.61032182097449,6.28234091606187,5.75093318693071,5.83001763553873,5.26417030906854,5.9751458652533,5.64436733843473,6.35275305752738,5.72720671106618,6.19198764355682,5.51423111112894,5.97215455382231,5.88355849622886,5.54157071586377,6.18623175020135,6.32139323349841,5.1857914389022,5.28280546790429,5.68490849048712,6.12947944422685,5.35828170927003,5.3170900140958,6.73187718405105,6.06884363198326,6.00680013966755,5.32500164716505,5.70023681841426,5.91280158255738,5.31250560727508,5.75500663910553,4.72066990571104,5.71013274183404,5.78429929177179,4.97565355333755,5.2054805812007,4.74075242848132,6.08080452920344,5.41233248401836,5.37359973310822,5.03321747060613,4.61215622412765,5.75203692942676,6.15081622839319,4.66122162187804,5.24272361222057,5.53860024475918,6.17890150655065,5.72875345517436,4.75751706829365,5.1659170812767,5.60454028921383,5.34487170866514
"E2F7",4.68104163899472,4.03643663936476,4.75859524074583,3.74576181551788,3.88940959454451,4.22793557856758,4.27136315174071,4.47052026206973,4.56915212749025,3.63659645739101,4.12736387725075,4.19823573355418,4.03561246753662,4.62457047717528,4.67041088641531,4.70166810308374,5.04471693727422,4.37473173359624,4.56848435434976,4.78401515720089,4.20103249393315,5.03243883397462,4.42493655555657,4.49317853314917,4.33668294715823,4.71364295740982,4.45230241402466,4.90883166233769,4.7880610288332,4.64938399308252,4.34612656630228,4.76516962304229,4.63787685113935,4.76689217268068,4.43575491061943,4.71271293588002,4.44389553192573,4.38496036939361,4.49739607716005,4.12150669191988,4.10744376233349,4.87517003822343,4.30471220672332,4.83331170516282,4.77124398986649,4.68657155978286,4.5675446688946,4.54526712412875,4.16129178279973,4.55309910153728,4.81910196440524,4.47688286136008,4.37291031689467,4.08942038032613,4.46340452184467,4.39055004194666,4.44808396499893,4.64833576346647,4.42347828550312,4.21342126958177,4.48766439905225,4.04582261855439,4.19146518927918,3.99632717238212,4.49700964643696,4.49881090565026,4.81063699286466,4.78636067412238,4.69904754455944,4.90373511704594,4.52651755818784,4.81484197637553,4.60866029338998,4.42896523169727,4.64786599377447,4.60715370598091,4.48093156763244,2.76028581630798,4.18866784697871,4.38326309487549,4.42345407121826,4.42141326030972,3.89209578901602,4.23813124644417,4.19183538205695,3.90240172633917,4.76460224208138,3.98470394395506,4.9286592565513,4.14646330428668,3.27609162543353,4.12554275973957,3.48197825107365,4.70242537562395
"EGR1",2.43742917755454,2.45797618137752,2.77569739719934,2.1305200774713,2.37036898592123,1.92263986409402,3.48652747098189,2.41274662497697,1.89289813642299,1.65804143948416,3.88843465342004,2.12833899364969,2.48103820359114,1.85367002227331,2.2126260708007,2.36866874246346,4.18531283703882,2.62065481783847,3.39395470861259,2.24642351207381,3.15886633602261,3.07667888316322,2.69607185642895,2.76935887145735,1.99109460443934,3.29543425638162,2.00002668920603,3.33428034141093,2.72322003484108,2.51896539677142,2.42494847301181,1.76389565732232,3.02612637401626,2.49137813025828,2.74222851322743,1.67814388434691,2.58331858833555,2.6206640134352,2.05135400055565,2.21322652564777,2.27914413227368,2.95213351610304,2.61450130977152,2.65992830209717,2.45628723977927,2.72640906541131,2.87569757774854,3.78310609206875,2.38476515083095,3.30054979246293,3.12261170178569,3.84290626060023,2.29195079754471,2.4314115196794,3.29969254636286,2.10205803960114,1.98755054594466,2.98356699351918,2.13437669110099,1.87827655594791,2.81448501977878,2.09892182494582,1.20105103469044,2.23325939623186,2.34792232122107,2.85639018893958,3.35579686068287,3.29336714662403,3.44242097155049,3.17862940502722,2.17745357625279,3.55417998439747,2.60884666810127,2.82192526506458,3.26716087505921,2.17077824735757,2.98019181079931,0.832257964590414,3.05147188624073,2.2221270120435,3.25539245815335,1.8265095519048,1.75058359107528,1.99336278743503,2.06096183156091,2.29229763013518,2.52462219645483,2.16645606221835,3.37173165623552,1.74792100942905,2.22890200632851,3.01565815880678,2.82016838350168,3.97732397095374
"ELF1",7.69340768346167,8.27918193801431,7.83049878317305,8.13982011679655,7.94853155739145,7.74112565745233,7.85530450504793,7.52322201949146,7.75988857448566,7.63816279407389,7.58449680278063,7.76722871549824,7.81262385721864,7.67912045055833,7.53885876210039,7.85475631633745,7.87208405604096,7.84672962584367,7.46570960251733,8.10215435191874,7.79660120062615,8.07563825440653,7.9164256453485,7.53728693511982,7.82812197468198,8.21356130097324,7.44319779995401,6.92122166462823,7.57395968550687,7.56668738769583,8.05664304237037,7.94640962006781,7.94314785996623,7.38722763570604,8.07585262752236,7.78544095906836,7.99662293182538,7.50804559504933,8.17621279308651,7.90055105229407,7.49743622427791,7.78966200747778,7.7785457416762,7.31314840515602,7.93907072765224,7.87671786190124,7.85795077951898,7.99596876737373,8.33154467256932,7.89590211030018,7.90688255400937,7.90841787719101,7.36149195389478,7.55670293073136,8.02140958907768,8.21229909552862,8.10240180846093,8.00535461066117,7.47656635450846,7.62343327644265,7.59610096575735,8.31489028401918,7.48048617329477,7.56678791916025,8.53943921780086,8.2476477696548,7.4952623467828,7.30384156078154,7.83338876919812,7.6808084536706,7.76953775415649,7.99415384433397,7.43563252512508,8.16775960581951,7.36021122849527,7.12314120665394,7.64129440066564,6.90384372943485,7.34552405727589,7.68069215337144,7.73747705665512,7.43706290766871,7.00884957967948,7.28688703618658,7.1541953581586,7.80149676958489,7.27805781524283,7.10014918822591,7.01331484402081,7.82644197575103,7.21830416151127,7.37331004705841,8.08090498858955,6.99368491955168
