"Pt1_Pre_AD101148.6" "Pt1_On_AD174047.6" "Pt2_Pre_AD101150.6" "Pt2_On_AD174046.6" "Pt39_Pre_AD485899.5" "Pt58_On_AE045812.10" "Pt59_Pre_AD823915.5" "Pt82_Pre_AD823914.8" "Pt82_On_AD125218.6" "Pt49_Pre_AD667851.6" "Pt49_On_AD681976.5" "Pt66_Pre_AD667850.6" "Pt81_On_AD681973.5" "Pt85_Pre_AD486329.5" "Pt85_On_AE070989.10" "Pt89_Pre_AE070951.5" "Pt89_On_AE070987.5" "Pt93_On_AE070988.5" "Pt101_Pre_AD486328.5" "Pt101_On_AD681975.5" "Pt47_Pre_AD506073.6" "Pt47_On_AD530367.6" "Pt52_On_AD530365.6" "Pt52_Pre_AD506075.6" "Pt67_Pre_AD506074.6" "Pt67_On_AD530366.6" "Pt94_On_AE373242.6" "Pt94_Pre_AD732850.6" "Pt105_On_AE373241.6" "Pt108_On_AE373243.6" "Pt77_Pre_AD733591.7" "Pt77_On_AD733629.8" "Pt79_On_AD733628.6" "Pt79_Pre_AD733587.5" "Pt84_Pre_AD486532.5" "Pt84_On_AD495199.6" "Pt87_On_AD495198.6" "Pt98_Pre_AD733586.8" "Pt98_On_AE086717.6" "Pt62_On_AD635728.5" "Pt62_Pre_AD608303.5" "Pt65_Pre_AD793919.6" "Pt65_On_AD796996.5" "Pt68_On_AD635729.6" "Pt69_On_AD635730.6" "Pt72_Pre_AD793922.5" "Pt78_On_AE148748.6" "Pt78_Pre_AD467018.5" "Pt80_On_AD467874.5" "Pt90_Pre_AD467873.6" "Pt92_Pre_AE134060.5" "Pt92_On_AE148750.5" "Pt103_On_AE134059.6" "Pt103_Pre_AE134058.2" "Pt109_On_AE527955.6" "Pt109_On_AE527955.5" "Pt3_On_E9047638.6" "Pt3_Pre_E9024733.3" "Pt4_On_E9047643.7" "Pt4_Pre_E9021023.6" "Pt5_On_E9047635.6" "Pt5_Pre_E9021022.6" "Pt9_Pre_E9021024.6" "Pt9_On_E9047644.7" "Pt10_Pre_E9047565.6" "Pt10_On_E9047632.6" "Pt17_On_E9261162.5" "Pt17_Pre_E9047563.6" "Pt18_Pre_E9024732.6" "Pt18_On_E9261163.5" "Pt32_On_E9414883.5" "Pt38_On_E9414881.5" "Pt38_Pre_E9200719.6" "Pt48_On_E9047631.6" "Pt48_Pre_E9047561.7" "Pt36_Pre_AD467095.6" "Pt36_On_AD495182.6" "Pt37_Pre_AD502452.5" "Pt37_On_AD495183.5" "Pt46_Pre_AD467096.6" "Pt46_On_AD781834.6" "Pt24_Pre_AD436687.5" "Pt27_On_AD467934.5" "Pt27_Pre_AD453873.5" "Pt29_Pre_AD497504.5" "Pt30_On_AD505620.6" "Pt30_Pre_AD497503.5" "Pt31_On_AD467932.6" "Pt31_Pre_AD453872.5" "Pt8_Pre_AD153354.6" "Pt8_On_AD167380.7" "Pt11_Pre_AD153352.6" "Pt11_On_AD314068.6" "Pt13_On_AD314067.6" "Pt26_Pre_AD467789.6" "Pt26_On_AD467915.5" "Pt28_Pre_AD297619.6" "Pt28_On_AD167375.7" "Pt44_Pre_AD467790.6" "Pt44_On_AD167376.6" "Pt106_Pre_AD502250.5" "Pt106_On_AD513626.6" "Pt34_On_AD485757.6" "Pt34_Pre_AD466985.6" "Pt35_On_AD485758.6"
"E2F1" 1.57778368940895 2.26728782540422 5.36147542116362 5.70518459987852 3.3270733525077 1.44494246822011 2.2587908813425 1.10660614281435 -1.21602543524211 -3.76617924742586 -1.78695675052375 -4.79207178853138 -2.49715278728717 -2.12771880732888 -2.90771931307574 -0.750281884186589 1.29104234678071 7.03469014836267 0.364584755662201 1.53073061367414 -2.05036337820317 -3.04456657841992 -3.73598060502587 -4.72450957594274 -4.0417913876159 -3.5065349815137 -1.23119111203371 1.88482607733571 -1.79650732577648 -5.05218043440947 -0.140421494423585 -2.99885138762595 -2.05704909772331 -1.36637773499928 -1.66648074090016 1.24665035823486 1.7154268132695 -2.59259364235877 -2.71482278210461 -1.74621374266459 -4.12498883979796 1.40965798514704 0.0850757222038096 2.61335314696768 -2.73760500355267 1.01682475553852 -1.03981578858245 1.9381971203808 1.98223331672447 1.62362730476456 1.15621960150303 1.41355179142514 -3.96411374849887 -5.57474962214301 -2.19838085528587 -2.85798741164709 1.16249499862188 3.89863417718436 0.523362495114952 0.156970782597582 3.01733766972244 -1.1931774586786 0.641572182997831 1.69815736155875 2.62671168172606 3.00589876330875 -2.87904425739501 -0.410680371749745 3.78691379992444 1.31790065607362 -1.45867831341772 1.09322148365824 1.70246069851451 -5.74920976880854 -5.08391740816608 -3.96742658811498 3.16988390236327 -5.00879586682182 -4.2466940323456 -5.43947336865079 -5.20447663536204 -0.175128826690609 2.17832311410927 1.60868449953953 6.55081201127946 -3.18368855069179 0.844818460170484 1.30732179914217 -2.92501651876549 0.25479892912963 0.470728902749892 0.280139741050936 -0.295826904511336 1.5424081536326 -2.73154633785575 -3.1853236009437 0.610536861279447 3.89542641007535 5.09062585457061 -4.04521433075138 2.78779113747345 0.3906650840323 -5.42869692510183 -1.2929527325661 -1.60376563063291
"E2F2" 3.72968000132778 3.82053577583941 2.3359389964299 2.81590864337836 2.99548645821417 -0.432460356124906 3.03180355836002 0.700844878478454 -1.81244767892993 -4.80234913415513 -1.862733618599 -1.34648702735205 0.335899474350114 -1.2780852437787 -0.640718213362152 -0.471432740159684 1.35061323666752 4.57577082675874 2.23160770232932 1.6761352426024 -1.05886285884613 -1.35010291322804 -3.65294334648348 -3.58222493943118 -2.30184579268517 -2.08796933599482 -1.34674768209889 -0.396377470252986 -2.3385706987682 -4.11100883423476 -0.895343812227666 -1.88947210536557 -2.22147449395893 -0.369728406543773 -1.28598522002011 0.594688245549216 -0.442534326193825 -2.49039913453465 -4.00017710824853 -2.2692194432462 -0.967820563762441 2.0953546887921 1.27600104579843 3.19786015745969 -3.06518030482775 0.991395345299632 -2.50584607900739 2.23024529158731 3.05463033373688 2.58503026333972 3.57368517399842 3.04196160306943 -0.214304575697669 -1.44670663734189 -1.21109921764091 -1.86284778796256 2.08586888786238 3.37813186820435 -2.14327391578564 1.39021775544692 2.49604984186333 2.29359676130389 0.119893603776864 1.12733373953369 0.834123203861734 0.0543664772665857 -4.11880003494725 -3.01959158184363 2.97438086019387 2.41572879756128 -1.45698636602862 0.250454874045683 0.564067451584235 -4.12593529021977 -3.35287630017961 -4.34626093323565 4.47020417997909 -1.17450718035904 -2.54540171113363 -4.62318665680188 -3.43206273336631 -1.96295304678251 2.23637853319221 1.46958799400077 4.27757315979004 -4.81938046926254 3.17080049053704 -1.05903776804951 -5.21615231903027 1.13962035916718 1.27353534547581 -1.35020714997183 -1.02929644195284 0.477787972627557 -3.27072510057038 -3.70768399119753 1.45349377730648 3.39749654806297 4.01285547562391 -4.87785466822019 3.27247483817979 3.29813117557298 -3.95296139109476 -1.4010557978399 -2.70723756949638
"E2F3" 2.04109190662365 2.17659232416148 2.27781923122438 2.11769439220082 1.36427623455239 0.0925198481325853 2.13840515432546 -0.739633260445324 -2.07755086369491 -2.45787286331527 -0.518311946578164 -2.20190419901566 1.10450170519856 -0.582858540501349 -0.24691939850212 -0.626954601908925 0.549153853214837 3.15214480020859 0.884019300956504 0.848784356814186 -0.580068427813261 -0.640300216892042 -2.10305232429986 -2.13298873521167 -1.22271635056379 -1.19864711050601 -0.246140638457504 0.864109308200165 -2.57522463767669 -1.20628127245409 -0.87787294254066 -2.0500313839867 -1.40961371477252 -0.712913840314551 -1.83158148460347 -0.497599353921423 -0.466995539552002 -2.26496004741993 -3.29881418336617 -2.10228110638869 -1.56127368481458 1.64223009962438 1.07728893616952 2.22200270021172 -1.402674194896 1.98209807843336 -1.696307474721 1.14533527701038 0.505846738129908 1.67267691168691 1.92547659072443 1.76317305639712 -1.37256118156856 -1.13278287465198 -1.22853480942382 -1.38190198324728 0.600737721371151 1.60487071545415 -0.357263935741302 1.85570051850905 2.07809766348979 1.83413037553922 -0.201029626903964 0.0121689827681988 0.139963804156272 0.446298373122782 -2.40332244539007 -1.51823893875286 2.70454512580159 0.767832756507808 -0.771475182901829 -0.173042714431117 -0.076325001360011 -2.86536571198418 -2.06254386364106 -3.23368741798885 2.17760551566003 -0.784929197633142 -1.28695958577194 -2.81709878678272 -1.94415055132478 -0.391686662911591 1.39058722885164 0.923693909964212 2.8044374623856 -2.62716862678279 1.45304180711185 0.256559578013475 -3.00080916073128 0.394459992132282 0.700650948217958 -0.52881387189616 -0.43038791713465 1.2537029998463 -2.152978877886 -2.20850237424877 0.316187555661459 1.88921239845893 2.83301993077033 -3.23650397347623 2.03788231271856 2.50387180392523 -2.46982560576716 -0.734490010683764 -0.814483006107183
"E2F4" 4.97853585876777 6.54042501027535 4.89561028682099 6.78720615419363 5.27009708267502 0.756837135325227 2.23187251275037 1.10177281152402 -4.55315095396775 -9.44094459736692 -6.00677832536984 -2.57838004506676 -0.810621858020436 0.645555058755266 -1.98657923713606 -1.47922677449158 1.11922240976741 10.2021186907172 3.02528916650593 3.26974802177636 -5.48412212941802 -5.63580534869654 -6.49254043022695 -8.58264986407205 -10.6045746411042 -10.2954861546505 -4.76691108294501 0.529924580686028 -0.181932269461462 -6.60557970280268 -2.93017861832019 -5.64885612032026 -1.37543674782533 0.580254327391911 0.495515786440243 4.84298767339567 -0.191035279475013 -2.59595310257278 -4.28197971593616 -1.04205430481351 -1.21382092193621 4.454422074177 0.667845960526198 6.84406218768015 -9.26875218071452 1.43253097641767 -5.14258858998925 5.27413985009836 6.95139823999662 6.19314899065379 3.1845280421837 3.00836574235699 -2.55208725845064 -5.33675561909333 -1.69045619293903 -3.7674997917151 1.01675483914459 9.27262117329976 -4.37709926557951 2.65694023936246 5.97206279911331 -0.0519807150698575 -0.417502600095769 1.65290920881753 6.63147164049602 0.649319529204582 -1.40879217692128 1.09450166666917 6.47104094264752 1.6244126347365 -5.84435568937411 3.34182356882056 4.01221762787921 -10.695218836284 -10.3367983624163 -12.2691266840665 4.77097020063736 -2.63667170944289 -1.76461157817974 -10.1087050250113 -9.38677998287468 -4.34049580596411 3.57072945606877 2.79062455178114 9.799081084907 -10.128377787809 4.04518307332924 0.299154163780928 -6.79619883213609 1.23061243211866 4.47549865629798 -1.90006496287086 -2.74164390791295 0.246439374869139 -2.59924874437998 -3.43964937969635 1.81922908882558 3.3653840077838 6.32398866541561 -12.2863882170359 8.98155726276416 6.58819315878439 -11.0864731341419 -4.03198106022042 -2.2477486925928
"E2F5" -1.360232552342 -0.605449653706744 1.3199245201425 1.61446061792227 1.70133430180965 0.604635387084301 -1.87681766743782 -0.2690593169331 -1.20148124389322 -0.715321342385047 -0.986373523888779 -0.969726678084426 -0.357270256652623 -0.965742232601895 -1.22648728892538 -0.738892184659109 -0.962926024272845 0.504502867317965 0.643827493285301 1.29939568746446 -0.0303138457521173 -0.0478503508825488 -2.15533263463975 -2.04732962062846 -1.60241440621236 -1.30396454141188 -1.24036871160234 -0.0169651295528792 0.531905947823433 -0.140160626617521 0.525309396955339 -0.367483513777432 -0.671550901396731 0.310033047958318 -1.55087381889226 -1.22759604792211 0.220111190569504 -0.401040106007843 -0.670579542621873 -0.337654942159163 -0.777023709807335 0.919486828979276 0.358272053090668 2.2013050483313 -0.893062591746829 -1.19611922443826 1.17693898046696 1.93638829980489 0.241692472017717 1.00393186985275 -0.742322805950296 -0.421261298464911 0.815073762043931 -0.920238758165588 -1.36686081580346 -2.08483542334092 0.679892150183222 0.660946329234195 -1.46245333513347 -1.15596457169327 -0.0713783895239667 -1.49009173152387 0.294638786959051 0.849271258292056 1.53047338920696 1.56819017876267 -1.61835300275712 -1.21691033443618 0.0138050402832876 0.219562328288368 -0.883819344449803 0.519760851136758 0.420798577107204 -1.61866739095239 -1.45415972473921 -1.35547337198308 1.12789742424682 0.0433804335909756 -0.826987150875861 -1.86682606424242 -1.056406670744 0.165033076826832 1.73677127374394 2.35455067337671 1.85783731453634 -1.06703122690118 0.41621483875403 1.68527334421353 1.04735632884987 -0.0296717330427992 0.0396445845672908 -0.622266523781699 -0.169388665807341 -0.310577436167897 1.12069506173037 1.21148847960185 1.72146605032674 1.79039460336171 2.66960645510547 -1.18860516277248 -0.209483202949002 -0.396487483326556 -1.49393147498051 -0.815963046135027 -2.2040366516497
"E2F6" 0.252811792987575 -1.46188912103441 -0.897460789239054 -1.28941004614044 0.170064472484395 2.24776160277869 -0.968212827439727 1.41198037205537 0.769773619539463 1.6187737738549 0.444771807533176 2.66909649206834 3.58742171380487 1.86344607766295 1.55085211666028 -1.50082666691083 -0.832678406632909 -2.80946926234855 0.930461765834995 -0.0355455271256504 1.03980491060259 0.870625762254063 1.19553633643359 1.95238395007855 2.19607527672035 2.13974864103697 0.75859558669896 0.627909720824283 -1.20714599062923 1.85164717342196 0.906330594566448 0.298292593704835 -0.852367644090818 0.389760073713759 1.33100477757008 0.914868510022662 0.961829200606875 0.124822386238049 1.28244399787976 1.26668091472275 2.66370954564893 -0.973842671292777 0.00791083345035021 -1.90195833818862 0.106265174158689 1.62994423439713 2.3174716259029 3.19424862754123 1.08118750154296 0.0751603676710707 -0.255022202929733 1.66560122899537 0.601486598744424 3.67264834865869 -0.351800592456482 -0.783049050713479 1.05159037174596 -0.43085984759706 -0.918681533262301 -3.89428425042662 -0.722203150409235 -0.0635992348787376 0.719527971357876 -1.28441692234565 -3.14538942629658 -2.25386848677294 -0.376247035806716 -0.368056577616511 0.560786135436104 0.733752674263484 1.66558316996092 -3.29698377228737 -2.18641283617457 1.78129518432111 3.20197449977963 1.0898235443499 -3.86744675718382 0.604609860049864 5.62393164882653 0.988363916234783 1.65026525287494 2.06330053045249 -4.30479711195994 -1.80376194805101 0.294922471639302 -0.900047346599663 0.227113056856427 0.536834011958837 2.01081387683867 0.735320740566141 2.31378830443719 2.99033823051395 4.40474831827349 1.92305156932336 0.226126985151757 0.481918299193627 1.13323693593369 -0.859631238189476 -0.427864227947424 1.27862621268475 -0.52592514253161 1.0471646876566 1.02772826984012 0.527630559654821 -3.03032272062496
"E2F7" -0.445129114719639 1.32097893976633 0.15760163275877 1.0456370062519 0.842540889250654 -0.271417319209945 -0.346702556074412 0.65162092810963 -1.21895390891474 -1.54635780555123 -0.645851477944926 -1.40897066310868 -2.28483280780523 0.798586533924364 1.10881974951745 1.8378888675372 1.56173635540443 3.72002432825439 -0.0892507349394208 0.229894385437951 -0.486698381045546 -0.429297049654241 -2.37418885309541 -2.95447459541648 -2.39441800880234 -2.75438263849551 -2.92543389151963 -1.44964262088692 -0.346943801957582 -1.68739081976791 0.852567395432887 -0.789517968827289 -1.80587816780983 -0.991648451436104 0.716032153536513 1.3462751136558 -0.0236882673129107 -0.503681585948426 -1.28908882332739 -0.888119024751205 -2.23557650202028 1.81767231366208 1.47962459533831 1.90790914420559 -1.78952516155578 0.859431047256359 -0.318225953637439 2.07710336572171 -0.687501815505658 1.69313011004007 1.07947565641723 -0.84090293301974 -0.536690310028731 -2.73277676576271 -1.14071914139406 -1.28801847656445 0.0992756011045449 3.31749552315568 -0.883753217017449 0.79696645654525 2.277705154491 0.108844701719976 -0.293568443679464 0.264717815597328 1.39245191682386 -0.107254280300429 -0.536358889170274 0.310545398671447 1.42880425390122 0.475731198041167 -1.543327585654 2.37846608606999 2.22159508695199 -3.67824316284933 -3.43214485199926 -1.97253015192912 1.84155004514877 -1.83656148443519 -2.13211999855835 -2.43711503832428 -2.67196252322377 -0.585345530617537 2.38388845493858 1.55630738068757 2.49764981971099 -2.34579393653797 0.0631432523844207 1.43323666658851 -0.289640602010746 0.958259864083064 -0.202354241169028 -0.136988737852276 -0.998294040037872 -0.241445422671162 -0.217501199492793 -0.373831219799544 0.704410805355432 0.328494490608481 2.9113493052693 -1.44942606982782 2.20907795076632 1.38041447882008 -2.63076625644079 -0.972212508568486 -0.72268716215132
"EBF1" -2.73636751232795 -3.33586821236871 1.06070467424562 -1.38194339048471 -5.02662246481958 -1.38874422749928 -1.30417955598328 -3.237368992038 -1.71760838933338 6.44857637704633 5.04378002768855 -6.55048341496686 0.00955430938972099 -3.91273289986937 -2.94245247355274 -0.893282796424513 0.113835356424249 0.254141462253067 3.13928858555756 4.67822887222174 1.75738285299786 0.268483022589367 -1.1783522848404 -0.903797167055183 -0.422008628899276 -0.374328456979651 0.688389790964614 1.15061527882687 -0.713894491541341 0.276557523920362 2.65228052610634 4.94874968913355 -1.61138828848409 -2.92392413102106 -1.50009426659269 -1.46203433270125 4.9505240037222 -3.66749572948338 -2.75069424410872 -3.02101813555683 -5.98894019524178 2.39446502456706 1.06686862411211 -2.44659420780554 4.85050738604957 -1.80419695926042 3.85816377554699 -3.09988354442869 -4.63863029951733 -3.00850103709105 -0.441902891673757 0.0506371291752771 -3.7816013190943 -2.97153247292765 -3.14585746403808 -1.69297600966544 -1.10329583311985 -2.59409008112988 5.94790583572345 -1.51840637711237 -3.43336149951196 -3.59874779928517 -0.0141399525065679 -0.505231282165357 -3.89866520192873 -1.65868416155624 -2.78080897370761 -2.59377687850599 -0.240889263209304 4.22386288238566 2.21239769534722 -1.63701773707312 -2.81066279721306 -0.196545380535167 0.383325471771978 5.32290562668916 2.22197780348455 -2.01499489408907 -6.50521753070019 2.69335320167366 1.57298067209171 2.02202667010805 0.825348612362013 -0.752920581430556 -0.736282846406192 5.33725186587058 -5.24243208646963 2.02655594865235 1.06942918537079 2.62925560079878 -2.51122654413935 0.577656619941399 -0.397300282234588 1.39002441141666 -1.20065929867011 -1.52262561009403 -1.59514849991232 2.38492494170408 1.26626064862702 4.88148761489161 -2.39910460787243 -5.06633571457359 4.14114148473132 4.0204690075828 2.50883824145066
"EGR1" -0.942352486222316 -1.51274074588667 1.0228990162584 0.0136335629616364 -2.34856907837986 -0.0115058648636465 1.13541149718217 -0.896223820226745 -0.234185394636223 0.624624530915971 0.52156848627639 -3.94908512508315 -0.42777276633439 0.805316605808781 1.10083616875628 0.842930577875204 1.31956129717672 0.264902264984353 -1.64979836085936 -2.07827424757458 1.55029605533455 1.45596048860506 -0.167024034631533 0.556264074266144 0.146008172607831 0.30241439650169 2.57522406946473 2.40602767419508 0.0449873250250574 1.21003324503972 0.42722715846901 -1.82509799689936 -2.76609608933579 -3.40392661113584 -0.334978399714284 0.0229366110983888 0.979203449003102 -3.08959299941798 -2.83145280729001 -2.25687299787764 -3.20855052873113 0.106301083806228 1.0168917145281 -0.859804768559538 2.97976872654805 0.958288998291983 0.394783826920582 -1.06174906223139 -4.1839016966128 2.62847100378848 1.05437806830654 1.52235066949556 -1.08662206874769 -0.26590703454317 -1.5501746097406 0.233646913495534 1.02142439027314 0.690559337202681 1.57018951587708 2.16705839760228 0.339242901802299 -0.348057396161723 -0.354167153390921 -1.23732427931684 -4.13458834841123 -1.51068513092898 -2.07863327610328 -2.17541440005046 0.324749778010114 -2.8890563342411 1.2605766767593 0.815377080269753 0.593659774400276 0.0567027332537144 1.08825845317099 1.01138547687997 2.82713143392253 -1.71412960192994 -0.821760894716694 1.54065473849238 1.92783272697852 3.45586677300214 0.983492359495377 -0.419865563031294 -0.393236738234463 1.27484765903952 -4.00274878338348 -0.989056452927212 -2.11261555664252 2.60320748902115 0.78409227533797 -1.61397845074934 -1.02824649287392 -0.296178329540973 -3.07563247214341 -2.73808082787828 -1.84713907764607 -0.295533492886491 0.024164357575718 1.14381159217864 -0.860999710884132 -0.446173784960435 1.82289368082974 3.84750438315254 2.06767528418053
"EGR2" 2.04207213103558 1.58610349661821 1.45309885576026 1.48409254182678 0.865284822915027 -0.405399687514416 1.5241861415056 -0.693327141821892 -0.332824359214734 1.45506779603487 0.518545503753664 -2.03203479078774 1.68793717766186 -0.605171200697747 -0.3543050223174 1.25255444458417 1.2120799858828 1.87547922211226 -0.220278899252747 -0.820972315172271 -0.237803337167239 -0.307008990900202 1.19218729277276 1.45431441831457 -0.0561385674851469 -0.146482395165653 1.17000746665821 1.09687778641939 0.0124584381230583 0.0262273100731105 0.915110556029912 -1.45539992112854 -2.00570148504379 -1.38710096003013 -1.07972527181577 -0.971097242583981 -0.0655960280934753 -1.27702630497581 -2.18512753392345 0.309684694933889 0.557510739303783 -0.5802670316452 -0.307691793206113 -0.69125142303936 -0.106595213707515 0.0141328748437098 1.34372401270787 2.23188294818983 -1.06115836419022 0.455853956780446 2.43479965053167 2.29395989562832 0.701948956163411 0.383795126843798 -1.35097018971688 -0.480778337799172 0.452831335783257 0.527958420202097 -0.0221596481675659 0.377735623958045 0.0481515203123401 0.660036469885325 -0.74188816907972 -0.599576477452551 0.419086077663749 0.908402785249885 -2.02444112813697 -1.56412507295027 1.0535069078359 -1.35933516409089 1.36044976262011 -1.80605530390149 -1.28995850851578 0.201342945641908 0.507265790499844 -0.160414158404887 1.83571201955901 1.33310372230924 1.36940254111085 -0.797653473827407 -0.34566190528719 0.371670644005149 2.42053353301419 2.71626889778518 0.643816581385274 -1.01474740305183 -1.27824208273793 -1.51523770527262 -0.368487134554212 -0.212652937234517 -0.655110831988877 -0.188796250724274 0.0635556406380715 0.757684841690842 -0.448797586978697 -0.252702865529055 -0.982599320608256 -0.988799805598773 -0.25113223544756 -0.370887714214606 -0.0854079411106454 1.03899680925474 -0.521368883305214 0.478929377990286 -0.600525643691264
"EHF" -1.03865359387847 -1.33896987937889 -0.317390979168355 -0.584986611292689 -1.89494083718907 0.923301401874824 -0.594501279285379 1.02638357076485 1.82128486728742 -1.37205223610174 -1.74419766308443 -2.77529517668616 -1.60443749770633 -0.918836125918396 -1.15013155183818 3.34421690354931 1.72126871405138 -0.305091296801175 -0.465108143052607 -0.541687718446377 0.452215027934186 1.515475830796 0.420146175181179 0.272650730973811 2.76212136465661 2.42971003152035 -0.526982020901388 -1.13098204111825 1.06133527738454 -1.41763849836437 1.03438113063601 -1.67782304669114 0.236499066487054 -0.771916645367042 -0.0477480156342671 0.250216145412122 -0.743525815060378 1.87665342370738 1.65329634196865 2.89182509823126 1.24441628725322 -2.93366762450863 -1.96801230974309 1.62790186742087 -1.77575893461154 -1.75133496070039 0.137709546927412 -1.31546096095393 -1.24430555825909 1.43928881471635 -0.405545083197146 -2.02596324183022 -0.944312157161796 -2.03743736282303 1.12645012879684 0.363995275823121 2.99020505559629 0.846031152497216 -0.118230464931937 0.950378357717529 1.51375875688236 1.0958054633849 0.469536329256116 0.131022966977632 -1.5561542075292 -1.21253190355213 1.56566352687935 1.55022231349498 -0.194119048515434 -0.827199193455607 0.0563389994521037 1.73269072192055 1.75878736068493 1.53446287988705 1.53559407201022 -0.798520477481229 -2.4069918176896 2.1310086702351 0.0992325364178125 -1.4642089892105 -1.90932925553553 -1.54341462364561 -1.16940945698316 -0.940259133459113 2.22774477209996 -1.80649776185026 1.61763600490115 0.689256831161822 0.85757329665058 0.18948193223144 0.415484005264804 3.22680090676926 2.33072924236398 0.658382607030542 -0.102181879741985 0.278349629110912 0.821218056552968 0.487711998035499 -1.95708743432598 -1.3781805208115 -1.685211726105 -1.87532230278302 -2.18385670406501 -1.64366609839003 -1.6371529843937
"ELF1" 1.25824707331433 1.28888146767482 3.06266751829767 2.53416900539166 -3.68736531133465 -0.118904829231513 0.857997839644466 -0.57278220555124 0.253582597364158 2.59647317840596 4.28590705786206 -6.56007183382892 -1.13792441007852 -1.62280294561225 -1.59175038261395 -0.891008918799414 -2.3507032452301 2.17596776078934 1.02594447390172 2.75925057425523 1.85558312586144 1.08775699788462 -1.41042350582057 -3.51129433493272 -4.00785116689676 -3.56800643174485 -2.77755442984085 -1.41166712462765 4.03826895288569 -2.61604456061229 0.809270300126403 1.06585256060903 -0.273418334889286 -1.42457587469282 0.366820908869879 0.290957153994139 3.59016256397454 -0.714256802911418 0.289213645366535 -2.2361255541333 -6.59569700766729 1.03402256494646 -0.0225793129062839 0.308239559908148 2.60372789238288 -1.67884469157183 -2.19821508503537 -6.25581505805785 -2.27075619967542 -0.374561814499676 -0.361213716147272 1.01720795515911 -0.936031105438286 -4.82753460079687 -1.0705167108172 -0.708730933070367 -3.63897636919219 -0.560899879230347 3.48573636565577 1.64697094585232 2.01834332172267 -0.558413946524334 -3.82061029420256 -2.68985672930926 1.38479059047886 0.50194483602222 0.351338997493809 0.779166831676254 -0.233433419757092 -0.0426726252730862 2.33874596441689 2.97921865949048 1.72101595335464 -3.56826066325293 -4.35332798383097 -0.227304240975013 2.17757546314712 -1.6510348687364 -5.41183953245331 1.87868296063326 -0.550818047823836 -0.417150028721661 -0.30241189828425 -2.70909464951567 -0.782009437287616 4.53140276793949 -3.06516031522248 -0.286017766532369 -3.55413539958369 1.3978357245581 -1.29457067543015 0.490787306633926 0.1870603377599 1.69880365892105 0.631276345417256 0.723120124172014 -1.105303512003 1.43323850246057 -0.930981114974907 -0.987168745655532 0.435327961636782 -3.1587174001282 1.68732099253874 2.37168478458101 2.4268845797823
"ELF3" -0.761550765353356 -0.63630672422722 1.03636642883991 0.855249961765377 -0.374982805649166 1.40131708793436 -1.26955522639797 -0.250106690042339 0.194679287661823 0.355053592618466 0.267344475926676 -4.11132582021227 -1.79051592180908 -2.25893680554949 -2.18907539804123 2.70593970121547 0.608528771585772 -2.72196841928789 -3.10148270622825 -2.60956494721833 0.954105952733999 1.94692734975683 1.7047969420027 2.34979670342205 5.37139277886022 4.98748157101725 0.839853625180193 -0.906058507504134 -1.45754302032713 1.19389335495833 -0.476896136441117 -2.38716359015592 0.641961479445887 0.193875711846899 -1.77874522828561 -2.02928784472717 -0.562290157287019 -0.840318953384038 -0.814127366818453 0.676033871107066 -2.14367071909586 1.31284047550001 1.23747268901412 -0.617401231574442 0.761842082378438 -0.303928430191334 2.00290400526675 -0.918964843814957 -4.51186384693213 2.31554875020994 -0.98623707438962 -1.39092355256238 1.44579820429418 -1.31566901013506 -1.64483382188868 -1.15373593734413 4.81652251154864 0.407076474809878 -0.0941070626867201 -0.362822244124323 -1.04838521062638 0.124143931461996 -1.09315133264567 -2.04090003546713 -0.95728777679689 0.656891331877788 -0.608487662426318 -0.531174979189882 -2.3567016253361 -1.87150593277678 1.52744608060551 -1.06317247261468 -1.15380057577157 2.1089045562382 2.32707192575217 0.0755904810328042 0.476661343283439 -0.00261723501478078 -0.50292486370335 -0.319525373878734 -0.280278655259363 0.297702803087249 -0.309074888861155 -0.570872184093274 3.23628357244688 0.0649376968359131 -3.05640417733695 -1.71979036414227 -1.86769333874373 -0.819738935177736 -0.384040892512083 3.26821088719788 2.82275419845707 1.35514921000078 -1.19060773444095 -1.05551486459858 -0.00430385930452146 -0.382731698567235 -0.417757218574361 -0.184810358573559 -1.17906222578433 -1.70869990195863 0.284758504939185 1.04933599932102 -0.334699733215544
