"Pt1" "Pt2" "Pt4" "Pt5" "Pt6" "Pt7" "Pt8" "Pt9" "Pt10" "Pt12" "Pt13" "Pt14" "Pt15" "Pt19" "Pt20" "Pt22" "Pt23" "Pt25" "Pt27A" "Pt27B" "Pt28" "Pt29" "Pt31" "Pt32" "Pt35" "Pt37" "Pt38"
"CLOCK" 1.35360942983032 -1.2336310264416 -0.452004514242434 -1.91744697101005 0.780461239903097 -0.04663050960373 -1.63146295215262 -1.69865576106876 0.810217810957696 -0.909960138052709 0.806627643224064 -1.31756990091915 -1.68482558978988 1.16637151066348 -0.219487235243493 2.42448186332233 0.144926406869679 -1.29845777605529 1.16466161647145 0.871183509644599 -1.12873978087697 -1.51965215057437 -0.180800536885075 -0.93053390815323 -0.0618153557965157 -0.38561338109857 -0.744213568113247
"CREB1" 0.957490933983355 2.52919116325358 2.3845300928062 -1.23957712589183 0.827910686780661 -0.676454438965403 0.326058362302893 0.3446029752146 0.476150698111275 0.130490355405035 2.77061302404232 -0.766943879840051 -2.19616032871579 0.191586019017183 0.551961907736649 0.120871120249931 0.500206147954372 0.549753705144188 0.615682660922863 -0.309581015026045 0.309693878104917 0.907684209914675 -0.165217343897648 -0.603184133715708 -1.00984399802378 -0.808960195270185 1.67850262930697
"CREB3" 0.356447162188534 -2.00749764136072 -2.07767824373446 0.497431591594443 -0.135560983209304 -0.84219218366488 -0.32166432408572 -0.743428649723909 -1.39763653491358 -0.0282347276312174 1.12068531288827 -1.16762746980791 0.684510846001488 2.01537426808398 0.812389296296178 -0.492173721855057 0.679988388982841 0.789727403392987 -0.703345109043705 -2.18754927684118 -0.0281680874311256 -2.63680122990202 1.55962653162312 -2.90955505846595 -0.0180162522462823 2.9214249432939 -0.874494557695149
"CREB3L1" 0.892913576537581 -2.13679583513459 -0.959020794640143 -0.274277031183596 -0.631595357267106 -0.773880724757306 0.03301694631227 -1.82480346186973 2.16060723337043 0.326506167272714 1.13909957832826 0.82512234062575 -2.89598486272476 1.22597933307831 0.0352014331025002 0.40606041140979 -0.22316020069669 -0.0840178769790904 -1.06352888297315 -1.72433798065907 -0.788202409962836 -1.05063979451545 1.62789382811401 1.82046484501873 0.122089268773462 -0.749507401574947 -0.657757331787126
"CREB5" 0.466117633745494 -0.00343997489442761 0.865342456381202 0.0472780161125107 0.331645811982929 2.15745597215869 1.78293861753941 0.310697101818367 -0.111400737587011 0.795998341620367 0.0440185941661308 1.44362428673531 0.034929512222888 1.14396148672552 0.252753512882488 -0.26539500101361 0.489768659814028 -0.658881254492125 -1.78671919553395 -2.04346593437778 1.73435867769341 -0.891346157495365 0.697118790627264 -0.458823963992362 -0.691599694283591 0.538483418382246 -0.573188329888426
"CREM" -0.00814718548449035 0.667688345350685 -1.82820399260492 -1.68684512124539 1.88992900874789 -0.388910846286558 -0.907042630642169 -4.65929662626578 0.701809601071589 -0.0724097042643769 0.424601826829829 -1.05360869374469 -3.63794640336377 -0.755660892361274 -2.12473176546928 -1.15818648669712 -0.239407449241849 -0.932458769326516 3.44637893839918 2.60863025812768 -2.35569809637289 -1.75991846751834 2.18630262734009 0.300742257433304 -0.427862248237071 1.38290317494872 1.42533366651519
"CTCF" 0.989670281868574 1.93202740544875 0.672022569393197 0.92495495950294 0.862763946409452 -0.781789473689317 0.521107854405505 -0.293267310030885 0.717023653769606 0.480962998400009 0.625335970644347 -0.752890576026089 -0.126059579932056 2.24885724503535 -0.070120167130229 1.25746798585227 1.21061698239616 -0.25372260946987 0.163435371032152 -0.132829504478208 -0.738211703166221 0.148686309102842 -1.00751161501956 -1.48967949863269 -2.45070082407955 0.761064070938281 -2.56652493296894
"CTCFL" -0.299145484748984 -3.1047520598375 -2.24479103214794 -2.63263839861502 -3.03912494630114 -0.533077099713953 0.829384200924842 -2.61887981351234 -0.43295597391265 0.471698107680711 -1.97067307417342 -0.575984493005065 -2.09730659228116 4.47045835255082 -0.866502110630172 -1.16531097135959 3.5428917473752 1.16353150388329 -0.603776399310603 -1.62966258777744 1.9800643503717 -2.40666617529743 3.16527676558807 3.61509714403652 -0.800487560415523 0.371988621636646 -1.1399809971611
"CUX1" 0.353782913074083 0.0406654368131072 -0.532512252087179 0.704948775542181 -1.94024058345034 -0.821939356818234 0.458922469836685 -2.26887964159191 -1.14233941819604 -2.18318664665328 -0.793463784739458 0.55280247168314 -1.77921950379362 1.88079282345859 -1.71423179846694 -1.87088862978534 -1.88128105761577 1.22981847048226 1.72725220324363 0.677959288349864 -0.71552368463368 -0.908147712522433 3.05177074220678 0.981224468503341 0.58762700421731 3.33138492422773 1.00666664904126
"CXXC4" 0.119509535552171 -2.76214555720401 -0.590717686551188 -0.718927796814369 -1.72097766730935 3.34836472623265 -1.96827854930835 -5.15098499584974 1.70063816316246 0.565627270011014 -0.957188087849348 0.185356794607954 -8.8992313087816 0.225423863814588 -3.37261325309001 -1.80433512675029 -4.66426704160529 -0.844457463887525 6.42740552644132 5.14136172646508 -2.38873995814456 -3.18411067737247 0.0389703690388408 1.9581669395806 -0.84299093326476 -1.06007842338293 -1.41825385451976
"DDIT3" 0.142178608738044 0.423521626564022 0.0500206123124287 1.22324611768264 0.772436695142771 0.826139533271347 0.499947098659124 -0.640813532173566 1.26257165044915 0.648555430987249 1.18162346008902 1.75280373768769 -1.28151484356805 -1.88935651963252 -1.99507568872073 -0.487527008469166 -0.918203494854028 -1.88220623715187 0.780850842299144 0.929614152941987 -0.0285919856850945 -1.75232773314193 -0.594070335116496 -1.37894941677155 1.10963258982405 0.294641595998676 -0.900278572014124
"DEAF1" -0.76586487175007 -3.63465818325516 0.446470123782192 0.947549474443391 -2.93874523511284 1.33438265776901 -0.774467215157957 -3.31644808593396 -2.79903512593315 0.290769056135995 -0.905452255144679 0.88019216254506 -3.38587697657678 1.66423700750445 -2.19070351884197 -1.31005469607329 -2.57820716169227 0.794846230801226 1.76706988419305 1.96792371506592 -0.0976386373985718 -2.67227424316544 0.479688062650724 2.13820779479293 1.3723927233037 1.40404908310942 0.593342179903144
"DNMT1" -0.658238602604935 -1.77311688374364 -0.276393305988554 1.0306201933608 -1.29345714859198 1.08061788059844 -0.470697330719135 0.497808221919128 -2.12946772274486 -0.500702062501581 -1.96964238441368 0.49277146908901 1.82793864686919 1.29140935654585 0.363410510016655 -0.802520508438617 0.828472164339974 1.72504543475337 -1.64069587500568 -2.24345658272959 0.193794677039674 0.283967903572853 0.367095809923918 -0.753839630527351 -1.28076501632829 -0.393246986890175 0.84714973486321
"DR1" 0.630758157957627 1.40336713070233 0.338434532922523 0.364815928968457 0.0655628408145442 -0.164020095752783 0.650569604053315 -1.01076404532811 1.47656884725778 0.926597574117294 0.637862119431937 -0.45873796963773 -2.01216613185893 0.261663280473622 0.842974411768166 0.358746364445408 0.196737262923833 0.25147933640308 -0.41188868502388 0.108366561844267 -0.550990362450134 0.880357003216854 -0.739338426076215 0.959153885810068 -1.78418007302222 -1.19043417554995 0.357883904299702
"DUX4" 3.30751202928288 1.60239010099447 0.0570337791594884 1.56412385811208 0.88720152804515 -2.47419108400673 -0.334522732670426 0.325589664209213 -1.38424916056768 0.462210272212865 1.71537613676781 -0.136505638397578 -1.36534401050495 -4.32913332280425 0.591820773125441 3.16496959433327 -0.462883286179123 -0.824281893125094 1.6994305125035 1.1062969651162 -1.17857932413481 1.57399049340237 -3.30225683285365 0.811611495029727 -0.0768042482497328 -3.1471693958233 1.20189280780377
"E2F1" -2.18207128438611 -4.95542670865794 2.06643000897482 -0.0182781060989005 -0.351120395094772 1.54103107393873 -4.76974478262073 -4.75103776413954 1.79320491040724 2.08762939839041 -5.65262396928894 4.88155267887177 -3.45352149418403 -1.06641540747266 -5.36273069335258 2.36762193247765 2.66429840190077 -0.0892515922547229 3.96388235742293 -1.51548982335245 -0.459189831125824 0.985633106635031 -0.208993421547226 -3.86657133106864 3.58120605097565 -1.98172558133916 1.57431519651247
"E2F2" -3.5782030871687 -6.43047505528625 1.76639693583377 -2.08746905746967 -2.28572778750247 1.59154467561736 -2.03072363542498 -2.51382868101155 1.42954670238951 2.00901748778718 -5.81604782431092 4.25171839037691 -0.5734388024838 2.75964569693546 -4.34045328551967 -0.397134457527371 2.07593144867104 1.54266734155841 1.13861557484526 -2.61433988141378 0.192703156557838 0.894736081802719 1.81232913172731 -1.05559779669755 3.80806432434537 -0.719910232754749 0.931458677032087
"E2F3" -2.67182909382782 -4.60619057462401 1.53172799404199 -1.4602821695059 -1.77216337504556 2.02830897560022 -0.793448170719419 -1.87210625227157 1.18643813050228 0.850259756826361 -3.75873190622547 2.59244219171795 -0.213893457335232 2.94297913544938 -2.34611260223755 -0.268672986711827 2.02295181224161 0.979266818957957 -0.349208158236832 -2.79089841877748 -0.0111718362998192 -0.213313961372984 1.21293865066562 -0.860247763360092 2.54438481326917 -0.434358832273818 -0.187839794207655
"E2F4" -5.47017315186776 -7.80341512618342 2.29876602900889 1.40565567849083 -2.70939868784138 3.48490751208741 -5.80991904681017 -3.97139490879405 0.274899524207611 1.75036127856271 -9.02930799633733 5.83949189003158 -0.54872654168377 1.30284552245947 -7.69300256360725 -1.10501617014857 -0.467849136574233 1.32763365945225 4.7233978761449 -1.05694109078799 -1.91079190312717 1.4395641307865 -0.224406705402849 -4.64006249843039 7.49423661717717 -0.453731198201695 1.83440940487739
"E2F5" -1.0933925628343 -0.155656812567204 1.12206092390662 0.839830665606223 -2.19109001814698 2.20141898745992 -1.25057071502635 -1.68355422366809 -0.142737136907775 -1.06776773015275 -2.78606060820128 0.203903301317533 -2.50481338038541 -0.658109695593718 -1.27110784623698 -0.329825297183156 -0.0439731343272605 0.850792260720244 2.57197617241055 1.49015789128537 0.283028336379111 0.454287084295052 0.656981580090052 -0.697630552223193 0.667086952431421 0.645634129854146 -0.00473128243392995
"E2F6" 1.31735651850484 2.01519740179999 1.10493748417326 0.873170706180125 2.80701885196025 -3.78876698294688 -1.22482684196064 3.91548636450494 -1.04070354007646 -0.288877378488566 2.84316175668198 -0.516546871952129 5.16414685048533 -2.98672922250468 0.887065604992217 2.82144563500038 0.955734224741047 0.834709142695986 -2.91043392567352 -1.85489503159006 1.21082812228749 1.23900196726786 -1.17829415327608 0.0284774962161415 -1.9632171020796 -0.453338586399459 -0.368695039818095
"E2F7" -0.0150232752128432 -3.18896050086258 -0.516435175284312 -0.0376000522391079 -1.7708593831425 1.85703617755382 -1.17965896327673 -2.25599071320956 0.845023442542965 0.404381117039757 -0.377215865860001 3.86176604891116 -2.97476768125711 0.100830644777343 -3.66415799263852 1.32061023661395 -1.46219618259668 -1.10972181415449 3.30531662177501 1.75255302440898 -0.116717270176473 0.405879522494697 -0.0764807624318937 -1.69591468121786 1.92627758160948 -1.56672833817229 -0.0361064353510536
"EBF1" 1.66425861191946 -2.29446610193755 0.230960944755449 -1.75179930162713 1.27257247128071 -1.26507297333865 -2.68976220163833 -3.89464432363679 0.209179284281977 -1.82493605319656 2.08984932670063 -0.551057857447841 -3.83743533280752 0.305237813974344 0.390805390200644 3.59333857589943 0.125230720723721 -0.601128178627497 2.24593288994682 0.611463398382081 -4.95101170715859 0.204438883791267 0.470292905888003 -1.0862310885054 -0.112613157045223 -0.97118041655515 4.71255763420581
"EGR1" 0.710674188214745 -0.466859751892625 -1.19274941462787 -1.04542768487913 0.713366187546868 0.0260914840201345 -1.74275341894308 -2.89825899728688 0.267683278604768 1.40948684653135 1.0834028590397 1.53485837844767 -1.88023907835671 2.50328468649146 -1.71075928899868 -0.00508668902373626 0.517310380146531 -0.784628752315561 1.13147265878888 -0.998373751101745 -0.0425156025116641 -0.777602997466335 2.18780499578296 -0.307084915101848 -1.04947586760992 -0.298796860206627 -0.721142163512169
"EGR2" 0.138439178117021 -0.619361801906225 -0.102186584656005 -1.58975233360665 -0.189655103918241 0.905337986538137 0.580814813241562 0.123130288876559 0.154843853251014 0.955553829175456 0.180104739661239 -0.396020271488827 -1.23058146265836 1.50983402186653 -0.588674227838675 -0.370822833951966 -0.538593756509647 0.337515733303435 0.380902466535831 -0.20675573000931 0.12681321728904 -0.757802771212084 -0.379679575432797 0.178834611242448 1.41717799480801 -0.162757458526794 0.44715573536966
